sample	tissue	CLDN4	CD8A	TACSTD2	CLDN4_log2	CD8A_log2	TACSTD2_log2	TJ_noCLDN4_meanz	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_TumorPurity	purity_in_0_1
GSM773540	primary lung tumor	509.092	201.17812	12350.791	8.994613664258194	7.659483064980536	13.592432626175585	0.10670131247663395	2027.4413036283493	3297.1633220271015	5324.604625655451	0.18317873681794727	True
GSM773541	primary lung tumor	733.3699	494.29187	19676.393	9.52036311724831	8.952135129731614	14.264251474458842	0.3233530671346309	4399.101959362206	5574.998591751671	9974.100551113876	-0.4779093590873545	False
GSM773542	primary lung tumor	728.8713	249.2085	24314.342	9.511498282231692	7.966986990867384	14.569579263054255	-0.09149172697025519	4008.516790200244	4520.759703389481	8529.276493589725	-0.28229898517485696	False
GSM773543	primary lung tumor	1090.583	106.10137	21259.371	10.092206116443691	6.742833124387307	14.375879152109441	0.7133927437721894	2436.5893529308682	3947.5180476117894	6384.107400542658	0.028692275978343756	True
GSM773544	primary lung tumor	896.5425	159.07049	21476.067	9.809836444128292	7.322563552252247	14.390509365727874	-0.03891259365097171	3694.4206088934793	3863.8116509005968	7558.2322597940765	-0.14315814326216134	False
GSM773545	primary lung tumor	1334.9007	1121.07327	20917.013	10.383597058236173	10.131951169890725	14.352458196182457	0.7446307599205251	3940.566237379464	5777.968529305977	9718.534766685441	-0.4446281220594609	False
GSM773546	primary lung tumor	1519.1524	132.89743	21504.004	10.57000025024062	7.064984459907915	14.392384779177961	0.08124528531430203	5183.173429060042	4380.318487324437	9563.491916384479	-0.42412961080005857	False
GSM773547	primary lung tumor	651.1353	610.19996	15922.484	9.349027504520473	9.255500638731169	13.95886840636122	0.12243569039128088	4341.277883804449	4915.336243267353	9256.614127071802	-0.3829193514039807	False
GSM773548	primary lung tumor	1060.0888	189.30389	21539.332	10.051329681686504	7.572161241803634	14.394752865785438	0.3225431371414563	3375.7177333013788	3498.1971611946615	6873.91489449604	-0.04318840670954017	False
GSM773549	primary lung tumor	532.1843	465.53224	13326.272	9.058490489620935	8.865832972632989	13.702093880542995	-0.43599370282169164	4138.283016765846	5646.457473496024	9784.74049026187	-0.45331175791460354	False
GSM773550	primary lung tumor	1086.1847	234.21819	20755.13	10.086381342909606	7.877855821411861	14.341249856468984	0.09777740965756812	4303.55791527691	4141.736753228977	8445.294668505887	-0.2704516821879786	False
GSM773551	primary lung tumor	2022.4668	690.40266	21097.911	10.982613462867203	9.433382343796538	14.364880917086454	0.021366872959503666	4339.152211361886	5983.81665793273	10322.968869294615	-0.5222463685942281	False
GSM773552	primary lung tumor	1380.2885	636.83714	20569.647	10.43179896128199	9.317044295100569	14.328299550612686	-0.04938410955446266	4955.7555638836875	5234.990073968171	10190.745637851858	-0.505597292795157	False
GSM773553	primary lung tumor	1417.2558	192.88154	21888.417	10.469902048627997	7.599031636755917	14.417945910020364	0.9964841273012451	2650.742449598948	3266.0812823446313	5916.823731943579	0.09713463765326202	True
GSM773554	primary lung tumor	2159.6424	252.73891	23165.805	11.07724460145124	7.987200958525197	14.49977147129256	0.603773926365004	2047.164480179422	3383.0025769044173	5430.16705708384	0.16792420227775678	True
GSM773555	primary lung tumor	2345.0625	1483.73576	11674.184	11.196025732486728	10.535990480564589	13.511157666426206	0.3383713056462704	4041.44831026717	5489.387737548512	9530.836047815683	-0.4197837514550253	False
GSM773556	primary lung tumor	867.5459	361.15362	5091.955	9.762458282754828	8.500457985978757	12.314287254682993	0.21916589061872926	2967.094334838385	3972.746833584184	6939.841168422568	-0.05285441646179618	False
GSM773557	primary lung tumor	1818.0482	620.92009	22846.848	10.828968055787648	9.280585411341397	14.479770666236048	1.04687006317577	4437.3975307128385	4902.751638288171	9340.14916900101	-0.39421766997677693	False
GSM773558	primary lung tumor	721.8038	56.46838	9983.277	9.497460280684964	5.844696475904993	13.285442245002345	0.22928501338424967	3510.010172764877	2361.9732881886243	5871.983460953501	0.10368339312692919	True
GSM773559	primary lung tumor	1045.574	1154.13873	1914.933	10.03145860835186	10.173850411683521	10.903831395706	-1.575175037727104	3781.41056572663	6540.418480957646	10321.829046684277	-0.5221036778764072	False
GSM773560	primary lung tumor	549.7441	287.12745	13720.178	9.105238324510081	8.170563302866626	13.744116725623075	-2.196559940853493	5318.376962801221	5569.477045245693	10887.854008046914	-0.5910835709972456	False
GSM773561	primary lung tumor	315.9578	700.9902	18346.673	8.308146961421851	9.4553070799768	14.163309479988964	-0.4862284553420526	4480.958972926527	5232.499583801671	9713.458556728197	-0.44396057550517903	False
GSM773562	primary lung tumor	406.4725	403.174	11469.421	8.67055888604511	8.658832707737982	13.485630723254173	-0.5128572752299121	4621.3418586223315	5439.573127704771	10060.914986327101	-0.4890641291802123	False
GSM773563	primary lung tumor	1633.7647	1063.8271	18191.201	10.674867280891565	10.056403478284194	14.151032478871429	0.7131497924725074	4222.107251609707	5444.494612430153	9666.601864039862	-0.4377870993179559	False
GSM773564	primary lung tumor	1171.6576	378.28219	14474.508	10.195566112271893	8.567127818190592	13.82132635824553	0.19782910981661792	3712.7383292026248	5339.962898938129	9052.701228140753	-0.35510127823807647	False
GSM773565	primary lung tumor	3499.0465	577.2191	18429.954	11.773158373826481	9.175472455144796	14.169843127427919	0.32531529367112394	4910.508028200728	5810.859467912633	10721.367496113362	-0.5711968595004757	False
GSM773566	primary lung tumor	1573.7699	461.5856	14480.105	10.620925327001334	8.853576546254796	13.821884072937122	-0.2591242252047494	5354.266641935119	5547.495642146685	10901.762284081804	-0.5927290923570585	False
GSM773567	primary lung tumor	315.9569	510.29617	12791.97	8.308142864891082	8.998015408949001	13.643063616939877	-0.6148666153712863	5008.599183422823	6496.308676603059	11504.907860025884	-0.661620541216287	False
GSM773568	primary lung tumor	2078.1385	291.49309	17228.605	11.02177014993284	8.192258731939184	14.072602006760984	0.23299875194856737	6006.6213662254595	5327.092899879078	11333.714266104536	-0.6425707607199763	False
GSM773569	primary lung tumor	1008.9693	491.3939	16698.964	9.980095724757078	8.94366907894425	14.02755737224414	0.3906870274414516	3192.3870603935907	5517.299641827026	8709.686702220617	-0.30760203749161874	False
GSM773570	primary lung tumor	195.7952	942.50467	17573.706	7.620551222338828	9.881885848426272	14.101212934799479	-1.0954471888460133	4713.357269300232	6008.7244745981325	10722.081743898365	-0.5712829131066725	False
GSM773571	primary lung tumor	1138.3621	334.61018	19718.539	10.154010606645523	8.390642667211491	14.267338204582318	-0.9269244979363427	5994.548541020678	5479.82498672685	11474.373527747528	-0.6582530648789241	False
GSM773572	primary lung tumor	426.7472	1558.1222	11124.433	8.740614600750463	10.606518291867092	13.441573866171963	-1.1876606285174687	5964.155817192947	6890.842179534396	12854.997996727343	-0.7963010915230423	False
GSM773573	primary lung tumor	175.2104	117.11755	21013.617	7.461155264916394	6.8840795272184625	14.359105542571058	-1.5555655090656937	4580.27725995551	4342.811601329455	8923.088861284965	-0.3372524316370827	False
GSM773574	primary lung tumor	1103.9088	524.8594	22316.282	10.109711578063699	9.038533304810219	14.445873712993711	-0.2644365824810124	5408.7890369872	5789.238988225404	11198.028025212603	-0.6271832645456735	False
GSM773575	primary lung tumor	986.3997	1072.51737	18668.419	9.947490396522179	10.068129819510492	14.188389410548954	0.41643698036755505	3781.4920171761587	5941.90077558154	9723.392792757699	-0.4452667451886247	False
