var	TACSTD2	CLDN4	sig_IFNG	sig_IFNA	sig_IFN_signal	sig_MHC1	sig_APM	sig_APMS8	sig_infl	sig_tnfa	sig_EMT	CDH1	EPCAM	VIM	STAT1	NLRC5	HLA-A	B2M
TACSTD2	1.0	0.681752095050649	0.344447251708443	0.37665346028973473	0.10744102238610588	0.1486982861376572	0.1853152645493638	-0.025578022780739697	0.30539629833786286	0.3132460989466708	-0.6644122321005212	0.6886401223176073	0.581176379155246	-0.4251815765691051	0.12312593009922615	0.14264573866626204	0.05421193351364679	0.15798825768628777
CLDN4	0.681752095050649	1.0	0.24210908189049624	0.2770821418065616	-0.08331898873361636	0.15692622063317108	0.10618150453585182	-0.03732372337694933	0.1733179337115873	0.1503610211876943	-0.74689832732839	0.7318488903746446	0.6891948044739634	-0.4714269188235734	-0.08452216242732982	0.11590141586869217	0.11047748082932562	0.07611714458910569
sig_IFNG	0.344447251708443	0.24210908189049624	1.0	0.9713108533818026	0.6853485453677208	0.6835790728408178	0.8124655267512411	0.6571480396983753	0.8702658280798261	0.7691689772226685	0.027230627422381977	0.0875856745979879	-0.03581149177223811	0.275288349326894	0.5552632139094893	0.5895380184679406	0.558409251601965	0.611455124117954
sig_IFNA	0.37665346028973473	0.2770821418065616	0.9713108533818026	1.0	0.616905496100127	0.6602538711838808	0.8052284581527152	0.6408637098953494	0.7999533570003369	0.6871476324975846	-0.03851379115041627	0.11969548615601608	0.019849206004004624	0.22378110345973246	0.49888621226122587	0.5821824438065749	0.54257654449409	0.6033555227123661
sig_IFN_signal	0.10744102238610588	-0.08331898873361636	0.6853485453677208	0.616905496100127	1.0	0.3789669686122227	0.4678440939227133	0.33015099745684595	0.6343410935932509	0.5534265946538238	0.14671444489277663	-0.0069243028036997615	-0.16747073472979657	0.25190574773713365	0.7013855019729123	0.24589164132187052	0.26565409403376805	0.3737033187822213
sig_MHC1	0.1486982861376572	0.15692622063317108	0.6835790728408178	0.6602538711838808	0.3789669686122227	1.0	0.7477502156313278	0.7059788181552323	0.5625034704612845	0.5275915553959658	0.08130319060328647	0.006080281932679421	-0.031874596847721336	0.26618185048880166	0.26666493914667605	0.6666975154252514	0.8637876336821687	0.7668449405720943
sig_APM	0.1853152645493638	0.10618150453585182	0.8124655267512411	0.8052284581527152	0.4678440939227133	0.7477502156313278	1.0	0.8510163361553582	0.6494704538808086	0.5876351628988254	0.12437022695891344	-0.017189521555188367	-0.10182620469081595	0.3043717672624521	0.3330831514040149	0.6185457099860392	0.630317209415963	0.6391114870526647
sig_APMS8	-0.025578022780739697	-0.03732372337694933	0.6571480396983753	0.6408637098953494	0.33015099745684595	0.7059788181552323	0.8510163361553582	1.0	0.5206136145733461	0.42108263584773653	0.27101803899502847	-0.1732075199324833	-0.1824298248943215	0.4061331899493385	0.28431155701707705	0.6416674610353046	0.6252938323887509	0.6163433890430358
sig_infl	0.30539629833786286	0.1733179337115873	0.8702658280798261	0.7999533570003369	0.6343410935932509	0.5625034704612845	0.6494704538808086	0.5206136145733461	1.0	0.8961193764645347	0.1304153077882704	0.007729454292502059	-0.14300905004601017	0.3560363408534425	0.45414776034750004	0.4668235633914721	0.45938912477742777	0.4857743346658912
sig_tnfa	0.3132460989466708	0.1503610211876943	0.7691689772226685	0.6871476324975846	0.5534265946538238	0.5275915553959658	0.5876351628988254	0.42108263584773653	0.8961193764645347	1.0	0.10935562325782844	0.0004830908932813787	-0.14066579241815957	0.31382623800736587	0.4249107165169091	0.4273877622502899	0.45345880053454357	0.4268819403507645
