gene_x	gene_y	subset	n	n_arrays	rho	p	ci_low	ci_high	rho_adj_epithelial	p_adj_epithelial	verdict	role
CLDN4	CD8A	all_tumors	111	111	-0.18057252670394164	0.0578893300500355	-0.37017917482102614	0.017157577039016384	-0.009787424722130556	0.9191685121368388	NO_EVIDENCE	primary
CLDN4	CD274	all_tumors	111	111	-0.07842225342225341	0.4132785085821955	-0.26209734082349206	0.12205673173264639	0.04778067024534408	0.6201155903089671	NO_EVIDENCE	primary
CLDN4	TACSTD2	all_tumors	111	111	0.19905229905229907	0.036223180083556746	0.003951802721947883	0.37864020270656806	-0.02249213906807051	0.8155795131469703	NO_EVIDENCE	companion
CLDN4	epithelial_mean_z	all_tumors	111	111	0.6211389961389961	3.510565355252474e-13	0.4793857122616208	0.7290901181871929			COMPANION	covariate
CLDN4	CD8A	LUAD	58	58	-0.15100665981452985	0.2578444181293455	-0.39014274274015903	0.09579171028290864	-0.08956607309265387	0.5076114604450688	NO_EVIDENCE	primary
CLDN4	CD274	LUAD	58	58	-0.19936017718170354	0.13352720253506928	-0.450301644513767	0.08416576036557055	-0.057379579904347514	0.6715961409369084	NO_EVIDENCE	primary
CLDN4	TACSTD2	LUAD	58	58	0.2638346304100403	0.04537339276175458	-0.013708916293287882	0.521855265488199	0.02971249572247935	0.826336136268877	NO_EVIDENCE	companion
CLDN4	epithelial_mean_z	LUAD	58	58	0.6827340121197207	3.562419694569818e-09	0.5049468955605264	0.809999222334691			COMPANION	covariate
CLDN4	CD8A	LUSC	53	53	-0.24705692630220932	0.0745092636882982	-0.5280715473503722	0.04420735659866267	0.00712023987081996	0.9600448979509615	NO_EVIDENCE	primary
CLDN4	CD274	LUSC	53	53	0.001854539590388647	0.9894847330599515	-0.27943603030849606	0.28067688362861165	0.10315812586709841	0.4667692923230967	NO_EVIDENCE	primary
CLDN4	TACSTD2	LUSC	53	53	0.34486373165618445	0.011442565365914113	0.09032409184070192	0.5678252795607767	0.16206114255415358	0.25103533818544993	NO_EVIDENCE	companion
CLDN4	epithelial_mean_z	LUSC	53	53	0.5003225286244154	0.00013621070370582725	0.2536836891796368	0.6937425451994987			COMPANION	covariate
CLDN4_201428_at	CD274_223834_at	all_tumors_named_probe	111	111	-0.24105985254022758	0.010813282993821983	-0.40592810320999423	-0.04897176734791534	-0.1377164139265829	0.15136464977258615	NO_EVIDENCE	probe_sensitivity
CLDN4_201428_at	CD274_227458_at	all_tumors_named_probe	111	111	-0.07842225342225341	0.4132785085821955	-0.26209734082349206	0.12205673173264639	0.04778067024534408	0.6201155903089671	NO_EVIDENCE	probe_sensitivity
CLDN4_201428_at	CD8A_205758_at	all_tumors_named_probe	111	111	-0.18057252670394164	0.0578893300500355	-0.37017917482102614	0.017157577039016384	-0.009787424722130556	0.9191685121368388	NO_EVIDENCE	probe_sensitivity
TACSTD2	CD8A	all_tumors	111	111	-0.2567573200193086	0.006523346619816135	-0.42854896715600677	-0.06391759240333517	-0.17762299877855686	0.06339150584894203	NO_EVIDENCE	companion
TACSTD2	CD274	all_tumors	111	111	-0.024859599859599856	0.795645035776813	-0.21980694811137635	0.16877220037168797	0.04288551252388847	0.6564255051068358	NO_EVIDENCE	companion
