gene	axis	n	spearman_rho	p_value	q_value_BH
CLDN4	log2_CLDN4	81	0.9999999999999999	0.0	0.0
CLDN4	Epithelial	81	0.5432475158084914	1.6045766820390058e-07	2.139435576052008e-06
CLDN4	axis_A	81	0.43934056007226735	4.0729317244888395e-05	0.0002715287816325893
CLDN4	log2_ASCL1	81	0.43934056007226735	4.0729317244888395e-05	0.0002715287816325893
CLDN4	CD8A_log2	81	-0.28750575399003203	0.009253873255714572	0.041128325580953654
CLDN4	log2_TACSTD2	81	0.24150858175248419	0.02985146478877792	0.07960390610340778
CLDN4	NE_score	81	0.20616531165311652	0.06481394923278094	0.12962789846556189
CLDN4	log2_YAP1	81	-0.15625917481796076	0.16360533982331746	0.280267656942231
CLDN4	CYT_log2	81	-0.1506323396567299	0.1795010786590516	0.28720172585448256
CLDN4	Immune_checkpoints	81	-0.14591237579042457	0.19368013583817778	0.29796943975104273
CLDN4	STING_chemokines	81	-0.13337850045167118	0.23520348206053288	0.3484496030526413
CLDN4	GEP_Ayers_Tcell_inflamed	81	-0.11849593495934958	0.2920637992336054	0.390831419459126
CLDN4	axis_I	81	-0.11849593495934958	0.2920637992336054	0.390831419459126
CLDN4	axis_N	81	0.10519481252884762	0.34997660644245426	0.4374707580530678
CLDN4	log2_NEUROD1	81	0.10519481252884762	0.34997660644245426	0.4374707580530678
CLDN4	HLA_antigen_presentation	81	-0.06933152664859982	0.53853752942934	0.6527727629446546
CLDN4	axis_P	81	-0.06212977522557408	0.5816270266531343	0.6547679829522647
CLDN4	log2_POU2F3	81	-0.06212977522557408	0.5816270266531343	0.6547679829522647
CLDN4	EMT_mesenchymal	81	-0.018541102077687444	0.8695025505457884	0.8917974877392701
CLDN4	max_TF_z	81	-0.0002935862691960253	0.9979245391101692	0.9979245391101692
TACSTD2	log2_TACSTD2	81	0.9999999999999999	0.0	0.0
TACSTD2	NE_score	81	-0.48753387533875336	3.909980466936421e-06	3.909980466936421e-05
TACSTD2	Epithelial	81	0.3505420054200542	0.001335251140982008	0.007630006519897189
TACSTD2	log2_YAP1	81	0.33650263112987644	0.00212945211816516	0.010647260590825798
TACSTD2	axis_N	81	-0.25395355665240266	0.022154966008742057	0.07960390610340778
TACSTD2	log2_NEUROD1	81	-0.25395355665240266	0.022154966008742057	0.07960390610340778
TACSTD2	GEP_Ayers_Tcell_inflamed	81	0.24489611562782293	0.027561084625374124	0.07960390610340778
TACSTD2	axis_I	81	0.24489611562782293	0.027561084625374124	0.07960390610340778
TACSTD2	log2_CLDN4	81	0.24150858175248419	0.02985146478877792	0.07960390610340778
TACSTD2	HLA_antigen_presentation	81	0.23739837398373984	0.03284399529581074	0.08000954969204073
TACSTD2	axis_P	81	0.2333860954009901	0.03600429736141833	0.08000954969204073
TACSTD2	log2_POU2F3	81	0.2333860954009901	0.03600429736141833	0.08000954969204073
TACSTD2	EMT_mesenchymal	81	0.2132791327913279	0.05591001552497281	0.11770529584204803
TACSTD2	Immune_checkpoints	81	0.19182475158084916	0.08624254523291806	0.16427151472936774
TACSTD2	STING_chemokines	81	0.1555103884372177	0.16565846085366095	0.280267656942231
TACSTD2	CYT_log2	81	0.1546070460704607	0.1681605941653386	0.280267656942231
TACSTD2	CD8A_log2	81	0.11823785693974913	0.29312356459434447	0.390831419459126
TACSTD2	axis_A	81	-0.058220415537488704	0.6056603842308449	0.6547679829522647
TACSTD2	log2_ASCL1	81	-0.058220415537488704	0.6056603842308449	0.6547679829522647
TACSTD2	max_TF_z	81	0.0488256549232159	0.6651170450289479	0.7001232052936294
