gene	n_SCLC-A	median_SCLC-A	n_SCLC-N	median_SCLC-N	n_SCLC-P	median_SCLC-P
TACSTD2	12	0.010744284838438034	5	0.01864490658044815	1	0.011455663479864597
CLDN4	12	0.940951943397522	5	0.5169996619224548	1	0.02156362496316433
