geo_accession	platform	TACSTD2	CLDN4	CD274	PDCD1	title	source_name	cell_type	tissue_type
GSM681095	GPL570	5.751016	6.176598	6.840364	5.544755	lung cancer tissue_LCA003	lung cancer tissue	squamous cell carcinoma	
GSM681096	GPL570	6.212871	5.937311	8.531582	5.731386	lung cancer tissue_LCA008	lung cancer tissue	squamous cell carcinoma	
GSM681097	GPL570	5.014624	7.491436	4.861619	5.838050	lung cancer tissue_LCA010	lung cancer tissue	metastasis of a colon carcinoma	
GSM681098	GPL570	5.948264	6.864378	8.189781	5.670195	lung cancer tissue_LCA011	lung cancer tissue	adenocarcinoma	
GSM681099	GPL570	5.159321	6.547861	9.475277	5.855383	lung cancer tissue_LCA018	lung cancer tissue	adenocarcinoma	
GSM681100	GPL570	4.822763	4.711180	5.726060	5.813392	lung cancer tissue_LCA020	lung cancer tissue	adenocarcinoma	
GSM681101	GPL570	4.576113	4.534289	5.279832	5.520508	lung cancer tissue_LCA021	lung cancer tissue	adenocarcinoma	
GSM681102	GPL570	6.748197	5.935840	5.276054	7.044641	normal kidney tissue U133Plus_NTk2	normal kidney tissue U133Plus		normal kidney tissue
