dataset	nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_da	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
GSE131907	770	31	0	0	0.0	0.0	0.1490042358636856		MAST cells	1	31			False		
GSE131907	771	31	0	0	0.0	0.0	0.0		Myeloid cells	6	31	-0.6	0.208	True	0.892521877189727	0.865895082325415
GSE131907	772	31	5	0	0.16129032258064516	0.0	0.0		B lymphocytes	4	31			False		
GSE131907	773	31	0	10	0.0	0.3225806451612903	1.1438757181167603	1.2856574058532715	Epithelial cells	7	31	0.10714285714285716	0.8191508555699912	True	0.9370564495487935	0.9332209182681445
GSE131907	774	31	31	0	1.0	0.0	0.044678088277578354		T lymphocytes	1	31			False		
GSE131907	775	31	31	0	1.0	0.0	0.0		T lymphocytes	4	31			False		
GSE131907	776	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
GSE131907	777	31	31	0	1.0	0.0	0.04630091413855553		T lymphocytes	3	31			False		
GSE131907	778	31	0	29	0.0	0.9354838709677419	0.9643885493278503	0.9330055713653564	Epithelial cells	1	31			False		
GSE131907	779	31	0	31	0.0	1.0	1.4983525276184082	1.4983525276184082	Epithelial cells	1	31			False		
GSE131907	780	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	781	31	0	31	0.0	1.0	1.9281994104385376	1.9281994104385376	Epithelial cells	1	31			False		
GSE131907	782	31	31	0	1.0	0.0	0.3894215226173401		T lymphocytes	1	31			False		
GSE131907	783	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	784	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	785	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE131907	786	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False		
GSE131907	787	31	0	0	0.0	0.0	0.03283882886171341		B lymphocytes	2	31			False		
GSE131907	788	31	31	0	1.0	0.0	0.04373814910650253		T lymphocytes	1	31			False		
GSE131907	789	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	790	31	0	31	0.0	1.0	2.1931557655334473	2.1931557655334473	Epithelial cells	1	31			False		
GSE131907	791	31	31	0	1.0	0.0	0.09310255944728851		T lymphocytes	1	31			False		
GSE131907	792	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	793	31	0	0	0.0	0.0	0.033200860023498535		Myeloid cells	1	31			False		
GSE131907	794	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
GSE131907	795	31	31	0	1.0	0.0	0.046387653797864914		T lymphocytes	1	31			False		
GSE131907	796	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
GSE131907	797	31	0	31	0.0	1.0	1.6664953231811523	1.6664953231811523	Epithelial cells	1	31			False		
GSE131907	798	31	31	0	1.0	0.0	0.04350510239601135		T lymphocytes	4	31			False		
GSE131907	799	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	800	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	801	31	0	29	0.0	0.9354838709677419	0.8906018733978271	0.8801149129867554	Epithelial cells	6	31	0.6	0.208	True	0.892521877189727	0.865895082325415
GSE131907	802	31	0	0	0.0	0.0	0.12722796201705933		B lymphocytes	1	31			False		
GSE131907	803	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	804	31	0	31	0.0	1.0	1.5119999647140503	1.5119999647140503	Epithelial cells	1	31			False		
GSE131907	805	31	0	0	0.0	0.0	0.044670846313238144		B lymphocytes	2	31			False		
GSE131907	806	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	807	31	31	0	1.0	0.0	0.05535373091697693		T lymphocytes	1	31			False		
GSE131907	808	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	809	31	31	0	1.0	0.0	0.09949088841676712		T lymphocytes	1	31			False		
GSE131907	810	31	0	0	0.0	0.0	0.18034866452217102		B lymphocytes	1	31			False		
GSE131907	811	31	31	0	1.0	0.0	0.04001859575510025		T lymphocytes	3	31			False		
GSE131907	812	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False		
GSE131907	813	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	814	31	31	0	1.0	0.0	0.09162842482328415		T lymphocytes	1	31			False		
GSE131907	815	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	816	31	31	0	1.0	0.0	0.11849761754274368		T lymphocytes	1	31			False		
GSE131907	817	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	818	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False		
GSE131907	819	31	0	30	0.0	0.967741935483871	1.1949374675750732	1.1969248056411743	Epithelial cells	1	31			False		
GSE131907	820	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	821	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False		
GSE131907	822	31	0	7	0.0	0.22580645161290322	1.5281705856323242	1.3982526063919067	Epithelial cells	1	31			False		
GSE131907	823	31	31	0	1.0	0.0	0.05742539092898369		NK cells	1	31			False		
GSE131907	824	31	0	31	0.0	1.0	1.2702665328979492	1.2702665328979492	Epithelial cells	1	31			False		
GSE131907	825	31	31	0	1.0	0.0	0.21864132583141327		T lymphocytes	1	31			False		
GSE131907	826	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	827	31	0	31	0.0	1.0	1.6266701221466064	1.6266701221466064	Epithelial cells	1	31			False		
GSE131907	828	31	0	31	0.0	1.0	1.2627493143081665	1.2627493143081665	Epithelial cells	1	31			False		
GSE131907	829	31	31	0	1.0	0.0	0.11436469852924347		T lymphocytes	1	31			False		
GSE131907	830	31	31	0	1.0	0.0	0.04153463616967201		T lymphocytes	1	31			False		
GSE131907	831	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	832	31	31	0	1.0	0.0	0.04001859575510025		T lymphocytes	3	31			False		
GSE131907	833	31	0	0	0.0	0.0	0.047500692307949066		Myeloid cells	2	31			False		
GSE131907	834	31	31	0	1.0	0.0	0.04284243658185005		T lymphocytes	4	31			False		
GSE131907	835	31	31	0	1.0	0.0	0.051969029009342194		T lymphocytes	1	31			False		
GSE131907	836	31	31	0	1.0	0.0	0.10723147541284561		T lymphocytes	1	31			False		
GSE131907	837	31	0	0	0.0	0.0	0.04669087752699852		Myeloid cells	2	31			False		
GSE131907	838	31	0	0	0.0	0.0	0.27642515301704407		Myeloid cells	2	31			False		
GSE131907	839	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	840	31	31	0	1.0	0.0	0.0		T lymphocytes	4	31			False		
GSE131907	841	31	31	0	1.0	0.0	0.23756873607635498		T lymphocytes	1	31			False		
GSE131907	842	31	0	0	0.0	0.0	0.15788115561008453		Myeloid cells	3	31			False		
GSE131907	843	31	0	31	0.0	1.0	1.1811668872833252	1.1811668872833252	Epithelial cells	1	31			False		
GSE131907	844	31	0	31	0.0	1.0	1.9388004541397095	1.9388004541397095	Epithelial cells	1	31			False		
GSE131907	845	31	14	0	0.45161290322580644	0.0	0.0		B lymphocytes	5	31	0.3	0.623837664781073	True	0.9161252419861912	0.9160471790155642
GSE131907	846	31	0	0	0.0	0.0	0.08746814727783203		Myeloid cells	1	31			False		
GSE131907	847	31	0	0	0.0	0.0	0.06647273153066635		Myeloid cells	4	31			False		
GSE131907	848	31	0	0	0.0	0.0	0.02127300761640072		B lymphocytes	2	31			False		
GSE131907	849	31	1	30	0.03225806451612903	0.967741935483871	1.6178709268569946	1.6718000173568726	Epithelial cells	2	31			False		
GSE131907	850	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	851	31	31	0	1.0	0.0	0.04284243658185005		T lymphocytes	1	31			False		
GSE131907	852	31	0	0	0.0	0.0	0.037943143397569656		B lymphocytes	1	31			False		
GSE131907	853	31	0	0	0.0	0.0	0.06576203554868698		B lymphocytes	3	31			False		
GSE131907	854	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	855	31	0	0	0.0	0.0	0.055370792746543884		B lymphocytes	3	31			False		
GSE131907	856	31	0	0	0.0	0.0	0.14131927490234375		Myeloid cells	1	31			False		
GSE131907	857	31	0	0	0.0	0.0	0.015146664343774319		Myeloid cells	4	31			False		
GSE131907	858	31	31	0	1.0	0.0	0.050732702016830444		T lymphocytes	3	31			False		
GSE131907	859	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	860	31	0	0	0.0	0.0	0.0		Myeloid cells	0	31			False		
GSE131907	861	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	862	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	863	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	864	31	0	0	0.0	0.0	0.03640488162636757		B lymphocytes	1	31			False		
GSE131907	865	31	31	0	1.0	0.0	0.09239107370376587		T lymphocytes	1	31			False		
GSE131907	866	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	867	31	0	30	0.0	0.967741935483871	0.6243136525154114	0.6451241374015808	Epithelial cells	1	31			False		
GSE131907	868	31	31	0	1.0	0.0	0.21488401293754578		T lymphocytes	1	31			False		
GSE131907	869	31	31	0	1.0	0.0	0.06535308808088303		NK cells	1	31			False		
GSE131907	870	31	31	0	1.0	0.0	0.05835353955626488		T lymphocytes	4	31			False		
GSE131907	871	31	31	0	1.0	0.0	0.05118671804666519		T lymphocytes	2	31			False		
GSE131907	872	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	873	31	31	0	1.0	0.0	0.04677867889404297		T lymphocytes	2	31			False		
GSE131907	874	31	31	0	1.0	0.0	0.1666722148656845		NK cells	1	31			False		
GSE131907	875	31	0	0	0.0	0.0	0.11748712509870529		B lymphocytes	1	31			False		
GSE131907	876	31	0	0	0.0	0.0	0.025490637868642807		B lymphocytes	2	31			False		
GSE131907	877	31	31	0	1.0	0.0	0.04811123386025429		T lymphocytes	3	31			False		
GSE131907	878	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	879	31	31	0	1.0	0.0	0.05400710180401802		T lymphocytes	1	31			False		
GSE131907	880	31	31	0	1.0	0.0	0.04975947365164757		T lymphocytes	2	31			False		
GSE131907	881	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	882	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
GSE131907	883	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	884	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	885	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	886	31	31	0	1.0	0.0	0.0684085264801979		T lymphocytes	3	31			False		
GSE131907	887	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	888	31	0	0	0.0	0.0	0.04283586144447327		Myeloid cells	2	31			False		
GSE131907	889	31	0	0	0.0	0.0	0.013444964773952961		Myeloid cells	2	31			False		
GSE131907	890	31	0	0	0.0	0.0	0.07409680634737015		Myeloid cells	2	31			False		
GSE131907	891	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	892	31	0	0	0.0	0.0	0.1700923889875412		B lymphocytes	1	31			False		
GSE131907	893	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	894	31	31	0	1.0	0.0	0.05529345944523811		T lymphocytes	2	31			False		
GSE131907	895	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	896	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	897	31	0	0	0.0	0.0	0.0207230094820261		Myeloid cells	5	31	0.19999999999999998	0.7470600781046621	True	0.9370564495487935	0.9332209182681445
GSE131907	898	31	0	0	0.0	0.0	0.22228440642356873		Myeloid cells	1	31			False		
GSE131907	899	31	0	0	0.0	0.0	0.10530213266611099		Myeloid cells	1	31			False		
GSE131907	900	31	31	0	1.0	0.0	0.05135699361562729		T lymphocytes	1	31			False		
GSE131907	901	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	902	31	31	0	1.0	0.0	0.03899510204792023		T lymphocytes	3	31			False		
GSE131907	903	31	0	0	0.0	0.0	0.04283586144447327		Myeloid cells	3	31			False		
GSE131907	904	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	905	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	906	31	1	30	0.03225806451612903	0.967741935483871	1.5748597383499146	1.6273549795150757	Epithelial cells	2	31			False		
GSE131907	907	31	0	0	0.0	0.0	0.17173461616039276		Myeloid cells	1	31			False		
GSE131907	908	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	909	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	910	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	911	31	31	0	1.0	0.0	0.03743560612201691		T lymphocytes	0	31			False		
GSE131907	912	31	31	0	1.0	0.0	0.099920853972435		T lymphocytes	1	31			False		
GSE131907	913	31	31	0	1.0	0.0	0.0		T lymphocytes	4	31			False		
GSE131907	914	31	31	0	1.0	0.0	0.05610235035419464		T lymphocytes	1	31			False		
GSE131907	915	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE131907	916	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	917	31	31	0	1.0	0.0	0.04462745413184166		T lymphocytes	3	31			False		
GSE131907	918	31	0	0	0.0	0.0	0.04669087752699852		Myeloid cells	4	31			False		
GSE131907	919	31	0	0	0.0	0.0	0.029732463881373405		Myeloid cells	3	31			False		
GSE131907	920	31	0	31	0.0	1.0	1.4710112810134888	1.4710112810134888	Epithelial cells	1	31			False		
GSE131907	921	31	31	0	1.0	0.0	0.04530369117856026		T lymphocytes	3	31			False		
GSE131907	922	31	0	0	0.0	0.0	0.07634980976581573		Myeloid cells	5	31	-0.3	0.623837664781073	True	0.9161252419861912	0.9160471790155642
GSE131907	923	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	924	31	31	0	1.0	0.0	0.06203069910407066		T lymphocytes	1	31			False		
GSE131907	925	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	926	31	0	1	0.0	0.03225806451612903	1.0429257154464722	1.3995187282562256	Epithelial cells	1	31			False		
GSE131907	927	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	928	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	929	31	31	0	1.0	0.0	0.046222392469644547		T lymphocytes	1	31			False		
GSE131907	930	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	931	31	31	0	1.0	0.0	0.0		T lymphocytes	4	31			False		
GSE131907	932	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	933	31	31	0	1.0	0.0	0.07772044837474823		T lymphocytes	2	31			False		
GSE131907	934	31	0	0	0.0	0.0	0.08610504865646362		Myeloid cells	6	31	-0.4285714285714286	0.3965014577259473	True	0.9161252419861912	0.9160471790155642
GSE131907	935	31	31	0	1.0	0.0	0.3269047141075134		T lymphocytes	1	31			False		
GSE131907	936	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	937	31	31	0	1.0	0.0	0.1679731160402298		T lymphocytes	1	31			False		
GSE131907	938	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	939	31	31	0	1.0	0.0	0.057678040117025375		T lymphocytes	1	31			False		
GSE131907	940	31	31	0	1.0	0.0	0.05656882002949715		T lymphocytes	1	31			False		
GSE131907	941	31	31	0	1.0	0.0	0.06045863404870033		T lymphocytes	2	31			False		
GSE131907	942	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	943	31	0	31	0.0	1.0	1.6686114072799683	1.6686114072799683	Epithelial cells	1	31			False		
GSE131907	944	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE131907	945	31	0	0	0.0	0.0	0.1851806789636612		Myeloid cells	1	31			False		
GSE131907	946	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False		
GSE131907	947	31	31	0	1.0	0.0	0.10968373715877533		T lymphocytes	1	31			False		
GSE131907	948	31	31	0	1.0	0.0	0.056722186505794525		T lymphocytes	2	31			False		
GSE131907	949	31	31	0	1.0	0.0	0.04162679985165596		NK cells	1	31			False		
GSE131907	950	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	951	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
GSE131907	952	31	0	12	0.0	0.3870967741935484	0.8195444941520691	0.6900138854980469	Epithelial cells	2	31			False		
GSE131907	953	31	31	0	1.0	0.0	0.0		T lymphocytes	4	31			False		
GSE131907	954	31	31	0	1.0	0.0	0.31220173835754395		T lymphocytes	1	31			False		
GSE131907	955	31	0	0	0.0	0.0	0.0		MAST cells	4	31			False		
GSE131907	956	31	0	0	0.0	0.0	0.050586726516485214		MAST cells	1	31			False		
GSE131907	957	31	5	12	0.16129032258064516	0.3870967741935484	0.34385424852371216	0.8882901072502136	Epithelial cells	7	31	0.10714285714285716	0.8191508555699912	True	0.9370564495487935	0.9332209182681445
GSE131907	958	31	31	0	1.0	0.0	0.02993941679596901		T lymphocytes	1	31			False		
GSE131907	959	31	31	0	1.0	0.0	0.0		NK cells	2	31			False		
GSE131907	960	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	961	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	962	31	31	0	1.0	0.0	0.24399180710315704		T lymphocytes	1	31			False		
GSE131907	963	31	31	0	1.0	0.0	0.05378103628754616		T lymphocytes	1	31			False		
GSE131907	964	31	31	0	1.0	0.0	0.0		T lymphocytes	5	31	0.19999999999999998	0.7470600781046621	True	0.9370564495487935	0.9332209182681445
GSE131907	965	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	966	31	31	0	1.0	0.0	0.05135699361562729		T lymphocytes	1	31			False		
GSE131907	967	31	31	0	1.0	0.0	0.06137999892234802		NK cells	1	31			False		
GSE131907	968	31	31	0	1.0	0.0	0.05400710180401802		T lymphocytes	1	31			False		
GSE131907	969	31	0	0	0.0	0.0	0.04672931134700775		Myeloid cells	4	31			False		
GSE131907	970	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	971	31	0	31	0.0	1.0	1.700039029121399	1.700039029121399	Epithelial cells	1	31			False		
GSE131907	972	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	973	31	0	0	0.0	0.0	0.13039501011371613		Myeloid cells	3	31			False		
GSE131907	974	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	975	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	976	31	31	0	1.0	0.0	0.06814461946487427		T lymphocytes	2	31			False		
GSE131907	977	31	0	0	0.0	0.0	0.1462559700012207		Myeloid cells	5	31	0.09999999999999999	0.8728885715695384	True	0.9370564495487935	0.9332209182681445
GSE131907	978	31	0	31	0.0	1.0	1.375475287437439	1.375475287437439	Epithelial cells	1	31			False		
GSE131907	979	31	0	0	0.0	0.0	0.03628193214535713		Myeloid cells	4	31			False		
GSE131907	980	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False		
GSE131907	981	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	982	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE131907	983	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	984	31	0	0	0.0	0.0	0.020650258287787437		Myeloid cells	3	31			False		
GSE131907	985	31	31	0	1.0	0.0	0.046222392469644547		T lymphocytes	1	31			False		
GSE131907	986	31	31	0	1.0	0.0	0.09657047688961029		T lymphocytes	2	31			False		
GSE131907	987	31	0	31	0.0	1.0	2.1071600914001465	2.1071600914001465	Epithelial cells	1	31			False		
GSE131907	988	31	31	0	1.0	0.0	0.09579110890626907		T lymphocytes	2	31			False		
GSE131907	989	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	990	31	0	31	0.0	1.0	1.8750032186508179	1.8750032186508179	Epithelial cells	1	31			False		
GSE131907	991	31	31	0	1.0	0.0	0.03929540142416954		T lymphocytes	2	31			False		
GSE131907	992	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	993	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	994	31	0	0	0.0	0.0	0.8417895436286926		Epithelial cells	1	31			False		
GSE131907	995	31	0	0	0.0	0.0	0.019271086901426315		Myeloid cells	5	31	0.39999999999999997	0.5046315754686912	True	0.9161252419861912	0.9160471790155642
GSE131907	996	31	0	0	0.0	0.0	0.13516369462013245		Myeloid cells	5	31	0.49999999999999994	0.3910022189557703	True	0.9161252419861912	0.9160471790155642
GSE131907	997	31	0	31	0.0	1.0	1.9259064197540283	1.9259064197540283	Epithelial cells	1	31			False		
GSE131907	998	31	31	0	1.0	0.0	0.251808226108551		T lymphocytes	3	31			False		
GSE131907	999	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	1000	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	1001	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	1002	31	31	0	1.0	0.0	0.05484062805771828		T lymphocytes	2	31			False		
GSE131907	1003	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	1004	31	31	0	1.0	0.0	0.04798251762986183		T lymphocytes	1	31			False		
GSE131907	1005	31	0	0	0.0	0.0	0.028240550309419632		Myeloid cells	3	31			False		
GSE131907	1006	31	0	31	0.0	1.0	2.0558249950408936	2.0558249950408936	Epithelial cells	1	31			False		
GSE131907	1007	31	31	0	1.0	0.0	0.04432642087340355		T lymphocytes	2	31			False		
GSE131907	1008	31	0	0	0.0	0.0	0.067399762570858		Myeloid cells	5	31	-0.3	0.623837664781073	True	0.9161252419861912	0.9160471790155642
GSE131907	1009	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False		
GSE131907	1010	31	0	31	0.0	1.0	1.7086125612258911	1.7086125612258911	Epithelial cells	1	31			False		
GSE131907	1011	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	1012	31	0	0	0.0	0.0	0.12941019237041473		Myeloid cells	1	31			False		
GSE131907	1013	31	0	31	0.0	1.0	1.6040828227996826	1.6040828227996826	Epithelial cells	1	31			False		
GSE131907	1014	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	1015	31	0	1	0.0	0.03225806451612903	1.1396498680114746	1.3995187282562256	Epithelial cells	1	31			False		
GSE131907	1016	31	0	0	0.0	0.0	0.018891984596848488		Myeloid cells	1	31			False		
GSE131907	1017	31	0	31	0.0	1.0	1.6064715385437012	1.6064715385437012	Epithelial cells	1	31			False		
GSE131907	1018	31	0	31	0.0	1.0	1.914609670639038	1.914609670639038	Epithelial cells	1	31			False		
GSE131907	1019	31	31	0	1.0	0.0	0.05400710180401802		T lymphocytes	1	31			False		
GSE131907	1020	31	0	0	0.0	0.0	0.9381373524665833		Epithelial cells	3	31			False		
GSE131907	1021	31	0	0	0.0	0.0	0.01946883089840412		Myeloid cells	2	31			False		
GSE131907	1022	31	8	0	0.25806451612903225	0.0	0.0		B lymphocytes	5	31	-0.09999999999999999	0.8728885715695384	True	0.9370564495487935	0.9332209182681445
GSE131907	1023	31	0	0	0.0	0.0	0.0		B lymphocytes	0	31			False		
GSE131907	1024	31	0	31	0.0	1.0	1.454874873161316	1.454874873161316	Epithelial cells	1	31			False		
GSE131907	1025	31	31	0	1.0	0.0	0.05874522775411606		T lymphocytes	1	31			False		
GSE131907	1026	31	0	0	0.0	0.0	0.0		Myeloid cells	5	31	0.8999999999999998	0.03738607346849874	True	0.5134213685474178	0.43237923937046113
GSE131907	1027	31	0	31	0.0	1.0	1.139585018157959	1.139585018157959	Epithelial cells	1	31			False		
GSE131907	1028	31	0	0	0.0	0.0	0.014756587333977222		Myeloid cells	1	31			False		
GSE131907	1029	31	0	31	0.0	1.0	1.8566725254058838	1.8566725254058838	Epithelial cells	1	31			False		
GSE131907	1030	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	1031	31	1	0	0.03225806451612903	0.0	0.015057381242513657		Myeloid cells	6	31	0.028571428571428574	0.9571545189504373	True	0.9853061224489795	0.984667611668254
GSE131907	1032	31	29	0	0.9354838709677419	0.0	0.026335010305047035		T lymphocytes	6	31	-0.6	0.208	True	0.892521877189727	0.865895082325415
GSE131907	1033	31	0	0	0.0	0.0	0.055682022124528885		B lymphocytes	3	31			False		
GSE131907	1034	31	0	31	0.0	1.0	1.0902172327041626	1.0902172327041626	Epithelial cells	1	31			False		
GSE131907	1035	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	1036	31	0	0	0.0	0.0	0.05145778879523277		MAST cells	1	31			False		
GSE131907	1037	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	1038	31	0	0	0.0	0.0	0.06163182854652405		Myeloid cells	6	31	0.8285714285714287	0.04156268221574335	True	0.5134213685474178	0.43237923937046113
GSE131907	1039	31	0	31	0.0	1.0	1.64564847946167	1.64564847946167	Epithelial cells	1	31			False		
GSE131907	1040	31	0	0	0.0	0.0	0.016523102298378944		Myeloid cells	4	31			False		
GSE131907	1041	31	31	0	1.0	0.0	0.12413452565670013		T lymphocytes	1	31			False		
GSE131907	1042	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
GSE131907	1043	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	1044	31	0	31	0.0	1.0	0.5970214009284973	0.5970214009284973	Epithelial cells	1	31			False		
GSE131907	1045	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	1046	31	0	0	0.0	0.0	0.10692562907934189		B lymphocytes	1	31			False		
GSE131907	1047	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	1048	31	31	0	1.0	0.0	0.0		T lymphocytes	4	31			False		
GSE131907	1049	31	31	0	1.0	0.0	0.04432642087340355		T lymphocytes	1	31			False		
GSE131907	1050	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	1051	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	1052	31	0	31	0.0	1.0	1.4458450078964233	1.4458450078964233	Epithelial cells	1	31			False		
GSE131907	1053	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	1054	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False		
GSE131907	1055	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	1056	31	0	31	0.0	1.0	1.3383593559265137	1.3383593559265137	Epithelial cells	1	31			False		
GSE131907	1057	31	31	0	1.0	0.0	0.04432642087340355		T lymphocytes	1	31			False		
GSE131907	1058	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	1059	31	0	31	0.0	1.0	1.3251912593841553	1.3251912593841553	Epithelial cells	1	31			False		
