target	interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	n_patients_scored	n_patients_detected	n_cohorts	cohorts	median_prob_high	median_prob_low	median_delta	mean_delta	n_delta_pos	n_delta_neg	n_delta_zero	frac_delta_pos	wilcoxon_p	n_wilcoxon	fdr_bh
CXCL13T	ICAM1_ITGAL_ITGB2	ICAM	Cell-Cell Contact	ICAM1	ITGAL_ITGB2	ICAM1	ITGAL|ITGB2	other	34	27	3	GSE148071+GSE207422+GSE253013	0.07065863150178148	0.05120806755187288	0.01072287833028589	0.03458581872111645	19	8	7	0.5588235294117647	0.006998494267463684	27	0.05292611289769411
CXCL13T	APP_CD74	APP	Cell-Cell Contact	APP	CD74	APP	CD74	other	34	34	3	GSE148071+GSE207422+GSE253013	0.8049239741433543	0.7818737721645984	0.010062072008405809	0.032309906026613815	25	9	0	0.7352941176470589	0.013829763396643102	34	0.07275658134755719
CXCL13T	HLA-E_CD8B	MHC-I	Cell-Cell Contact	HLA-E	CD8B	HLA-E	CD8B	inhibitory	34	24	3	GSE148071+GSE207422+GSE253013	0.3075671252004567	0.2660000112082944	0.008388371065695233	0.03423621429681496	20	4	10	0.5882352941176471	0.00020515918731689453	24	0.0035463230950491765
CXCL13T	LAMC2_CD44	LAMININ	ECM-Receptor	LAMC2	CD44	LAMC2	CD44	other	34	31	3	GSE148071+GSE207422+GSE253013	0.28965175968171836	0.2948822339473738	0.007708424605114825	0.011640701544272006	18	13	3	0.5294117647058824	0.3271495960652828	31	0.5208565937355161
CXCL13T	ICAM1_ITGAL	ICAM	Cell-Cell Contact	ICAM1	ITGAL	ICAM1	ITGAL	other	34	28	3	GSE148071+GSE207422+GSE253013	0.08338879964855575	0.046455361507110965	0.007582637896750928	0.03349062978730401	20	8	6	0.5882352941176471	0.003438994288444519	28	0.03267338494246163
CXCL13T	HLA-E_CD8A	MHC-I	Cell-Cell Contact	HLA-E	CD8A	HLA-E	CD8A	inhibitory	34	29	3	GSE148071+GSE207422+GSE253013	0.6334655469497565	0.48494167976145697	0.006966343768896599	0.0319778597768795	22	7	5	0.6470588235294118	0.0029922761023044586	29	0.03267338494246163
CXCL13T	CXCL16_CXCR6	CXCL	Secreted Signaling	CXCL16	CXCR6	CXCL16	CXCR6	recruit	34	23	3	GSE148071+GSE207422+GSE253013	0.03426463558189417	0.0073721249035877436	0.00686881072076295	0.028573910061132978	20	3	11	0.5882352941176471	6.031990051269531e-05	23	0.0018463134765625
CXCL13T	LGALS9_P4HB	GALECTIN	Secreted Signaling	LGALS9	P4HB	LGALS9	P4HB	inhibitory	34	28	3	GSE148071+GSE207422+GSE253013	0.051211010910859237	0.03283024645019685	0.0050989091427580055	0.012534911525970008	21	7	6	0.6176470588235294	0.012704446911811829	28	0.06987445801496506
CXCL13T	HLA-B_CD8A	MHC-I	Cell-Cell Contact	HLA-B	CD8A	HLA-B	CD8A	other	34	29	3	GSE148071+GSE207422+GSE253013	0.7195536657952233	0.6861479274817992	0.0023978102425421532	0.00879518043349692	19	10	5	0.5588235294117647	0.03080105036497116	29	0.12604166666666666
CXCL13T	ICAM1_SPN	ICAM	Cell-Cell Contact	ICAM1	SPN	ICAM1	SPN	other	34	27	3	GSE148071+GSE207422+GSE253013	0.051027869774302965	0.04483004547816045	0.0023562476827095093	0.026847404794403392	19	8	7	0.5588235294117647	0.016190022230148315	27	0.0816246954103311
CXCL13T	NECTIN2_CD226	NECTIN	Cell-Cell Contact	NECTIN2	CD226	NECTIN2	CD226	barrier|inhibitory	34	22	3	GSE148071+GSE207422+GSE253013	0.016724719311195888	0.0050588504841105105	0.0015848132749273342	0.022964652361634464	20	2	12	0.5882352941176471	9.870529174804688e-05	22	0.0019905567169189453
CXCL13T	HLA-C_CD8A	MHC-I	Cell-Cell Contact	HLA-C	CD8A	HLA-C	CD8A	other	34	29	3	GSE148071+GSE207422+GSE253013	0.7053535123414804	0.6319514866163809	0.001473104020742133	0.027357758968357463	22	7	5	0.6470588235294118	0.008593697100877762	29	0.0547282815371689
CXCL13T	GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	other	34	18	3	GSE148071+GSE207422+GSE253013	0.0035994046423610876	0.0	0.001347912837058098	0.02696360522174435	17	1	16	0.5	7.62939453125e-05	18	0.0018463134765625
CXCL13T	HLA-F_CD8A	MHC-I	Cell-Cell Contact	HLA-F	CD8A	HLA-F	CD8A	inhibitory	34	28	3	GSE148071+GSE207422+GSE253013	0.24079203656802078	0.2075657779110498	0.0013351647656224541	0.03529479311568887	17	11	6	0.5	0.06623983383178711	28	0.20551333060631385
CXCL13T	HLA-A_CD8A	MHC-I	Cell-Cell Contact	HLA-A	CD8A	HLA-A	CD8A	other	34	29	3	GSE148071+GSE207422+GSE253013	0.7287394322500859	0.7031343731972381	0.001236250993473846	0.009985936824723289	20	9	5	0.5882352941176471	0.020265981554985046	29	0.09431476031358427
CXCL13T	HLA-DRA_CD4	MHC-II	Cell-Cell Contact	HLA-DRA	CD4	HLA-DRA	CD4	other	34	24	3	GSE148071+GSE207422+GSE253013	0.29298972942520807	0.2769157117855311	6.775850948081974e-05	0.018825483948187085	17	7	10	0.5	0.08392000198364258	24	0.2197074916681424
CXCL13T	HLA-A_CD8B	MHC-I	Cell-Cell Contact	HLA-A	CD8B	HLA-A	CD8B	other	34	24	3	GSE148071+GSE207422+GSE253013	0.47618720273619214	0.4839727288579331	4.7408412016919366e-05	0.012720241206179185	17	7	10	0.5	0.009575724601745605	24	0.05793313384056091
CXCL13T	HLA-C_CD8B	MHC-I	Cell-Cell Contact	HLA-C	CD8B	HLA-C	CD8B	other	34	24	3	GSE148071+GSE207422+GSE253013	0.42068564047069934	0.363845631491848	4.239376517806148e-05	0.028890469817716515	17	7	10	0.5	0.024863600730895996	24	0.11142576623845984
CXCL13T	ADCYAP1_ADCYAP1R1	PACAP	Secreted Signaling	ADCYAP1	ADCYAP1R1	ADCYAP1	ADCYAP1R1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ADM_CALCR	CALCR	Secreted Signaling	ADM	CALCR	ADM	CALCR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ADM_CALCRL	CALCR	Secreted Signaling	ADM	CALCRL	ADM	CALCRL	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ADM_CALCRL_RAMP1	ADM	Secreted Signaling	ADM	CALCRL_RAMP1	ADM	CALCR|RAMP1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ADM_CALCRL_RAMP2	ADM	Secreted Signaling	ADM	CALCRL_RAMP2	ADM	RAMP2|CALCR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ADM_CALCRL_RAMP3	ADM	Secreted Signaling	ADM	CALCRL_RAMP3	ADM	RAMP3|CALCR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ADM_CALCR_RAMP1	ADM	Secreted Signaling	ADM	CALCR_RAMP1	ADM	CALCR|RAMP1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ADM_CALCR_RAMP2	ADM	Secreted Signaling	ADM	CALCR_RAMP2	ADM	RAMP2|CALCR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ADM_CALCR_RAMP3	ADM	Secreted Signaling	ADM	CALCR_RAMP3	ADM	RAMP3|CALCR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	AGRN_DAG1	AGRN	ECM-Receptor	AGRN	DAG1	AGRN	DAG1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	AGT_AGTR1B	AGT	Secreted Signaling	AGT	AGTR1	AGT	AGTR1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	AGT_AGTR2	AGT	Secreted Signaling	AGT	AGTR2	AGT	AGTR2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	AGT_MAS1	AGT	Secreted Signaling	AGT	MAS1	AGT	MAS1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	AMH_AMHR2_ACVR1	AMH	Secreted Signaling	AMH	AMHR2_ACVR1	AMH	ACVR1|AMHR2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	AMH_AMHR2_BMPR1A	AMH	Secreted Signaling	AMH	AMHR2_BMPR1A	AMH	AMHR2|BMPR1A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	AMH_AMHR2_BMPR1B	AMH	Secreted Signaling	AMH	AMHR2_BMPR1B	AMH	BMPR1B|AMHR2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPT1_TEK	ANGPT	Secreted Signaling	ANGPT1	TEK	ANGPT1	TEK	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPT2_ITGA5_ITGB1	ANGPT	Secreted Signaling	ANGPT2	ITGA5_ITGB1	ANGPT2	ITGA5|ITGB1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPT2_TEK	ANGPT	Secreted Signaling	ANGPT2	TEK	ANGPT2	TEK	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL1_ITGA1_ITGB1	ANGPTL	Secreted Signaling	ANGPTL1	ITGA1_ITGB1	ANGPTL1	ITGB1|ITGA1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL1_PIRB	ANGPTL	Secreted Signaling	ANGPTL1	LILRB3	ANGPTL1	LILRB3	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL2_ITGA5_ITGB1	ANGPTL	Secreted Signaling	ANGPTL2	ITGA5_ITGB1	ANGPTL2	ITGA5|ITGB1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL2_PIRB	ANGPTL	Secreted Signaling	ANGPTL2	LILRB3	ANGPTL2	LILRB3	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL2_TLR4	ANGPTL	Secreted Signaling	ANGPTL2	TLR4	ANGPTL2	TLR4	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL3_ITGAV_ITGB3	ANGPTL	Secreted Signaling	ANGPTL3	ITGAV_ITGB3	ANGPTL3	ITGAV|ITGB3	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL4_CDH11	ANGPTL	Secreted Signaling	ANGPTL4	CDH11	ANGPTL4	CDH11	other	34	1	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		1	
CXCL13T	ANGPTL4_CDH5	ANGPTL	Secreted Signaling	ANGPTL4	CDH5	ANGPTL4	CDH5	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL4_ITGA5_ITGB1	ANGPTL	Secreted Signaling	ANGPTL4	ITGA5_ITGB1	ANGPTL4	ITGA5|ITGB1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL4_ITGAV_ITGB3	ANGPTL	Secreted Signaling	ANGPTL4	ITGAV_ITGB3	ANGPTL4	ITGAV|ITGB3	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL4_SDC1	ANGPTL	Secreted Signaling	ANGPTL4	SDC1	ANGPTL4	SDC1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL4_SDC2	ANGPTL	Secreted Signaling	ANGPTL4	SDC2	ANGPTL4	SDC2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL4_SDC3	ANGPTL	Secreted Signaling	ANGPTL4	SDC3	ANGPTL4	SDC3	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANGPTL4_SDC4	ANGPTL	Secreted Signaling	ANGPTL4	SDC4	ANGPTL4	SDC4	other	34	6	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.002360965414878305	5	0	29	0.14705882352941177	0.0625	6	0.20367752878289472
CXCL13T	ANGPTL7_PIRB	ANGPTL	Secreted Signaling	ANGPTL7	LILRB3	ANGPTL7	LILRB3	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANXA1_FPR1	ANNEXIN	Secreted Signaling	ANXA1	FPR1	ANXA1	FPR1	other	34	3	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0025550536375385903	3	0	31	0.08823529411764706		3	
CXCL13T	ANXA1_FPR2	ANNEXIN	Secreted Signaling	ANXA1	FPR2	ANXA1	FPR2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANXA1_FPR2_LXA4	ANNEXIN	Secreted Signaling	ANXA1	FPR2_LXA4	ANXA1	FPR2|FPR3	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ANXA1_FPR3	ANNEXIN	Secreted Signaling	ANXA1	FPR3	ANXA1	FPR3	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	APELA_APLNR	APJ	Secreted Signaling	APELA	APLNR	APELA	APLNR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	APLN_APLNR	APELIN	Secreted Signaling	APLN	APLNR	APLN	APLNR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	APOA1_ABCA1	ApoA	Cell-Cell Contact	APOA1	ABCA1	APOA1	ABCA1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	APOA1_CUBN_AMN	ApoA	Cell-Cell Contact	APOA1	CUBN_AMN	APOA1	AMN|CUBN	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	APOA1_TREM2_TYROBP	ApoA	Cell-Cell Contact	APOA1	TREM2_TYROBP	APOA1	TREM2|TYROBP	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	APOA2_TREM2_TYROBP	ApoA	Cell-Cell Contact	APOA2	TREM2_TYROBP	APOA2	TREM2|TYROBP	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	APOB_APOBR	ApoB	Cell-Cell Contact	APOB	APOBR	APOB	APOBR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	APOB_TREM2_TYROBP	ApoB	Cell-Cell Contact	APOB	TREM2_TYROBP	APOB	TREM2|TYROBP	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	APOE_TREM2_TYROBP	ApoE	Cell-Cell Contact	APOE	TREM2_TYROBP	APOE	TREM2|TYROBP	other	34	1	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	-0.00013026062127049337	0	1	33	0.0		1	
CXCL13T	APP_SORL1	APP	Cell-Cell Contact	APP	SORL1	APP	SORL1	other	34	7	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0021734649234805567	5	2	27	0.14705882352941177	0.15625	7	0.33168859649122806
CXCL13T	APP_TNFRSF21	APP	Cell-Cell Contact	APP	TNFRSF21	APP	TNFRSF21	other	34	1	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.00014670295073976412	1	0	33	0.029411764705882353		1	
CXCL13T	APP_TREM2_TYROBP	APP	Cell-Cell Contact	APP	TREM2_TYROBP	APP	TREM2|TYROBP	other	34	1	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	-0.00037390966889089944	0	1	33	0.0		1	
CXCL13T	AREG_EGFR	EGF	Secreted Signaling	AREG	EGFR	AREG	EGFR	other	34	2	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0007774394097393932	2	0	32	0.058823529411764705		2	
CXCL13T	AREG_EGFR_ERBB2	EGF	Secreted Signaling	AREG	EGFR_ERBB2	AREG	ERBB2|EGFR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ARTN_GFRA1	GDNF	Secreted Signaling	ARTN	GFRA1_RET	ARTN	GFRA1|RET	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ARTN_GFRA3	GDNF	Secreted Signaling	ARTN	GFRA3_RET	ARTN	GFRA3|RET	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	AVP_AVPR1A	AVP	Secreted Signaling	AVP	AVPR1A	AVP	AVPR1A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	AVP_AVPR2	AVP	Secreted Signaling	AVP	AVPR2	AVP	AVPR2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BAG6_NCR3-PS	BAG	Secreted Signaling	BAG6	NCR3	BAG6	NCR3	other	34	1	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	4.472969550112785e-05	1	0	33	0.029411764705882353		1	
CXCL13T	BDNF_NGFR	NT	Secreted Signaling	BDNF	NGFR	BDNF	NGFR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BDNF_NTRK2	NT	Secreted Signaling	BDNF	NTRK2	BDNF	NTRK2	other	34	1	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	-2.967378683359904e-05	0	1	33	0.0		1	
CXCL13T	BDNF_SORT1	NT	Secreted Signaling	BDNF	SORT1	BDNF	SORT1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP2_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP2	BMPR1A_ACVR2A	BMP2	ACVR2A|BMPR1A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP2_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP2	BMPR1A_ACVR2B	BMP2	ACVR2B|BMPR1A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP2_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP2	BMPR1A_BMPR2	BMP2	BMPR2|BMPR1A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP2_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP2	BMPR1B_ACVR2A	BMP2	BMPR1B|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP2_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP2	BMPR1B_ACVR2B	BMP2	BMPR1B|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP2_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP2	BMPR1B_BMPR2	BMP2	BMPR1B|BMPR2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP4_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP4	BMPR1A_ACVR2A	BMP4	ACVR2A|BMPR1A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP4_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP4	BMPR1A_ACVR2B	BMP4	ACVR2B|BMPR1A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP4_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP4	BMPR1A_BMPR2	BMP4	BMPR2|BMPR1A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP4_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP4	BMPR1B_ACVR2A	BMP4	BMPR1B|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP4_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP4	BMPR1B_ACVR2B	BMP4	BMPR1B|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP4_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP4	BMPR1B_BMPR2	BMP4	BMPR1B|BMPR2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP5_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP5	ACVR1_ACVR2A	BMP5	ACVR1|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP5_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP5	ACVR1_ACVR2B	BMP5	ACVR1|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	BMP5_ACVR1_BMPR2	BMP	Secreted Signaling	BMP5	ACVR1_BMPR2	BMP5	BMPR2|ACVR1	other	34	1	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	-0.00022055514941518868	0	1	33	0.0		1	
CXCL13T	BMP5_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP5	BMPR1A_ACVR2A	BMP5	ACVR2A|BMPR1A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
