fov,CLDN4,TACSTD2,TB,T,B,broad,tma
1,1.6516163468248037,1.7352137732857669,0.25443990537525557,0.26827727426409875,0.24060253648641236,2.1743058048793746,TMA2
2,1.1186319609267565,1.1028979555759781,0.19109490946716107,0.19769613726683377,0.18449368166748834,1.4796873104009247,TMA2
3,1.0527587865712955,1.5863798618256506,0.12430573889688777,0.13080855694124766,0.11780292085252791,1.6756783863401596,TMA2
4,0.8083393212292298,1.2929847241210732,0.0977249006248137,0.10582120906630592,0.08962859218332146,1.3416958972014315,TMA2
5,0.2086032982103582,0.1672310545034148,0.09170891135054796,0.11045364602576503,0.0729641766753309,0.23796353890369612,TMA2
6,0.16584853402901806,0.11772270314210788,0.06397852625764641,0.07409987909406374,0.05385717342122909,0.15380606438444,TMA2
7,0.30613622519817874,0.20044896530011527,0.1169093936052039,0.11335809421297736,0.12046069299743045,0.41229783251984187,TMA2
8,0.500717998079718,0.30048663645082596,0.11313205001521587,0.11112647142564581,0.11513762860478591,0.64210367472875,TMA2
9,0.33753330610781046,0.20478864932524893,0.14795672078693622,0.15224065140479148,0.14367279016908097,0.607461698589613,TMA2
10,0.26167656935972405,0.1800651687323554,0.10662249544550732,0.110457628633792,0.10278736225722263,0.5456796785776514,TMA2
11,0.4443602985869359,0.22708405345645613,0.10508756334687597,0.11641577140841146,0.09375935528534048,0.6505477088589156,TMA2
12,0.3661046885355837,0.15947214050541636,0.08728041170781262,0.09472347005490592,0.0798373533607193,0.47946783316975494,TMA2
13,0.10579051921805674,0.05836775960223101,0.1676893028844727,0.13630204114489355,0.1990765646240518,0.1369702075846097,TMA2
14,0.0647459612201958,0.0341940664367205,0.13485587521176742,0.18080972410123414,0.08890202632230075,0.07944115497933502,TMA2
15,0.2905382548212404,0.3165519812838931,0.06301841781838949,0.07182508966856428,0.05421174596821468,0.515375051239855,TMA2
16,0.1888109139737343,0.18247544429605034,0.055865026353961775,0.06311225685670213,0.04861779585122143,0.3822051704351647,TMA2
17,0.7358748452951139,0.8411293034381832,0.06612651389162504,0.07357209912809781,0.058680928655152266,0.8793661556380368,TMA2
18,0.7391587456805678,0.9404861828045464,0.06996919005417186,0.07408814329686925,0.06585023681147448,1.038975729922437,TMA2
19,0.02403293247710401,0.024908187020583786,0.01286757545853457,0.013373863243269956,0.012361287673799189,0.047265672097279506,TMA2
20,0.10943613115663467,0.11521598423224354,0.03246079097124015,0.03712995842185852,0.02779162352062177,0.1947118284209337,TMA2
21,0.07874555433548976,0.04565448755695508,0.05758440687722227,0.045843302910779836,0.0693255108436647,0.10595811733799769,TMA2
22,0.0541173655821692,0.0321550761174443,0.036392415103531195,0.032646354507850694,0.0401384756992117,0.0931316412323276,TMA2
23,0.21129099189315578,0.12277826045980092,0.03331934489708881,0.0378403678961451,0.028798321898032508,0.1984674111415913,TMA2
24,0.29621553132015005,0.23805078504684118,0.03475570081532903,0.0369434864192876,0.032567915211370466,0.3237912184648527,TMA2
25,0.1290738198884719,0.07247642112717,0.03831605509443367,0.04366644039443262,0.03296566979443472,0.2772926367378354,TMA2
26,0.14863752995561508,0.07551387737288787,0.03272035978098351,0.03656867684147423,0.0288720427204928,0.3093649784671054,TMA2
27,0.2008599330931422,0.11731599143504141,0.0384579910960033,0.03976460245892965,0.03715137973307695,0.5035893272845287,TMA2
28,0.24193751668082092,0.14596296372729264,0.04973017019130755,0.05071311787961573,0.048747222502999364,0.519235647340916,TMA2
29,0.1326476393961306,0.1000077467899734,0.03601327840691352,0.04128598060469387,0.03074057620913317,0.34041979864495403,TMA2
30,0.1900685220631639,0.11990177056806,0.043553172849738475,0.04516289458715434,0.04194345111232261,0.4006550724316967,TMA2
40,0.07412628931019828,0.04719062561410576,0.04107226305246801,0.04543786699705122,0.03670665910788481,0.1713676788427055,TMA2
41,0.15018166028990695,0.09939420953340904,0.02946865351641534,0.031693386723118507,0.027243920309712167,0.37419943317014354,TMA2
42,0.18644679679634174,0.40718480672975094,0.021339953293846477,0.026118837066484504,0.016561069521208453,0.43605360928311737,TMA2
43,0.02193973213831491,0.01578071969403209,0.023794315923520385,0.028281801325619613,0.019306830521421164,0.028638387863979927,TMA2
44,0.17672882923849811,0.16460520041056936,0.030998157303081055,0.039686754961105436,0.02230955964505667,0.25564678249768746,TMA2
45,0.3736049918457462,0.45419485177377183,0.030719736932016063,0.03137015647669691,0.030069317387335218,0.5563342413486568,TMA2
46,0.14842651526840064,0.09485620372984699,0.028615489554959173,0.027593405421717135,0.02963757368820122,0.23159064384946287,TMA2
47,0.16150817849510318,0.09925505360417998,0.026628469645622974,0.028088510385223166,0.025168428906022774,0.3131766425642297,TMA2
