section,n_spots,CLDN4,TACSTD2,same_CLDN4_TB.n,same_CLDN4_TB.rho,same_CLDN4_TB.p,same_CLDN4_T.n,same_CLDN4_T.rho,same_CLDN4_T.p,same_CLDN4_B.n,same_CLDN4_B.rho,same_CLDN4_B.p,same_TACSTD2_TB.n,same_TACSTD2_TB.rho,same_TACSTD2_TB.p,same_broad_TB.n,same_broad_TB.rho,same_broad_TB.p,partial_same_CLDN4_TB_ctrl_broad.n,partial_same_CLDN4_TB_ctrl_broad.rho,partial_same_CLDN4_TB_ctrl_broad.p
VA,2736,True,True,2736,-0.048652374951942155,0.010921711775930253,2736,-0.038622521106469375,0.043378149520073066,2736,-0.02931515963852083,0.1252732513711175,2736,0.002298088004019399,0.9043636682168968,2736,-0.09745425582557256,3.2670771257319895e-07,2736,-0.08806836793520031,3.960692622251312e-06
VB,2586,True,True,2586,-0.03999657307445055,0.04197526673246336,2586,-0.04394575669597612,0.025433058185633437,2586,-0.0027251420969977153,0.8898340735501479,2586,0.05436718757645766,0.005684806881441841,2586,-0.04201098975441775,0.03265629868762942,2586,-0.09390344073466915,1.7226022027798107e-06
VISA,4288,True,True,4288,-0.05166813118020742,0.0007126923818515796,4288,-0.07834728497054044,2.794521043894968e-07,4288,0.044293348981337965,0.003719363766521011,4288,0.15413916431295321,3.271637783326768e-24,4288,-0.22856869020807916,6.110710022915339e-52,4288,-0.028182023845429782,0.06499872296308061
