n_cells	n_malignant	n_tnk	frac_tnk	mal_CLDN4_mean	mal_CLDN4_pct	eligible	cohort	unit_id	patient	gsm	tissue	file	malig_def	unit
392	145	49	0.125	1.2524068271342224	0.7172413793103448	True	GSE123902	LX653	LX653	GSM3516662	PRIMARY	GSM3516662_MSK_LX653_PRIMARY_TUMOUR_dense.csv.gz	marker_malig	donor
4566	117	3726	0.8160315374507228	0.8576085684228482	0.5897435897435898	True	GSE123902	LX661	LX661	GSM3516663	PRIMARY	GSM3516663_MSK_LX661_PRIMARY_TUMOUR_dense.csv.gz	marker_malig	donor
1316	786	177	0.1344984802431611	0.9923952117887153	0.6717557251908397	True	GSE123902	LX666	LX666	GSM3516664	METASTASIS	GSM3516664_MSK_LX666_METASTASIS_dense.csv.gz	marker_malig	donor
3435	618	1336	0.3889374090247453	0.582960587751478	0.313915857605178	True	GSE123902	LX675	LX675	GSM3516665	PRIMARY	GSM3516665_MSK_LX675_PRIMARY_TUMOUR_dense.csv.gz	marker_malig	donor
3061	191	1907	0.6229990199281281	0.4873664576269495	0.34554973821989526	True	GSE123902	LX675	LX675	GSM3516666	NORMAL	GSM3516666_MSK_LX675_NORMAL_dense.csv.gz	marker_malig	donor
4014	147	2606	0.6492277030393623	0.831390019521496	0.4217687074829932	True	GSE123902	LX676	LX676	GSM3516667	PRIMARY	GSM3516667_MSK_LX676_PRIMARY_TUMOUR_dense.csv.gz	marker_malig	donor
3886	228	1583	0.40735975295934124	0.4488016514639581	0.3508771929824561	True	GSE123902	LX255B	LX255B	GSM3516668	METASTASIS	GSM3516668_MSK_LX255B_METASTASIS_dense.csv.gz	marker_malig	donor
2017	497	625	0.3098661378284581	0.5643712240448416	0.43259557344064387	True	GSE123902	LX679	LX679	GSM3516669	PRIMARY	GSM3516669_MSK_LX679_PRIMARY_TUMOUR_dense.csv.gz	marker_malig	donor
941	258	344	0.3655685441020191	1.8590778846234401	0.7325581395348837	True	GSE123902	LX680	LX680	GSM3516670	PRIMARY	GSM3516670_MSK_LX680_PRIMARY_TUMOUR_dense.csv.gz	marker_malig	donor
1630	1207	86	0.05276073619631902	1.1775350457817828	0.6329743164871583	True	GSE123902	LX681	LX681	GSM3516671	METASTASIS	GSM3516671_MSK_LX681_METASTASIS_dense.csv.gz	marker_malig	donor
4092	421	2558	0.6251221896383187	0.46131823402558575	0.1876484560570071	True	GSE123902	LX682	LX682	GSM3516672	PRIMARY	GSM3516672_MSK_LX682_PRIMARY_TUMOUR_dense.csv.gz	marker_malig	donor
4061	199	2600	0.6402363949766068	1.0152485403289617	0.542713567839196	True	GSE123902	LX682	LX682	GSM3516673	NORMAL	GSM3516673_MSK_LX682_NORMAL_dense.csv.gz	marker_malig	donor
378	173	92	0.24338624338624337	0.9118972941270771	0.7283236994219653	True	GSE123902	LX684	LX684	GSM3516674	PRIMARY	GSM3516674_MSK_LX684_PRIMARY_TUMOUR_dense.csv.gz	marker_malig	donor
2475	142	2019	0.8157575757575758	0.7484887624765805	0.6126760563380281	True	GSE123902	LX684	LX684	GSM3516675	NORMAL	GSM3516675_MSK_LX684_NORMAL_dense.csv.gz	marker_malig	donor
3124	269	2345	0.7506402048655569	0.9856426729545156	0.6802973977695167	True	GSE123902	LX685	LX685	GSM3516676	NORMAL	GSM3516676_MSK_LX685_NORMAL_dense.csv.gz	marker_malig	donor
2671	46	2263	0.8472482216398353	0.31411776431478144	0.15217391304347827	True	GSE123902	LX699	LX699	GSM3516677	METASTASIS	GSM3516677_MSK_LX699_METASTASIS_dense.csv.gz	marker_malig	donor
788	90	322	0.4086294416243655	0.1116109679423314	0.1111111111111111	True	GSE123902	LX701	LX701	GSM3516678	METASTASIS	GSM3516678_MSK_LX701_METASTASIS_dense.csv.gz	marker_malig	donor
