sample	CLDN4	CXCL10	CXCL13	CXCL9	CXCR3	ImmuneScore	StromalScore	ESTIMATE_score	quartile	CXCL9_resid_ESTIMATE	CXCL9_resid_Immune	CXCL10_resid_ESTIMATE	CXCL10_resid_Immune	CXCL13_resid_ESTIMATE	CXCL13_resid_Immune	CXCR3_resid_ESTIMATE	CXCR3_resid_Immune	CLDN4_resid_ESTIMATE
TCGA-05-4244-01	13.9765	7.8388	6.5946	8.1449	7.1676	933.74	-470.99	462.76	Q4	-1.3504588518767697	-1.7434908257609951	-0.3921511696479021	-0.7426366669535023	-1.334806177163708	-1.7054555912496276	0.8615099253625482	0.5870413191426458	0.8957603645768053
TCGA-05-4249-01	13.9391	7.6826	8.1015	8.9358	6.3712	1033.35	-0.14	1033.21	Q4	-1.0278345801008388	-1.1159555681750906	-0.9643181608182774	-1.040301026513215	-0.26838111084497385	-0.34966240129485193	-0.26174185627003066	-0.32301912724546433	0.8881154661857114
TCGA-05-4250-01	14.8158	9.6004	9.7678	11.7447	8.0441	1184.84	263.1	1447.95	Q4	1.440610208182708	1.444494227745885	0.6510571745871019	0.662355555861037	1.0776759686624882	1.0868296411331038	1.1735238060767204	1.1770225149256568	1.7864486169285918
TCGA-05-4382-01	13.8596	10.6885	8.4027	11.7174	7.0195	1641.81	1205.42	2847.24	Q4	0.2646494250349143	0.6677435065234167	0.7188075364509015	1.1014748472173093	-1.367890627797955	-0.9714866924314656	-0.6528299488898002	-0.3690051950028099	0.9032366371412746
TCGA-05-4384-01	12.5602	6.9938	5.6922	7.8949	5.791	767.77	-75.43	692.34	Q2	-1.7889183867802352	-1.721292790438559	-1.4045588334797792	-1.3519290095282894	-2.414477165461623	-2.356081700443422	-0.6466329478554504	-0.6001778527574189	-0.5085645697252854
TCGA-05-4389-01	13.0411	10.0536	8.7932	11.5938	8.2857	1456.58	-397.74	1058.84	Q2	1.609126052882976	0.8479287814693368	1.3879926745157611	0.7296352158674999	0.403528596315601	-0.2999956832488806	1.638072875672746	1.108552344244952	-0.008547653712200898
TCGA-05-4390-01	13.6111	7.4698	7.6179	8.8521	5.0964	76.91	124.48	201.39	Q3	-0.428703278056231	0.36894772702156864	-0.5705625247496622	0.1052181388044362	-0.10968843079457358	0.6176421002577568	-1.0599324268763732	-0.5064688878774932	0.5167271085376797
TCGA-05-4395-01	13.7728	9.775	7.5305	10.0571	5.568	854.14	-620.75	233.39	Q4	0.7500282964846221	0.29925664433399746	1.7113033640794164	1.3066098446512875	-0.22179734108960503	-0.6488036378353108	-0.6066675255041982	-0.9217307365496197	0.680096252637048
TCGA-05-4396-01	12.9442	8.2882	6.5929	8.8844	5.491	-204.96	-714.18	-919.14	Q2	0.5234266838105697	0.8635268149069368	1.0649178374488493	1.3239249255637588	-0.26946732914172156	0.020234475997620294	-0.02330029983149018	0.2097601656654895	-0.20862058013937457
TCGA-05-4397-01	11.8123	10.9947	6.7358	10.2977	5.0261	463.66	-688.16	-224.49	Q1	1.366496629273188	1.1802608669808876	3.2648853272963354	3.080862631729657	-0.6629437209055773	-0.8511515929958415	-0.8862151830133138	-1.018071745427954	-1.3042871129947944
TCGA-05-4398-01	14.5304	11.0082	9.3481	11.4627	7.7613	1514.83	362.65	1877.48	Q4	0.8060140585743554	0.621296242109624	1.7456477754856703	1.6015095965084676	0.3263128986929651	0.1665399789824793	0.6446152150264242	0.5176859151504098	1.5234532252099022
