accession	bioproject	title	organism	access	release_date	url	lung	ici	neoadjuvant	mpr_keyword	gene_keyword	why	page_ok	description	data_type	accessibility_page	organization	n_files	file_names	related_accessions	publications	desc_lung	desc_ici	desc_neoadjuvant	desc_mpr_keyword	desc_gene_keyword	priority
OMIX017353	PRJCA061310	Effects of Supplementary Feeding on Lung Protein Expression in Muli Yaks	Bos grunniens	Open	2026-06-02	https://ngdc.cncb.ac.cn/omix/release/OMIX017353	True	False	False	False	False	lung	True	Effects of Supplementary Feeding on Lung Protein Expression in Muli Yaks	Proteomic Data by Mass Spectrometry (MS)	Open-access	Xichang University	12	OMIX017353-11.raw;OMIX017353-07.raw;OMIX017353-08.raw;OMIX017353-02.raw;OMIX017353-04.raw;OMIX017353-10.raw;OMIX017353-05.raw;OMIX017353-03.raw;OMIX017353-09.raw;OMIX017353-01.raw;OMIX017353-12.raw;OMIX017353-06.raw	OMIX016027;OMIX017353;PRJCA061310	OMIX017353-01 | OMIX017353-02 | OMIX017353-03 | OMIX017353-04 | OMIX017353-05 | OMIX017353-06 | OMIX017353-07 | OMIX017353-08	True	False	False	False	False	0
OMIX017700	PRJCA066638	Metagenomic sequencing analysis of fecal samples collected from hepatocellular carcinoma patients prior to initiation of lenvatinib combined with anti-PD-1 therapy	Homo sapiens environmental sample	Open	2026-06-26	https://ngdc.cncb.ac.cn/omix/release/OMIX017700	False	True	False	False	False	ici	True	Pretreatment fecal samples were collected from patients with hepatocellular carcinoma before initiation of lenvatinib plus anti-PD-1 therapy for shotgun metagenomic sequencing.	Other Type of Genomic Data	Open-access	Shengli Clinical Medical College of Fujian Medical University	1	OMIX017700-01.xls	OMIX017700;PRJCA066638	OMIX017700-01	False	True	False	False	False	0
OMIX017769	PRJCA062239	CTSG-expressing mast cells confer resistance to immunotherapy in colorectal cancer	Mus musculus	Open	2026-06-17	https://ngdc.cncb.ac.cn/omix/release/OMIX017769	False	True	False	False	False	ici	True	Mast cells regulate the tumor microenvironment, but their role in colorectal cancer (CRC) immunotherapy resistance remains unclear. Mast cell-derived CTSG promoted tumor metabolic adaptation, restricted chemokine-mediated immune recruitment, and acted mainly through PAR2 signaling. CTSG inhibition enhanced CD8+ T-cell recruitment and function and improved anti-PD-1 efficacy in vivo, highlighting CTSG as a potential target for improving CRC immunotherapy.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Peking University First Hospital	8	OMIX017769-07.d.tar;OMIX017769-05.d.tar;OMIX017769-04.d.tar;OMIX017769-02.d.tar;OMIX017769-01.d.tar;OMIX017769-03.d.tar;OMIX017769-06.d.tar;OMIX017769-08.d.tar	OMIX017769;PRJCA062239	OMIX017769-01 | OMIX017769-02 | OMIX017769-03 | OMIX017769-04 | OMIX017769-05 | OMIX017769-06 | OMIX017769-07 | OMIX017769-08	False	True	False	False	False	0
OMIX017799	PRJCA066638	Single-cell transcriptomic profiling of IPA-mediated tumor microenvironment remodeling in hepatocellular carcinoma after lenvatinib plus anti-PD-1 therapy	Mus	Open	2026-06-18	https://ngdc.cncb.ac.cn/omix/release/OMIX017799	False	True	False	False	False	ici	True	Single-cell RNA sequencing was performed to investigate IPA-associated remodeling of the hepatocellular carcinoma tumor microenvironment after lenvatinib plus anti-PD-1 therapy.	Other Type of Genomic Data	Open-access	Shengli Clinical Medical College of Fujian Medical University	1	OMIX017799-01.rar	OMIX017799;PRJCA066638	OMIX017799-01	False	True	False	False	False	0
OMIX017822	PRJCA066924	The effect and mechanism of total alkaloids of Fritillariae Pallidiflorae Bulbus in alleviating pulmonary fibrosis	Rattus	Open	2026-06-19	https://ngdc.cncb.ac.cn/omix/release/OMIX017822	True	False	False	False	False	lung	True	Frozen samples were ground to powder. Lysis buffer with phosphatase and protease inhibitors was added, followed by cold grinding and two centrifugation steps to collect total protein supernatant. Protein concentrations were measured via BCA assay. Equal protein amounts from each sample were normalized with lysis buffer. Proteins were reduced with DTT on ice, alkylated with iodoacetamide in darkness, and precipitated with organic solvent. The pellet was redissolved in 50 mM NH4HCO3, and TPCK-treated trypsin was added for digestion. The reaction was stopped by adjusting pH to 3 with phosphoric acid. Peptides were desalted on a C18 column pre-activated with methanol and equilibrated with equilibration buffer. Eluted peptides were separated and analyzed by data-independent acquisition mass spectrometry on a Bruker timsTOF HT system.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Sichuan University	1	OMIX017822-01.zip	OMIX017822;PRJCA066924	OMIX017822-01	True	False	False	False	False	0
OMIX017857	PRJCA066638	Untargeted metabolomic profiling was performed on serum samples from orthotopic hepatocellular carcinoma-bearing mice treated with lenvatinib plus anti-PD-1 therapy, with or without Clostridium butyricum supplementation	Mus	Open	2026-06-22	https://ngdc.cncb.ac.cn/omix/release/OMIX017857	False	True	False	False	False	ici	True	Serum sample collected from an orthotopic hepatocellular carcinoma-bearing mouse treated with lenvatinib plus anti-PD-1 therapy for untargeted metabolomic profiling.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Shengli Clinical Medical College of Fujian Medical University	1	OMIX017857-01.xlsx	OMIX017857;PRJCA066638	OMIX017857-01	False	True	False	False	False	0
OMIX018116	PRJCA066638	Processed fecal metagenomic matrix data from orthotopic hepatocellular carcinoma-bearing mice treated with lenvatinib plus anti-PD-1 therapy, with or without Clostridium butyricum supplementation.	Mus	Open	2026-08-13	https://ngdc.cncb.ac.cn/omix/release/OMIX018116	False	True	False	False	False	ici	True	Processed fecal metagenomic matrix data from orthotopic hepatocellular carcinoma-bearing mice treated with lenvatinib plus anti-PD-1 therapy, with or without Clostridium butyricum supplementation, were generated to investigate gut microbial remodeling, particularly C. sporogenes enrichment associated with IPA production.	Other Type of Genomic Data	Open-access	Shengli Clinical Medical College of Fujian Medical University	1	OMIX018116-01.xlsx	OMIX018116;PRJCA066638	OMIX018116-01	False	True	False	False	False	0
OMIX018501	PRJCA017273	Single-cell and bulk RNA sequencing of hepatocellular carcinoma tumors from patients treated with drug-eluting bead TACE combined with anti-PD-1	Homo sapiens	Open	2026-07-11	https://ngdc.cncb.ac.cn/omix/release/OMIX018501	False	True	False	False	False	ici	True	Single-cell (10x) and bulk RNA-seq of hepatocellular carcinoma from a DEB-TACE plus anti-PD-1 trial.	Expression Profiling	Open-access	The First Affiliated Hospital, Zhejiang University School of Medicine	11	OMIX018501-01.zip;OMIX018501-08.zip;OMIX018501-09.zip;OMIX018501-06.zip;OMIX018501-11.zip;OMIX018501-04.zip;OMIX018501-10.zip;OMIX018501-03.zip;OMIX018501-05.zip;OMIX018501-07.zip;OMIX018501-02.zip	OMIX018501;PRJCA017273	OMIX018501-01 | OMIX018501-02 | OMIX018501-03 | OMIX018501-04 | OMIX018501-05 | OMIX018501-06 | OMIX018501-07 | OMIX018501-08	False	True	False	False	False	0
OMIX018535	PRJCA068937	Proteomics of Lactobacillus-derived Extracellular Vesicles	Pediococcus acidilactici	Open	2026-07-13	https://ngdc.cncb.ac.cn/omix/release/OMIX018535	False	True	False	False	False	ici	True	To identify whether the vesicles secreted by Lactobacillus are extracellular vesicles (EVs), we intended to detect canonical protein markers. The conventional strategy involves purchasing specific antibodies and performing western blot hybridization. However, few research groups have investigated protein markers of Lactobacillus-derived extracellular vesicles, meaning high-quality monoclonal antibodies are unavailable from reputable suppliers, which renders western blot unfeasible. Accordingly, we directly conducted proteomic profiling of these secreted vesicles to screen for characteristic EV protein markers.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Northwest Institute of Plateau Biology	1	OMIX018535-01.xlsx	OMIX018535;PRJCA068937	OMIX018535-01	False	False	False	False	False	0
OMIX018934	PRJCA070097	Untargeted LC-MS/MS metabolomic profiling of mouse lung tissues following Mycoplasma pneumoniae infection	Mus musculus	Open	2026-07-28	https://ngdc.cncb.ac.cn/omix/release/OMIX018934	True	False	False	False	False	lung	True	Comparative untargeted metabolomics reveals metabolic alterations in mouse lung tissues following Mycoplasma pneumoniae infection	Metabolome Data by Mass Spectrometry (MS)	Open-access	Huazhong Agricultural University	1	OMIX018934-01.zip	OMIX018934;PRJCA070097	OMIX018934-01	True	False	False	False	False	0
OMIX019170	PRJCA070593	Proteomic sequencing of lung in asthma mouse models transduced with empty vector AAV and METTL16-overexpressing AAV respectively	Mus musculus	Open	2026-08-09	https://ngdc.cncb.ac.cn/omix/release/OMIX019170	True	False	False	False	False	lung	True	Asthma is a common chronic airway disease. Our previous studies have found that METTL16 is associated with airway remodeling in asthma. To explore the potential molecular mechanisms by which METTL16 regulates asthma, we constructed asthma mouse models by injecting empty vector AAV and METTL16-overexpressing AAV respectively. Lung tissues were harvested after sacrifice for proteomic sequencing, with the aim of screening potential therapeutic targets for asthma.	Proteomic Data by Mass Spectrometry (MS)	Open-access	The first affiliated hospital of Nanjing Medical university	11	OMIX019170-08.d.zip;OMIX019170-06.d.zip;OMIX019170-11.d.zip;OMIX019170-05.d.zip;OMIX019170-09.d.zip;OMIX019170-04.d.zip;OMIX019170-02.d.zip;OMIX019170-01.mzXML.tar;OMIX019170-07.d.zip;OMIX019170-10.d.zip;OMIX019170-03.d.zip	OMIX019170;PRJCA070593	OMIX019170-01 | OMIX019170-02 | OMIX019170-03 | OMIX019170-04 | OMIX019170-05 | OMIX019170-06 | OMIX019170-07 | OMIX019170-08	True	False	False	False	False	0
OMIX019178	PRJCA070643	Macrophage BMPRIB mediates p38-dependent inflammatory reprogramming and chemotaxis during ventilator-induced lung injury	Mus musculus	Open	2026-07-31	https://ngdc.cncb.ac.cn/omix/release/OMIX019178	True	False	False	False	False	lung	True	Ventilator-induced lung injury (VILI) is a major iatrogenic complication of mechanical ventilation, in which dysregulated inflammation, particularly macrophage-driven response, amplifies pulmonary damage. Although bone morphogenetic protein (BMP) signaling exhibits context-dependent effects in pulmonary disorders, whether specific BMP receptors (BMPRs) regulate macrophage function during VILI remains unknown. Transcriptomic profiling was performed to identify differentially expressed genes and enriched pathways. Transcriptomic analysis revealed that BMP4 enriched MAPK and inflammation-related pathways, an effect reversed by LDN193189 co-treatment.	Expression Profiling	Open-access	The Second Xiangya Hospital of Central South University	1	OMIX019178-01.xlsx	OMIX019178;PRJCA070643	OMIX019178-01	True	False	False	False	False	0
OMIX019287	PRJCA070906	BMP2 accelerates the proliferation and invasion of lung squamous carcinoma cells	Homo sapiens	Open	2026-08-05	https://ngdc.cncb.ac.cn/omix/release/OMIX019287	True	False	False	False	False	lung	True	Aberrant expression of Bone morphogenetic protein 2 (BMP2) is associated with the progression of several cancers. To investigate the mechanism underlying BMP2-mediated growth and metastasis of lung squamous carcinoma (LUSC) cells, BMP2-overexpressing LUSC cells and control cells were subjected to RNA-sequencing analysis to determine their expression prolife.	Expression Profiling	Open-access	Nanchang University	0		OMIX019287;PRJCA070906	OMIX019287-01	True	False	False	False	False	0
OMIX019386	PRJCA071105	Single-cell RNA sequencing of lung tumors from transgenic mice	Mus musculus	Open	2026-08-08	https://ngdc.cncb.ac.cn/omix/release/OMIX019386	True	False	False	False	False	lung	True	Single-cell RNA sequencing of lung tumors from transgenic mice to characterize tumor cell populations.	Other Type of Genomic Data	Open-access	The University of Hong Kong	2	OMIX019386-05.rar;OMIX019386-03.rar	OMIX019386;PRJCA071105	OMIX019386-03 | OMIX019386-05	True	False	False	False	False	0
OMIX019389	PRJCA070998	The original data for lung adenocarcinoma	Homo sapiens	Open	2026-08-07	https://ngdc.cncb.ac.cn/omix/release/OMIX019389	True	False	False	False	False	lung	True	CosMx SMI	Other Type of Image Data	Open-access	Southern University of Science and Technology	1	OMIX019389-01.rar	OMIX019389;PRJCA070998	OMIX019389-01	True	False	False	False	False	0
OMIX019394	PRJCA071131	RNA sequencing analysis of KPC-derived syngeneic orthotopic PDAC tissues treated with TROP2-targeting aptamer drug conjugate T17-M	Mus musculus	Open	2026-08-08	https://ngdc.cncb.ac.cn/omix/release/OMIX019394	False	False	False	False	True	gene_keyword	True	This project contains transcriptomic profiles of KPC-derived syngeneic orthotopic PDAC tissues collected from in vivo therapeutic studies evaluating the antitumor effects and molecular responses induced by a TROP2-targeting aptamer-drug conjugate. Total RNA was extracted from tumor tissues, and mRNA sequencing libraries were generated and sequenced using the DNBSEQ-T7 platform with paired-end 150 bp reads. Sequencing reads were processed for quality control, adapter trimming, and removal of low-quality reads. Clean reads were aligned to the mouse reference genome, and gene expression levels were quantified and normalized as transcripts per kilobase million (TPM).	Expression Profiling	Open-access	Institute of Molecular Medicine	1	OMIX019394-01.csv	OMIX019394;PRJCA071131	OMIX019394-01	False	False	False	False	True	0
OMIX019453	PRJCA071307	Lung megakaryocytes at different developmental stages	Mus musculus	Open	2026-08-10	https://ngdc.cncb.ac.cn/omix/release/OMIX019453	True	False	False	False	False	lung	True	Lung megakaryocytes at different developmental stages	Expression Profiling	Open-access	Institute of Hematology, Blood Diseases Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College	2	OMIX019453-02.csv;OMIX019453-01.csv	OMIX019453;PRJCA071307	OMIX019453-01 | OMIX019453-02	True	False	False	False	False	0
