accession	bioproject	title	organization	is_controlled	access	openaccess_data_type	release_time_string	url	lung	ici	neoadjuvant	mpr_keyword	gene_keyword	why
HRA005270	PRJCA018933	Single-Cell RNA Sequencing Revealls Distinct Tumor Microenvironment of ground glass nodules and solid nodules in lung adenocarcinoma	Jiangyin Clinical College of Xuzhou Medical University	1	Controlled	0	2023-08-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005270	True	False	False	False	False	lung
HRA005113	PRJCA018130	Whole Genome Sequencing of Pulmonary atresia	Fuwai Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-06-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005113	True	False	False	False	False	lung
HRA005102	PRJCA018443	Integrative Strategy of Molecular Clonality Analysis and Clinicopathology for Discriminating Multiple Lung Cancers	Peking University People’s Hospital	1	Controlled	0	2023-08-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005102	True	False	False	False	False	lung
HRA005216	PRJCA018690	The Efficiacy of Immune Checkpoint Inhibitors In Gallbladder Cacner	Eastern Hepatobiliary Sugery Hospital, Naval Medical University	1	Controlled	0	2024-12-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005216	False	True	False	False	False	ici
HRA005036	PRJCA007805	Transcriptomic Landscape of Brain Metastasis in Lung Cancer	West China Hospital of Sichuan University	1	Controlled	0	2026-08-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005036	True	False	False	False	False	lung
HRA003259	PRJCA012386	Safety and tolerability of low-dose radiation and stereotactic body radiotherapy plus sintilimab for treatment-naive stage IV PD-L1+ non-small-cell lung cancer: a phase 1 trial	West China Hospital of Sichuan University	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003259	True	True	False	False	False	lung+ici
HRA005063	PRJCA018203	Urinary tumor DNA MRD analysis to identify responders to neoadjuvant immunotherapy in muscle-invasive bladder cancer	Renji Hospital, School of Medicine, Shanghai Jiao Tong University	1	Controlled	0	2024-01-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005063	False	True	True	False	False	ici+neoadjuvant
HRA001065	PRJCA005375	PD-L1 induces oncogenic cell growth signaling in breast cancer cells	Third Military Medical University(Army Medical University)	1	Controlled	0	2025-05-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001065	False	True	False	False	False	ici
HRA005083	PRJCA018320	Molecular mechanism of TKI and immunotherapy combined with HAIC/TACE for initial unresectable hepatocellular carcinoma	The First affiliated hospital of nanchang university	1	Controlled	0	2025-07-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005083	False	True	True	False	False	ici+neoadjuvant
HRA001059	PRJCA005825	The regulatory role of neutrophil extracellular traps in chronic airway inflammation in chronic obstructive pulmonary disease	Sichuan University	1	Controlled	0	2021-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001059	True	False	False	False	False	lung
HRA004862	PRJCA017689	Lineage Tracing for Multiple Lung Cancer by Spatiotemporal Heterogeneity Using a Multi-omics Algorithm Integrating Genomic, Transcriptomic, and Immune-related Features	Zhongshan Hospital, Fudan University	1	Controlled	0	2023-11-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004862	True	False	False	False	False	lung
HRA004738	PRJCA017383	Transcriptome sequencing based on the phase 2 clinical trial of Camrelizumab combined with apatinib in the treatment of recurrent/metastatic nasopharyngeal carcinoma	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-08-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004738	False	True	False	False	False	ici
HRA005054	PRJCA014405	Preoperative Tislelizumab With Low Dose Nab-Paclitaxel in Patients With Muscle-Invasive Urothelial Bladder Carcinoma (TRUCE-01): An Open-Label, Single-Arm, Phase II Study	The Second Hospital of Tianjin Medical University	1	Controlled	0	2025-08-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005054	False	True	False	False	False	ici
HRA002538	PRJCA006184	Transcriptome analysis of pulmonary fibrosis caused by COVID-19 or systemic lupus erythematosus	Wuhan University	0	Open	0	2026-07-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002538	True	False	False	False	False	lung
HRA003549	PRJCA013411	Afatinib as Neoadjuvant Treatment for Stage III EGFR-Mutant Non-Small Cell Lung Cancer	Shanghai Pulmonary Hospital Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003549	True	False	True	False	False	lung+neoadjuvant
HRA004428	PRJCA016468	Sintilimab and anlotinib in combination with gemcitabine plus cisplatin as first-line therapy in patients with advanced biliary tract cancer: a randomized, open-label, multicentre, phase II trial	Zhejiang Cancer Hospital, Hangzhou Institute of Medicine (HIM), Chinese Academy of Sciences	1	Controlled	0	2026-05-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004428	False	True	False	False	False	ici
HRA003813	PRJCA014428	lung cancer metastasis	The third affiliated hospital of Kunming Medical University	1	Controlled	0	2024-10-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003813	True	False	False	False	False	lung
HRA004954	PRJCA017962	Low-dose radiotherapy recruits TCF1+PD-1+CD8+ T cells to enhance efficacy of immunotherapy in small cell lung cancer	West China Hospital of Sichuan University	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004954	True	True	False	False	False	lung+ici
HRA004888	PRJCA016612	ATAC-seq: Lung cancer tissue and bone metastasis tissue in non-small cell lung cancer	Tianjin Medical University Cancer Institute and Hospital	1	Controlled	0	2025-11-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004888	True	False	False	False	False	lung
HRA004887	PRJCA016612	RNA-seq: Lung cancer tissue and bone metastasis tissue in non-small cell lung cancer	Tianjin Medical University Cancer Institute and Hospital	1	Controlled	0	2025-11-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004887	True	False	False	False	False	lung
HRA004337	PRJCA016046	HLA-I evolutionary divergence confers response to PD-1 blockade plus chemotherapy in untreated advanced non-small-cell lung cancer	Tongji University	1	Controlled	0	2023-06-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004337	True	True	False	False	False	lung+ici
HRA001180	PRJCA006143	Cytotoxic agents may potentiate immune checkpoint inhibitors with immunological effects	Company Name: Genecast Biotechnology Co., Ltd 	1	Controlled	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001180	False	True	False	False	False	ici
HRA004240	PRJCA015659	Genomic evidence depicting clonal evolution of lung adenosquamous carcinoma	Shanghai Chest Hospital, Shanghai Jiao Tong University	1	Controlled	0	2025-11-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004240	True	False	False	False	False	lung
HRA004777	PRJCA017500	NGS sequencing results of a patient with lung cancer	Daping Hospital, Army Medical University	1	Controlled	0	2023-06-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004777	True	False	False	False	False	lung
HRA004695	PRJCA017273	Integrated Spatial Multi-Omics Analysis Reveals Regional Features and cGAS Pathway Involvement in HCC Response to Combined TACE and ICB Treatment	The First Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004695	False	True	False	False	False	ici
HRA004612	PRJCA017036	Case report: A dynamic treatment regime for an acquired NRAS Q61K mutation in BRAF-V600E non-small-cell lung cancer with leptomeningeal metastases by genetic Sequencing of cerebrospinal fluid circulating tumor DNA	HaploX Biotechnology Co., Ltd	1	Controlled	0	2026-04-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004612	True	False	False	False	False	lung
HRA004616	PRJCA016873	Intestinal microbiota links to lung transplantation	Shanghai Pulmonary Hospital, School of Medicine, Tongji University	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004616	True	False	False	False	False	lung
HRA004552	PRJCA015015	ctDNA monitoring the response of neoadjuvant immunotherapy in locally advanced esophageal squamous cell carcinoma	Chosenmed	1	Controlled	0	2023-11-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004552	False	True	True	False	False	ici+neoadjuvant
HRA004495	PRJCA016559	spatial transcriptome sequencing for lung cancer	Shandong Cancer Hospital and Institute, Shandong First Medical University and Shandong Academy of Medical Sciences	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004495	True	False	False	False	False	lung
HRA002953	PRJCA011144	single-cell RNA sequencing analysis of lung adenocarcinoma in never-smokers	Frontiers Science Center for Disease-related Molecular Networks, West China Hospital, Sichuan University, Chengdu, Sichuan, China	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002953	True	False	False	False	False	lung
HRA002992	PRJCA011716	Single cell study of non-smoking lung adenocarcinoma	Frontiers Science Center for Disease-related Molecular Networks, West China Hospital, Sichuan University, Chengdu, Sichuan, China	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002992	True	False	False	False	False	lung
HRA003150	PRJCA011153	Alterations of Single-cell Transcriptome Profile of Small Cell Lung Cancer after Chemotherapy.	Frontiers Science Center for Disease-related Molecular Networks, West China Hospital, Sichuan University, Chengdu, Sichuan, China	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003150	True	False	False	False	False	lung
HRA004390	PRJCA016296	Single-cell RNA-seq of peripheral blood mono nuclear cells (PBMCs) from 26 donors and 5 NSCLC cell lines	Shanghai Jiaotong University School of Medicine	1	Controlled	0	2026-07-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004390	True	False	False	False	False	lung
HRA002492	PRJCA009917	Anti-PD1 therapy achieved better outcomes in non-liver cancer patients with HBV infection	Shanghai Institute of Nutrition and Health, Chinese Academy of Sciences	1	Controlled	0	2026-04-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002492	False	True	False	False	False	ici
HRA002758	PRJCA010945	NOTCH4delL12_16 sensitizes lung adenocarcinoma to EGFR-TKIs via transcriptionally down-regulating HES1	Shenzhen People's Hospital	1	Controlled	0	2026-08-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002758	True	False	False	False	False	lung
HRA004247	PRJCA011613	Genomic Characterization of Lung Cancer Brain Metastasis	West China Hospital of Sichuan University	1	Controlled	0	2026-08-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004247	True	False	False	False	False	lung
HRA002546	PRJCA010030	Multi-omics analysis uncovers tumor ecosystem dynamics during neoadjuvant toripalimab plus nab-paclitaxel and S-1 for esophageal squamous carcinoma	Chinese PLA General Hospital	1	Controlled	0	2023-11-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002546	False	True	True	False	False	ici+neoadjuvant
HRA004146	PRJCA015399	Single-cell RNA sequencing reveals cellular heterogeneity of acral amelanotic melanoma under an immunotherapy background	Shantou University Medical College	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004146	False	True	False	False	False	ici
HRA004109	PRJCA015384	Sinus metastasis of lung adenocarcinoma:A Case report	3D Medicines Inc.	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004109	True	False	False	False	False	lung
HRA003368	PRJCA012879	Identification of CircRNA signature associated with tumor immune infiltration to predict therapeutic efficacy of immunotherapy	Hunan Provincial Key Laboratory of skin tumor and psoriasis, Xiangya Hospital, Central South University	1	Controlled	0	2025-09-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003368	False	True	False	False	False	ici
HRA003555	PRJCA013457	Multi-omics analysis of molecular landscape and heterogeneity in fetal adenocarcinoma of the lung	National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College	1	Controlled	0	2026-01-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003555	True	False	False	False	False	lung
HRA003975	PRJCA014884	Blood-based Genomic and Cellular Determinants of Response to Neoadjuvant PD-1 Blockade in Patients with Non-Small-Cell Lung Cancer	Northwest University	1	Controlled	0	2024-03-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003975	True	True	True	False	False	lung+ici+neoadjuvant
HRA003967	PRJCA014934	identification of key prognostic genes in lung cancer	Fudan University	0	Open	0	2025-09-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003967	True	False	False	False	False	lung
HRA003878	PRJCA014596	Genomic features and its potential implication in bone oligometastatic NSCLC	Department of Cancer Center, Second Affiliated Hospital, Chongqing Medical University, Chongqing, China	1	Controlled	0	2026-04-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003878	True	False	False	False	False	lung
HRA003826	PRJCA014495	scRNA-seq and spatial transcriptomics of 20 early-stage lung adenocarcinoma	Guangdong Provincial People's Hospital	1	Controlled	0	2025-09-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003826	True	False	False	False	False	lung
HRA002501	PRJCA009911	Single-cell RNA sequencing of peripheral blood from patients with high-altitude pulmonary hypertension (HAPH) reveals a distinct monocyte phenotype	The first Affiliated Hospital of Dali University	1	Controlled	0	2026-02-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002501	True	False	False	False	False	lung
HRA001033	PRJCA005740	Single-cell RNA-seq and bulk RNA data of non-small cell lung cancer during neoadjuvant immunotherapy	Shanghai Pulmonary Hospital Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001033	True	True	True	False	False	lung+ici+neoadjuvant
HRA003312	PRJCA012636	anti-PD1_ESCC	Shanghai Chest Hospital, Shanghai Jiao Tong University School of medicine	1	Controlled	0	2026-08-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003312	False	True	False	False	False	ici
HRA003020	PRJCA011784	Investigation of the efficacy and safety of cryoablation and intra-arterial PD-1 inhibitor in patients with advanced disease not responding to checkpoint inhibitors: An exploratory study	The First Affiliated Hospital of Fujian Medical University	1	Controlled	0	2025-09-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003020	False	True	False	False	False	ici
HRA001283	PRJCA006300	Detection of Multiple Types of Cancer Driver Mutations Using Targeted RNA Sequencing in NSCLC	The First Affiliated Hospital of Soochow University	1	Controlled	0	2021-10-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001283	True	False	False	False	False	lung
HRA000959	PRJCA005521	Immune microenvirnoment and genetic changes in a  squamous cell carcinomas after neoadjuvant chemo-immunotherapy: a case report	Taikang Xianlin Drum Tower Hospital	1	Controlled	0	2021-08-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000959	False	True	True	False	False	ici+neoadjuvant
HRA000163	PRJCA002609	Single-cell RNA sequencing of anti-PD1 treatment patient in mycosis fungoides	Peking University First Hospital	1	Controlled	0	2026-07-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000163	False	True	False	False	False	ici
HRA003715	PRJCA014137	Pulmonary veno-occlusive disease in Sjogren's syndrome, a case report	Xiangya Hospital	1	Controlled	0	2022-12-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003715	True	False	False	False	False	lung
HRA003603	PRJCA013752	Sintilimab plus gemcitabine and cisplatin as the first-line treatment for patients with advanced biliary tract cancer: A biomolecular exploratory, phase II clinical trial	Eastern Hepatobiliary Surgery Hospital	1	Controlled	0	2023-03-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003603	False	True	False	False	False	ici
HRA001722	PRJCA007675	Recurrent and functional regulatory mutations in lung squamous cell carcinoma	cancer hospital chinese academy of medical sciences and peking union medical college	1	Controlled	0	2026-08-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001722	True	False	False	False	False	lung
HRA002181	PRJCA008882	Neoadjuvant therapy with immune checkpoint blockade, antiangiogenesis, and chemotherapy for locally advanced gastric cancer	Qilu Hospital, Shandong University	1	Controlled	0	2026-01-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002181	False	True	True	False	False	ici+neoadjuvant
HRA002298	PRJCA009211	CfDNA EM-seq on healthy controls, HCC and LUAD samples	Shenzhen Bay Laboratory	1	Controlled	0	2026-07-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002298	True	False	False	False	False	lung
HRA000463	PRJCA003922	RNA sequencing of patients diagnosed with lung cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2025-04-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000463	True	False	False	False	False	lung
HRA000460	PRJCA003922	Single cell RNA sequencing of patients diagnosed with lung cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2025-04-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000460	True	False	False	False	False	lung
HRA000461	PRJCA003922	Whole exome sequencing of patients diagnosed with lung cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2025-04-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000461	True	False	False	False	False	lung
HRA001232	PRJCA006026	Single-cell transcriptomic profiling of small-cell lung cancer reveals intimate interactions between tumor cells and tumor microenvironment	Peking University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001232	True	False	False	False	False	lung
HRA003488	PRJCA013143	Novel compound heterozygous in Chinese children with congenital pulmonary airway malformation	Children's Hospital of Nanjing Medical University	1	Controlled	0	2025-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003488	True	False	False	False	False	lung
HRA003470	PRJCA013338	a patient-specific Lung cancer assembloid model	Tsinghua University	0	Open	0	2024-03-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003470	True	False	False	False	False	lung
HRA002253	PRJCA007532	Characteristics and diagnostic significance of peripheral blood T-cell receptor repertoire features in patients with indeterminate lung nodule 2.0	University of Electronic Science and Technology of China	1	Controlled	0	2026-06-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002253	True	False	False	False	False	lung
HRA003231	PRJCA012420	Using patient-derived organoids to predict locally advanced or metastatic lung cancer tumor response: a real-world study	Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital, Guangdong Academy of Medical Sciences, Guangzhou, 510080, China	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003231	True	False	False	False	False	lung
HRA003385	PRJCA012776	NSCLC	Tianjin Medical University General Hospital	1	Controlled	0	2022-11-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003385	True	False	False	False	False	lung
HRA000211	PRJCA002861	T cell repertoire and transcriptomic profiling of peripheral blood leukocytes in advanced lung cancer patients	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-01-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000211	True	False	False	False	False	lung
HRA003341	PRJCA012761	Viral reactivation in the lungs of patient with severe pneumonia is associated with lung microbiota	First Affiliated Hospital of Zhejiang University School of Medicine	0	Open	0	2023-03-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003341	True	False	False	False	False	lung
HRA000382	PRJCA003514	05-Precise medical treatment of advanced lung cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000382	True	False	False	False	False	lung
HRA000387	PRJCA003634	01 to 04-Early diagnosis of lung cancer based on CT combined with biomarkers	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000387	True	False	False	False	False	lung
HRA000407	PRJCA003514	06 to 10-Precise medical treatment of advanced lung cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000407	True	False	False	False	False	lung
HRA001459	PRJCA006858	Germline Mutations in Young Never Smokers with Lung Adenocarcinoma	Fudan University Shanghai Cancer Center	1	Controlled	0	2025-09-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001459	True	False	False	False	False	lung
HRA001751	PRJCA007748	Single-cell Analysis of Human Lung with Pneumocystis Pneumonia(PCP)	Sichuan Academy of Medical Sciences and Sichuan Provincial People's Hospital	1	Controlled	0	2022-05-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001751	True	False	False	False	False	lung
HRA003044	PRJCA011829	Transcriptome-wide m6A Methylation Profiling of human lung cancer tissue by m6A-seq	Frontiers Science Center for Disease-related Molecular Networks, West China Hospital, Sichuan University, Chengdu, Sichuan, China	0	Open	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003044	True	False	False	False	False	lung
HRA003149	PRJCA012169	Clincial characteristics and gene mutation profiles of chronic obstructive pulmonary disease in non-small cell lung cancer	Xiangya Hospital Central South University	1	Controlled	0	2022-09-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003149	True	False	False	False	False	lung
HRA003138	PRJCA012122	Precision medicine of lung cancer using molecular probes in clinical translational study	Frontiers Science Center for Disease-related Molecular Networks, West China Hospital, Sichuan University, Chengdu, Sichuan, China	0	Open	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003138	True	False	False	False	False	lung
HRA002862	PRJCA010038	single-cell analysis of  gallbladder carcinoma with PD-1	Fudan University Shanghai Cancer Center	1	Controlled	0	2026-05-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002862	False	True	False	False	False	ici
HRA000318	PRJCA003395	Multi-omics sequencing of circulating tumor cells and B&T cell repertoire profiling from NSCLC patients	CapitalBio Corporation National Engineering Research Center for Beijing Biochip Technology	1	Controlled	0	2024-07-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000318	True	False	False	False	False	lung
HRA002822	PRJCA010856	Stage IIIB or IV Non-small Cell Lung Cancer Patients with EGFR Exon 20 Insertion Mutations	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002822	True	False	False	False	False	lung
HRA002694	PRJCA010643	Airway Dysbiosis Accelerates Lung Function Decline in Chronic Obstructive Pulmonary Disease	South China Normal University	1	Controlled	0	2026-04-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002694	True	False	False	False	False	lung
HRA002721	PRJCA010708	Integrated single-cell transcriptome analysis reveals cellular architecture of human lung cancer-associated brain metastasis	Huazhong University of Science and Technology Union Shenzhen Hospital	1	Controlled	0	2022-08-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002721	True	False	False	False	False	lung
HRA002306	PRJCA009186	Comprehensive Immune Landscape and Molecular Characteristics of Clinical Responses to Chemotherapy, Antiangiogenic Agents and PD-1 Inhibitors in Recurrent or Metastatic Nasopharyngeal Carcinoma	Sun Yat-sen University	1	Controlled	0	2026-07-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002306	False	True	False	False	False	ici
HRA002653	PRJCA010394	Role of induction immune-checkpoint inhibitors for resectable oncogene-mutant non-small cell lung cancer: A multicenter pooled analysis	Guangdong Lung Cancer Institute	1	Controlled	0	2024-11-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002653	True	True	True	False	False	lung+ici+neoadjuvant
HRA002630	PRJCA010300	Sintilimab plus Anlotinib as the Second-line Treatment in Patients with Advanced-stage Biliary Tract Cancers: An Open-label, Single-arm, Phase II Study	The First Affiliated Hospital of Zhengzhou University	1	Controlled	0	2022-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002630	False	True	False	False	False	ici
HRA002592	PRJCA009935	NGS data of NSCLC cohort	cancer hospital chinese academy of medical sciences and peking union medical college	1	Controlled	0	2026-08-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002592	True	False	False	False	False	lung
HRA002387	PRJCA009566	A case of lung adenocarcinoma patient with co-mutations of MET and EGFR exon20 insertion responded to crizotinib	Soochow University	1	Controlled	0	2022-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002387	True	False	False	False	False	lung
HRA002462	PRJCA009390	Clinical genomic factors associated with immunotherapy efficacy in real-world patients with advanced non-small cell lung cancer	Shandong Cancer Hospital and Institute, Shandong First Medical University and Shandong Academy of Medical Sciences	1	Controlled	0	2025-10-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002462	True	True	False	False	False	lung+ici
HRA000295	PRJCA003299	3D genomics of Lung cancer	Huazhong Agricultural University	0	Open	1	2026-06-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000295	True	False	False	False	False	lung
HRA002570	PRJCA010185	Precise surgery of multiple pulmonary nodules under a three-dimensional reconstruction model and relevant multi-omics analyses: a case report	The Third Affiliated Hospital of CQMU(Gener Hospital)	1	Controlled	0	2022-06-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002570	True	False	False	False	False	lung
HRA002473	PRJCA009786	Single-cell transcriptomics of immune cells reveal diversity and exhaustion signatures in non-small-cell lung cancer	West China Hospital Sichuan University	1	Controlled	0	2026-05-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002473	True	False	False	False	False	lung
HRA002426	PRJCA009622	Identification of Hub Genes of Lung Adenocarcinoma Based on Weighted Gene Co-expression Network in Chinese Population	North China University of Science and Technology	1	Controlled	0	2024-01-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002426	True	False	False	False	False	lung
HRA002376	PRJCA005950	Single-Cell Analyses Reveals Therapeutic Potentials and Global Characterization of Tumor Microenvironment for Preinvasive Lung Adenocarcinoma	Guangdong Lung Cancer Institute	1	Controlled	0	2024-11-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002376	True	False	False	False	False	lung
HRA002455	PRJCA009799	Investigating the Determinants of PD-L1 Therapeutic Benefit for Head and Neck Tumors by Single-cell RNA Sequencing	Fujian Medical University Cancer Hospital and Fujian Cancer Hospital	1	Controlled	0	2022-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002455	False	True	False	False	False	ici
HRA000270	PRJCA003224	Molecular profiling of human non-small-cell lung cancer by single-cell RNA-seq	Peking University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000270	True	False	False	False	False	lung
HRA000191	PRJCA002746	Early stage non-small cell lung cancer and DNA methylation	West China Hospital,Sichuan University	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000191	True	False	False	False	False	lung
HRA000208	PRJCA002746	Early stage non-small cell lung cancer and RNA-seq	West China Hospital,Sichuan University	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000208	True	False	False	False	False	lung
HRA000184	PRJCA002724	Drug resistance in lung cancer	West China Hospital,Sichuan University	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000184	True	False	False	False	False	lung
HRA001631	PRJCA007135	Transcriptome change induced by low dose of Palbociclib in NSCLC cells	Shanxi Medical University	1	Controlled	0	2022-05-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001631	True	False	False	False	False	lung
HRA001762	PRJCA007727	Genomic and transcriptome characteristics of lung adenocarcinoma patients with previous breast cancer	West China Hospital Sichuan University	1	Controlled	0	2022-05-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001762	True	False	False	False	False	lung
HRA001672	PRJCA007399	An atlas of N6-methyladenine(6mA) DNA modification in human squamous-cell lung carcinomas	Nanfang Hospital, Southern Medical University	1	Controlled	0	2022-05-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001672	True	False	False	False	False	lung
HRA002175	PRJCA008867	Neoadjuvant  camrelizumab plus apatinib for locally advanced resectable oral squamous cell carcinoma	Huashan Hospital, Fudan University	1	Controlled	0	2026-07-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002175	False	True	True	False	False	ici+neoadjuvant
