	PC1	PC2	PC1_var	PC2_var	group	mean_pc_distance_to_groupmates
shNC1	-34.8007382114162	8.562748095211857	0.553138805135307	0.20016450060401772	shNC	2.0977594459096633
shNC2	-32.72375402484355	6.789616574320663	0.553138805135307	0.20016450060401772	shNC	2.384151253301507
shNC3	-34.73744343679458	7.099505555443302	0.553138805135307	0.20016450060401772	shNC	1.7510026631083835
shNCDDP1	24.670476455593402	15.144890844153647	0.553138805135307	0.20016450060401772	shNC_DDP	10.501662767769645
shNCDDP2	35.77913999925431	17.33181746998964	0.553138805135307	0.20016450060401772	shNC_DDP	6.52887558015612
shNCDDP3	34.054282227925434	17.527012260060403	0.553138805135307	0.20016450060401772	shNC_DDP	5.708654503218145
sh1	11.753714430007424	-24.16116262997868	0.553138805135307	0.20016450060401772	shTACSTD2	1.575136391554873
sh2	12.424879484494685	-23.013910771598898	0.553138805135307	0.20016450060401772	shTACSTD2	0.9271766574697604
sh3	12.481443569731127	-22.491765945581722	0.553138805135307	0.20016450060401772	shTACSTD2	1.1731594247506174
shDDP1	-10.026162224993254	-0.8694289967600202	0.553138805135307	0.20016450060401772	shTACSTD2_DDP	0.5952557118198036
shDDP2	-9.390061951220838	-0.9796563332719885	0.553138805135307	0.20016450060401772	shTACSTD2_DDP	0.3746563451412465
shDDP3	-9.485776317737942	-0.9396661219881599	0.553138805135307	0.20016450060401772	shTACSTD2_DDP	0.3243319891089948
