contrast	contrast_sets	n_a	n_b	median_a	median_b	delta_median_a_minus_b	mw_U	mw_p
KD_noDDP	IFN_vs_EPITHELIAL_noTarget	44	18	-0.5314868475825778	-1.2820388889373353	0.7505520413547575	512.0	0.07326407689400857
KD_noDDP	IFN_vs_KERATIN	44	4	-0.5314868475825778	-2.601822244834358	2.07033539725178	132.0	0.10646520711275569
KD_noDDP	IFN_vs_JUNCTION	44	19	-0.5314868475825778	-0.414854546171159	-0.11663230141141878	369.0	0.46763110750665093
KD_noDDP	IFN_vs_HOUSEKEEPING	44	15	-0.5314868475825778	0.2550945416886563	-0.7865813892712341	19.0	6.476819188664364e-08
KD_noDDP	IFN_vs_CELL_CYCLE	44	20	-0.5314868475825778	1.504715738967414	-2.036202586549992	0.0	1.943023155350646e-10
KD_noDDP	IFN_vs_RIBOSOME	44	23	-0.5314868475825778	0.3392070317819602	-0.870693879364538	11.0	6.57761286893542e-11
KD_noDDP	APM_vs_EPITHELIAL_noTarget	18	18	-0.44786951415647225	-1.2820388889373353	0.8341693747808631	230.0	0.03271158352982045
KD_noDDP	APM_vs_KERATIN	18	4	-0.44786951415647225	-2.601822244834358	2.1539527306778856	54.0	0.1408065618591934
KD_noDDP	APM_vs_JUNCTION	18	19	-0.44786951415647225	-0.414854546171159	-0.033014967985313226	176.0	0.8912356366038273
KD_noDDP	APM_vs_HOUSEKEEPING	18	15	-0.44786951415647225	0.2550945416886563	-0.7029640558451286	34.0	0.0002795101253568687
KD_noDDP	APM_vs_CELL_CYCLE	18	20	-0.44786951415647225	1.504715738967414	-1.9525852531238863	0.0	1.5398434476269312e-07
KD_noDDP	APM_vs_RIBOSOME	18	23	-0.44786951415647225	0.3392070317819602	-0.7870765459384325	42.0	1.5499167991246082e-05
KD_noDDP	APM_noHLA_vs_EPITHELIAL_noTarget	17	18	-0.4016755331913764	-1.2820388889373353	0.8803633557459589	228.0	0.013937647427232986
KD_noDDP	APM_noHLA_vs_KERATIN	17	4	-0.4016755331913764	-2.601822244834358	2.2001467116429816	53.0	0.09857978279030911
KD_noDDP	APM_noHLA_vs_JUNCTION	17	19	-0.4016755331913764	-0.414854546171159	0.013179012979782634	176.0	0.657313341451708
KD_noDDP	APM_noHLA_vs_HOUSEKEEPING	17	15	-0.4016755331913764	0.2550945416886563	-0.6567700748800327	34.0	0.0004448562153531706
KD_noDDP	APM_noHLA_vs_CELL_CYCLE	17	20	-0.4016755331913764	1.504715738967414	-1.9063912721587903	0.0	2.395424410632698e-07
KD_noDDP	APM_noHLA_vs_RIBOSOME	17	23	-0.4016755331913764	0.3392070317819602	-0.7408825649733366	42.0	2.8388294995396e-05
KD_noDDP	C4_IFN_MHCI_vs_EPITHELIAL_noTarget	6	18	-0.5714133202056344	-1.2820388889373353	0.7106255687317009	60.0	0.721120984278879
KD_noDDP	C4_IFN_MHCI_vs_KERATIN	6	4	-0.5714133202056344	-2.601822244834358	2.0304089246287234	16.0	0.47619047619047616
KD_noDDP	C4_IFN_MHCI_vs_JUNCTION	6	19	-0.5714133202056344	-0.414854546171159	-0.15655877403447538	39.0	0.2735516657255787
KD_noDDP	C4_IFN_MHCI_vs_HOUSEKEEPING	6	15	-0.5714133202056344	0.2550945416886563	-0.8265078618942907	0.0	3.685684800235884e-05
KD_noDDP	C4_IFN_MHCI_vs_CELL_CYCLE	6	20	-0.5714133202056344	1.504715738967414	-2.0761290591730486	0.0	8.686965208704338e-06
KD_noDDP	C4_IFN_MHCI_vs_RIBOSOME	6	23	-0.5714133202056344	0.3392070317819602	-0.9106203519875946	0.0	4.210349037935245e-06
KD_noDDP	C4_IFN_MHCI_noHLA_vs_EPITHELIAL_noTarget	5	18	-0.5213987247878281	-1.2820388889373353	0.7606401641495072	58.0	0.3630419923326102
KD_noDDP	C4_IFN_MHCI_noHLA_vs_KERATIN	5	4	-0.5213987247878281	-2.601822244834358	2.08042352004653	15.0	0.2857142857142857
KD_noDDP	C4_IFN_MHCI_noHLA_vs_JUNCTION	5	19	-0.5213987247878281	-0.414854546171159	-0.1065441786166691	39.0	0.5808394504046678
KD_noDDP	C4_IFN_MHCI_noHLA_vs_HOUSEKEEPING	5	15	-0.5213987247878281	0.2550945416886563	-0.7764932664764844	0.0	0.00012899896800825592
KD_noDDP	C4_IFN_MHCI_noHLA_vs_CELL_CYCLE	5	20	-0.5213987247878281	1.504715738967414	-2.026114463755242	0.0	3.764351590438547e-05
KD_noDDP	C4_IFN_MHCI_noHLA_vs_RIBOSOME	5	23	-0.5213987247878281	0.3392070317819602	-0.8606057565697883	0.0	2.035002035002035e-05
KD_DDP	IFN_vs_EPITHELIAL_noTarget	37	16	0.5042510701769221	-0.15952480448966544	0.6637758746665875	485.0	0.0002600910615037235
KD_DDP	IFN_vs_KERATIN	37	4	0.5042510701769221	-1.3328878084255087	1.8371388786024307	148.0	1.9749185346104472e-05
KD_DDP	IFN_vs_JUNCTION	37	16	0.5042510701769221	0.07353299175693556	0.4307180784199865	391.0	0.06711542403941133
KD_DDP	IFN_vs_HOUSEKEEPING	37	16	0.5042510701769221	-0.1364129739521709	0.640664044129093	485.0	0.0002600910615037235
KD_DDP	IFN_vs_CELL_CYCLE	37	20	0.5042510701769221	-0.3537896573016819	0.8580407274786039	656.0	1.8075567284613653e-06
KD_DDP	IFN_vs_RIBOSOME	37	23	0.5042510701769221	-0.20619219512074594	0.710443265297668	731.0	3.5307061557891543e-06
KD_DDP	APM_vs_EPITHELIAL_noTarget	18	16	0.39702320001067815	-0.15952480448966544	0.5565480045003436	217.0	0.012367275486607826
KD_DDP	APM_vs_KERATIN	18	4	0.39702320001067815	-1.3328878084255087	1.7299110084361868	69.0	0.0019138755980861242
KD_DDP	APM_vs_JUNCTION	18	16	0.39702320001067815	0.07353299175693556	0.3234902082537426	169.0	0.39792644246181264
KD_DDP	APM_vs_HOUSEKEEPING	18	16	0.39702320001067815	-0.1364129739521709	0.533436173962849	215.0	0.014995774249597058
KD_DDP	APM_vs_CELL_CYCLE	18	20	0.39702320001067815	-0.3537896573016819	0.75081285731236	289.0	0.0015137919126177813
KD_DDP	APM_vs_RIBOSOME	18	23	0.39702320001067815	-0.20619219512074594	0.6032153951314241	326.0	0.0018517336322155752
KD_DDP	APM_noHLA_vs_EPITHELIAL_noTarget	17	16	0.3971370090505557	-0.15952480448966544	0.5566618135402212	216.0	0.004186692843826887
KD_DDP	APM_noHLA_vs_KERATIN	17	4	0.3971370090505557	-1.3328878084255087	1.7300248174760644	68.0	0.0003341687552213868
KD_DDP	APM_noHLA_vs_JUNCTION	17	16	0.3971370090505557	0.07353299175693556	0.32360401729362015	169.0	0.24171455630584604
KD_DDP	APM_noHLA_vs_HOUSEKEEPING	17	16	0.3971370090505557	-0.1364129739521709	0.5335499830027266	215.0	0.004688082347629476
KD_DDP	APM_noHLA_vs_CELL_CYCLE	17	20	0.3971370090505557	-0.3537896573016819	0.7509266663522376	289.0	0.00030452778222078865
KD_DDP	APM_noHLA_vs_RIBOSOME	17	23	0.3971370090505557	-0.20619219512074594	0.6033292041713016	326.0	0.00037546732078122644
KD_DDP	C4_IFN_MHCI_vs_EPITHELIAL_noTarget	4	16	0.40964987118773144	-0.15952480448966544	0.5691746756773969	45.0	0.24850361197110427
KD_DDP	C4_IFN_MHCI_vs_KERATIN	4	4	0.40964987118773144	-1.3328878084255087	1.7425376796132401	13.0	0.2
KD_DDP	C4_IFN_MHCI_vs_JUNCTION	4	16	0.40964987118773144	0.07353299175693556	0.3361168794307959	39.0	0.553560371517028
KD_DDP	C4_IFN_MHCI_vs_HOUSEKEEPING	4	16	0.40964987118773144	-0.1364129739521709	0.5460628451399023	46.0	0.21135190918472657
KD_DDP	C4_IFN_MHCI_vs_CELL_CYCLE	4	20	0.40964987118773144	-0.3537896573016819	0.7634395284894133	60.0	0.1349520045172219
KD_DDP	C4_IFN_MHCI_vs_RIBOSOME	4	23	0.40964987118773144	-0.20619219512074594	0.6158420663084774	67.0	0.167977207977208
KD_DDP	C4_IFN_MHCI_noHLA_vs_EPITHELIAL_noTarget	3	16	0.49947807655575716	-0.15952480448966544	0.6590028810454226	44.0	0.022703818369453045
KD_DDP	C4_IFN_MHCI_noHLA_vs_KERATIN	3	4	0.49947807655575716	-1.3328878084255087	1.8323658849812658	12.0	0.05714285714285714
KD_DDP	C4_IFN_MHCI_noHLA_vs_JUNCTION	3	16	0.49947807655575716	0.07353299175693556	0.4259450847988216	39.0	0.10939112487100103
KD_DDP	C4_IFN_MHCI_noHLA_vs_HOUSEKEEPING	3	16	0.49947807655575716	-0.1364129739521709	0.635891050507928	46.0	0.008255933952528379
KD_DDP	C4_IFN_MHCI_noHLA_vs_CELL_CYCLE	3	20	0.49947807655575716	-0.3537896573016819	0.853267733857439	60.0	0.001129305477131564
KD_DDP	C4_IFN_MHCI_noHLA_vs_RIBOSOME	3	23	0.49947807655575716	-0.20619219512074594	0.7056702716765031	67.0	0.003076923076923077
