contrast	n_expressed	median_log2FC	mean_log2FC	q25	q75	frac_lt_0	frac_lt_m0_5	frac_lt_m1	frac_gt_0_5	frac_gt_1	n_q05_down	n_q05_up	spearman_expr_vs_lfc	spearman_expr_vs_lfc_p
KD_noDDP	17525	-0.15203838546502835	-0.15305660789357203	-0.4432280778056432	0.17212720774124546	0.6308131241084165	0.21335235378031384	0.06008559201141227	0.0997432239657632	0.02550641940085592	3607	2056	0.25131055580792766	1.3752449402719903e-250
KD_DDP	18032	0.04160882411484984	0.06111181970951958	-0.2703529606721098	0.3685508385302243	0.4653393966282165	0.12483362910381544	0.025122005323868678	0.17696317657497782	0.04957852706299911	2378	2393	-0.13171095842103522	1.3725513985502478e-70
