	shNC1	shNC2	shNC3	shNCDDP1	shNCDDP2	shNCDDP3	sh1	sh2	sh3	shDDP1	shDDP2	shDDP3
shNC1	1.0	0.9877913870313383	0.9890870719598208	0.886824301905336	0.855612327226564	0.8569361147030169	0.9150932297226761	0.9145790372280764	0.9137659883327003	0.9457182153341251	0.9447465659547077	0.9439096527961922
shNC2	0.9877913870313383	1.0	0.9875972536686504	0.8944292702834494	0.8631833974313188	0.8653212903521211	0.9204228103335154	0.9218743448058492	0.9215398152024441	0.9489073436763469	0.949361828628503	0.947723794846129
shNC3	0.9890870719598208	0.9875972536686504	1.0	0.8880460998871655	0.8572697048825072	0.8569674104652457	0.9176146617655119	0.9156413899796298	0.9145616060547519	0.9459894101307075	0.9450915259001927	0.9441671408931758
shNCDDP1	0.886824301905336	0.8944292702834494	0.8880460998871655	1.0	0.9864721616703652	0.9883417533230195	0.9450679930726829	0.9498294068016803	0.9502968511577697	0.9367411492262563	0.9383312084930555	0.936862573271016
shNCDDP2	0.855612327226564	0.8631833974313188	0.8572697048825072	0.9864721616703652	1.0	0.9908927737159438	0.9305292673402031	0.9340223403613099	0.9342835286835375	0.9093282452698446	0.9096967584015938	0.9089507873735433
shNCDDP3	0.8569361147030169	0.8653212903521211	0.8569674104652457	0.9883417533230195	0.9908927737159438	1.0	0.9265649980468874	0.9349436796853743	0.9354763857993867	0.9111624727716114	0.9140611178283519	0.9131753381573471
sh1	0.9150932297226761	0.9204228103335154	0.9176146617655119	0.9450679930726829	0.9305292673402031	0.9265649980468874	1.0	0.9883593700418705	0.9872422108963201	0.9443741383383688	0.9428623963284368	0.9417056064232746
sh2	0.9145790372280764	0.9218743448058492	0.9156413899796298	0.9498294068016803	0.9340223403613099	0.9349436796853743	0.9883593700418705	1.0	0.9922212722372454	0.9468675820621754	0.9469465330826677	0.9465491575340653
sh3	0.9137659883327003	0.9215398152024441	0.9145616060547519	0.9502968511577697	0.9342835286835375	0.9354763857993867	0.9872422108963201	0.9922212722372454	1.0	0.9464722350181308	0.947887790524357	0.9471171210985848
shDDP1	0.9457182153341251	0.9489073436763469	0.9459894101307075	0.9367411492262563	0.9093282452698446	0.9111624727716114	0.9443741383383688	0.9468675820621754	0.9464722350181308	1.0	0.9900349067376043	0.9896077364191381
shDDP2	0.9447465659547077	0.949361828628503	0.9450915259001927	0.9383312084930555	0.9096967584015938	0.9140611178283519	0.9428623963284368	0.9469465330826677	0.947887790524357	0.9900349067376043	1.0	0.989959172067115
shDDP3	0.9439096527961922	0.947723794846129	0.9441671408931758	0.936862573271016	0.9089507873735433	0.9131753381573471	0.9417056064232746	0.9465491575340653	0.9471171210985848	0.9896077364191381	0.989959172067115	1.0
