contrast	set	mean_share_treat	mean_share_ctrl	delta_share	welch_p
KD_noDDP	C4_IFN_MHCI	0.0001497580948584652	0.00032977231659978105	-0.00018001422174131583	3.140272177193882e-05
KD_noDDP	APM	0.004944441651456241	0.0050008353824456085	-5.6393730989367195e-05	0.4342743820550118
KD_noDDP	IFN	0.002953358349184677	0.004402518019690785	-0.0014491596705061079	0.0018391448785077952
KD_noDDP	JUNCTION	0.00041608181461418866	0.0006220554392127849	-0.00020597362459859623	0.0008150290757292192
KD_noDDP	EPITHELIAL	0.00018227786960097825	0.0005249545223544064	-0.0003426766527534281	5.009263600295133e-05
KD_noDDP	KERATIN	7.71839063222665e-05	0.0001784137632706114	-0.00010122985694834489	1.9486040832704344e-05
KD_noDDP	HOUSEKEEPING	0.019725728642122697	0.014441206065665376	0.005284522576457321	0.005554821910905212
KD_noDDP	RIBOSOME	0.020398291139694685	0.01644115156250722	0.003957139577187466	0.001019044814942259
KD_noDDP	CELL_CYCLE	0.0048636192697953965	0.0015567493244634854	0.0033068699453319113	0.00017250056666219397
KD_noDDP	MESENCHYMAL	0.001651403742840541	0.0023717129744610203	-0.0007203092316204792	0.009768066902322615
KD_noDDP	APOPTOSIS	0.0008367157624535553	0.0014430665767311435	-0.0006063508142775882	0.01396357197961246
KD_DDP	C4_IFN_MHCI	0.0002731495215634345	0.00018042929994429986	9.272022161913466e-05	0.005918305309617797
KD_DDP	APM	0.003186645599010522	0.002368639491789726	0.0008180061072207956	0.0002550575017496104
KD_DDP	IFN	0.0041036970991343465	0.0025367421360910623	0.0015669549630432842	0.002076687634552998
KD_DDP	JUNCTION	0.0005304649815138265	0.0004955787116580876	3.4886269855738915e-05	0.004568470830988517
KD_DDP	EPITHELIAL	0.00022785438836521238	0.000317494001897929	-8.963961353271663e-05	2.1312703552825685e-06
KD_DDP	KERATIN	6.61770243098745e-05	0.000160825056667699	-9.464803235782451e-05	0.0011656289996241638
KD_DDP	HOUSEKEEPING	0.011276708551758814	0.012644888947777879	-0.0013681803960190649	0.018211225683606422
KD_DDP	RIBOSOME	0.014769332148729093	0.017204357488645277	-0.002435025339916184	0.006835327936605491
KD_DDP	CELL_CYCLE	0.003864956096274925	0.004828113471432316	-0.0009631573751573913	0.0008030070091171727
KD_DDP	MESENCHYMAL	0.0012537341208686927	0.0010465514076681648	0.00020718271320052791	0.00013115770872012186
KD_DDP	APOPTOSIS	0.0014107144528586633	0.0012020930332572444	0.0002086214196014189	0.005337020498134574
