split	anchor	subset	rho_rule	n_selected_before_floor	perturbation	test_estimand	n	median_effect	mean_effect	n_up	n_down	sign_p_up	wilcoxon_stat	wilcoxon_p_up
discover_cisplatin_test_untreated	CLDN4	anti	<= -0.4	127	TACSTD2 shRNA, not CLDN4 KD	KD_noDDP	110	-0.5315774456565627	-0.6578581582997944	9	101	1.0	230.0	1.0
discover_cisplatin_test_untreated	CLDN4	co	>= 0.4	65	TACSTD2 shRNA, not CLDN4 KD	KD_noDDP	58	-0.25144646769587276	-0.3078206917454115	25	33	0.8814764426186402	527.0	0.9945104184085379
discover_cisplatin_test_untreated	TACSTD2	anti	<= -0.4	119	TACSTD2 shRNA, not CLDN4 KD	KD_noDDP	106	-0.5556421680629694	-0.6571108128335724	9	97	1.0	218.0	0.9999999999999999
discover_cisplatin_test_untreated	TACSTD2	co	>= 0.4	61	TACSTD2 shRNA, not CLDN4 KD	KD_noDDP	56	-0.1884464302626827	-0.2987245860750895	25	31	0.8251590235081576	514.0	0.9897375608958296
discover_untreated_test_cisplatin	CLDN4	anti	<= -0.4	39	TACSTD2 shRNA, not CLDN4 KD	KD_on_DDP	32	-0.3468113019703314	-0.27255934209020066	8	24	0.9989487992133945	109.0	0.9986248330678791
discover_untreated_test_cisplatin	CLDN4	co	>= 0.4	166	TACSTD2 shRNA, not CLDN4 KD	KD_on_DDP	130	0.3744032285523179	0.3795988415573584	96	34	2.472137800272063e-08	6973.0	1.3953749880153957e-10
discover_untreated_test_cisplatin	TACSTD2	anti	<= -0.4	33	TACSTD2 shRNA, not CLDN4 KD	KD_on_DDP	27	-0.3983046735197999	-0.3424944228264374	6	21	0.9992431402206421	51.0	0.9997863844037056
discover_untreated_test_cisplatin	TACSTD2	co	>= 0.4	165	TACSTD2 shRNA, not CLDN4 KD	KD_on_DDP	128	0.3744032285523179	0.386668451298154	95	33	1.905472693546115e-08	6769.0	1.6853271820154854e-10
