contrast	set	n_in_set	n_all	median_log2FC_all	n_up_all	n_down_all	binom_p_all	n_eligible	median_log2FC	mean_log2FC	n_up	n_down	binom_p	bg_median_log2FC	mw_U	mw_p	delta_median	perm_p	lower_tail_p	null_p05	null_p95	matched_perm_p	matched_lower_tail_p	matched_null_median
KD_noDDP	C4_IFN_MHCI	6	6	-0.5714133202056344	0	6	0.03125	6	-0.5714133202056344	-1.3101397475158434	0	6	0.03125	-0.15198770829779118	18400.0	0.005838472704430435	-0.4194256119078432	0.0633873225354929	0.026794641071785644	-0.4893034487597514	0.23195837762761778	0.0591881623675265	0.005398920215956809	-0.20198937098683026
KD_noDDP	C4_IFN_MHCI_noHLA	5	5	-0.5213987247878281	0	5	0.0625	5	-0.5213987247878281	-0.7389383166571974	0	5	0.0625	-0.15198972664776736	18399.0	0.024727309406888213	-0.3694089981400608	0.1367726454709058	0.05798840231953609	-0.5409258609656884	0.28100673347120353	0.16016796640671865	0.01779644071185763	-0.22249146066012043
KD_noDDP	APM	19	19	-0.4016755331913764	3	15	0.004425048828125	18	-0.44786951415647225	-0.6408292282468422	3	15	0.007537841796875	-0.15198333209772663	101033.0	0.008413483842284063	-0.2958861820587456	0.02439512097580484	0.008998200359928014	-0.3570601898165305	0.07128477244486318	0.007198560287942412	0.003799240151969606	-0.041631644798678924
KD_noDDP	APM_noHLA	18	18	-0.39928752029560877	3	14	0.007537841796875	17	-0.4016755331913764	-0.4334576003902403	3	14	0.012725830078125	-0.1519855201977589	101044.0	0.021942533288518886	-0.24969001299361748	0.07238552289542091	0.027194561087782444	-0.36474044218245	0.08492830142775082	0.019596080783843232	0.007598480303939212	-0.036860337897217654
KD_noDDP	IFN	55	54	-0.4445895968539956	2	50	1.6497914145929826e-13	44	-0.5314868475825778	-0.7431521192546312	2	42	1.1266365618212149e-10	-0.15138758151991327	175865.0	4.74683492067896e-10	-0.38009926606266453	0.0001999600079984003	0.0001999600079984003	-0.28373916530347354	-0.009059568363191174	0.0001999600079984003	0.0001999600079984003	-0.13407584175601184
KD_noDDP	JUNCTION	27	26	-0.22897141224898787	4	22	0.0005335211753845215	19	-0.414854546171159	-0.8119313071555382	3	16	0.004425048828125	-0.1519855201977589	101838.0	0.0034445136309153713	-0.2628690259734001	0.04399120175964807	0.01879624075184963	-0.35626316383417655	0.06533508718701378	0.05458908218356329	0.020395920815836834	-0.17804067512791064
KD_noDDP	EPITHELIAL	32	27	-0.49480607568510393	2	23	5.647540092468262e-06	19	-1.3110682135278866	-1.6041523302208502	2	17	0.000728607177734375	-0.15195677910307698	53574.0	3.1408455744768913e-07	-1.1591114344248097	0.0001999600079984003	0.0001999600079984003	-0.3489894762735216	0.06272803363711615	0.0001999600079984003	0.0001999600079984003	-0.19196505569265998
KD_noDDP	EPITHELIAL_noTarget	31	26	-0.45774843323534803	2	22	1.049041748046875e-05	18	-1.2820388889373353	-1.5868719323330158	2	16	0.001312255859375	-0.15195953523606598	53445.0	1.2146695872274244e-06	-1.1300793537012694	0.0001999600079984003	0.0001999600079984003	-0.3554641463253031	0.06161457271178708	0.0001999600079984003	0.0001999600079984003	-0.18519378192720556
KD_noDDP	KERATIN	11	6	-1.2366014273933552	1	4	0.21875	4	-2.601822244834358	-2.334943620205986	1	3	0.625	-0.15201817147756014	14021.0	0.03773700735658718	-2.449804073356798	0.0001999600079984003	0.0001999600079984003	-0.570972031189863	0.2967002057893838	0.0001999600079984003	0.0001999600079984003	-0.16734555289484226
KD_noDDP	HOUSEKEEPING	16	16	0.2477871695616929	12	4	0.076812744140625	15	0.2550945416886563	0.25774837140626183	11	4	0.11846923828124999	-0.15252388321746768	199276.0	0.0005216408342620287	0.407618424906124	0.0065986802639472104	0.9946010797840432	-0.39078482258098507	0.09253214313162558	0.4189162167566487	0.7780443911217756	0.11338291580012783
KD_noDDP	RIBOSOME	23	23	0.3392070317819602	21	2	6.604194641113281e-05	23	0.3392070317819602	0.3112916902290008	21	2	6.604194641113281e-05	-0.15281182046153718	324726.0	3.5533849161070814e-07	0.4920188522434974	0.0005998800239952009	0.9998000399920016	-0.3381762176630417	0.04343237001698416	0.14757048590281943	0.9186162767446511	0.12978454638601455
KD_noDDP	CELL_CYCLE	20	20	1.504715738967414	20	0	1.9073486328125e-06	20	1.504715738967414	1.5236098095453356	20	0	1.9073486328125e-06	-0.15269012693142647	347159.0	2.714761057656686e-14	1.6574058658988404	0.0001999600079984003	1.0	-0.3481233658271936	0.055631726267473224	0.0001999600079984003	1.0	0.11170272030142558
KD_noDDP	MESENCHYMAL	14	14	-0.28926077335015826	3	11	0.057373046875	13	-0.30661645808000504	-1.1815863523555605	3	10	0.09228515625	-0.15200495823765184	81083.0	0.07253286682467276	-0.1546114998423532	0.30453909218156366	0.14617076584683064	-0.3938049804636793	0.1173997702805514	0.2625474905018996	0.13357328534293142	-0.12526708027487826
KD_noDDP	APOPTOSIS	15	15	-0.4221712598840739	5	10	0.30175781249999994	15	-0.4221712598840739	-0.4531298740907488	5	10	0.30175781249999994	-0.15200495823765184	99112.0	0.10003305558506376	-0.2701663016464221	0.0653869226154769	0.028594281143771244	-0.3932796318708021	0.09535717743165008	0.016596680663867228	0.007198560287942412	-0.038893795986738366
KD_DDP	C4_IFN_MHCI	6	6	0.2781629190367092	5	1	0.21875	4	0.40964987118773144	0.25199957328296174	3	1	0.625	0.04150593276602016	45781.0	0.350222613939967	0.3681439384217113	0.16736652669466107	0.9130173965206959	-0.38452703842615926	0.49780757872897086	0.15136972605478904	0.9150169966006798	0.03332725471832465
KD_DDP	C4_IFN_MHCI_noHLA	5	5	0.3198216658197058	5	0	0.0625	3	0.49947807655575716	1.0378453394784353	3	0	0.25	0.04144979567129292	45760.0	0.03789577590133488	0.45802828088446423	0.15896820635872824	0.911617676464707	-0.4868135652146209	0.6207669471247528	0.09158168366326734	0.9536092781443711	0.00647978682522643
