contrast	set	n_in_set	n_all	median_log2FC_all	n_up_all	n_down_all	binom_p_all	n_eligible	median_log2FC	mean_log2FC	n_up	n_down	binom_p	bg_median_log2FC	mw_U	mw_p	delta_median	perm_p	lower_tail_p	null_p05	null_p95	matched_perm_p	matched_lower_tail_p	matched_null_median
KD_DDP	APM	19	19	0.3969093909708006	14	4	0.063568115234375	18	0.39702320001067815	0.2884339595367022	14	4	0.0308837890625	0.04117559063206522	212151.0	0.023439197736831712	0.35584760937861293	0.007998400319936013	0.9952009598080384	-0.1734463143379514	0.2659211518028408	0.001999600079984003	0.9984003199360127	-0.03537898869793621
KD_DDP	APM_noHLA	18	18	0.39702320001067815	14	3	0.0308837890625	17	0.3971370090505557	0.4292558233508293	14	3	0.012725830078125	0.041120834152015284	212144.0	0.005942028664751631	0.3560161748985404	0.010597880423915218	0.994001199760048	-0.18626869877473257	0.2847182100280151	0.003199360127974405	0.9974005198960207	-0.04544924914421622
KD_DDP	IFN	55	54	0.20210582409145156	41	11	0.00017512673440589485	37	0.5042510701769221	0.5587233373675853	30	7	0.00019107642583549023	0.04074565474417541	479784.0	3.4281802901391234e-06	0.46350541543274665	0.0001999600079984003	1.0	-0.11473525929582058	0.2033082678617021	0.0001999600079984003	1.0	-0.003424165080216035
KD_DDP	JUNCTION	27	26	0.033907873542050125	16	10	0.32693958282470703	16	0.07353299175693556	0.25489162699375706	8	8	1.0	0.04160882411484984	162158.0	0.3863444518391229	0.03192416764208572	0.8326334733053389	0.5856828634273146	-0.19175081210356718	0.2771772220595836	0.8500299940011997	0.5790841831633673	0.0470057497020806
KD_DDP	EPITHELIAL	32	27	-0.10213210767792624	8	19	0.052238985896110535	17	-0.15236261421702935	-0.3689009352764397	4	13	0.049041748046875	0.04177396487304108	106141.0	0.02850983121668995	-0.19413657909007043	0.1875624875024995	0.08338332333533294	-0.18602824137316845	0.28403008653091594	0.10297940411917617	0.0631873625274945	0.07828358795831497
KD_DDP	EPITHELIAL_noTarget	31	26	-0.09049397030802814	8	18	0.07551869750022888	16	-0.15952480448966544	-0.38326240138073636	4	12	0.076812744140625	0.041758882058529734	99827.0	0.033294664712237604	-0.20128368654819517	0.14957008598280344	0.07238552289542091	-0.18198985419394062	0.28460925579084506	0.08358328334333133	0.047390521895620874	0.07521366971998988
KD_DDP	KERATIN	11	6	-1.1264878436898185	0	6	0.03125	4	-1.3328878084255087	-1.5018361119299608	0	4	0.125	0.0417385611092802	833.0	0.0007155428279802848	-1.374626369534789	0.0003999200159968006	0.0001999600079984003	-0.39027005502157236	0.5112314456692943	0.0001999600079984003	0.0001999600079984003	0.06430786088253732
KD_DDP	HOUSEKEEPING	16	16	-0.1364129739521709	4	12	0.076812744140625	16	-0.1364129739521709	-0.1265975062852054	4	12	0.076812744140625	0.041823815652358654	106355.0	0.06954539172133209	-0.17823678960452954	0.20855828834233153	0.10317936412717456	-0.19163060258157194	0.27755003819454427	0.9328134373125375	0.4657068586282743	-0.1251302904910821
KD_DDP	RIBOSOME	23	23	-0.20619219512074594	3	20	0.00048828125	23	-0.20619219512074594	-0.20599704717912962	3	20	0.00048828125	0.0420141107964227	130126.0	0.002032910924158843	-0.24820630591716863	0.04359128174365127	0.01999600079984003	-0.1609502986992336	0.2438538210704589	0.6546690661867627	0.31953609278144374	-0.15237481837302624
KD_DDP	CELL_CYCLE	20	20	-0.3537896573016819	3	17	0.0025768280029296875	20	-0.3537896573016819	-0.32623761470979495	3	17	0.0025768280029296875	0.04189747192985144	94981.0	0.0002529995760843353	-0.3956871292315333	0.003199360127974405	0.0007998400319936012	-0.1663546375175983	0.2570643702400145	0.11577684463107378	0.05598880223955209	-0.15987821950505832
KD_DDP	MESENCHYMAL	14	14	-0.023283161477500265	7	7	1.0	12	-0.008493795745764754	-0.19914655557235386	6	6	1.0	0.04160882411484984	89826.0	0.3101956462554871	-0.050102619860614594	0.7436512697460508	0.3715256948610278	-0.21593150538164385	0.3218014395908263	0.911617676464707	0.45710857828434315	0.009966586146672562
KD_DDP	APOPTOSIS	15	15	-0.029590397991675843	7	8	1.0	15	-0.029590397991675843	-0.13975045292611182	7	8	1.0	0.041655578368952284	114993.0	0.31775642687431715	-0.07124597636062813	0.6560687862427514	0.3239352129574085	-0.20243643556788088	0.2985754982145205	0.8484303139372126	0.5788842231553689	-0.05618917005425095
