ModelID	TACSTD2	CLDN4	group	DepmapModelType	CellLineName	sig_IFN_type1_Chronos	sig_MHC1_protein	sig_ISG_protein	TACSTD2_protein	PRISM_JAK_core_medianLFC	PRISM_IFNinducer_medianLFC
ACH-000339	4.007195501404204	3.4329594072761065	LUAD	LUAD	HCC-461	0.00032937331179192745					
ACH-000343	0.2750070474998697	1.6461626571578936	LUAD	LUAD	NCI-H522	0.052294116834189434	-0.9675761783723511	-0.877380341463648	-1.62335456917925	-0.26151980757592697	0.14641792170297555
ACH-000378	6.129283016944966	6.661350569233997	other_NSCLC	LUAS	NCI-H647	0.051690379636725105	-0.44540598648207785	0.11395124689972005	1.03568725879343	-0.34175071518550004	0.38664997398583
ACH-000379	8.715447262875877	9.610046680169242	LUAD	LUAD	NCI-H1781						
ACH-000390	7.742882021000409	8.913009056991898	LUSC	LUSC	LUDLU-1	-0.22493608453707323	1.1334565301691106	0.052447240919133685	1.6576758653625	-0.26353317231100004	0.062902565018
ACH-000392	7.265755676027326	7.484863164322325	LUAD	LUAD	Calu-3						
ACH-000395	1.3448284969974411	3.063502942306158	LUSC	LUSC	NCI-H520	-0.29665407062087634	-0.7339364252755081	-0.6897218255090369	-2.61515514580385	-0.31063051263221253	0.1813798508355
ACH-000414	0.7048719644563528	5.127633279725874	LUAD	LUAD	NCI-H1944	-0.20560662837461252	-0.41329083852495274	-0.10620413592883	-2.86837669411355	-0.3932416384935	0.1399970437027785
ACH-000416	3.1651079851445365	0.5459683691052926	LUAD	LUAD	NCI-H838	-0.3564751699615138	-0.769270393684258	-0.7331213609468052	-1.89744275080729	-0.0610682027104892	0.11208530476956019
ACH-000434	1.7907720378619998	1.6182386555954549	other_NSCLC	LCLC	NCI-H1915	-0.08807596121307217				-0.174728395127	-0.12230562231070001
ACH-000438	3.613531652917927	7.421644094048272	other_NSCLC	GCLC	Lu-65	-0.26113586078607537	-0.8066474179109724	-0.5019224290357741	-2.11516727050587		
ACH-000442	3.4918530963296748	5.204766750654613	LUSC	LUSC	RERF-LC-Sq1	-0.06553431011083778	1.3960534044332098	0.2705007671831936	-2.3115335708691		
ACH-000444	3.582556003014061	1.6735564239901446	other_NSCLC	GCLC	LU99	-0.3232339564713808				-0.2759604037586205	0.19242591578413498
ACH-000447	5.212569338850806	6.435461914479276	LUAD	LUAD	NCI-H2228		1.5123152298728997	0.26000430109510664	-0.38960318536105	-0.8078402270010845	0.0412971658584
ACH-000448	8.693591496830619	6.976478203534362	LUAD	LUAD	NCI-H1666	-0.614610741620813	-0.4370111324844361	-0.6967190923599842	1.12307829490342		
ACH-000451	8.03804103701151	8.717950543348598	LUAD	LUAD	NCI-H2085						
ACH-000454	8.221393782341856	7.283273598920621	LUSC	LUSC	HCC-95	0.07575953628338893	0.6095854237985752	0.2979828130287228	1.65996246468271	-0.4372513047	0.10172384441272295
ACH-000463	0.2265085298086797	4.671859468247477	other_NSCLC	LCLC	NCI-H460	-0.012072808195752991	0.3604291163820472	-0.3481410133081478	-2.01460867410348	-0.134896064325674	-0.0018021100014965
ACH-000481	7.403693786262805	8.974787405160122	LUSC	LUSC	NCI-H2170	0.005790361152394198	-0.48824940039154785	-0.35970588832717665	-0.116836720531755	-0.3899925479449985	0.0097850132379503
ACH-000482	9.157447996274298	7.835734632321086	LUAD	LUAD	RERF-LC-KJ					0.1231849208081	0.2096937808779
ACH-000496	4.558879853475442	7.153298682854903	LUAD	LUAD	NCI-H1792	-0.16313511670480033	1.2303743444481663	0.20120880621317827	-0.795950451513703	-0.2789176706767995	0.03834688210257525
ACH-000510	0.1634987322828795	1.819668183496456	other_NSCLC	LCLC	NCI-H1299	-0.24704062329383417	0.23677252418398714	-0.1454747371364444	-0.834182839388835	-0.0869740019137	-0.055668049200399645
ACH-000511	6.24412594328373	6.3466023752989855	LUSC	LUSC	Calu-1	-0.213812460877362	0.08640114431225501	0.2878041122677915	-0.630267655691389	-0.0581584439930591	0.0490110331031539
ACH-000521	0.4329594072761062	1.070389327891398	LUAD	LUAD	NCI-H2030	0.03239355907920673	0.708708690635423	0.70461027758377	-1.05960072083354	-0.19830453926773	-0.157377578724
ACH-000528	7.385689870739212	8.603477988254005	LUAD	LUAD	ABC-1	0.05225668594934428	-0.6266810302506122	-0.6442159106291093	2.42004783204824	0.041015732635850004	-0.164509481424277
ACH-000530	0.3448284969974411	0.9855004303048848	other_NSCLC	SMARCA4-UT	DMS 114		-0.628039348576758	-0.5049542175521998	-1.32058734772584	-0.0709313241717	0.1607786151485
ACH-000553	9.11097913063484	8.568070117946721	LUSC	LUSC	Sq-1		1.3914308559771424	0.5004706330164674	3.2558618180752	-0.23966842750650003	-0.175448940921288
ACH-000562	9.636479618780534	8.728600810643192	LUAD	LUAD	HCC-78	0.9658314270365136				-0.15284452175830698	-0.07248167462135
ACH-000563	7.840652055941782	8.451087446957397	LUSC	LUSC	EBC-1	-0.13091152115721574	0.339072182611581	-0.07567033115248109	2.35288341451137	-0.2326586979325	0.155052601914497
ACH-000575	1.5897634869849773	7.328315891666071	LUAD	LUAD	HCC-364						
ACH-000578	8.982565834895489	9.614378575081137	LUAD	LUAD	HCC-1171						
ACH-000585	8.924070185585345	7.23035674505615	LUSC	LUSC	EPLC-272H	0.07469295171052767					
ACH-000587	5.3125199674749455	7.45022149589718	LUAD	LUAD	NCI-H1975	-0.009924983332042139	-0.2520223363158581	0.42713506753183267	0.0336846436092726	-0.193792091785209	0.09788225189
ACH-000589	6.179909090014935	7.278356528010724	LUAD	LUAD	NCI-H1437	-0.1473858570896087	0.07417919307832521	-0.11582482547399367	1.98355746845443	-0.125658522345852	0.043678943037898495
ACH-000590	6.330737650206952	6.471187460386985	LUAD	LUAD	NCI-H2073					-0.0267840248915	0.22275163106
ACH-000596	7.790315911515695	9.30108459093582	other_NSCLC	LCLC	LCLC-97TM1	-0.6778592498114486					
ACH-000603	0.5753123306874368	8.753350480643723	other_NSCLC	NSCLC	BEN					-0.052998765705186	-0.0332203828235252
ACH-000627	4.305240965954483	7.908272516291422	other_NSCLC	LCLC	LCLC-103H	-0.04976329936371933	0.9416618748445102	0.3944817157839847	0.110895394999786	-0.13658587519645998	0.005228143741999994
ACH-000628	9.605553595494404	7.769507291436245	other_NSCLC	LUAS	NCI-H596					-0.27637496977711695	0.137325706395367
ACH-000638	9.17587385548062	8.106484424292539	LUAD	LUAD	NCI-H441	-0.25855378359822023	0.48656550075756494	0.7065374000605243	3.83551995512968	-0.0499991745849098	0.18204999602045
ACH-000662	7.484863164322325	7.970911158577129	other_NSCLC	LCLC	COR-L23	0.040038366592756655	0.5826598037995112	0.7774087516261091	3.13909136531352	-0.188065064133129	0.242088028913
ACH-000665	7.525207571284386	7.105908508571158	LUSC	LUSC	SK-MES-1	-0.3028943267191842				-0.3185438748462175	-0.033010179817173996
ACH-000666	4.462706750670158	1.263034405833794	LUAD	LUAD	NCI-H1355	-0.9664048643697833	-0.8491796737906273	-0.3075796034462493	-1.34487248734271	0.03472366876222185	-0.11915259569634999
ACH-000667	4.516015147003665	5.751410160064371	LUAD	LUAD	HCC-44	-0.4521384055088884	-0.17496866508153144	0.16445966301311363	-0.78931032834856	-0.277658999406237	-0.1128712646193105
ACH-000669	6.709290635723358	8.359793477311143	LUSC	LUSC	SW 900					-0.1021147013785419	-0.1924339863114975
ACH-000672	0.4329594072761062	6.011227255423254	other_NSCLC	LCLC	IA-LM	-0.7493971055135903	-0.4494006981887293	-0.209311778669206	-1.25170740133634	-0.2371194920245	0.34263697907588153
ACH-000675	1.4698859762744636	7.9066501263953795	LUAD	LUAD	NCI-H1734						
ACH-000677	1.632268215499513	3.056583528366368	LUAD	LUAD	SW 1573	-0.18068566915540418	0.3517182456951025	0.5820588399723435	-0.83930017148715	0.21397461428550002	0.1546766998761235
ACH-000681	0.2016338611696504	2.204766750654613	LUAD	LUAD	A549	-0.4316425469114883	-1.2652417588486542	-0.9154132292460417	-2.79992187142195	-0.02122933351941285	0.0439928076636269
ACH-000690	6.095080491901415	7.300123724569014	LUSC	LUSC	HCC-2814						
ACH-000700	0.2016338611696504	3.817623257511431	LUSC	LUSC	NCI-H2882	0.22755947306128815					
ACH-000705	0.5945485495503542	8.272769732436512	LUSC	LUSC	LC-1F						
ACH-000706	1.613531652917927	1.6780719051126378	LUAD	LUAD	EKVX	-0.23931766506880225				-0.2476366773135	-0.074830347155345
ACH-000712	0.5849625007211562	8.312746845558241	LUAD	LUAD	HCC-1833		1.0787639486339002	-0.27524326116720504	-2.04417774770678		
ACH-000718	8.58942643932765	9.779932707234156	LUAD	LUAD	NCI-H2291	-0.10470576636053133	-0.3135343175508187	0.18394151608541787	1.15732875736606		
ACH-000731	5.03738222200308	5.9342805936400245	other_NSCLC	LUAS	HCC-2279						
ACH-000733	7.210330413537888	8.839707698350368	LUAD	LUAD	NCI-H1838					-0.5204311380766605	0.240683446857
ACH-000737	0.5160151470036647	7.925584109389362	LUSC	LUSC	NCI-H1385						
ACH-000744	6.357727932310624	8.588864518190148	LUAD	LUAD	NCI-H1623					0.09131871728549909	0.349055963916249
ACH-000747	0.3785116232537298	0.8718436485093178	LUSC	LUSC	NCI-H1703	-0.2005382723010382	1.0721298218225654	0.42945430346698	-0.652791698042157	-0.226864358518597	0.01933452221486
ACH-000752	0.4854268271702416	1.782408564927373	other_NSCLC	SMARCA4-UT	NCI-H196		1.8766410221134942	1.8265198433926932	-1.04924283994366	-0.0151014353816298	0.2803507721081599
ACH-000757	0.2016338611696504	0.8237493603082727	LUAD	LUAD	A427	-0.7142241323624355				-0.143073830983005	0.4275555255749245
ACH-000766	9.097847785326554	8.380677507222886	LUAD	LUAD	NCI-H1648	-0.5091218610255225				-0.009031693702753049	-0.2891688935095405
ACH-000769	5.211790976252541	2.541019153133559	LUSC	LUSC	LK-2	0.055484619478255594	-1.4460247445729917	-0.9462170072531924	-0.552712789456478	-0.2949316985225	0.3545457869575
ACH-000774	8.40981519582048	8.132319783167718	LUAD	LUAD	RERF-LC-Ad2	-0.07148857007211958				-0.174832289534901	-0.1531328155181417
ACH-000779	7.915461145743733	7.807354922057604	LUAD	LUAD	PC-9						
ACH-000781	1.7782085763980875	1.599317793698226	LUAD	LUAD	NCI-H2023	-0.10300808077454963				-0.300527840437	-0.002339189227350002
ACH-000785	8.774490584953922	7.608365723163637	LUAD	LUAD	NCI-H2126	-0.4932424039171045	-0.7643393306664551	-0.27686404098756495	1.8354819076635	-0.2543353729549585	-0.114838372390123
ACH-000787	3.711494906650088	5.530757457461217	LUAD	LUAD	LXF-289	-0.08753672825087355	0.04545943690331581	0.060603394241619986	-1.88430308971264	-0.176477564698349	0.0843547191669045
ACH-000789	0.4436066514756145	6.785419772149728	other_NSCLC	LCLC	NCI-H810						
ACH-000791	10.143893360756412	9.783653086390071	LUAD	LUAD	RERF-LC-Ad1	-0.0600892060107015				-0.16194450939299998	0.12364892935635
ACH-000813	4.5496691707264905	5.012568673503056	other_NSCLC	LCLC	T3M-10					-0.187962430995401	0.10233791861705514
ACH-000825	8.219700960636958	7.353499735245657	other_NSCLC	NSCLC	HOP-92						
ACH-000826	9.267582613736998	8.59245703726808	other_NSCLC	NSCLC	CAL-12T	-0.016973821657122547				-0.0802662250273071	0.1525578909772065
ACH-000837	7.898389766534846	7.851686585733419	LUAD	LUAD	NCI-H322	0.06160468687549018				-0.134146796922	0.2513524570704025
ACH-000840	4.655351828612554	1.835924074254375	other_NSCLC	LUAS	HCC-366	6.798500296036361				-0.3934885081	-0.04512672490715
ACH-000841	8.132319783167718	8.3387809438947	LUAD	LUAD	NCI-H2087	-0.07703750008544971				-0.2444288667199295	0.170703581178911
ACH-000843	5.270528942380718	3.2078928516413328	LUSC	LUSC	HARA	0.25259223733057673				-0.01561450538718855	-0.07041144758274
ACH-000845	7.475247047287838	7.982594354827899	LUAD	LUAD	NCI-H1373	-0.22552260423503376				-0.336264421148629	-0.08267208513079999
ACH-000851	6.603181229013857	7.696202521253611	LUAD	LUAD	MOR/CPR	-0.030541255568969822					
ACH-000852	8.705943353973835	9.144556281982275	LUAD	LUAD	NCI-H1435		-1.1074808679854187	-0.7835045929026475	1.483328582339	-0.1444223869437	-0.2065207479436
ACH-000853	0.8237493603082727	2.097610796626422	other_NSCLC	LCLC	NCI-H661	-0.2619987137151104	-0.24194224179148524	-0.46390278044506567	-2.91049842318675	-0.46781872280124803	-0.188338687321872
ACH-000858	7.16400181665555	7.26463025566923	LUSC	LUSC	KNS-62	0.0676602893670482				-0.219156556218718	0.6491129875595305
ACH-000860	7.492414035336726	7.9341036373619165	LUAD	LUAD	NCI-H358	-0.04754093859843466	-0.012031944997789215	0.28705786326559307	2.02092051722455	-0.433993263285	0.18529823971974702
ACH-000861	1.6369145803558778	4.627606838129649	LUAD	LUAD	HOP-62	-0.1957167152656353					
ACH-000867	7.084702108011991	7.581049900945041	other_NSCLC	NSCLC	ChaGo-K-1	-0.25131623370465733	-0.773260273793431	-0.5084056996434029	0.614141385155557	-0.045151294206089	0.08725558221871949
ACH-000868	6.915759896038	8.80135269277206	other_NSCLC	LUAS	HCC-1195					0.150008830973694	-0.11243780722818579
ACH-000869	6.552745936748446	8.339627347580395	LUAD	LUAD	NCI-H1568	-0.1379395783774012	-0.554097190551516	-0.9168448870972304	-0.253640981085358	-0.535624911495557	0.08563365213431545
ACH-000872	5.92837032301897	4.513490745588118	LUAD	LUAD	HCC515	0.22708620597303472				-0.268139184883043	-0.08520298017219449
ACH-000875	9.138297402341518	8.640027973286244	LUAD	LUAD	NCI-H2347					0.08718002075218305	0.02037034124
ACH-000878	4.805808348701467	7.320755428706466	LUSC	LUSC	HCC-15	0.16289455904322855	0.5084508737351171	1.3149585117163702	-0.0542793420375973	-0.3416188097095	-0.291194060799709
ACH-000886	8.03842520687726	7.349612971824522	LUAD	LUAD	NCI-H2009	-0.37096922587845504	0.08764026934309455	0.08339928284577452	2.90046392497731	-0.4447444555565	0.2540087006757445
ACH-000888	8.835545165508693	7.454587186925478	LUAD	LUAD	NCI-H1793	-0.09702402628437637	-0.885808868257385	-0.3206821598108304	-0.083063792179741	-0.6508506422890554	0.18191067826745
ACH-000890	0.4854268271702416	2.130930869826449	other_NSCLC	SMARCA4-UT	SW 1271	0.01850265625693313	0.8195129305129588	0.9670446720762998	-1.2723361866078	-0.35350865315299995	0.156740747743536
ACH-000891	6.668884984266247	1.599317793698226	other_NSCLC	LCLC	HCC-1438					-0.244287773236	-0.1307608662430085
ACH-000892	5.00943675560809	0.8399595874895318	LUAD	LUAD	NCI-H1563					0.14562520805207801	-0.0853971140982
ACH-000893	0.1890338243900171	6.492333914544719	LUAD	LUAD	NCI-H1651					-0.1399648109402181	0.059216361580110094
ACH-000894	9.039522271711608	8.397845735630698	LUSC	LUSC	NCI-H1869	0.10091378743430683					
ACH-000900	0.4436066514756145	1.292781749227846	LUAD	LUAD	NCI-H23	-0.043804459187282874	-0.1859132283088292	-0.0812448650593538	-1.66944521320683	-0.155822211630703	0.09704158701608499
ACH-000901	0.6507645591169022	2.867896463992655	other_NSCLC	GCLC	HCC-1359	-0.1420801764470476				-0.12201936320787701	0.2905859007497475
ACH-000904	0.8639384504239714	6.494095544940635	other_NSCLC	LCLC	NCI-H2106						
ACH-000916	7.812113112983306	8.778898476008376	LUAD	LUAD	NCI-H1573	0.3734928526551419	-0.5359976879082672	-0.4976260376918017	0.538564421516332	-0.107920173358	0.6134604060329194
ACH-000921	1.2141248053528475	0.765534746362977	LUSC	LUSC	NCI-H157-DM	-0.549619573405512				-0.06556256470610751	0.3218856826705
ACH-000924	6.455656002220498	2.957914598632985	other_NSCLC	NSCLC	NCI-H2172	0.12876444850417207	0.541042199314808	-0.6013279845938108	-0.414957089414946	-0.220176947155	0.318725809218253
ACH-000925	7.058099988493412	9.36187799586609	LUAD	LUAD	DV-90		-0.7134789577361956	0.4495252624838255	1.92830661848231	-0.0466756528843891	0.4299943181539
ACH-000929	8.766860143829545	8.915401388260412	other_NSCLC	NSCLC	NCI-H2110	-0.10855350096145151	-0.9227867237218804	-0.2515480354695816	1.38376982126725	0.039510917871690546	0.3745380412085
ACH-000945	4.558879853475442	1.15704371014558	LUAD	LUAD	NCI-H650	-0.2987454814509117	-0.16618493516158547	-0.06393700813903182	0.845113452850697	0.01382809059814	0.14433850682528
ACH-000951	7.909533114946893	8.997687581487513	LUAD	LUAD	NCI-H2342						
ACH-000975	4.129283016944966	1.1826922975161902	LUSC	LUSC	HCC2450	0.23760763686424435					
ACH-000980	0.3561438102252753	5.060047383669939	other_NSCLC	LCLC	NCI-H1155	-0.20618886113277984	-0.8178610880184394	-0.4668247486219555	-1.92210568085099		
ACH-001075	9.616107697600578	8.258141995893771	other_NSCLC	LUMEC	NCI-H292	-0.11069776488306109	-0.05533281085947768	0.43911922807932074	5.58611442824841	-0.0422791528866773	0.148381496553012
ACH-001113	3.0669502439246266	6.349082146391089	LUSC	LUSC	LC-1/sq-SF					0.016697704357649997	0.0585348106203505
ACH-001489	0.0	5.876762490781555	LUSC	LUSC	COR-L32						
ACH-002034	0.0840642647884745	0.6507645591169022	other_NSCLC	NUTCL	T3M-11						
ACH-002035	4.531069492725954	1.5410191531335593	other_NSCLC	NSCLCPD	LCAM1	-0.06434449459582264					
ACH-002497	4.85598969730848	5.420549772116318	LUAD	LUAD	NCI-H920						
ACH-002522	3.428946344769483	1.5459683691052926	LUAD	LUAD	SNU-2292	0.38158871129966665					
ACH-002526	7.847809043407229	6.617798025902778	LUAD	LUAD	SNU-1327	-0.09395999075160322					
ACH-002531	8.845960418293286	8.178266467781853	LUAD	LUAD	SNU-2535	-0.024508962641388837					
ACH-002650	8.676944359106912	7.795455272044121	LUAD	LUAD	ETCC-016	-0.24439256169376758					
ACH-002996	4.034743949324734	0.7570232465074596	other_NSCLC	NSCLC	CI34601						
ACH-003012	0.0	1.8439838440483265	LUAD	LUAD	A549_CRAF_KD	-0.0037469947331905435					
