sample_id,CLDN4,ELF3,EPCAM,KRT5,KRT8,NKX2-1,TACSTD2
C3N-01799,22.9868855161172,22.0188902009499,26.188067358825,25.9885093865039,31.1265503009593,23.8832859689724,26.0516642217108
C3L-01890,23.2027895420681,21.8915743446542,28.0455356199343,27.4701956326239,31.8874869748247,23.7460277462808,27.1380466945289
C3N-00572,23.1132171218189,21.411096397473,26.6488088578114,26.4267571723572,31.365407621964,23.3877775717268,26.5738971331982
C3N-02423,22.8022812803958,21.7530703513899,26.957212000321,26.2066822467789,30.8174014584718,23.0691334227215,26.4769397014616
C3N-02729,22.2029179081993,21.406827446578,27.1421895632089,25.4091864678964,30.9606044736566,24.1332970266583,26.4879369074639
C3L-00263,23.553764737516,21.1265973178231,26.5656997359086,27.3942338342434,32.5371726066433,22.6593441711822,27.1051821909173
C3N-01410,23.3211210488318,21.6914626397987,27.8036387232412,25.8044371886048,31.3706219671255,23.6504341539015,26.1161333576505
C3N-00578,23.1164940904834,21.3858396149542,26.8732573033152,26.7554376208016,32.1921966720524,23.179156763592,26.9185258624351
C3N-02587,22.0696702147104,21.5400694352767,27.1986271752244,25.7085709920795,32.512685155021,23.7950628679765,26.3006687454979
C3L-00893,24.6759156789237,21.7681254101586,27.8622105211423,26.4583936881345,31.3318613696184,24.6503493243351,26.9019848527344
C3N-01488,22.7616095643611,21.2089818580817,27.1861624645386,26.7351408960358,30.9152715869425,23.127994225803,26.6494486981806
C3N-01413,22.9881347041029,21.1297097379615,26.632840010055,25.8777295280968,30.994583479481,23.5613481351442,26.3264967081033
C3N-01030,NA,21.8113070029318,27.7227487163584,26.2618552052614,32.42169755509,24.1130785709916,27.4740237747131
C3N-02588,NA,22.1963548947499,27.175553683469,29.037838121435,30.9963929569198,23.3646405956556,26.769666119637
C3N-00552,NA,21.1642880167447,27.0823590979631,26.0778206351348,31.4910602704349,23.4368823101714,26.7128927877548
C3L-01889,NA,21.6768397698054,27.9572376988335,26.4894849034759,32.2216150711324,24.1948840487544,27.0488673195006
C3N-00169,NA,21.0993949129856,27.1459268596136,25.6688691624587,30.8278316598645,23.4067062251343,26.6399456672066
C3L-00422,NA,21.2845610515211,26.4769822611821,25.6456459818015,31.6713973779925,23.5541986242523,25.8897604647032
C3L-00083,NA,20.8890959234664,26.0477940330921,28.7924417696441,31.1406749777117,22.3308031841229,26.0045252567816
C3N-00551,NA,21.1314668151539,27.2976389109797,25.5435322145013,32.8188466978444,23.0369617390057,26.4985114563669
C3N-01842,NA,22.5737030741924,27.0759965289649,25.3581908788251,32.3705522346317,23.3322996957624,26.0170004351876
C3N-02089,22.5664900184424,21.1242568934694,28.8071798840827,25.035671980915,31.4260557945054,21.4599037475517,26.4688129447587
C3L-01682,22.5812742648168,21.3292386613196,27.1779417073394,25.6515664436463,31.328817724361,23.2645196803323,26.5119422644344
C3N-01016,22.8077305689692,22.1746722888647,27.6723773641517,25.8866414316873,32.0423513608852,24.2159173029143,27.0279561497274
C3N-00580,22.956394458931,22.0261381020036,27.7095222912702,24.680696318821,31.6332082742142,24.1200780463124,26.5697667633428
11LU013,24.2288100347116,21.9699203262825,27.4393171106971,24.6693535401426,31.4958265994204,23.2214552227748,26.6151803802369
C3N-02000,22.6138202897042,22.0776557779455,26.6591990303965,27.7518801852363,32.1053705398345,24.181577438363,26.4917313388006
C3N-01489,23.4378993502263,21.2502765450855,27.7303826562852,25.5265905250399,31.0300010182395,23.1194048802386,26.3940913767727
C3N-00737,22.8389478624937,21.9886795099689,26.7856496086213,25.3564184943951,30.752166718747,23.2443891680727,25.5391901396057
C3N-01405,22.74180487393,21.7081350222054,28.6050129739309,25.2034898884533,31.1945460936881,24.2406385533332,26.7489826417822
C3N-01416,22.8022385013355,22.2266908712009,26.4267609924325,26.1727727860083,30.4079243538202,23.9305396137403,26.8696190719753
C3N-02149,23.4279584707319,21.7632378135565,27.3691619156395,28.2989325918825,31.7883039378534,23.581625555572,26.5416323210961
C3N-02424,22.4020229349542,20.7440798538906,27.2774438282975,25.9342459784355,31.2714150623694,22.8429407137534,26.0962937217337
C3L-00279,23.2860645112057,21.6413392743204,27.1127497757084,26.7431379134442,31.7477117498644,23.0935861524923,26.1925847990468
C3N-02379,23.5417998945134,21.4285684948721,27.3233387176213,28.3280572041133,31.88472326239,23.3752548694236,26.4819589755091
C3L-00095,22.7377013762395,21.5748987735039,26.7235687677708,25.8963954661102,30.3814740296931,23.0705490686559,26.2793704199024
C3N-00559,23.5373723891433,21.879274348387,26.5362886056926,25.3460379956197,31.7926203952352,23.7619576455477,26.5091858483273
