patient,sample_id,CLDN4,ELF3,EPCAM,KRT5,KRT8,NKX2-1,TACSTD2,sample_type
TCGA-18-3406,TCGA-18-3406-01A,5.937254927216477,5.295227104715564,5.733058720554992,12.469584917161066,5.197086918452026,1.7257847747422552,8.919720849329595,01
TCGA-18-3407,TCGA-18-3407-01A,6.313652187529127,5.828639197245626,7.915657132916927,11.636537304040065,6.2476028705356885,3.778954967457164,10.541758650767488,01
TCGA-18-3408,TCGA-18-3408-01A,6.733784102093291,5.016745899525032,8.340360644358789,10.375159904389015,6.893053930402679,2.805395648980169,9.481632553651178,01
TCGA-18-3409,TCGA-18-3409-01A,4.475247047287838,2.8973953375303747,7.102374687004541,11.450086247209734,6.739856201638276,2.8460118358246334,6.870465828000461,01
TCGA-18-3410,TCGA-18-3410-01A,7.542863173659125,5.026702696270386,6.726880250396236,12.710766190898733,8.026842653622195,0.6924271980897078,9.690541586864722,01
TCGA-18-3411,TCGA-18-3411-01A,7.670067721938736,6.712901124084644,9.478245220293458,11.066678731210873,9.71135190342993,1.639556327960424,8.79400964502097,01
TCGA-18-3412,TCGA-18-3412-01A,8.579709654733396,7.568488956817432,9.452694058210662,13.745071219491225,9.357447977277062,1.5252670917020328,12.059563721639227,01
TCGA-18-3414,TCGA-18-3414-01A,8.473112316713937,7.158642000182505,6.006724395329241,12.264783675178355,9.027392394165494,0.800247628453575,10.883503442869316,01
TCGA-18-3415,TCGA-18-3415-01A,6.668853790522727,6.443353030446395,8.262424700791634,12.6821752003795,8.343339417031945,0.7595819732335547,9.528381632321318,01
TCGA-18-3416,TCGA-18-3416-01A,8.081857811154054,5.902780278514755,9.445653464459584,13.787372569468458,8.314936199740643,0.0712134896052645,10.953985126261594,01
TCGA-18-3417,TCGA-18-3417-01A,8.009965743842324,4.960391233380578,7.82352264783015,12.484525842674731,8.575505211687672,1.1882743113212042,9.377797468540006,01
TCGA-18-3419,TCGA-18-3419-01A,7.806677855845953,5.77040621629884,8.693321769914885,12.113834838000098,8.075466848421325,0.092478087200385,11.00871090045875,01
TCGA-18-3421,TCGA-18-3421-01A,5.88868480943453,4.773468927905195,7.0756609791093386,11.083189429526463,8.093926676568017,2.6621371238607705,9.660292247546824,01
