cohort,layer,gene_x,gene_y,primary_endpoint,note,n,spearman_rho,spearman_p,spearman_ci95_low,spearman_ci95_high,pearson_r,pearson_p,purity_partial_rho,purity_partial_p,n_purity,fdr_bh_primary,direction
TCGA-LUAD,RNA_log2TPM,ELF3,TACSTD2,True,Primary lung cohort. One -01 sample per patient.,516,0.3694388968784514,3.934423640342188e-18,0.2915052553313089,0.4433289616719269,0.3676887493675189,5.8011366043762515e-18,0.35786232449946026,1.2995438174016313e-16,503.0,9.83605910085547e-18,POSITIVE
TCGA-LUAD,RNA_log2TPM,ELF3,CLDN4,True,Primary lung cohort. One -01 sample per patient.,516,0.5279267601918601,2.2713564289636214e-38,0.4555685299401048,0.5946914358817322,0.5717180740113308,4.075475557725536e-46,0.5210929358484899,2.7213227667470656e-36,503.0,2.2713564289636214e-37,POSITIVE
TCGA-LUAD,RNA_log2TPM,TACSTD2,CLDN4,False,Exploratory positive-control pair (epithelial/TJ co-expression).,516,0.5309540207346253,7.189628573043896e-39,0.4579415915004064,0.5958399399953824,0.5238656768913237,1.0437758613028264e-37,0.5253796875468277,5.762278259380673e-37,503.0,,POSITIVE
TCGA-LUAD,RNA_log2TPM,ELF3,EPCAM,False,Exploratory context gene (epithelial/basal/lineage).,516,0.276978661389916,1.5319117804795645e-10,0.18843782361468703,0.362115001125026,0.4429768151465748,3.2776988910977903e-26,0.19844688167998312,7.470630873590155e-06,503.0,,POSITIVE
TCGA-LUAD,RNA_log2TPM,ELF3,KRT8,False,Exploratory context gene (epithelial/basal/lineage).,516,0.2460644259109884,1.4852633400884267e-08,0.16060908118209308,0.33396945309524306,0.30193289941985074,2.4499615293522737e-12,0.23077448958062038,1.7095322096547596e-07,503.0,,POSITIVE
TCGA-LUAD,RNA_log2TPM,ELF3,KRT5,False,Exploratory context gene (epithelial/basal/lineage).,516,0.020826298943658325,0.6369364584915055,-0.06985631023023728,0.10679632569233387,-0.00923378247924603,0.8342554291773536,0.10287453943820907,0.021148989119143355,503.0,,NULL
TCGA-LUAD,RNA_log2TPM,ELF3,NKX2-1,False,Exploratory context gene (epithelial/basal/lineage).,516,0.19764694887267098,6.082950562497531e-06,0.1083999990063732,0.2854025948661775,0.17678618348641814,5.3927617826837786e-05,0.13334109173213995,0.0027581120165599466,503.0,,POSITIVE
TCGA-LUSC,RNA_log2TPM,ELF3,TACSTD2,True,Primary lung cohort. One -01 sample per patient.,501,0.46394637020779167,4.159916978585005e-28,0.38810453194479,0.5327338479622804,0.47882233011272896,4.483631166570937e-30,0.4755327703503112,3.980501613017783e-29,493.0,1.3866389928616683e-27,POSITIVE
TCGA-LUSC,RNA_log2TPM,ELF3,CLDN4,True,Primary lung cohort. One -01 sample per patient.,501,0.4995836534103109,5.487704961707698e-33,0.4232559531967594,0.5684213916500351,0.5698765475278761,1.7580618448011477e-44,0.48919896182912137,5.747439510142002e-31,493.0,2.743852480853849e-32,POSITIVE
TCGA-LUSC,RNA_log2TPM,TACSTD2,CLDN4,False,Exploratory positive-control pair (epithelial/TJ co-expression).,501,0.39143583748836985,8.587182907798453e-20,0.3053438136999082,0.47071925183089935,0.43327168219686296,2.4168251800709443e-24,0.3879997405295767,4.003923800225008e-19,493.0,,POSITIVE
