sample	patient_id	n_cells	n_comp	n_tnk	frac_tnk	CLDN4_pct	CLDN4_mean_log	TACSTD2_pct	TACSTD2_mean_log	ELF3_pct	ELF3_mean_log	EPCAM_pct	EPCAM_mean_log	KRT19_pct	MSLN_pct	CALB2_pct	WT1_pct
EFFUSION_06	P1006	4884	158	3293	0.674242	76.5823	1.32686	82.2785	1.93547	70.8861	1.43048	100	2.06543	93.038	60.1266	0	0
EFFUSION_11	P1011	2943	72	1948	0.66191	95.8333	1.97357	81.9444	0.827607	98.6111	1.96213	100	1.74867	100	4.16667	0	0
EFFUSION_12	P1012	4224	20	2085	0.493608	95	1.7147	95	2.07895	95	1.52162	100	2.07001	100	90	0	0
EFFUSION_13	P1013	4441	0	3168	0.713353												
EFFUSION_64	P1064	3812	9	2777	0.728489	77.7778	1.98222	100	2.20504	77.7778	1.55028	100	1.90469	100	0	0	0
