sample,patient,n_tumor_mask,cldn4_high_threshold,n_high,n_low,median_cd8_density_high,median_cd8_density_low,delta_cd8_density,rho_cd8_density,partial_rho_cd8_density_given_tumor,median_cd8_fraction_high,median_cd8_fraction_low,delta_cd8_fraction,rho_cd8_fraction,partial_rho_cd8_fraction_given_tumor,rho_cd8nk_density,delta_cd8nk_density
Lung5_Rep1,Lung5,14371,3.0,4666,4196,0.018478678102570877,0.018705399032953075,-0.00022672093038219807,0.005233965877645417,-0.025089472040960865,0.0003445961806896474,0.00034007504750005837,4.52113318958903e-06,0.008608989537579518,-0.025121752400938748,0.02097130378219166,0.005363266216982104
Lung5_Rep2,Lung5,14778,3.0,4037,4734,0.028693070576930334,0.020533777167762238,0.008159293409168097,0.01473222522529623,-0.009539441777785884,0.0005371520886516688,0.00037457067949348585,0.000162581409158183,0.020200807166827327,-0.006993004591242646,0.04144354576055095,0.07467843922739209
Lung5_Rep3,Lung5,12730,3.0,3298,4713,0.023441901743950846,0.01210816473871599,0.011333737005234856,0.05516705898726748,0.025572903656680298,0.0005085373791410294,0.00023853507206738112,0.0002700023070736483,0.0562975207743105,0.024182025344285547,0.10012884030475386,0.12156033214918244
Lung6,Lung6,52162,1.0,13469,38693,0.008737317399288461,0.007717232382383219,0.0010200850169052424,0.009109970804140981,0.02418095558318958,0.0001664662111560282,0.0001540232108082717,1.2443000347756494e-05,0.008083265739431435,0.023966389299617606,0.008777363508113629,0.0006300587381612675
Lung9_Rep1,Lung9,30462,3.0,10829,8175,0.2684002406604096,0.3785574067040853,-0.1101571660436757,-0.06934955819707521,0.016954563741536383,0.0041495502006690145,0.005867317448051655,-0.0017177672473826407,-0.07041133989649777,0.022321056300124906,-0.09941909121361212,-0.20163218209279887
Lung9_Rep2,Lung9,75155,2.0,28055,28841,0.08921655471254283,0.27663221383534525,-0.18741565912280242,-0.19470493162626076,-0.145959167450565,0.001647105031246049,0.005094217700725524,-0.0034471126694794753,-0.19727695230506861,-0.13956530569347875,-0.22861500539701998,-0.31781553993099215
Lung12,Lung12,14926,1.0,6039,8887,0.1425935599035001,0.2539841070422525,-0.1113905471387524,-0.13525627153714734,-0.07479983586300061,0.003922310315077391,0.006713808846115369,-0.0027914985310379774,-0.13067837734290708,-0.06202227908780182,-0.19027664308005873,-0.19596033020593528
Lung13,Lung13,20225,4.0,5573,4730,1.835599680338584,1.8888876693496863,-0.05328798901110243,-0.022545191231515188,-0.0006509213619389692,0.029738370860310257,0.03207478956372041,-0.002336418703410153,-0.04256561002225432,-0.018459014776066665,-0.02903909170978307,-0.09587232058734352
