sample,patient,n_tumor_mask,cldn4_high_threshold,n_high,n_low,median_cd8_density_high,median_cd8_density_low,delta_cd8_density,rho_cd8_density,partial_rho_cd8_density_given_tumor,median_cd8_fraction_high,median_cd8_fraction_low,delta_cd8_fraction,rho_cd8_fraction,partial_rho_cd8_fraction_given_tumor,rho_cd8nk_density,delta_cd8nk_density
Lung5_Rep1,Lung5,10348,3.0,3379,3056,0.16226191732956538,0.1577119251792545,0.0045499921503108776,0.01985448353732723,-0.03740165147199911,0.0030721096171826574,0.0029952006304361407,7.690898674651662e-05,0.025716042206026326,-0.039676514260963976,0.06656719181320395,0.07520407802421225
Lung5_Rep2,Lung5,11068,3.0,3074,3526,0.155234688724237,0.13783380136263348,0.01740088736160353,0.03155727491394365,-0.01382391599691004,0.0030073438728622027,0.0025457700235045552,0.0004615738493576474,0.03462283051427761,-0.015237637954162808,0.0849510958194551,0.14783569604950358
Lung5_Rep3,Lung5,9292,3.0,2449,3380,0.17089515886793463,0.12870090535171042,0.04219425351622422,0.08151355614826081,0.008747457629112427,0.0035182790832630315,0.0025903832850182025,0.0009278957982448289,0.08114994051073605,0.000962373023970503,0.1493290911013308,0.21124128195610936
Lung6,Lung6,38885,1.0,10149,28736,0.12080090487718625,0.11401575321807053,0.0067851516591157235,0.012612360063828812,0.04167033658535334,0.0023824729809036067,0.0022846302778867836,9.784270301682304e-05,0.00837739055537472,0.039646496979680625,0.015182996557496003,0.00620654397634271
Lung9_Rep1,Lung9,22496,3.0,8242,5891,0.5638460146466743,0.5593775485538145,0.00446846609285978,-0.010774057064136556,0.08817974536638773,0.008742107739878966,0.008615073598988185,0.0001270341408907815,-0.011515782852367184,0.09444680570778896,-0.044765250734174575,-0.12732652729943106
Lung9_Rep2,Lung9,56324,2.0,21143,21448,0.23907527280037968,0.404375093833064,-0.16529982103268434,-0.1982577051432135,-0.14870676589963874,0.00473270149260769,0.008230388738346793,-0.0034976872457391037,-0.20736312640712076,-0.14425780474292324,-0.22267089187465855,-0.30231423236809574
Lung12,Lung12,11417,1.0,4721,6696,0.3328256620213603,0.36711435812832566,-0.03428869610696533,-0.06237040860714836,-0.019066509656075918,0.008893082345136666,0.01001856672409776,-0.0011254843789610947,-0.07447531302311268,-0.01869019122825317,-0.1119423665436714,-0.08208399720292481
Lung13,Lung13,15032,4.0,4445,3336,2.3087906009353,2.323732133905328,-0.014941532970027982,-0.0068876945549950185,0.012985266539941897,0.03583866538703287,0.037777783467433476,-0.0019391180804006064,-0.04891219382358021,-0.02933235542752673,-0.015093511155997627,-0.034958367973421556
