patient	n_sections	r50_rho	r50_partial_rho	r50_partial_rho_extra	r50_c	r50_c_prime	r50_indirect	r50_prop	r50_a	r50_b	r100_rho	r100_partial_rho	r100_c	r100_c_prime	r100_indirect	r100_prop	r50_cd8nk_partial_rho
Lung12	1	-0.12830444151342202	-0.08046879568028625	-0.03515800539633388	-0.12686746419518083	-0.08317043378960151	-0.04369703040557926	0.3444305494933912	0.4226290998676242	-0.10339333098280747	-0.10539864522368715	-0.053384625120748874	-0.10756701652285802	-0.055584227113236795	-0.051982789409621255	0.4832595631075712	-0.10308506917471623
Lung13	1	-0.009742117713993081	0.0008967614123841167	-0.008057980277814068	-0.010741851648312085	0.00047468543248969236	-0.011216537080801859		0.27604640233953376	-0.040632795739194795	0.006981121615724181	0.011648822564260232	0.0006357953804577183	0.007963992291513147	-0.007328196911055489		-0.0019189351502790766
Lung5	3	-0.023981525470321324	-0.018367533782184288	-0.01196973551061254	-0.026669184410771967	-0.024033522300866018	-0.002635662109905977	0.09066461750234461	0.40267009088436767	-0.006904697636933903	-0.000838683283146029	-0.0038448700970899665	-0.0007268961081750193	-0.007241007021018777	0.006514110912843784	-0.2531712802404287	-0.04610229654262258
Lung6	1	-0.008957948046624904	-0.011791277283061936	0.01890059589810102	-0.007484907534283788	-0.013742526152861229	0.006257618618577432		0.27744321359322094	0.022554592478705095	-0.022325872303771803	-0.025835789685162574	-0.015955089786000753	-0.024179693264346228	0.008224603478345445		-0.014199055233992066
Lung9	2	-0.03836808152537888	0.0006402290958569315	0.02393595917185476	-0.03423914264690832	0.01099488160068051	-0.04523402424758893	0.601148650101978	0.33228846663520856	-0.13571759374456668	-0.0346878094722563	0.0024135330262710832	-0.03401268117241267	0.010711969068044329	-0.0447246502404568	-0.3993133364469149	-0.00781110196485742
