sample	patient	n_qc	n_tumor	n_cd8	n_cd8nk	pct_tacstd2_gt0_tumor	pct_cldn4_gt0_tumor	median_nn_um	modal_tumor_label	r50_n	r50_rho	r50_partial_rho	r50_partial_p	r50_partial_rho_extra	r50_a	r50_b	r50_c	r50_c_prime	r50_indirect	r50_prop	r50_median_count	r100_n	r100_rho	r100_partial_rho	r100_partial_p	r100_partial_rho_extra	r100_a	r100_b	r100_c	r100_c_prime	r100_indirect	r100_prop	r100_median_count	r50_cd8nk_partial_rho	r50_cd8nk_c_prime
Lung5_Rep1	Lung5	98002	18600	2020	3688	0.6419354838709678	0.6871505376344086	8.322932175623313	tumor 5	18600	-0.03159313204439389	-0.024503909033858958	0.0008312768282322283	-0.0257390705073729	0.4143151714316988	-0.004368312663691917	-0.03226619383368114	-0.03045633562355635	-0.0018098582101247773	0.056091468967608846	0.0	18600	-0.023855234384032517	-0.020830082648198453	0.004497769902968063	-0.027112270965531426	0.4143151714316988	0.013893741550085537	-0.022737128424222326	-0.028493516336373755	0.0057563879121514065	-0.2531712802404287	0.0	-0.05851372270243011	-0.07004042373806312
Lung5_Rep2	Lung5	100335	19110	1848	3596	0.6059131344845631	0.6646258503401361	8.187527099191916	tumor 5	19110	-0.022545661734419808	-0.014577628518279796	0.043886743122583005	-0.0031893121330415245	0.3750849914942939	-0.017125300826011686	-0.027668320098295802	-0.021244876783633963	-0.0064234433146618175	0.23215877551805042	0.0	19110	0.018539840358414914	0.01810175351728615	0.012335159357923373	0.029832872263289234	0.3750849914942939	-0.0003049602819729979	0.01563172866869877	0.01574611469346867	-0.0001143860247699394		0.0	-0.053125967525323115	-0.06674181118230799
Lung5_Rep3	Lung5	97809	16555	2294	3908	0.572334642102084	0.6101479915433404	8.322932175621752	tumor 5	16555	-0.017803359342307805	-0.01601995207236501	0.03928362664088453	-0.006976728680692596	0.4186101097271101	0.0007795205789018957	-0.02007303930033896	-0.020399354495407737	0.000326315195068663	-0.016256391978625415	0.0	16555	0.002801738273308179	-0.008805074526555386	0.25727632595666333	0.0011451994016862454	0.4186101097271101	0.03320591292028624	0.004924711430998497	-0.008975619420151244	0.013900330851149886		0.0	-0.026642021673745644	-0.03251309341857814
Lung6	Lung6	89975	66981	1230	1414	0.36897030501186906	0.2448754124303907	9.807935562594752	tumor 6	66981	-0.008957948046624902	-0.011791277283061936	0.0022753970838529074	0.01890059589810102	0.27744321359322094	0.022554592478705095	-0.007484907534283788	-0.013742526152861229	0.006257618618577432		0.0	66981	-0.022325872303771803	-0.025835789685162574	2.2705948906579265e-11	0.014199591382455516	0.27744321359322094	0.029644277010156452	-0.015955089786000753	-0.024179693264346228	0.008224603478345445		0.0	-0.014199055233992066	-0.016979996964121755
Lung9_Rep1	Lung9	87606	39422	2323	3069	0.2659428745370605	0.708005682106438	8.155807746629694	tumor 9	39422	0.007753600945405595	0.039808206432016886	2.6410549695383658e-15	0.05075332559895648	0.312960851830237	-0.1286482720426695	0.015038787699192743	0.055300660504154664	-0.0402618728049619		0.0	39422	0.020380222815669126	0.044277417194317006	1.4266089427777725e-18	0.047445967864832524	0.312960851830237	-0.10529873061536098	0.023246598223806904	0.05620097865383304	-0.03295438043002603	-1.4176001199296917	1.0	0.0359723797970263	0.04938975687357369
Lung9_Rep2	Lung9	139504	96822	1679	2861	0.2651876639606701	0.6018157030426969	8.68674852864994	tumor 9	96822	-0.08432686681725579	-0.038529712729533275	3.852747082012019e-33	-0.002915899399998605	0.35161608144018014	-0.14278691544646388	-0.08351707299300938	-0.03331089730279364	-0.05020617569021596	0.601148650101978	0.0	96822	-0.08954601017327471	-0.03945881274356398	1.121612679640992e-34	-0.0016203789532119456	0.35161608144018014	-0.16067217352372137	-0.09127196056863225	-0.034777040517744384	-0.05649492005088757	0.6189734470358619	1.0	-0.051564654712076656	-0.04648708028538524
Lung12	Lung12	71304	18512	1310	1877	0.3206028522039758	0.39369057908383753	8.863972021614698	tumor 12	18512	-0.12830444151342202	-0.08046879568028625	5.59690817911522e-28	-0.03515800539633388	0.4226290998676242	-0.10339333098280747	-0.12686746419518083	-0.08317043378960151	-0.04369703040557926	0.3444305494933912	0.0	18512	-0.10539864522368715	-0.053384625120748874	3.644685986714996e-13	-0.023145936282814063	0.4226290998676242	-0.12299860427477259	-0.10756701652285802	-0.055584227113236795	-0.051982789409621255	0.4832595631075712	1.0	-0.10308506917471622	-0.10605262852062883
Lung13	Lung13	81236	26311	3251	3356	0.3446087187868192	0.7298468321234465	7.792149895886782	tumor 13	26311	-0.009742117713993081	0.0008967614123841167	0.8843525975401876	-0.008057980277814068	0.27604640233953376	-0.040632795739194795	-0.010741851648312085	0.00047468543248969236	-0.011216537080801859		1.0	26311	0.0069811216157241816	0.011648822564260232	0.05882607932427621	-0.0018056579866289509	0.27604640233953376	-0.026546974888815595	0.0006357953804577183	0.007963992291513147	-0.007328196911055489		6.0	-0.0019189351502790766	-0.0024442440271102983
