section	series	histology	n_spots	n_epi	median_nn_px	neighbor_radius_px	median_degree_epi	pct_tacstd2_gt0_epi	pct_cldn4_gt0_epi	pct_cd8a_gt0_epi	local_epi_n	local_epi_rho	local_epi_partial_rho	local_epi_partial_p	local_epi_partial_rho_extra	local_epi_a	local_epi_b	local_epi_c	local_epi_c_prime	local_epi_indirect	local_epi_prop	same_epi_n	same_epi_rho	same_epi_partial_rho	same_epi_partial_p	same_epi_partial_rho_extra	same_epi_a	same_epi_b	same_epi_c	same_epi_c_prime	same_epi_indirect	same_epi_prop	same_all_n	same_all_rho	same_all_partial_rho	same_all_partial_p	same_all_partial_rho_extra	same_all_a	same_all_b	same_all_c	same_all_c_prime	same_all_indirect	same_all_prop
GSE273378_LM_SD_11	GSE273378	stage_I_LUAD	2724	1090	198.00252523642217	297.0037878546333	6.0	0.708256880733945	0.7348623853211009	0.03394495412844037	1089	0.0005294228370827086	0.0008325039827611227	0.9781079292622296	-0.0023232788408936306	0.03298178452341493	0.010314275523307844	0.0024081149977340974	0.0020679317849092143	0.00034018321282487207		1090	-0.014962515080488117	-0.014201522816590016	0.639533586774795	-0.014950987480712998	0.03094372156808919	-0.0381064993924381	-0.04059901463707877	-0.039419857729944614	-0.0011791569071341644	0.029043978472749667	2724	-0.06111916966469	-0.054118895481801745	0.00472297271099832	-0.04048062744395535	0.17538459615361415	-0.0506955400971182	-0.09324058607875135	-0.08434936925202897	-0.008891216826722429	0.09535779643440757
GSE273378_LM_SD_2	GSE273378	stage_I_LUAD	1728	691	198.01010075246163	297.0151511286924	6.0	0.9073806078147613	0.9797395079594791	0.10419681620839363	690	-0.015146558792136342	-0.016428016763068303	0.6666317168481319	0.004097262883603643	0.26155074573753145	-0.03782625176726306	-0.041506712522731776	-0.0316132281645485	-0.009893484358183269	0.23835865952440713	691	-0.017493705933908216	-0.013912894304564478	0.7150501246748268	-0.009540081848810895	0.262132552022815	-0.07353148450717846	-0.028290388997685614	-0.009015393309792862	-0.019274995687892774	0.6813266402759477	1728	0.008943056613905114	0.02221790147125641	0.35599343196493716	0.0169376473481297	0.2478041333065504	-0.06725276911847441	-0.004632532051396395	0.012032982112472671	-0.01666551416386909	
GSE273378_LM_SD_3	GSE273378	stage_I_LUAD	3855	1542	198.01010075246163	297.0151511286924	6.0	0.9111543450064851	0.9312581063553826	0.20881971465629054	1542	0.003040235195994441	0.004723555713280018	0.8529649887040286	0.006540295941649948	0.21100317663549298	-0.013791752442939722	0.003973884437881903	0.006883988014712506	-0.002910103576830602		1542	0.0010496699172161939	-0.001358803621080156	0.9574811890500655	-0.01161794857738841	0.21100317663549298	-0.003012228794596564	0.022689169867594703	0.023324759712007474	-0.0006355898444127769	-0.02801291753386464	3855	-0.023564118383124583	-0.026268807393100013	0.10294368482185492	-0.04186293327078336	0.2869804628563595	-0.006395854282860455	-0.04135749558908748	-0.03952201036663035	-0.0018354852224571224	0.04438095673620601
GSE273378_LM_SD_4	GSE273378	stage_I_LUAD	3506	1403	198.01010075246163	297.0151511286924	6.0	0.9786172487526729	0.9572344975053457	0.4269422665716322	1403	-0.05012327605410291	-0.06857776335781575	0.010186641786269296	-0.09050811812519916	0.40683203558636866	0.0743360335153816	-0.05114465263830727	-0.08138693247078647	0.030242279832479218	-0.591308734587588	1403	0.004667704294420715	-0.0054454074805857485	0.8385204297054124	-0.026935117347180952	0.40683203558636866	-0.02826953601071466	0.009459411793487974	0.02096036467380919	-0.011500952880321196		3506	0.03673441354769409	0.022370390052043877	0.18541093464297195	-0.009145044344581455	0.5986369971080938	-0.003091655498201287	0.03542210966853955	0.03727288903207551	-0.0018507793635359462	-0.052249269759890436
GSE273378_LM_SD_5	GSE273378	stage_I_LUAD	3230	1292	198.00252523642217	297.0037878546333	6.0	0.9489164086687306	0.9736842105263158	0.043343653250773995	1289	0.013165099640984619	0.012064441538001583	0.6652030159079302	-0.010075306549625134	0.18192536497245984	0.008488135588841511	0.020923911509115174	0.01937970434417946	0.0015442071649357171	0.07380107511270097	1292	-0.013741649370903336	-0.014755088966344233	0.5961962877157995	-0.030350208156034276	0.18505924722987563	-0.009317041566214176	-0.016989808311749916	-0.01526560361309685	-0.0017242046986530569		3230	-0.029754907415040433	-0.02968987785044846	0.09158677072671502	-0.04246229401946893	0.3136153417312612	-0.011960833109370878	-0.04512917678722297	-0.041378076024237036	-0.003751100762985931	0.08311919317012553
GSE273378_LM_SD_6	GSE273378	stage_I_LUAD	2784	1114	198.01010075246163	297.0151511286924	6.0	0.07360861759425494	0.11669658886894076	0.13913824057450627	1112	0.05894222437619759	0.05113581189712051	0.08830525357564127	0.01182427681859052	0.034035526130322895	0.0560136468380057	0.030576036814909523	0.02866958287429986	0.0019064539406096215	0.0623512442816001	1114	0.07898225167585501	0.07278828187821056	0.015101968687723311	0.04407448931956733	0.03419586943225737	0.0249143165467266	0.027837799184949767	0.026985832469324008	0.0008519667156257922	0.030604672085083495	2784	0.05799791923492876	0.05350682264992747	0.004743297433287707	0.020695760513382604	0.030200243498727766	0.011354874011475967	0.013494490098041082	0.01315157013799704	0.00034291996004394995	
GSE273378_LM_SD_7	GSE273378	stage_I_LUAD	2769	1108	198.01010075246163	297.0151511286924	6.0	0.9395306859205776	0.8953068592057761	0.29061371841155237	1101	-0.06469770735714382	-0.0849770826089177	0.004779163512284225	-0.13060049767198306	0.392000036817236	0.08837282053961877	-0.027989328104839947	-0.06263147701001352	0.034642148905173545	-1.2376913363341218	1108	-0.013671929017877773	-0.03567227783507992	0.23544566926071148	-0.07125330536655941	0.38648848208662373	0.0725590294533424	-0.021424660652815185	-0.04946788980791608	0.028043229155100928	-1.3089229094238217	2769	-0.013006439604544735	-0.05760858829654013	0.002424663874776327	-0.107069826183092	0.4504385030309263	0.04648396656333878	-0.06898577719087202	-0.08992394550460205	0.020938168313729952	-0.30351427738209813
GSE273378_LM_SD_1216_8	GSE273378	stage_I_LUAD	2788	1115	198.01010075246163	297.0151511286924	6.0	0.6295964125560538	0.8143497757847533	0.1452914798206278	1114	-0.04198626336269386	-0.017108648733197604	0.5683861815793979	-0.04635030156034055	0.3201721519999108	-0.06932204795772678	-0.03989187150337055	-0.01769688222770411	-0.022194989275666405	0.5563787418143845	1115	-0.011261768866960363	-0.023076570504755756	0.4414172485307553	-0.05392568409752861	0.3213039510743687	0.011247396769313198	-0.03292846472230711	-0.036542297743588525	0.0036138330212814205	-0.10974799620199906	2788	0.002902128687076047	-0.0050021205897174525	0.7917777958406439	-0.059742546629141	0.2803187267637844	0.02298613772839897	-0.03695790311340744	-0.04340134797464941	0.006443444861241787	-0.17434552067171416
GSE273378_LM_SD_9	GSE273378	stage_I_LUAD	2801	1121	198.00252523642217	297.0037878546333	6.0	0.775200713648528	0.9054415700267618	0.10972346119536129	1120	0.10009520032231742	0.10113805173091481	0.0006998400458821728	-0.013249566790579495	0.3144456063682382	-0.07515900039967517	-0.0010146059862190773	0.022618811468487432	-0.023633417454706516		1121	0.07323445221830924	0.06865577378301542	0.021514279887496927	-0.008352316825748177	0.3162595686508062	-0.06615891471346827	0.04038852917358679	0.06131191900327375	-0.020923389829686948	-0.5180527802772869	2801	0.0968375041951089	0.09871239081771632	1.6520085458595653e-07	0.004833971013197322	0.25379569570324134	-0.05459709440643982	0.029156914310510765	0.0430134218687688	-0.01385650755825794	-0.47523916319439924
GSE273378_LM_SD_10	GSE273378	stage_I_LUAD	2620	1048	198.00252523642217	297.0037878546333	6.0	0.8540076335877863	0.9198473282442748	0.15648854961832062	1047	-0.048419756253990386	-0.04553536052416288	0.1409105558909103	-0.005139154184117325	0.11883927302842641	-0.04321463773543175	-0.03415854710260939	-0.029022950969943867	-0.005135596132665512	0.15034585977086834	1048	-0.0763219245080279	-0.07965625364349276	0.009888020497935667	-0.036446200601967356	0.12181242627638751	0.0035808139046529797	-0.05891912830220393	-0.05935531593197392	0.00043618762977000436	-0.007403158232972166	2620	-0.024171128424093743	-0.032811269386669825	0.09312746023137179	-0.01556231764907964	0.273123600210648	-0.0017360915237217324	-0.03407973245431253	-0.03360556488705846	-0.0004741675672540692	0.013913476811760209
GSE273378_LM_SD_1216_12	GSE273378	stage_I_LUAD	3604	1442	198.00252523642217	297.0037878546333	6.0	0.9327323162274619	0.9639389736477115	0.024271844660194174	1442	-0.01664193136404346	-0.025764966800672848	0.3282205848840365	-0.02231236734398546	0.14014960410432095	0.0495940265101753	-0.012914769861848207	-0.019865353043188476	0.006950583181340266		1442	-0.018785168543096805	-0.01840586738540616	0.4849324099973926	-0.022437466997022645	0.14014960410432095	-0.043899152643669816	-0.06096927977246361	-0.054816830908938144	-0.006152448863525479	0.1009106370697886	3604	0.0029844437021500914	0.005699175431332751	0.7323324266117386	0.004391924978041596	0.18225821478153173	-0.04152927569128012	-0.008911753681512825	-0.0013427020328500572	-0.0075690516486627765	
GSE273378_LM_SD_13	GSE273378	stage_I_LUAD	2912	1165	198.00252523642217	297.0037878546333	6.0	0.5562231759656653	0.7390557939914163	0.2111587982832618	1162	0.12586036237871365	0.12866163054526786	1.0854573738365273e-05	0.16046446384325694	0.3504331220049401	-0.05284149425426942	0.0636412668465849	0.08215867664951462	-0.018517409802929735	-0.2909654493140155	1165	0.07296193967051473	0.08531928824826766	0.003564696625940351	0.10572765329013865	0.3511174974195988	-0.06740272325641991	0.07010229402660417	0.09376856953566413	-0.02366627550905995	-0.3375963060506762	2912	0.03376429146809486	0.02550477643383692	0.16883838892116793	0.02181557990741321	0.4138780836202277	-0.027931987737427298	0.02709326671979701	0.03865370427626665	-0.011560437556470111	-0.4266904274050835
GSE273378_LM_SD_1216_14	GSE273378	stage_I_LUAD	1915	766	198.00252523642217	297.0037878546333	6.0	0.9464751958224543	0.9712793733681462	0.1618798955613577	765	-0.030178708265533555	-0.03594703458796287	0.3207387243094859	-0.03392512318733847	0.15137300692887148	0.01765211679801555	-0.03602555366302499	-0.03869760766140026	0.0026720539983752564	-0.07417107377083097	766	0.050869341262917735	0.05735718301038082	0.1127004451173422	0.055836914241530804	0.15085720756377644	-0.051180107911162294	0.05949740675746704	0.06721829491975771	-0.0077208881622906865	-0.12976848207458555	1915	-0.03256154413621826	-0.020818804074635586	0.3625327714111703	-0.026290804953448432	0.24857205762728155	-0.053911722196563046	-0.05193075505512154	-0.038529807338491484	-0.013400947716630062	0.25805416659945957
GSE273378_LM_SD_15	GSE273378	stage_I_LUAD	1742	697	198.00252523642217	297.0037878546333	6.0	0.9124820659971306	0.9411764705882353	0.07604017216642754	696	-0.015221275850933462	-0.015025597750202178	0.6923172702473052	-0.02870251734795515	0.09268939851376334	0.0018449234962611943	0.022324618323711083	0.022153613474538727	0.0001710048491723594	0.0076599226330662205	697	0.032964540389349754	0.03525264772979189	0.3527258734379617	0.028328992153547124	0.09218808984286894	-0.1041117743071267	-0.02665974639877874	-0.017061880795252837	-0.009597865603525891	0.3600133872228267	1742	0.03548111975099312	0.036311405033290604	0.12978487086571552	0.016408496822223444	0.18305679917613307	-0.014778978210993263	-0.007018320126448222	-0.004312927680050023	-0.00270539244639824	
