section	series	histology	n_spots	n_epi	median_nn_px	neighbor_radius_px	median_degree_epi	pct_tacstd2_gt0_epi	pct_cldn4_gt0_epi	pct_cd8a_gt0_epi	local_epi_n	local_epi_rho	local_epi_partial_rho	local_epi_partial_p	local_epi_partial_rho_extra	local_epi_a	local_epi_b	local_epi_c	local_epi_c_prime	local_epi_indirect	local_epi_prop	same_epi_n	same_epi_rho	same_epi_partial_rho	same_epi_partial_p	same_epi_partial_rho_extra	same_epi_a	same_epi_b	same_epi_c	same_epi_c_prime	same_epi_indirect	same_epi_prop	same_all_n	same_all_rho	same_all_partial_rho	same_all_partial_p	same_all_partial_rho_extra	same_all_a	same_all_b	same_all_c	same_all_c_prime	same_all_indirect	same_all_prop
10x_CytAssist_FFPE_LUSC	10x	LUSC	3831	1533	366.0	549.0	6.0	0.9041095890410958	0.8975864318330071	0.19308545335942595	1533	-0.004883021966610023	-0.010642965750821926	0.6771307110635365	0.0034582006450361333	0.18625518439112118	-0.030989973937623427	-0.01727442614240158	-0.011502382832373495	-0.005772043310028091		1533	0.0017380282906350503	-0.007871518913669348	0.7581194392345995	-0.001737573930398637	0.18625518439112118	0.04937464317582921	0.0013789670076350925	-0.00781731626132479	0.009196283268959882		3831	0.03841112290980386	0.02295468536473928	0.15546059185065586	0.010973596863679979	0.24870198982002675	0.0008416267199028107	-0.019740868997728093	-0.01995018323765361	0.00020931423992553134	
10x_CytAssist_11mm_NEC	10x	lung_neuroendocrine	6195	2478	363.23546082396746	544.8531912359512	6.0	0.14487489911218726	0.2066182405165456	0.14810330912025826	2477	0.04666622675596213	0.04734484569633317	0.018450061551229024	0.04973928168999646	0.4083914865096786	-0.0021340736234623154	0.20141155024582214	0.20228308774522896	-0.0008715374994068711	-0.0043271475659820025	2478	0.03284593084026537	0.029221303245467463	0.14589118416334781	0.026980179027564992	0.40841791623750767	0.06903925284603667	0.06600925441886231	0.03781238663288968	0.028196867785972718	0.42716537301041524	6195	0.04781739837314863	0.03995156986419791	0.0016600617280345582	0.041206953230777416	0.4238562088291952	0.037702680503698544	0.16204063639527047	0.1460601211742745	0.015980515220996076	0.09862041754769672
GSE189487_TD1	GSE189487	IAC	4092	1637	200.0	300.0	6.0	0.9468540012217471	0.9260843005497862	0.12706169822846672	1637	-0.05109790263416988	-0.04349476087848142	0.07852994391541428	-0.06504384511439831	0.3376317771661636	0.002357018455039529	-0.03978723769953166	-0.0405830420293201	0.0007958043297884415	-0.02000149735948643	1637	0.014797984112334073	0.014299906657477615	0.5631562467847306	-0.019001478514899126	0.3376317771661636	-0.0009604400304598737	-0.009143212999992212	-0.008818937925646541	-0.00032427507434569145		4092	0.0030899883398400585	0.0027801665754071544	0.8588880827655235	-0.01771017827177758	0.4444570991709987	-0.006277397321783642	-0.008835450236374366	-0.006045416432390617	-0.0027900338039837536	
GSE189487_TD2	GSE189487	IAC	4411	1765	200.0	300.0	6.0	0.8475920679886686	0.9569405099150141	0.0708215297450425	1765	0.043912943104355416	0.041517790695687125	0.0812013751915158	0.022395201866935284	0.16778926628803945	0.012624047924651233	0.030096989142732795	0.027978809403870517	0.0021181797388622773	0.07037845974615478	1765	0.03531874938794771	0.031015743896327032	0.1927726351950139	0.02050117419345671	0.16778926628803945	0.01569636807507045	0.020329506468891277	0.017695824386188184	0.0026336820827030766	0.12954973042425813	4411	0.0071516952989297096	0.0087406863745693	0.5616702654441179	-0.005459558020339434	0.14230636563662005	-0.01384103802095617	-0.006582045998877465	-0.004612378181476921	-0.0019696678174005488	
GSE189487_TD3	GSE189487	MIA	1137	455	200.0	300.0	6.0	0.7538461538461538	0.6703296703296703	0.09230769230769231	453	0.0549989502326249	0.05504792375444042	0.24229144749784162	0.03752702223498275	0.025444046957329464	-0.06339823233314801	-0.005287759736979007	-0.0036746521364827596	-0.001613107600496301		455	0.017048536260847347	0.018147789436213604	0.699442937939997	-0.0026536759315907944	0.03309314188717801	-0.056850038628700604	0.04154554470888422	0.043426891103515344	-0.00188134639463114	-0.04528395060924132	1137	0.0016128545261337173	0.008629414721516564	0.7713080754973319	-0.024332951020443888	0.16667590453301007	-0.0538423851612194	-0.0030344381986313206	0.005939790050329664	-0.008974228248960962	
GSE189487_TD5	GSE189487	AIS	1700	680	200.0024999843752	300.0037499765628	6.0	0.8338235294117647	0.9455882352941176	0.14705882352941177	678	-0.0037406823702706973	0.0009783067889510624	0.9797147121436371	-0.008080618638437722	0.22746551157454456	-0.05597492489747085	-0.01271683850896268	1.5526418187236657e-05	-0.012732364927149919		680	-0.07689657543191446	-0.07558602433812832	0.04881141891336168	-0.08509578882903591	0.23764371457037647	-0.01639043001143178	-0.09026884852801684	-0.08637376585669437	-0.0038950826713224263	0.04314979901525503	1700	-0.10877131750274993	-0.07706434152354455	0.001473580763127829	-0.06935470791921874	0.39719739994509373	-0.10074799272399446	-0.1395455122658996	-0.09952867150624178	-0.04001684075965782	0.2867655154929453
GSE189487_TD6	GSE189487	MIA	3910	1564	200.0	300.0	6.0	0.9028132992327366	0.8318414322250639	0.04859335038363171	1564	0.008520730536388474	0.010762717568171735	0.6706107523786895	0.0060301473081528926	0.13102024107379562	-0.012394769874274257	0.006443177355280969	0.008067143092262603	-0.0016239657369816326		1564	-0.029109206407326102	-0.027059554343880052	0.28485509312198165	-0.037063107629222575	0.13102024107379562	-0.02519229750811627	-0.021331213817498907	-0.018030512924782735	-0.003300700892716174	0.1547357276972428	3910	-0.028759142086824313	-0.02575514244908681	0.10734961328420044	-0.04142428975402534	0.14964036489088522	-0.02430797476050057	-0.02408555548264422	-0.020448101269724506	-0.0036374542129197335	0.15102222639377538
GSE189487_TD8	GSE189487	AIS	1760	704	200.0024999843752	300.0037499765628	6.0	0.9588068181818182	0.9928977272727273	0.16761363636363635	704	0.01045271450400589	-0.017251556282404386	0.6477025890650593	-0.03742344749129636	0.293048121634145	0.06019055671886754	-0.01582336512604438	-0.03346209471262198	0.017638729586577598		704	0.03571199598159948	0.016115874092376345	0.6694737813903493	-0.006793809276233447	0.293048121634145	-0.014035089567135684	0.0199274651801531	0.024040421814769217	-0.004112956634616098		1760	0.01966300362289539	-0.005234985043267462	0.8262875156691212	-0.039483521922004335	0.3125379625748386	0.04263219988350526	-0.016724351224716605	-0.0300485321163906	0.013324180891674005	
GSE273378_LM_SD_1216_1	GSE273378	stage_I_LUAD	2401	961	198.01010075246163	297.0151511286924	6.0	0.6045785639958376	0.8189386056191468	0.13111342351716962	960	0.10220041057297785	0.09292199576761517	0.003957016066097795	0.014409601722153706	0.33029032017037746	0.02485366318607841	0.051695971274009024	0.043487046902872466	0.008208924371136562	0.15879234239794096	961	0.05755220233404304	0.0563799302560507	0.08065595018850177	-0.01534212859644244	0.331393725409569	-0.014756085561307815	0.00764158838590737	0.01253166255253162	-0.004890074166624148		2401	0.057160494002367716	0.043541932503684336	0.03288738148310844	-0.037978643067361616	0.3160007622732327	0.01623379389418274	-0.009086225033630543	-0.0142161162787789	0.005129891245148297	
GSE273378_LM_SD_16	GSE273378	stage_I_LUAD	2755	1102	198.00252523642217	297.0037878546333	6.0	0.9174228675136116	0.9591651542649727	0.022686025408348458	1101	0.006947402744403233	0.009699070662765322	0.747854276233486	0.003191271484067425	0.1642868444512551	-0.017153709690906002	-0.01556611035129739	-0.012747981515545525	-0.002818128835751862		1102	-0.03041050166672506	-0.027877721346155123	0.35519014685057004	-0.03706722354590919	0.16421516934044308	-0.01226314937884393	-0.03732521800332364	-0.035311422851429644	-0.0020137951518940053	0.0539526695253243	2755	-0.0332869485086492	-0.03255892436377583	0.0875188952029561	-0.039233182949655325	0.1813415367990047	-0.013276416260249849	-0.04201502899242493	-0.03960746326460792	-0.0024075657278170024	0.057302488789215705
