external_id	tcga_barcode	sample_type	project
1b17acb9-7e93-4513-b2f5-60bbb06cd40e	TCGA-44-6775-01C-02R-A277-07	Primary Tumor	LUAD
1b829640-dc6c-4408-86ff-f723e6df822d	TCGA-44-6779-01A-11R-1858-07	Primary Tumor	LUAD
1bb0e8c7-8a81-4cf4-84f4-85bd75d1cca9	TCGA-44-2662-11A-01R-1758-07	Solid Tissue Normal	LUAD
1c6ca99a-ca0f-4bae-bcd4-4b438ae203da	TCGA-86-8055-01A-11R-2241-07	Primary Tumor	LUAD
1ce1b4db-1f7b-4f30-baa1-e0252199f05b	TCGA-50-5942-01A-21R-1755-07	Primary Tumor	LUAD
1d0379b1-0e99-4e6d-b890-907c92860654	TCGA-55-7995-01A-11R-2187-07	Primary Tumor	LUAD
1d7f357e-0075-4afa-bfcb-0297b90800f1	TCGA-91-6835-01A-11R-1858-07	Primary Tumor	LUAD
1e9744fa-0f15-4d0f-9999-744259f3ed12	TCGA-05-5423-01A-01R-1628-07	Primary Tumor	LUAD
1f0575ef-cffa-4282-a054-88fdabbeb0ce	TCGA-05-5429-01A-01R-1628-07	Primary Tumor	LUAD
1f156293-491f-4df4-ac7a-52bb36bee4e4	TCGA-44-6145-01A-11R-1755-07	Primary Tumor	LUAD
1f522cb6-4c85-49e2-a0aa-29c02b212da1	TCGA-38-4626-11A-01R-1758-07	Solid Tissue Normal	LUAD
202c4ce1-619d-4ab9-9f91-7e4ee1c5b14d	TCGA-73-4676-01A-01R-1755-07	Primary Tumor	LUAD
20888111-665f-48e7-9b89-18185088f971	TCGA-NJ-A55O-01A-11R-A262-07	Primary Tumor	LUAD
20c1206f-25f0-479c-8dea-22a91855d468	TCGA-97-A4LX-01A-11R-A24X-07	Primary Tumor	LUAD
217d7d83-bb91-4a1e-97f5-0ec9b24f584d	TCGA-78-7220-01A-11R-2039-07	Primary Tumor	LUAD
219a9b4a-c6eb-4d2a-aa44-fdb768ab3135	TCGA-97-8175-01A-11R-2287-07	Primary Tumor	LUAD
21c63032-bdbc-4821-a49d-ef1c21862896	TCGA-44-2662-01B-02R-A277-07	Primary Tumor	LUAD
21dfa3fb-7751-4c36-912f-c84c9bc9cca7	TCGA-55-7573-01A-11R-2039-07	Primary Tumor	LUAD
21fb8a05-3c02-468d-a324-bef0420b4c96	TCGA-55-A491-01A-11R-A24H-07	Primary Tumor	LUAD
22094c1b-f222-4965-a737-b8d595cb2caf	TCGA-05-4405-01A-21R-1858-07	Primary Tumor	LUAD
2229898f-f342-466c-8fbf-ab530824e463	TCGA-05-4382-01A-01R-1206-07	Primary Tumor	LUAD
22434393-87b7-43bd-b359-9342c06a206c	TCGA-73-4666-01A-01R-1206-07	Primary Tumor	LUAD
228e8204-f379-4376-876e-6c9ecd0f9b84	TCGA-50-5939-01A-11R-1628-07	Primary Tumor	LUAD
247b7dd3-c5de-4d54-b24e-d2fb54397ea7	TCGA-44-2656-01B-06R-A277-07	Primary Tumor	LUAD
25017253-f7cf-4f95-8adb-96d6cf20c3fc	TCGA-05-4249-01A-01R-1107-07	Primary Tumor	LUAD
2534de4c-3a8d-4067-a7dc-b5ec07ede6a1	TCGA-44-A47A-01A-21R-A24H-07	Primary Tumor	LUAD
25d2b2c7-5b44-49f5-baf4-9b1040d6e124	TCGA-44-7671-01A-11R-2066-07	Primary Tumor	LUAD
25d9f15c-02a7-4f9d-a116-0dddce416952	TCGA-55-6969-11A-01R-1949-07	Solid Tissue Normal	LUAD
25e2bc75-2d84-472d-a28e-100449818176	TCGA-73-4662-01A-01R-1206-07	Primary Tumor	LUAD
25e92649-9945-41a9-af07-efde3469f9ec	TCGA-86-A4JF-01A-11R-A24X-07	Primary Tumor	LUAD
2634796d-5545-49c3-aa21-939d1ee443d6	TCGA-86-6851-01A-11R-1949-07	Primary Tumor	LUAD
2738fca4-813d-49f5-a8b3-3c9886ae40fe	TCGA-69-8255-01A-11R-2287-07	Primary Tumor	LUAD
28350d40-f35c-4a7d-9687-960f99c6fe5f	TCGA-35-4122-01A-01R-1107-07	Primary Tumor	LUAD
285422ff-99c8-41d4-8c9b-dfe0a18cf657	TCGA-97-7938-01A-11R-2170-07	Primary Tumor	LUAD
290e4f96-f943-40fc-90b8-b80f85fb4c7c	TCGA-49-4490-11A-01R-1858-07	Solid Tissue Normal	LUAD
2ad21524-6aa7-4dd1-a676-ba672c11645c	TCGA-55-A493-01A-11R-A24H-07	Primary Tumor	LUAD
2af33cea-c327-4a31-84d8-c4f26e8a3ecf	TCGA-55-7570-01A-11R-2039-07	Primary Tumor	LUAD
2b43d1e1-2be7-4c16-9b83-bcd37e9f0129	TCGA-55-6978-01A-11R-1949-07	Primary Tumor	LUAD
2b567400-aeaa-4572-898d-6a03909bc1be	TCGA-86-7955-01A-11R-2187-07	Primary Tumor	LUAD
2b707cb8-8f1d-4247-997c-f3ff4fc29d90	TCGA-L9-A50W-01A-12R-A39D-07	Primary Tumor	LUAD
2d3a2e3f-4c4e-4dbf-b853-e465acc2d298	TCGA-55-6642-01A-11R-1858-07	Primary Tumor	LUAD
2d98ef29-6a95-4864-a0c8-71d9c4e46160	TCGA-64-5775-01A-01R-1628-07	Primary Tumor	LUAD
2dbbd500-cbb8-436d-9e7f-bc11ee25ded8	TCGA-05-5715-01A-01R-1628-07	Primary Tumor	LUAD
2dcf0812-ac29-4bc2-8929-4d3d7b0f6335	TCGA-55-7903-01A-11R-2170-07	Primary Tumor	LUAD
2e3b1382-562e-4feb-8f86-0c28242979ae	TCGA-95-A4VN-01A-11R-A262-07	Primary Tumor	LUAD
2e3b76b8-5022-48ae-a240-5bf019753996	TCGA-44-2665-11A-01R-1758-07	Solid Tissue Normal	LUAD
2e3f5f34-97be-45e4-9156-370e3d31c1ae	TCGA-44-2662-01A-01R-A278-07	Primary Tumor	LUAD
2e4a0701-9c73-4fa6-8c44-fd1eecbb4ae5	TCGA-78-8640-01A-11R-2403-07	Primary Tumor	LUAD
2e57fb72-9983-453b-9b0a-90a6353ce7ac	TCGA-78-7161-01A-11R-2039-07	Primary Tumor	LUAD
2ea412f9-b972-49b0-81cc-6d0f5da6e163	TCGA-44-2666-01A-01R-A278-07	Primary Tumor	LUAD
2ed0ede4-3b77-4fa7-9568-ba8c496f103f	TCGA-44-2655-01A-01R-0946-07	Primary Tumor	LUAD
2f5c68b7-5564-4314-83d5-145eefd248b2	TCGA-69-7979-01A-11R-2187-07	Primary Tumor	LUAD
2fdf808c-d923-4f32-91e1-c386ae238f1c	TCGA-55-A4DF-01A-11R-A24H-07	Primary Tumor	LUAD
313b59fc-b5a4-47e7-8c1a-0099063d1cf3	TCGA-55-8301-01A-11R-2287-07	Primary Tumor	LUAD
31db5b8f-c659-4d87-9cc3-52d1273bbb62	TCGA-55-6983-01A-11R-1949-07	Primary Tumor	LUAD
3231368a-ae1b-4b1b-a53d-e2675fbbe4c3	TCGA-49-4490-01A-21R-1858-07	Primary Tumor	LUAD
32848f0a-46b4-4a58-b637-2d7750d7109f	TCGA-NJ-A4YG-01A-22R-A262-07	Primary Tumor	LUAD
32a000f1-baea-41d2-ac75-02255a5bf2f2	TCGA-NJ-A55R-01A-11R-A262-07	Primary Tumor	LUAD
32b14f76-822a-4589-99ef-09fd185f0e9e	TCGA-69-7761-01A-11R-2170-07	Primary Tumor	LUAD
32dc6e1b-a0cd-456d-8cb1-0999655efd2e	TCGA-55-8097-01A-11R-2241-07	Primary Tumor	LUAD
33b4651e-e24c-4d44-aea3-cf74ba9243a7	TCGA-97-7546-01A-11R-2039-07	Primary Tumor	LUAD
33f5c4de-887c-47db-bec7-6f8f68e83dd0	TCGA-49-6745-01A-11R-1858-07	Primary Tumor	LUAD
342190f0-f5e1-453f-b560-6c5939779938	TCGA-64-1677-01A-01R-0946-07	Primary Tumor	LUAD
357c1fc3-5038-4bd3-a629-c31e97a7b6a3	TCGA-44-7672-01A-11R-2066-07	Primary Tumor	LUAD
35c99164-7438-411f-8bf1-25a52d520e50	TCGA-95-8039-01A-11R-2241-07	Primary Tumor	LUAD
35d3c92b-386c-419c-91d8-9f6e13150256	TCGA-67-6216-01A-11R-1755-07	Primary Tumor	LUAD
360ebbd8-4d9d-4a41-a1d7-5fe55080fbf6	TCGA-75-7027-01A-11R-1949-07	Primary Tumor	LUAD
371959b1-8d14-4fd1-a854-3dfb92d097fa	TCGA-86-7953-01A-11R-2187-07	Primary Tumor	LUAD
375fe390-434b-41d3-9029-84065b1d7b6f	TCGA-50-5946-02A-11R-2090-07	Recurrent Tumor	LUAD
37604f50-b83d-4d68-a4ae-5f9b75c68e8f	TCGA-44-6776-01A-11R-1858-07	Primary Tumor	LUAD
38cb2da4-d03b-4aad-820e-b3475c52a945	TCGA-NJ-A4YQ-01A-11R-A262-07	Primary Tumor	LUAD
3a25bc4e-3982-447e-ae75-7560fb8b2fe7	TCGA-05-4433-01A-22R-1858-07	Primary Tumor	LUAD
3a712325-2d7e-44fb-94b6-cf4a98758794	TCGA-50-5935-01A-11R-1755-07	Primary Tumor	LUAD
3a8eb57b-71ed-4169-a8eb-624c67cdbbe1	TCGA-J2-A4AG-01A-11R-A24H-07	Primary Tumor	LUAD
3aeb8943-fe34-4014-b851-bbf83857a794	TCGA-L9-A8F4-01A-11R-A39D-07	Primary Tumor	LUAD
3bb9da47-c930-4607-974d-7d9357a0c13c	TCGA-78-8662-01A-11R-2403-07	Primary Tumor	LUAD
3c62a605-1ae0-4d66-826f-dbbd3694ed47	TCGA-62-8398-01A-11R-2326-07	Primary Tumor	LUAD
3cae08cc-e9c7-49e7-8537-8fff5ecef617	TCGA-86-6562-01A-11R-1755-07	Primary Tumor	LUAD
3cd4cb65-3f29-40aa-94df-d2174482faa0	TCGA-49-4488-01A-01R-1755-07	Primary Tumor	LUAD
3dc054fa-ff64-4ecd-bfa9-63874019fe28	TCGA-L4-A4E5-01A-11R-A24X-07	Primary Tumor	LUAD
3e400da6-7337-4af6-8ee7-e642de9f0ef0	TCGA-78-7167-01A-11R-2066-07	Primary Tumor	LUAD
3e6800b3-b156-46ed-a949-1cf9c79f2c88	TCGA-78-7540-01A-11R-2066-07	Primary Tumor	LUAD
3ef9470b-9a0e-4440-8000-97409ea5920f	TCGA-38-A44F-01A-11R-A24H-07	Primary Tumor	LUAD
3f097c16-6b29-40d3-be45-bb322fefd3af	TCGA-44-2666-01B-02R-A277-07	Primary Tumor	LUAD
3f9f0175-699b-402d-9359-ee325e5b82b7	TCGA-05-4426-01A-01R-1206-07	Primary Tumor	LUAD
3fbd381d-84c8-4680-980b-cc4b7924be06	TCGA-MP-A4SW-01A-21R-A24X-07	Primary Tumor	LUAD
3fecb90e-150a-42f8-926c-ce96471e61cf	TCGA-62-A472-01A-11R-A24H-07	Primary Tumor	LUAD
40b6d487-b426-42ee-8259-50662e2a7aeb	TCGA-55-6968-11A-01R-1949-07	Solid Tissue Normal	LUAD
41dc6190-a778-4ec4-85e1-9e91cada7e89	TCGA-44-6776-11A-01R-1858-07	Solid Tissue Normal	LUAD
428600de-74fa-48e9-b229-83c7992c5649	TCGA-99-8025-01A-11R-2241-07	Primary Tumor	LUAD
42e0e49f-0f6a-4787-87e8-e5cea94822f9	TCGA-50-5045-01A-01R-1628-07	Primary Tumor	LUAD
4342b027-85e8-47b3-b158-5128ac4822d2	TCGA-50-5044-01A-21R-1858-07	Primary Tumor	LUAD
43a9b121-1edf-440e-a1a8-7732df8b785c	TCGA-05-4395-01A-01R-1206-07	Primary Tumor	LUAD
43bb0a1b-b66c-4af0-b40c-937c7b85af3c	TCGA-86-7714-01A-12R-2170-07	Primary Tumor	LUAD
440b3cc3-0635-4a54-be2b-cc019ac85ef6	TCGA-55-7574-01A-11R-2039-07	Primary Tumor	LUAD
44aa6b50-cd9b-4eda-a2c2-bccc4850cfdf	TCGA-75-6206-01A-11R-1755-07	Primary Tumor	LUAD
44da958f-53c2-4936-9737-29906525c745	TCGA-86-7711-01A-11R-2066-07	Primary Tumor	LUAD
44f0500c-5a3b-43c1-aff9-2ed248ab634d	TCGA-49-AAR4-01A-12R-A41B-07	Primary Tumor	LUAD
45ef606b-03f7-4a96-b57f-49011bf1a432	TCGA-05-4396-01A-21R-1858-07	Primary Tumor	LUAD
46109227-4bbe-4ad5-9424-0501cd2dfa56	TCGA-49-AAQV-01A-11R-A39D-07	Primary Tumor	LUAD
4654d683-9f0b-4ee2-bf85-5e90ce0abbcb	TCGA-44-6775-01A-11R-A278-07	Primary Tumor	LUAD
4770600e-74bc-405f-b175-d337c0375285	TCGA-71-6725-01A-11R-1858-07	Primary Tumor	LUAD
4789f465-887b-492a-812c-29720c3318ee	TCGA-69-7764-01A-11R-2170-07	Primary Tumor	LUAD
479a968d-4692-404b-a866-b74e7dd17995	TCGA-49-4510-01A-01R-1206-07	Primary Tumor	LUAD
47c0ef2e-c8fc-4f5e-bafb-ae7c7c632756	TCGA-49-4512-11A-01R-1858-07	Solid Tissue Normal	LUAD
48350bd7-9f6e-4db5-b34a-f47b0ba74ef6	TCGA-38-4627-01A-01R-1206-07	Primary Tumor	LUAD
497fb1b2-a998-44f3-8d69-6974314f941d	TCGA-91-6836-01A-21R-1858-07	Primary Tumor	LUAD
4a0bcb85-73e0-4371-8437-709bf899da42	TCGA-53-7626-01A-12R-2066-07	Primary Tumor	LUAD
4a7e5d7a-7c43-49d0-9ff4-dd76a605f641	TCGA-78-7158-01A-11R-2039-07	Primary Tumor	LUAD
4a9db4ca-789c-48dc-9735-327e2b4478de	TCGA-55-6984-11A-01R-1949-07	Solid Tissue Normal	LUAD
4b3d8b07-8b44-45f3-be30-a0b6edbf8265	TCGA-NJ-A7XG-01A-12R-A39D-07	Primary Tumor	LUAD
4b77d1d3-f2f4-4d77-ae22-42a41dc03721	TCGA-55-7816-01A-11R-2170-07	Primary Tumor	LUAD
4c623ac5-1249-43d2-907b-0f794676a86c	TCGA-99-8033-01A-11R-2241-07	Primary Tumor	LUAD
4c6517c6-79fa-46ff-8029-34a8e06190cc	TCGA-55-7284-01B-11R-2241-07	Primary Tumor	LUAD
4d7bd45e-bc9b-4894-b847-213e6d5c6f06	TCGA-78-7150-01A-21R-2039-07	Primary Tumor	LUAD
4e7362f4-1848-403c-8d85-d62318b8066c	TCGA-44-2665-01A-01R-A278-07	Primary Tumor	LUAD
4e967cf8-b3c3-4d18-9024-12fcf65f2b6e	TCGA-J2-A4AE-01A-21R-A24H-07	Primary Tumor	LUAD
501ea654-19e6-4620-8c67-0243afa31bdd	TCGA-50-5936-01A-11R-1628-07	Primary Tumor	LUAD
50e96ae4-080d-475b-bda4-cac30446550d	TCGA-55-7227-01A-11R-2039-07	Primary Tumor	LUAD
520354a4-9c4f-4cde-8e73-004e76d92a2e	TCGA-91-A4BC-01A-11R-A24H-07	Primary Tumor	LUAD
525283c3-a5e9-42f5-8486-aa6269140fe5	TCGA-69-7760-01A-11R-2170-07	Primary Tumor	LUAD
533e1401-49d4-44c4-9242-1adefefd6bdd	TCGA-97-8177-01A-11R-2287-07	Primary Tumor	LUAD
552d3b42-8d22-4b64-b3a2-b3e5d51a8524	TCGA-L9-A443-01A-12R-A24H-07	Primary Tumor	LUAD
558e1fd9-3b4a-4659-833f-b20db7cf39e7	TCGA-91-6831-01A-11R-1858-07	Primary Tumor	LUAD
55d023e7-1052-421b-886b-9facc77d3fdb	TCGA-78-7153-01A-11R-2039-07	Primary Tumor	LUAD
563d6436-e370-45a5-bc2c-5ac574b7b202	TCGA-49-AAR0-01A-21R-A39D-07	Primary Tumor	LUAD
56bfad0e-fe8f-489d-8b10-50f17d614076	TCGA-05-4434-01A-01R-1206-07	Primary Tumor	LUAD
56db9804-9cda-42d9-8880-78518ea63b4c	TCGA-97-A4M3-01A-11R-A24X-07	Primary Tumor	LUAD
56e1ec62-def9-425f-96da-dba083fde85d	TCGA-35-5375-01A-01R-1628-07	Primary Tumor	LUAD
574e062b-be52-486c-bc6c-058534aa2f80	TCGA-MP-A4TF-01A-11R-A262-07	Primary Tumor	LUAD
57fc3531-ece0-4ca3-98c9-23592b483285	TCGA-44-2665-01A-01R-0946-07	Primary Tumor	LUAD
588e6f64-f932-4497-912e-7ab0432f0dc4	TCGA-44-5645-11A-01R-1628-07	Solid Tissue Normal	LUAD
58dc9179-9bc6-4919-855e-1599a2136f5e	TCGA-44-6774-01A-21R-1858-07	Primary Tumor	LUAD
58f82d4a-29a2-454b-aef1-100a4d018105	TCGA-55-8090-01A-11R-2241-07	Primary Tumor	LUAD
5a1fa078-42da-4350-8e98-2fa13b000687	TCGA-62-8402-01A-11R-2326-07	Primary Tumor	LUAD
5a2bd967-b096-4d86-9640-5ac8617bb562	TCGA-55-A494-01A-11R-A24X-07	Primary Tumor	LUAD
5a555ac7-5872-4892-9da4-55770b6134ba	TCGA-49-AARQ-01A-11R-A41B-07	Primary Tumor	LUAD
5a8a1c12-68dc-4218-82fe-4552405d434d	TCGA-50-5930-11A-01R-1755-07	Solid Tissue Normal	LUAD
5ac193ea-e5e4-4f76-8e88-0dc317995690	TCGA-55-8204-01A-11R-2241-07	Primary Tumor	LUAD
5b1bbf8c-eda5-4a4c-9205-c23a64a3579c	TCGA-55-8206-01A-11R-2241-07	Primary Tumor	LUAD
5b1e3218-61b6-4d10-8815-c1038c739f05	TCGA-55-7911-01A-11R-2170-07	Primary Tumor	LUAD
5ba6fb84-12f9-4106-a93a-82f2ad963dcf	TCGA-38-4625-01A-01R-1206-07	Primary Tumor	LUAD
5c5936dd-cfe2-43a3-b655-7dd5d262b789	TCGA-MP-A4TI-01A-21R-A24X-07	Primary Tumor	LUAD
5c89af65-a9d5-4e09-8578-9aa6c17092be	TCGA-55-1596-01A-01R-0946-07	Primary Tumor	LUAD
5d304299-6330-4e99-b3c7-64cdc61aed8f	TCGA-44-2666-01A-01R-0946-07	Primary Tumor	LUAD
5d72f8be-aa98-4838-9f7e-4ce79d2a74a4	TCGA-55-6979-11A-01R-1949-07	Solid Tissue Normal	LUAD
5e156abf-0c7e-49ce-85c0-0184555ecc92	TCGA-86-A4P7-01A-11R-A24X-07	Primary Tumor	LUAD
5e2a22d8-049b-4dfe-a801-8d0e26b91ca0	TCGA-38-4630-01A-01R-1206-07	Primary Tumor	LUAD
5e63f693-8f47-4922-b25b-45e77716daab	TCGA-78-7159-01A-11R-2039-07	Primary Tumor	LUAD
5e811694-4d44-40b8-9b95-51d167e9b5a5	TCGA-95-7043-01A-11R-1949-07	Primary Tumor	LUAD
5efa2c2d-30b3-4d66-9601-354711f9fc56	TCGA-44-6147-11A-01R-1858-07	Solid Tissue Normal	LUAD
5f45f96a-7d28-4993-bc2f-1c87b7d2c4db	TCGA-55-7728-01A-11R-2187-07	Primary Tumor	LUAD
5f74ca3d-0a0f-473f-b5a4-55504ae3c4e2	TCGA-62-A46O-01A-11R-A24H-07	Primary Tumor	LUAD
605097c2-684c-45c4-a957-f56b7d2e4e4b	TCGA-44-8119-01A-11R-2241-07	Primary Tumor	LUAD
60e167cc-fc54-4587-947d-0d972ad0cf2e	TCGA-49-4501-01A-01R-1206-07	Primary Tumor	LUAD
61081954-392a-40ce-8092-659b76b097cb	TCGA-55-8512-01A-11R-2403-07	Primary Tumor	LUAD
617447cf-9327-4062-b22c-71a8944c948f	TCGA-86-8359-01A-11R-2326-07	Primary Tumor	LUAD
62c55da6-8041-42c4-bea8-62f24c4537fd	TCGA-05-4390-01A-02R-1755-07	Primary Tumor	LUAD
63721ec4-c3fd-40af-9999-23106ec182cb	TCGA-44-2665-01B-06R-A277-07	Primary Tumor	LUAD
6385b627-53f6-42e6-9a86-2a7895a5b6bf	TCGA-35-4123-01A-01R-1107-07	Primary Tumor	LUAD
63b96c26-3379-4d57-917f-5931f5286c50	TCGA-55-6985-01A-11R-1949-07	Primary Tumor	LUAD
640cb992-2f3d-480b-8676-9661a5fd4503	TCGA-44-8120-01A-11R-2241-07	Primary Tumor	LUAD
642c8ec2-4829-4b2b-af17-a6b52a793e26	TCGA-55-8616-01A-11R-2403-07	Primary Tumor	LUAD
64758b4b-e936-4105-b213-5f66d6d3863d	TCGA-49-AARE-01A-11R-A41B-07	Primary Tumor	LUAD
64bca9ca-9aa0-4a18-ae31-831447738629	TCGA-MP-A4TE-01A-22R-A466-07	Primary Tumor	LUAD
64d84d22-4910-437b-84f0-13b0642b522f	TCGA-50-6595-01A-12R-1858-07	Primary Tumor	LUAD
654534b1-b0b0-44bd-bd24-879f29108ec3	TCGA-86-8668-01A-11R-2403-07	Primary Tumor	LUAD
654d0cf0-d13f-4839-ba58-3a4d388410a1	TCGA-44-A479-01A-31R-A24H-07	Primary Tumor	LUAD
