external_id	tcga_barcode	sample_type	project
0037c575-d78c-4278-8c65-940eefff3a70	TCGA-93-A4JP-01A-11R-A24X-07	Primary Tumor	LUAD
007f0210-24bb-49fa-9308-077009becf3a	TCGA-44-2655-11A-01R-1758-07	Solid Tissue Normal	LUAD
008159f2-5247-479a-8bfe-c394888d0b74	TCGA-55-7910-01A-11R-2170-07	Primary Tumor	LUAD
009c7667-06ce-4c6f-a306-9b4b262712df	TCGA-38-7271-01A-11R-2039-07	Primary Tumor	LUAD
01433209-fec0-4140-b17b-f2b7c6b73b90	TCGA-55-7913-01B-11R-2241-07	Primary Tumor	LUAD
01764082-f31a-4feb-8ea5-493177bef45f	TCGA-86-8278-01A-11R-2287-07	Primary Tumor	LUAD
01c9f351-97fe-4037-a879-9d96a3dd3fbb	TCGA-44-6147-01A-11R-1755-07	Primary Tumor	LUAD
01d60c62-854d-4c5b-b959-be2f1020bc14	TCGA-97-A4M7-01A-11R-A24X-07	Primary Tumor	LUAD
01e61754-ea91-4304-9b7c-9b8d7158ba58	TCGA-49-4506-01A-01R-1206-07	Primary Tumor	LUAD
021a928d-34d1-4212-a63e-a8a55a68c483	TCGA-99-AA5R-01A-11R-A39D-07	Primary Tumor	LUAD
022080f3-6420-46f7-94c8-ae5aa5a936cb	TCGA-95-7944-01A-11R-2187-07	Primary Tumor	LUAD
022bcee2-4794-4d5d-87e5-22cd25fdba98	TCGA-55-A57B-01A-12R-A39D-07	Primary Tumor	LUAD
023b4891-de75-4d0b-b7e1-938e7349d7c7	TCGA-44-3396-01A-01R-1206-07	Primary Tumor	LUAD
02d75fdc-87ae-4726-977b-b4537036b94e	TCGA-95-8494-01A-11R-2326-07	Primary Tumor	LUAD
0473d752-a1f0-4b10-b825-e6e6deadeb17	TCGA-49-6744-11A-01R-1858-07	Solid Tissue Normal	LUAD
0531e3ce-ce85-4c38-a9d0-8ba58c600d62	TCGA-05-4420-01A-01R-1206-07	Primary Tumor	LUAD
05712c99-5210-4ed3-a973-fed6e6297d31	TCGA-55-8620-01A-11R-2403-07	Primary Tumor	LUAD
05c785f0-a525-4522-b495-24004e80b6d0	TCGA-86-8585-01A-11R-2403-07	Primary Tumor	LUAD
05e2e228-c0c5-4d6d-8fe1-da25d78b0ec1	TCGA-91-6848-01A-11R-1949-07	Primary Tumor	LUAD
06491b04-ffa2-49d1-a1ee-4997af641a33	TCGA-78-8660-01A-11R-2403-07	Primary Tumor	LUAD
075ccd50-6508-4d3b-bd1f-f527813b816b	TCGA-69-A59K-01A-11R-A262-07	Primary Tumor	LUAD
07b07991-58cb-42a0-b973-a777063e016a	TCGA-91-6835-11A-01R-1858-07	Solid Tissue Normal	LUAD
07cac329-5245-45c6-84c7-88c6d28a8b7c	TCGA-86-8056-01A-11R-2241-07	Primary Tumor	LUAD
0808d127-77cd-494a-8ce8-560ad05c7a93	TCGA-05-4402-01A-01R-1206-07	Primary Tumor	LUAD
08d83eb6-c83c-409f-869d-da303acca1fb	TCGA-69-8253-01A-11R-2287-07	Primary Tumor	LUAD
09497f23-7bbe-4725-8ce5-b4b03bc86e81	TCGA-55-8208-01A-11R-2241-07	Primary Tumor	LUAD
0a562d9c-52b2-4ce1-8173-4874835682e5	TCGA-86-7954-01A-11R-2187-07	Primary Tumor	LUAD
0a5c84e0-cee9-4406-983b-de5b423fcd06	TCGA-49-6742-11A-01R-1858-07	Solid Tissue Normal	LUAD
0a675fd2-7262-4bca-b087-a394ea17266a	TCGA-91-6829-01A-21R-1858-07	Primary Tumor	LUAD
0b565849-6430-4ea8-826f-92b906494a56	TCGA-93-7347-01A-11R-2187-07	Primary Tumor	LUAD
0c908244-8f83-4ebf-b6a3-d3bdb4e0f50c	TCGA-55-6975-11A-01R-1949-07	Solid Tissue Normal	LUAD
0d7952ce-cd8d-4f6d-8f95-e52815911c46	TCGA-67-3772-01A-01R-0946-07	Primary Tumor	LUAD
0e4250ae-3193-48ee-9494-97d53ffcf701	TCGA-55-1594-01A-01R-0946-07	Primary Tumor	LUAD
0e6aed1d-4de9-4d32-9c6a-c5655b11f99a	TCGA-78-7160-01A-11R-2039-07	Primary Tumor	LUAD
0e737e9f-1045-4b86-a290-ed927d5de7bf	TCGA-69-7765-01A-11R-2170-07	Primary Tumor	LUAD
0e7cc7f7-baa2-4ab8-a4d7-e915e97693aa	TCGA-55-8203-01A-11R-2241-07	Primary Tumor	LUAD
0ea07360-bbbb-4b6b-828e-2fcb0c5d07be	TCGA-44-6148-11A-01R-1858-07	Solid Tissue Normal	LUAD
0ec08423-f96b-4721-a2bf-4593bd5696b1	TCGA-97-7554-01A-11R-2039-07	Primary Tumor	LUAD
0f122de7-7e55-4f4d-acdd-c643974d2ce5	TCGA-69-8453-01A-12R-2326-07	Primary Tumor	LUAD
0fb3e997-4e31-4fa6-9654-11c3c0af8d86	TCGA-49-4512-01A-21R-1858-07	Primary Tumor	LUAD
1002c658-3e4d-4f5a-bcb2-e81193cf209a	TCGA-55-6986-11A-01R-1949-07	Solid Tissue Normal	LUAD
10ee4308-732e-4a38-9f76-e779973316fb	TCGA-95-7947-01A-11R-2187-07	Primary Tumor	LUAD
112132ff-aa09-4f39-9804-4a4939fda22b	TCGA-97-8176-01A-11R-2403-07	Primary Tumor	LUAD
12a4b325-885c-40bb-86de-be1fdfe4521b	TCGA-69-7763-01A-11R-2170-07	Primary Tumor	LUAD
13b6ec67-520b-479c-b0cd-ab0343243c97	TCGA-73-7499-01A-11R-2187-07	Primary Tumor	LUAD
13e15398-82cb-4a44-afa5-307dd0838564	TCGA-44-2661-01A-01R-1107-07	Primary Tumor	LUAD
14f4df36-ccb5-41e5-8253-83b811faea2a	TCGA-J2-8192-01A-11R-2241-07	Primary Tumor	LUAD
15902fd0-da38-42b5-923d-45b6727517c8	TCGA-55-6979-01A-11R-1949-07	Primary Tumor	LUAD
16227cc4-54b7-4ef1-a12d-ce43b15fd501	TCGA-44-6775-01A-11R-1858-07	Primary Tumor	LUAD
164cc1e7-a8d2-4588-9c43-fa7fe667929d	TCGA-64-1679-01A-21R-2066-07	Primary Tumor	LUAD
167774a9-0df2-44ba-ab5a-8afcb2a1b017	TCGA-86-8673-01A-11R-2403-07	Primary Tumor	LUAD
16e697aa-92ce-4af9-96c6-4861db51c2d4	TCGA-91-6836-11A-01R-1858-07	Solid Tissue Normal	LUAD
17bbbb9a-78e7-4e82-af07-7085c18cd658	TCGA-78-7155-01A-11R-2039-07	Primary Tumor	LUAD
18c144e1-0089-4104-88e7-f666ce19ea13	TCGA-50-8460-01A-11R-2326-07	Primary Tumor	LUAD
195a6df6-437d-4964-8872-c44f13e2ca4c	TCGA-44-3918-01A-01R-1107-07	Primary Tumor	LUAD
1a5663fb-1d6a-466b-9e9b-935ad1262408	TCGA-50-5066-01A-01R-1628-07	Primary Tumor	LUAD
1ac2cf9d-3ff7-46a8-bdf6-2eebb9aa2eb3	TCGA-05-4389-01A-01R-1206-07	Primary Tumor	LUAD
1ae6ea95-c3d9-45f9-ab6e-38477a0b7d66	TCGA-50-5930-01A-11R-1755-07	Primary Tumor	LUAD
