cohort_id	source	organism	material	n_nominated	n_runs_lung_rnaseq	single_cell_frac	median_spots	study_title	url	selected_runs
SRP158730	sra	human	tissue	25	25	0.0	18057120	Separation of breast cancer and organ microenvironment transcriptomes in metastases	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/30/SRP158730/sra.gene_sums.SRP158730.G026.gz	SRR7741664,SRR7741665,SRR7741666,SRR7741675,SRR7741676,SRR7741677,SRR7741678,SRR7741679,SRR7741680,SRR7741696,SRR7741697,SRR7741698,SRR7741719,SRR7741761,SRR7741762,SRR7741763,SRR7741764,SRR7741771,SRR7741772,SRR7741787,SRR7741788,SRR7741789,SRR7741790,SRR7741791,SRR7741792
SRP159841	sra	human	tissue	13	13	0.0	38921222	RNA sequencing of Asthmatic Human Airway Smooth Muscle Cells II	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/41/SRP159841/sra.gene_sums.SRP159841.G026.gz	SRR7792596,SRR7792597,SRR7792598,SRR7792599,SRR7792600,SRR7792601,SRR7792602,SRR7792603,SRR7792604,SRR7792605,SRR7792606,SRR7792607,SRR7792608
SRP165739	sra	human	culture_or_organoid	18	18	0.0	19244185	Transciptomic profiling of human fetal lung samples	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/39/SRP165739/sra.gene_sums.SRP165739.G026.gz	SRR8055292,SRR8055293,SRR8055295,SRR8055296,SRR8055297,SRR8055298,SRR8055299,SRR8055300,SRR8055301,SRR8055302,SRR8055303,SRR8055304,SRR8055305,SRR8055306,SRR8055307,SRR8055308,SRR8055309,SRR8055311
SRP167270	sra	human	culture_or_organoid	12	12	0.0	29175175	Genome-wide expression analysis of EPCAM+ epithelial cells from 3-dimensional lung organoids harboring Hermansky-Pudlak Syndrome-associated mutations	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/70/SRP167270/sra.gene_sums.SRP167270.G026.gz	SRR8137602,SRR8137603,SRR8137604,SRR8137605,SRR8137606,SRR8137607,SRR8137608,SRR8137609,SRR8137610,SRR8137611,SRR8137612,SRR8137613
SRP169582	sra	human	tissue	65	66	0.0	4610414	Genome-wide co-localization of RNA-DNA interactions and fusion RNA pairs (RNAseq)	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/82/SRP169582/sra.gene_sums.SRP169582.G026.gz	SRR8206681,SRR8206682,SRR8206683,SRR8206684,SRR8206685,SRR8206686,SRR8206687,SRR8206688,SRR8206689,SRR8206691,SRR8206692,SRR8206693,SRR8206694,SRR8206696,SRR8206697,SRR8206698,SRR8206699,SRR8206700,SRR8206701,SRR8206702,SRR8206703,SRR8206704,SRR8206705,SRR8206706,SRR8206707,SRR8206708,SRR8206709,SRR8206710,SRR8206711,SRR8206712,SRR8206713,SRR8206714,SRR8206715,SRR8206717,SRR8206718,SRR8206719,SRR8206720,SRR8206721,SRR8206722,SRR8206723,SRR8206724,SRR8206725,SRR8206726,SRR8206727,SRR8206728,SRR8206729,SRR8206730,SRR8206731,SRR8206732,SRR8206733,SRR8206735,SRR8206736,SRR8206737,SRR8206738,SRR8206739,SRR8206740,SRR8206741,SRR8206742,SRR8206743,SRR8206744,SRR8206745,SRR8206746,SRR8206747,SRR8206748,SRR8206749,SRR8206750
SRP171611	sra	human	cell_line	42	42	0.0	22302561	Discovery and Characterization of Small Molecule Inhibitors of SWI/SNF ATPase Activity in BRG1/SMARCA4-Deficient Non-Small Cell Lung Cancers	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/11/SRP171611/sra.gene_sums.SRP171611.G026.gz	SRR8267291,SRR8267292,SRR8267293,SRR8267294,SRR8267295,SRR8267296,SRR8267297,SRR8267298,SRR8267299,SRR8267300,SRR8267301,SRR8267302,SRR8267303,SRR8267304,SRR8267305,SRR8267306,SRR8267307,SRR8267308,SRR8267309,SRR8267318,SRR8267322,SRR8267329,SRR8267330,SRR8267331,SRR8267332,SRR8267334,SRR8267335,SRR8267336,SRR8267337,SRR8267338,SRR8267339,SRR8267340,SRR8267341,SRR8267342,SRR8267343,SRR8267344,SRR8267345,SRR8267346,SRR8267347,SRR8267348,SRR8267349,SRR8267350
SRP173279	sra	human	cell_line	24	24	0.0	28106359	BRCA2 abrogation triggers innate immune responses potentiated by treatment with PARP inhibitors	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/79/SRP173279/sra.gene_sums.SRP173279.G026.gz	SRR8311471,SRR8311472,SRR8311473,SRR8311474,SRR8311475,SRR8311476,SRR8311477,SRR8311478,SRR8311479,SRR8311480,SRR8311481,SRR8311482,SRR8311483,SRR8311484,SRR8311485,SRR8311486,SRR8311487,SRR8311488,SRR8311489,SRR8311490,SRR8311491,SRR8311492,SRR8311493,SRR8311494
SRP175171	sra	human	tissue	18	18	0.0	26024085	RNA sequencing results of L1-FGGY+/- lung squamous cell carcinoma tumor samples	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/71/SRP175171/sra.gene_sums.SRP175171.G026.gz	SRR8392881,SRR8392882,SRR8392883,SRR8392884,SRR8392885,SRR8392886,SRR8392887,SRR8392888,SRR8392889,SRR8392891,SRR8392892,SRR8392893,SRR8392894,SRR8392895,SRR8392896,SRR8392897,SRR8392898,SRR8392899
SRP180324	sra	human	cell_line	24	24	0.0	55675687	Time course of TGFbeta induced epithelial mesenchymal transition (EMT) in H358 NSCLC cells.	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/24/SRP180324/sra.gene_sums.SRP180324.G026.gz	SRR8457128,SRR8457129,SRR8457130,SRR8457131,SRR8457132,SRR8457133,SRR8457134,SRR8457135,SRR8457136,SRR8457137,SRR8457138,SRR8457139,SRR8457140,SRR8457141,SRR8457142,SRR8457143,SRR8457144,SRR8457145,SRR8457146,SRR8457147,SRR8457148,SRR8457149,SRR8457150,SRR8457151
SRP186687	sra	human	cell_line	193	193	0.0	91310022	Cancer Cell Line Encyclopedia (CCLE)	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/87/SRP186687/sra.gene_sums.SRP186687.G026.gz	SRR8615245,SRR8615252,SRR8615253,SRR8615255,SRR8615256,SRR8615257,SRR8615258,SRR8615260,SRR8615261,SRR8615269,SRR8615283,SRR8615284,SRR8615286,SRR8615301,SRR8615329,SRR8615331,SRR8615341,SRR8615394,SRR8615395,SRR8615401,SRR8615402,SRR8615407,SRR8615422,SRR8615423,SRR8615425,SRR8615426,SRR8615427,SRR8615428,SRR8615429,SRR8615453,SRR8615454,SRR8615455,SRR8615456,SRR8615457,SRR8615460,SRR8615461,SRR8615465,SRR8615529,SRR8615530,SRR8615531,SRR8615533,SRR8615534,SRR8615535,SRR8615536,SRR8615537,SRR8615538,SRR8615539,SRR8615542,SRR8615550,SRR8615561,SRR8615589,SRR8615590,SRR8615591,SRR8615598,SRR8615599,SRR8615600,SRR8615601,SRR8615602,SRR8615603,SRR8615604,SRR8615605,SRR8615606,SRR8615607,SRR8615608,SRR8615609,SRR8615610,SRR8615611,SRR8615612,SRR8615613,SRR8615614,SRR8615615,SRR8615616,SRR8615634,SRR8615636,SRR8615640,SRR8615674,SRR8615698,SRR8615709,SRR8615718,SRR8615719,SRR8615722,SRR8615764,SRR8615771,SRR8615782,SRR8615793,SRR8615794,SRR8615796,SRR8615797,SRR8615798,SRR8615799,SRR8615800,SRR8615802,SRR8615804,SRR8615805,SRR8615806,SRR8615807,SRR8615808,SRR8615810,SRR8615811,SRR8615813,SRR8615814,SRR8615815,SRR8615818,SRR8615820,SRR8615823,SRR8615840,SRR8615848,SRR8615853,SRR8615857,SRR8615893,SRR8615897,SRR8615898,SRR8615899,SRR8615900,SRR8615901,SRR8615904,SRR8615905,SRR8615944,SRR8615945,SRR8615946,SRR8615954,SRR8615963,SRR8615975,SRR8615976,SRR8615977,SRR8615978,SRR8615979,SRR8615980,SRR8615981,SRR8615982,SRR8615983,SRR8615984,SRR8615985,SRR8615986,SRR8615987,SRR8615988,SRR8615989,SRR8615990,SRR8615993,SRR8615994,SRR8615996,SRR8615997,SRR8615998,SRR8615999,SRR8616000,SRR8616002,SRR8616003,SRR8616004,SRR8616005,SRR8616014,SRR8616017,SRR8616050,SRR8616057,SRR8616062,SRR8616079,SRR8616088,SRR8616096,SRR8616102,SRR8616103,SRR8616104,SRR8616105,SRR8616106,SRR8616107,SRR8616108,SRR8616109,SRR8616110,SRR8616111,SRR8616112,SRR8616113,SRR8616114,SRR8616115,SRR8616136,SRR8616152,SRR8616156,SRR8616158,SRR8616160,SRR8616161,SRR8616162,SRR8616163,SRR8616176,SRR8616178,SRR8616182,SRR8616184,SRR8616187,SRR8616188,SRR8616189,SRR8616190,SRR8616191,SRR8616192,SRR8616204,SRR8616205,SRR8616206,SRR8616217
SRP186726	sra	human	cell_line	56	56	0.0	17569137	Effect of Salmeterol and Roflumilast N-oxide (RNO) alone and in combination on gene expression changes in BEAS-2B human airway epithelial cell line	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/26/SRP186726/sra.gene_sums.SRP186726.G026.gz	SRR8616982,SRR8616983,SRR8616984,SRR8616985,SRR8616986,SRR8616987,SRR8616988,SRR8616989,SRR8616990,SRR8616991,SRR8616992,SRR8616993,SRR8616994,SRR8616995,SRR8616996,SRR8616997,SRR8616998,SRR8616999,SRR8617000,SRR8617001,SRR8617002,SRR8617003,SRR8617004,SRR8617005,SRR8617006,SRR8617007,SRR8617008,SRR8617009,SRR8617010,SRR8617011,SRR8617012,SRR8617013,SRR8617014,SRR8617015,SRR8617016,SRR8617017,SRR8617018,SRR8617019,SRR8617020,SRR8617021,SRR8617022,SRR8617023,SRR8617024,SRR8617025,SRR8617026,SRR8617027,SRR8617028,SRR8617029,SRR8617030,SRR8617031,SRR8617032,SRR8617033,SRR8617034,SRR8617035,SRR8617036,SRR8617037
SRP193382	sra	human	tissue	12	12	0.0	26717751	Patient-derived xenograft models of non-small cell lung cancer for evaluating targeted drug sensitivity and resistance	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/82/SRP193382/sra.gene_sums.SRP193382.G026.gz	SRR8943414,SRR8943415,SRR8943416,SRR8943417,SRR8943418,SRR8943419,SRR8943420,SRR8943421,SRR8943422,SRR8943423,SRR8943424,SRR8943425
SRP197580	sra	human	tissue	24	24	0.0	19101110	Group 3 innate lymphoid cells mediate early protective immunity against Mycobacterium tuberculosis	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/80/SRP197580/sra.gene_sums.SRP197580.G026.gz	SRR9041063,SRR9041064,SRR9041065,SRR9041066,SRR9041067,SRR9041068,SRR9041069,SRR9041070,SRR9041071,SRR9041072,SRR9041073,SRR9041074,SRR9041075,SRR9041076,SRR9041077,SRR9041078,SRR9041079,SRR9041080,SRR9041081,SRR9041082,SRR9041083,SRR9041084,SRR9041085,SRR9041086
SRP212858	sra	human	tissue	18	18	0.0	14751357	Human pulmonary artery endothelial cells  (hPAECs) with downregulated BMPR2 signaling demonstrate a unique gene expression signature after exposure to overexpression of AdAlox5	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/58/SRP212858/sra.gene_sums.SRP212858.G026.gz	SRR9639732,SRR9639733,SRR9639734,SRR9639735,SRR9639736,SRR9639737,SRR9639738,SRR9639739,SRR9639740,SRR9639741,SRR9639742,SRR9639743,SRR9639744,SRR9639745,SRR9639746,SRR9639747,SRR9639748,SRR9639749
SRP221385	sra	human	tissue	19	19	0.0	37974886	RNA sequencing in comparison to immunohistochemistry for measuring cancer biomarkers in breast cancer and lung cancer specimens	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/85/SRP221385/sra.gene_sums.SRP221385.G026.gz	SRR10099766,SRR10099767,SRR10099768,SRR10099769,SRR10099770,SRR10099771,SRR10099772,SRR10099773,SRR10099775,SRR10099776,SRR10099777,SRR10099778,SRR10099779,SRR10099780,SRR10099781,SRR10099782,SRR10099783,SRR10099784,SRR10099786
SRP223534	sra	human	tissue	29	29	0.0	30237673	Genomic analysis of human tumors	https://recount-opendata.s3.amazonaws.com/recount3/release/human/data_sources/sra/gene_sums/34/SRP223534/sra.gene_sums.SRP223534.G026.gz	SRR10197252,SRR10197253,SRR10197254,SRR10197255,SRR10197256,SRR10197257,SRR10197258,SRR10197259,SRR10197261,SRR10197262,SRR10197263,SRR10197264,SRR10197265,SRR10197266,SRR10197267,SRR10197268,SRR10197269,SRR10197270,SRR10197272,SRR10197273,SRR10197274,SRR10197275,SRR10197276,SRR10197277,SRR10197278,SRR10197279,SRR10197280,SRR10197281,SRR10197283
DRP003641	sra	mouse	tissue	12	12	0.0	29180315	p53 mouse multi-tissue transcriptome analysis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/41/DRP003641/sra.gene_sums.DRP003641.M023.gz	DRR091580,DRR091581,DRR091585,DRR091588,DRR091589,DRR091590,DRR091591,DRR091582,DRR091583,DRR091584,DRR091586,DRR091587
DRP004432	sra	mouse	tissue	12	12	0.0	13296826	mRNA-seq project of pulmonary phagocytes isolated from flu-infected, phagocyte-specific NRY1R knockout mice	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/32/DRP004432/sra.gene_sums.DRP004432.M023.gz	DRR148601,DRR148602,DRR148603,DRR148604,DRR148605,DRR148606,DRR148607,DRR148608,DRR148609,DRR148610,DRR148611,DRR148612
DRP004472	sra	mouse	tissue	24	24	0.0	47320340	Effects of the ANP signaling in the lung of tumor-bearing mice	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/72/DRP004472/sra.gene_sums.DRP004472.M023.gz	DRR075373,DRR075374,DRR075375,DRR075376,DRR075377,DRR075378,DRR075379,DRR075380,DRR075381,DRR075382,DRR075383,DRR075384,DRR075385,DRR075386,DRR075387,DRR075388,DRR075389,DRR075390,DRR075391,DRR075392,DRR075393,DRR075394,DRR075395,DRR075396
DRP005354	sra	mouse	tissue	37	37	0.0	16761122	RNAseq analysis of PL/J, MRL/MpJ and FVB/NJ using murine lung	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/54/DRP005354/sra.gene_sums.DRP005354.M023.gz	DRR100337,DRR100338,DRR100339,DRR100340,DRR100341,DRR100342,DRR100343,DRR100344,DRR100345,DRR100346,DRR100347,DRR100348,DRR100349,DRR100350,DRR100351,DRR100352,DRR100353,DRR100354,DRR100355,DRR100356,DRR100357,DRR100358,DRR100359,DRR100360,DRR100361,DRR100362,DRR100363,DRR100364,DRR100365,DRR100366,DRR100367,DRR100368,DRR100369,DRR100370,DRR100371,DRR100372,DRR100373
ERP004119	sra	mouse	tissue	60	60	0.0	6428630	H2-ab1 Mouse Parent of Origin	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/19/ERP004119/sra.gene_sums.ERP004119.M023.gz	ERR357132,ERR357133,ERR357134,ERR357135,ERR357136,ERR357137,ERR357138,ERR357139,ERR357140,ERR357141,ERR357143,ERR357144,ERR357145,ERR357146,ERR357148,ERR357150,ERR357151,ERR357152,ERR357153,ERR357154,ERR357155,ERR357131,ERR357142,ERR357147,ERR357149,ERR357156,ERR357157,ERR357158,ERR357159,ERR357160,ERR357161,ERR357162,ERR357163,ERR357164,ERR357165,ERR357166,ERR357167,ERR357168,ERR357171,ERR357172,ERR357173,ERR357174,ERR357175,ERR357176,ERR357177,ERR357178,ERR357179,ERR357189,ERR357190,ERR357169,ERR357170,ERR357180,ERR357181,ERR357182,ERR357183,ERR357184,ERR357185,ERR357186,ERR357187,ERR357188
ERP005660	sra	mouse	tissue	340	340	0.0	2808232	Pulmonary_melanoma_metastasis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/60/ERP005660/sra.gene_sums.ERP005660.M023.gz	ERR583000,ERR583001,ERR648312,ERR648318,ERR648319,ERR648336,ERR648337,ERR648338,ERR648351,ERR648352,ERR648371,ERR648372,ERR648383,ERR648384,ERR648389,ERR648390,ERR648477,ERR648478,ERR648483,ERR648489,ERR648490,ERR648503,ERR648504,ERR648505,ERR648510,ERR648511,ERR648512,ERR648517,ERR648518,ERR648519,ERR648577,ERR648578,ERR648669,ERR648671,ERR648676,ERR648677,ERR648678,ERR648683,ERR648684,ERR648689,ERR648690,ERR648707,ERR648708,ERR648709,ERR648715,ERR648716,ERR648717,ERR648722,ERR582954,ERR582955,ERR582961,ERR582962,ERR582968,ERR582969,ERR582970,ERR582975,ERR582976,ERR582977,ERR648283,ERR648284,ERR648285,ERR648291,ERR648292,ERR648293,ERR648298,ERR648299,ERR648300,ERR648305,ERR648306,ERR648307,ERR648313,ERR648324,ERR648325,ERR648330,ERR648344,ERR648345,ERR648346,ERR648353,ERR648358,ERR648359,ERR648360,ERR648365,ERR648366,ERR648377,ERR648378,ERR648391,ERR648397,ERR648398,ERR648399,ERR648406,ERR648411,ERR648412,ERR648413,ERR648418,ERR648419,ERR648424,ERR648425,ERR648430,ERR648431,ERR648436,ERR648437,ERR648442,ERR648471,ERR648472,ERR648484,ERR648495,ERR648496,ERR648524,ERR648525,ERR656528,ERR648530,ERR648531,ERR648536,ERR648537,ERR656541,ERR648542,ERR648556,ERR648557,ERR648558,ERR656561,ERR656562,ERR648563,ERR648564,ERR648565,ERR656567,ERR648571,ERR648572,ERR656573,ERR656574,ERR656579,ERR656580,ERR656581,ERR648583,ERR648584,ERR656588,ERR648589,ERR656589,ERR648590,ERR648595,ERR648596,ERR648610,ERR656615,ERR648616,ERR648617,ERR648618,ERR656620,ERR648623,ERR648624,ERR648625,ERR656626,ERR656627,ERR648648,ERR648654,ERR656654,ERR656661,ERR648662,ERR656662,ERR648663,ERR648664,ERR656667,ERR656668,ERR648670,ERR656673,ERR656674,ERR656679,ERR656680,ERR656685,ERR656686,ERR656687,ERR656693,ERR656694,ERR648695,ERR656695,ERR648696,ERR656700,ERR648701,ERR656701,ERR648702,ERR656702,ERR656707,ERR656708,ERR656709,ERR656714,ERR656715,ERR656720,ERR656721,ERR648723,ERR648724,ERR656726,ERR648729,ERR648730,ERR656762,ERR656767,ERR656768,ERR656773,ERR656774,ERR656779,ERR656785,ERR656786,ERR656799,ERR656800,ERR656801,ERR656806,ERR656807,ERR656808,ERR656813,ERR656814,ERR656815,ERR656832,ERR656833,ERR656838,ERR656839,ERR656844,ERR656845,ERR656846,ERR656859,ERR656860,ERR656861,ERR656866,ERR656867,ERR656868,ERR656873,ERR656874,ERR656879,ERR656880,ERR582953,ERR582963,ERR582982,ERR582983,ERR582988,ERR582989,ERR582994,ERR582995,ERR648331,ERR648404,ERR648405,ERR648443,ERR648444,ERR648450,ERR648451,ERR648452,ERR648457,ERR648458,ERR648459,ERR648464,ERR648465,ERR648466,ERR648497,ERR656526,ERR656527,ERR656534,ERR656535,ERR656536,ERR656542,ERR648543,ERR656543,ERR648548,ERR656548,ERR648549,ERR656549,ERR648550,ERR656550,ERR656555,ERR656556,ERR656568,ERR648570,ERR656587,ERR656594,ERR656595,ERR656596,ERR648601,ERR656601,ERR648602,ERR656602,ERR648603,ERR656603,ERR656608,ERR648609,ERR656609,ERR648611,ERR656614,ERR656621,ERR648630,ERR648631,ERR656632,ERR656633,ERR656634,ERR648636,ERR648637,ERR656640,ERR656641,ERR648642,ERR656642,ERR648643,ERR656647,ERR656648,ERR648649,ERR656649,ERR648655,ERR656655,ERR648656,ERR656656,ERR656727,ERR648731,ERR656732,ERR656733,ERR648736,ERR648737,ERR656738,ERR656739,ERR656740,ERR648742,ERR648743,ERR656746,ERR656747,ERR648748,ERR656748,ERR648749,ERR656753,ERR648754,ERR656754,ERR648755,ERR656755,ERR656760,ERR656761,ERR656780,ERR656791,ERR656792,ERR656793,ERR656820,ERR656821,ERR656826,ERR656827,ERR656852,ERR656853,ERR656854,ERR656885,ERR656886,ERR656891,ERR656892
ERP005901	sra	mouse	tissue	13	13	0.0	25657538	RNA-Seq of murine total lung RNA samples after AAV6.2-mediated Il13 overexpression	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/01/ERP005901/sra.gene_sums.ERP005901.M023.gz	ERR514724,ERR514725,ERR514726,ERR514727,ERR514728,ERR514729,ERR514730,ERR514731,ERR514732,ERR514733,ERR514734,ERR514735,ERR514736
ERP012876	sra	mouse	tissue	35	35	0.0	62729961	Whole transcriptome profiling of 79 patient derived xenograft (PDX) models	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/76/ERP012876/sra.gene_sums.ERP012876.M023.gz	ERR1084772,ERR1084776,ERR1084777,ERR1084778,ERR1084779,ERR1084780,ERR1084784,ERR1084785,ERR1084786,ERR1084787,ERR1084788,ERR1084789,ERR1084791,ERR1084792,ERR1084793,ERR1084794,ERR1084795,ERR1084796,ERR1084797,ERR1084815,ERR1084816,ERR1084817,ERR1084818,ERR1084820,ERR1084821,ERR1084822,ERR1084832,ERR1084833,ERR1084835,ERR1084836,ERR1084837,ERR1084838,ERR1084843,ERR1084790,ERR1084831
ERP013119	sra	mouse	tissue	15	15	0.0	34172181	RNAseq of coding RNA in the liver, spleen, kidney, abdominal muscle and gonadal adipose tissue of knock out mice and wild type controls as part of the KOMP2 project.	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/19/ERP013119/sra.gene_sums.ERP013119.M023.gz	ERR1121470,ERR1121471,ERR1121472,ERR1121534,ERR1121535,ERR1121536,ERR1121537,ERR1121538,ERR1121539,ERR1121540,ERR1121541,ERR1121542,ERR1121543,ERR1121544,ERR1121545
ERP013320	sra	mouse	tissue	18	18	0.0	13571795	Tissue transcriptomes of three populations of the western european house mouse (Mus musculus domesticus)	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/20/ERP013320/sra.gene_sums.ERP013320.M023.gz	ERR1146843,ERR1146844,ERR1146845,ERR1146846,ERR1146847,ERR1146848,ERR1146849,ERR1146850,ERR1146922,ERR1146923,ERR1146924,ERR1146925,ERR1146822,ERR1146823,ERR1146825,ERR1146826,ERR1146827,ERR1146828
ERP020504	sra	mouse	tissue	47	47	0.0	17572136	RNA-seq of whole lungs from Irgm1-/- and wildtype littermates mice that were either uninfected or infected with influenza for 3, 6, or 10 days	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/04/ERP020504/sra.gene_sums.ERP020504.M023.gz	ERR1753606,ERR1753607,ERR1753610,ERR1753612,ERR1753614,ERR1753615,ERR1753616,ERR1753618,ERR1753620,ERR1753622,ERR1753623,ERR1753624,ERR1753625,ERR1753626,ERR1753627,ERR1753628,ERR1753629,ERR1753630,ERR1753631,ERR1753633,ERR1753634,ERR1753635,ERR1753636,ERR1753637,ERR1753638,ERR1753639,ERR1753640,ERR1753642,ERR1753643,ERR1753644,ERR1753645,ERR1753646,ERR1753647,ERR1753648,ERR1753649,ERR1753650,ERR1753651,ERR1753604,ERR1753605,ERR1753608,ERR1753609,ERR1753611,ERR1753613,ERR1753617,ERR1753619,ERR1753621,ERR1753632
ERP020735	sra	mouse	tissue	16	16	0.0	11523603	RNA-seq of Lewis lung carcinoma tumors in mice with or without exercise	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/35/ERP020735/sra.gene_sums.ERP020735.M023.gz	ERR1773715,ERR1773716,ERR1773717,ERR1773718,ERR1773719,ERR1773720,ERR1773721,ERR1773722,ERR1773723,ERR1773724,ERR1773725,ERR1773726,ERR1773727,ERR1773728,ERR1773729,ERR1773730
ERP021444	sra	mouse	tissue	15	15	0.0	31228821	RNA sequencing of CD45-negative cells isolated from CNS and lung of  GM-CSFind x CD4-CreERT2 and control mice	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/44/ERP021444/sra.gene_sums.ERP021444.M023.gz	ERR1829923,ERR1829924,ERR1829925,ERR1829926,ERR1829927,ERR1829928,ERR1829929,ERR1829930,ERR1829931,ERR1829932,ERR1829933,ERR1829934,ERR1829935,ERR1829936,ERR1829937
ERP024489	sra	mouse	tissue	24	24	0.0	14872588	RNA-seq of muscle in mice with Lewis lung carcinoma with or without access to physical activity	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/89/ERP024489/sra.gene_sums.ERP024489.M023.gz	ERR2094841,ERR2094843,ERR2094844,ERR2094845,ERR2094846,ERR2094847,ERR2094848,ERR2094849,ERR2094850,ERR2094851,ERR2094852,ERR2094853,ERR2094854,ERR2094855,ERR2094856,ERR2094857,ERR2094858,ERR2094859,ERR2094860,ERR2094861,ERR2094862,ERR2094863,ERR2094864,ERR2094842
ERP109964	sra	mouse	tissue	32	32	0.0	20962301	RNA-seq study on time of day specific Glucocorticoid action in mouse liver and lung tissues	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/64/ERP109964/sra.gene_sums.ERP109964.M023.gz	ERR2705016,ERR2705017,ERR2705018,ERR2705019,ERR2705020,ERR2705021,ERR2705022,ERR2705023,ERR2705024,ERR2705025,ERR2705026,ERR2705027,ERR2705028,ERR2705029,ERR2705030,ERR2705031,ERR2705032,ERR2705033,ERR2705034,ERR2705035,ERR2705036,ERR2705037,ERR2705038,ERR2705039,ERR2705040,ERR2705041,ERR2705042,ERR2705043,ERR2705044,ERR2705045,ERR2705046,ERR2705015
SRP012018	sra	mouse	tissue	20	20	0.0	24131781	Integrative deep sequencing of the mouse lung transcriptome reveals differential expression of diverse classes of small RNAs in response to respiratory virus infection.	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/18/SRP012018/sra.gene_sums.SRP012018.M023.gz	SRR452393,SRR452392,SRR452394,SRR452395,SRR452396,SRR452397,SRR452398,SRR452399,SRR452400,SRR452401,SRR452402,SRR452403,SRR452404,SRR452405,SRR452406,SRR452407,SRR452408,SRR452409,SRR452410,SRR452411
SRP013027	sra	mouse	tissue	22	22	0.0	28426757	GSE37909: RNA-seq from ENCODE/Caltech (Mouse)	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/27/SRP013027/sra.gene_sums.SRP013027.M023.gz	SRR3192348,SRR3192349,SRR3192350,SRR3192351,SRR3192653,SRR3192654,SRR3192655,SRR3192656,SRR3191804,SRR3191806,SRR3191807,SRR3191992,SRR3191993,SRR5171030,SRR5171031,SRR5171113,SRR5171114,SRR3191805,SRR5047937,SRR5047938,SRR5047939,SRR5047940
SRP018865	sra	mouse	tissue	16	16	0.0	20725632	Gaucher Disease: Transcriptome Analyses Using Microarray or mRNA Sequencing in a Mouse Model Treated with velaglucerase alfa or imiglucerase [RNA-Seq]	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/65/SRP018865/sra.gene_sums.SRP018865.M023.gz	SRR765762,SRR765763,SRR765764,SRR765765,SRR765766,SRR765767,SRR765768,SRR765769,SRR765770,SRR765771,SRR765772,SRR765773,SRR765774,SRR765775,SRR765776,SRR765777
SRP028161	sra	mouse	tissue	16	16	0.0	25453111	Murine Schistosoma-Induced Pulmonary Hypertension: RNA-seq Data	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/61/SRP028161/sra.gene_sums.SRP028161.M023.gz	SRR942324,SRR942325,SRR942326,SRR942327,SRR942328,SRR942329,SRR942330,SRR942331,SRR942332,SRR942333,SRR942334,SRR942335,SRR942336,SRR942337,SRR942338,SRR942339
