project	organism	n_runs_total	n_runs_lung_selected	n_runs_lung_rnaseq	selection_basis	lung_run_frac	study_level_lung	n_tissue	n_cell_line	n_culture_organoid	n_sorted_or_fluid	single_cell_frac	median_spots	study_title	selected_runs
SRP094486	human	478	478	478	study_level	0.0	True	478	0	0	0	1.0	1725665	Single cell analysis of SFTPC+ cells and CPM-high progenitor cells derived from human induced pluripotent stem cells (hiPSCs)	SRR5071191,SRR5071192,SRR5071193,SRR5071194,SRR5071195,SRR5071196,SRR5071197,SRR5071198,SRR5071199,SRR5071200,SRR5071201,SRR5071202,SRR5071203,SRR5071204,SRR5071205,SRR5071206,SRR5071207,SRR5071208,SRR5071209,SRR5071210,SRR5071211,SRR5071212,SRR5071213,SRR5071214,SRR5071215,SRR5071216,SRR5071217,SRR5071218,SRR5071219,SRR5071220,SRR5071221,SRR5071222,SRR5071223,SRR5071224,SRR5071225,SRR5071226,SRR5071227,SRR5071228,SRR5071229,SRR5071230,SRR5071231,SRR5071232,SRR5071233,SRR5071234,SRR5071235,SRR5071236,SRR5071237,SRR5071238,SRR5071239,SRR5071240,SRR5071241,SRR5071242,SRR5071243,SRR5071244,SRR5071245,SRR5071246,SRR5071247,SRR5071248,SRR5071249,SRR5071250,SRR5071251,SRR5071252,SRR5071253,SRR5071254,SRR5071255,SRR5071256,SRR5071257,SRR5071258,SRR5071259,SRR5071260,SRR5071261,SRR5071262,SRR5071263,SRR5071264,SRR5071265,SRR5071266,SRR5071267,SRR5071268,SRR5071269,SRR5071270,SRR5071271,SRR5071272,SRR5071273,SRR5071274,SRR5071275,SRR5071276,SRR5071277,SRR5071278,SRR5071279,SRR5071280,SRR5071281,SRR5071282,SRR5071283,SRR5071284,SRR5071285,SRR5071286,SRR5071287,SRR5071288,SRR5071289,SRR5071290,SRR5071291,SRR5071292,SRR5071293,SRR5071294,SRR5071295,SRR5071296,SRR5071297,SRR5071298,SRR5071299,SRR5071300,SRR5071301,SRR5071302,SRR5071303,SRR5071304,SRR5071305,SRR5071306,SRR5071307,SRR5071308,SRR5071309,SRR5071310,SRR5071311,SRR5071312,SRR5071313,SRR5071314,SRR5071315,SRR5071316,SRR5071317,SRR5071318,SRR5071319,SRR5071320,SRR5071321,SRR5071322,SRR5071323,SRR5071324,SRR5071325,SRR5071326,SRR5071327,SRR5071328,SRR5071329,SRR5071330,SRR5071331,SRR5071332,SRR5071333,SRR5071334,SRR5071335,SRR5071336,SRR5071337,SRR5071338,SRR5071339,SRR5071340,SRR5071341,SRR5071342,SRR5071343,SRR5071344,SRR5644906,SRR5644907,SRR5644908,SRR5644909,SRR5644910,SRR5644911,SRR5644912,SRR5644913,SRR5644914,SRR5644915,SRR5644916,SRR5644917,SRR5644918,SRR5644919,SRR5644920,SRR5644921,SRR5644922,SRR5644923,SRR5644924,SRR5644925,SRR5644926,SRR5644927,SRR5644928,SRR5644929,SRR5644930,SRR5644931,SRR5644932,SRR5644933,SRR5644934,SRR5644935,SRR5644936,SRR5644937,SRR5644938,SRR5644939,SRR5644940,SRR5644941,SRR5644942,SRR5644943,SRR5644944,SRR5644945,SRR5644946,SRR5644947,SRR5644948,SRR5644949,SRR5644950,SRR5644951,SRR5644952,SRR5644953,SRR5644954,SRR5644955,SRR5644956,SRR5644957,SRR5644958,SRR5644959,SRR5644960,SRR5644961,SRR5644962,SRR5644963,SRR5644964,SRR5644965,SRR5644966,SRR5644967,SRR5644968,SRR5644969,SRR5644970,SRR5644971,SRR5644972,SRR5644973,SRR5644974,SRR5644975,SRR5644976,SRR5644977,SRR5644978,SRR5644979,SRR5644980,SRR5644981,SRR5644982,SRR5644983,SRR5644984,SRR5644985,SRR5644986,SRR5644987,SRR5644988,SRR5644989,SRR5644990,SRR5644991,SRR5644992,SRR5644994,SRR5644995,SRR5644996,SRR5644997,SRR5644998,SRR5644999,SRR5645000,SRR5645001,SRR5645002,SRR5645003,SRR5645004,SRR5645005,SRR5645006,SRR5645007,SRR5645008,SRR5645009,SRR5645010,SRR5645011,SRR5645012,SRR5645013,SRR5645014,SRR5645015,SRR5645016,SRR5645017,SRR5645018,SRR5645019,SRR5645020,SRR5645021,SRR5645022,SRR5645023,SRR5645024,SRR5645025,SRR5645026,SRR5645027,SRR5645028,SRR5645029,SRR5645030,SRR5645031,SRR5645032,SRR5645033,SRR5645034,SRR5645035,SRR5645036,SRR5645037,SRR5645038,SRR5645039,SRR5645040,SRR5645041,SRR5645042,SRR5645043,SRR5645044,SRR5645045,SRR5645046,SRR5645047,SRR5645048,SRR5645049,SRR5645050,SRR5645051,SRR5645052,SRR5645053,SRR5645054,SRR5645055,SRR5645056,SRR5645057,SRR5645058,SRR5645059,SRR5645060,SRR5645061,SRR5645062,SRR5645063,SRR5645064,SRR5645065,SRR5645066,SRR5645067,SRR5645068,SRR5645069,SRR5645070,SRR5645071,SRR5645072,SRR5645073,SRR5645074,SRR5645075,SRR5645076,SRR5645077,SRR5645078,SRR5645079,SRR5645080,SRR5645081,SRR5645082,SRR5645083,SRR5645084,SRR5645085,SRR5645086,SRR5645087,SRR5645088,SRR5645089,SRR5645090,SRR5645091,SRR5645092,SRR5645093,SRR5645094,SRR5645095,SRR5645096,SRR5645097,SRR5645098,SRR5645099,SRR5645100,SRR5645101,SRR5645102,SRR5645103,SRR5645104,SRR5645105,SRR5645106,SRR5645107,SRR5645108,SRR5645109,SRR5645110,SRR5645111,SRR5645112,SRR5645113,SRR5645114,SRR5645115,SRR5645116,SRR5645117,SRR5645118,SRR5645119,SRR5645120,SRR5645121,SRR5645122,SRR5645123,SRR5645124,SRR5645125,SRR5645126,SRR5645127,SRR5645128,SRR5645129,SRR5645130,SRR5645131,SRR5645132,SRR5645133,SRR5645134,SRR5645135,SRR5645136,SRR5645137,SRR5645138,SRR5645139,SRR5645140,SRR5645141,SRR5645142,SRR5645143,SRR5645144,SRR5645145,SRR5645146,SRR5645147,SRR5645148,SRR5645149,SRR5645150,SRR5645151,SRR5645152,SRR5925144,SRR5925145,SRR5925146,SRR5925147,SRR5925148,SRR5925149,SRR5925150,SRR5925151,SRR5925152,SRR5925153,SRR5925154,SRR5925155,SRR5925156,SRR5925157,SRR5925158,SRR5925159,SRR5925160,SRR5925161,SRR5925162,SRR5925163,SRR5925164,SRR5925165,SRR5925166,SRR5925167,SRR5925168,SRR5925169,SRR5925170,SRR5925171,SRR5925172,SRR5925173,SRR5925174,SRR5925175,SRR5925176,SRR5925177,SRR5925178,SRR5925179,SRR5925180,SRR5925181,SRR5925182,SRR5925183,SRR5925184,SRR5925185,SRR5925186,SRR5925187,SRR5925188,SRR5925189,SRR5925190,SRR5925191,SRR5925192,SRR5925193,SRR5925194,SRR5925195,SRR5925196,SRR5925197,SRR5925198,SRR5925199,SRR5925200,SRR5925201,SRR5925202,SRR5925203,SRR5925204,SRR5925205,SRR5925206,SRR5925207,SRR5925208,SRR5925209,SRR5925210,SRR5925211,SRR5925212,SRR5925213,SRR5925214,SRR5925215,SRR5925216,SRR5925217,SRR5925218,SRR5925219,SRR5925220,SRR5925221
SRP094781	human	109	109	109	study_level	0.0	True	109	0	0	0	0.0	52281159	Molecular portraits of tumor mutational and micro-environmental sculpting by immune checkpoint blockade therapy	SRR5088813,SRR5088814,SRR5088815,SRR5088816,SRR5088817,SRR5088818,SRR5088819,SRR5088820,SRR5088821,SRR5088822,SRR5088823,SRR5088824,SRR5088825,SRR5088826,SRR5088827,SRR5088828,SRR5088829,SRR5088830,SRR5088831,SRR5088832,SRR5088833,SRR5088834,SRR5088835,SRR5088836,SRR5088837,SRR5088838,SRR5088839,SRR5088840,SRR5088841,SRR5088842,SRR5088843,SRR5088844,SRR5088845,SRR5088846,SRR5088847,SRR5088848,SRR5088849,SRR5088850,SRR5088851,SRR5088852,SRR5088853,SRR5088854,SRR5088855,SRR5088856,SRR5088857,SRR5088858,SRR5088859,SRR5088860,SRR5088861,SRR5088862,SRR5088864,SRR5088865,SRR5088866,SRR5088867,SRR5088870,SRR5088871,SRR5088872,SRR5088873,SRR5088874,SRR5088877,SRR5088878,SRR5088879,SRR5088880,SRR5088882,SRR5088883,SRR5088885,SRR5088886,SRR5088887,SRR5088888,SRR5088889,SRR5088890,SRR5088891,SRR5088892,SRR5088893,SRR5088894,SRR5088895,SRR5088896,SRR5088897,SRR5088898,SRR5088899,SRR5088900,SRR5088903,SRR5088904,SRR5088905,SRR5088906,SRR5088907,SRR5088908,SRR5088909,SRR5088910,SRR5088911,SRR5088912,SRR5088913,SRR5088914,SRR5088915,SRR5088916,SRR5088917,SRR5088918,SRR5088919,SRR5088920,SRR5088921,SRR5088922,SRR5088923,SRR5088924,SRR5088925,SRR5088926,SRR5088927,SRR5088928,SRR5088929,SRR5088930
SRP095287	human	83	83	83	run_level	1.0	True	0	0	0	83	0.0	11123338	Altered regulation and expression of genes by BET family of proteins in alveolar macrophages from COPD patients	SRR5118258,SRR5118259,SRR5118260,SRR5118261,SRR5118262,SRR5118263,SRR5118264,SRR5118265,SRR5118266,SRR5118267,SRR5118268,SRR5118269,SRR5118270,SRR5118271,SRR5118272,SRR5118273,SRR5118274,SRR5118275,SRR5118276,SRR5118277,SRR5118278,SRR5118279,SRR5118280,SRR5118281,SRR5118282,SRR5118283,SRR5118284,SRR5118285,SRR5118286,SRR5118287,SRR5118288,SRR5118289,SRR5118290,SRR5118291,SRR5118292,SRR5118293,SRR5118294,SRR5118295,SRR5118296,SRR5118297,SRR5118298,SRR5118299,SRR5118300,SRR5118301,SRR5118302,SRR5118303,SRR5118304,SRR5118305,SRR5118306,SRR5118307,SRR5118308,SRR5118309,SRR5118310,SRR5118311,SRR5118312,SRR5118313,SRR5118314,SRR5118315,SRR5118316,SRR5118317,SRR5118318,SRR5118319,SRR5118320,SRR5118321,SRR5118322,SRR5118323,SRR5118324,SRR5118325,SRR5118326,SRR5118327,SRR5118328,SRR5118329,SRR5118330,SRR5118331,SRR5118332,SRR5118333,SRR5118334,SRR5118335,SRR5118336,SRR5118337,SRR5118338,SRR5118339,SRR5118340
SRP095361	human	39	39	39	run_level	1.0	True	39	0	0	0	0.0	48148673	mRNA Sequencing of Ideopathic Pulmonary Fibrosis (IPF) and Control Samples from the Lung Tissue Research Consortium (LTRC)	SRR5120902,SRR5120903,SRR5120904,SRR5120905,SRR5120906,SRR5120907,SRR5120908,SRR5120909,SRR5120910,SRR5120911,SRR5120912,SRR5120913,SRR5120914,SRR5120915,SRR5120916,SRR5120917,SRR5120918,SRR5120919,SRR5120920,SRR5120921,SRR5120922,SRR5120923,SRR5120924,SRR5120925,SRR5120926,SRR5120927,SRR5120928,SRR5120929,SRR5120930,SRR5120931,SRR5120932,SRR5120933,SRR5120934,SRR5120935,SRR5120936,SRR5120937,SRR5120938,SRR5120939,SRR5120940
SRP095746	human	16	16	16	run_level	1.0	True	0	16	0	0	0.0	16121855	The flightless I protein is involved in the genome-wide mRNA post-transcriptional regulation in lung carcinoma cells	SRR5133908,SRR5133909,SRR5133910,SRR5133911,SRR5133912,SRR5133913,SRR5133914,SRR5133915,SRR5133916,SRR5133917,SRR5133918,SRR5133919,SRR5133920,SRR5133921,SRR5133922,SRR5133923
SRP096339	human	13	13	13	run_level	1.0	True	0	13	0	0	0.0	63716081	Novel Non-catalytic Substrate-selective p38a-specific MAPK Inhibitors with Endothelial-Stabilizing and Anti-inflammatory Activity	SRR5163578,SRR5163579,SRR5163580,SRR5163581,SRR5163582,SRR5163583,SRR5163584,SRR5163585,SRR5163586,SRR5163587,SRR5163588,SRR5163590,SRR5163591
SRP096589	human	44	44	44	run_level	1.0	True	0	0	44	0	0.0	33498176	Gene signature profiles in respiratory epithelium infected with nontuberculous mycobacteria	SRR5168557,SRR5168558,SRR5168559,SRR5168560,SRR5168561,SRR5168562,SRR5168563,SRR5168564,SRR5168565,SRR5168566,SRR5168567,SRR5168568,SRR5168569,SRR5168570,SRR5168571,SRR5168572,SRR5168573,SRR5168574,SRR5168575,SRR5168576,SRR5168577,SRR5168578,SRR5168579,SRR5168580,SRR5168581,SRR5168582,SRR5168583,SRR5168584,SRR5168585,SRR5168586,SRR5168587,SRR5168588,SRR5168589,SRR5168590,SRR5168591,SRR5168592,SRR5168593,SRR5168594,SRR5168595,SRR5168596,SRR5168597,SRR5168598,SRR5168599,SRR5168600
SRP096736	human	75	32	32	run_level	0.427	True	0	32	0	0	0.0	7444169	Flura-Seq Identifies In Situ Transcriptomes of Micrometastases	SRR5176010,SRR5176011,SRR5176012,SRR5176013,SRR5176014,SRR5176015,SRR5176016,SRR5176017,SRR5176018,SRR5176019,SRR5176020,SRR5176021,SRR5176022,SRR5176023,SRR5176024,SRR5176025,SRR5176026,SRR5176027,SRR5176028,SRR5176029,SRR5176030,SRR5176031,SRR5176032,SRR5176033,SRR5176034,SRR5176035,SRR5176036,SRR5176037,SRR5176038,SRR5176039,SRR5176040,SRR5176041
SRP096814	human	7	7	7	run_level	1.0	True	0	7	0	0	0.0	36041563	PHA665752 resistant EBC-1 cell lines	SRR5178374,SRR5178375,SRR5178376,SRR5178377,SRR5178378,SRR5178379,SRR5178380
SRP097673	human	6	6	6	run_level	1.0	True	0	6	0	0	0.0	14706430	Transcriptome Profiling of Influenza A Virus-infected Lung Epithelial (A549) Cells with Lariciresinol-4-ß-D-glucopyranoside Treatment	SRR5196925,SRR5196926,SRR5196927,SRR5196928,SRR5196929,SRR5196930
SRP098649	human	34	30	30	run_level	0.882	True	30	0	0	0	0.0	62986450	Fatal Asthma and Non-Asthma Donor-Derived Airway Smooth Muscle Transcriptome Response to Glucocorticoid Treatment	SRR5219986,SRR5219987,SRR5219988,SRR5219989,SRR5219990,SRR5219991,SRR5219992,SRR5219993,SRR5219994,SRR5219995,SRR5219996,SRR5219997,SRR5219998,SRR5219999,SRR5220000,SRR5220001,SRR5220002,SRR5220003,SRR5220004,SRR5220005,SRR5220006,SRR5220007,SRR5220008,SRR5220009,SRR5220010,SRR5220012,SRR5220013,SRR5220014,SRR5220015,SRR5220016
SRP098713	human	6	6	6	run_level	1.0	False	0	6	0	0	0.0	27743623	Targeted Apoptosis of Senescent Cells Restores Tissue Homeostasis in Response to Chemotoxicity and Aging	SRR5223435,SRR5223436,SRR5223437,SRR5223438,SRR5223439,SRR5223440
SRP098865	human	12	12	12	run_level	1.0	True	12	0	0	0	0.0	48840092	Hypertonic saline attenuates the cytokine-induced pro-inflammatory signature in primary human lung epithelia	SRR5229887,SRR5229888,SRR5229889,SRR5229890,SRR5229891,SRR5229892,SRR5229893,SRR5229894,SRR5229895,SRR5229896,SRR5229897,SRR5229898
SRP099848	human	10	10	10	run_level	1.0	True	10	0	0	0	0.0	40272524	Generation of KRAS signatures using immortalized isogenic lung cells.	SRR5259801,SRR5259802,SRR5259803,SRR5259804,SRR5259805,SRR5259806,SRR5259807,SRR5259808,SRR5259809,SRR5259810
SRP100018	human	30	12	12	run_level	0.4	True	0	0	0	12	0.0	30317405	Human tissue-resident memory T cells are defined by core transcriptional and functional signatures in lymphoid and mucosal sites	SRR5261103,SRR5261104,SRR5261105,SRR5261106,SRR5261111,SRR5261112,SRR5261113,SRR5261114,SRR5261119,SRR5261120,SRR5261121,SRR5261122
SRP100364	human	8	8	8	run_level	1.0	True	0	8	0	0	0.0	14327015	The effect of Abl kinases,or Ponatinib challenging on breast cancer cells'' global transcriptome	SRR5273246,SRR5273247,SRR5273248,SRR5273249,SRR5273250,SRR5273251,SRR5273252,SRR5273253
SRP100509	human	26	26	26	run_level	1.0	True	0	26	0	0	0.0	25558849	Nickel exposure induces persistent mesenchymal phenotype in human lung epithelial cells through epigenetic activation of ZEB1	SRR5277834,SRR5277835,SRR5277836,SRR5277837,SRR5277838,SRR5277839,SRR5277840,SRR5277841,SRR5277842,SRR5277843,SRR5277844,SRR5277845,SRR5277846,SRR5277847,SRR5277848,SRR5277849,SRR5277850,SRR5277851,SRR5277852,SRR5277853,SRR5277854,SRR5277855,SRR5277856,SRR5277857,SRR5277858,SRR5277859
SRP100878	human	23	23	23	run_level	1.0	True	0	23	0	0	0.0	59371346	Expression of TGFß-inducible myosin-X predicts survival and chemotherapy resistance in squamous cell lung cancer	SRR5297801,SRR5297802,SRR5297803,SRR5297804,SRR5297805,SRR5297807,SRR5297808,SRR5297809,SRR5297810,SRR5297811,SRR5297812,SRR5297813,SRR5297814,SRR5297815,SRR5297816,SRR5297817,SRR5297818,SRR5297819,SRR5297820,SRR5297821,SRR5297822,SRR5297823,SRR5297824
SRP101626	human	16	16	16	run_level	1.0	True	0	0	16	0	0.0	48316486	Expression data from fresh human embryonic lung epithelial tip and stalk cells and cultured organoids derived from tip and stalk.	SRR5329187,SRR5329188,SRR5329189,SRR5329190,SRR5329191,SRR5329192,SRR5329193,SRR5329194,SRR5329195,SRR5329196,SRR5329197,SRR5329198,SRR5329199,SRR5329200,SRR5329201,SRR5329202
SRP101943	human	21	9	9	run_level	0.429	True	0	0	9	0	0.0	50521026	Generation of mature lung alveolar epithelial cells from human pluripotent stem cells	SRR5345472,SRR5345473,SRR5345474,SRR5345478,SRR5345479,SRR5345480,SRR5345484,SRR5345485,SRR5345486
SRP101948	human	12	12	12	run_level	1.0	True	0	12	0	0	0.0	17707188	Effects of Belinostat and Dexamethasone treatment of A549 gene expression	SRR5345519,SRR5345520,SRR5345521,SRR5345522,SRR5345523,SRR5345524,SRR5345525,SRR5345526,SRR5345527,SRR5345528,SRR5345529,SRR5345530
SRP102104	human	513	80	80	run_level	0.156	True	0	0	0	80	0.0	11217453	Allergen-induced activation of NK cell genes represents an early life immune response in development of allergic asthma	SRR5357305,SRR5357306,SRR5357313,SRR5357314,SRR5357321,SRR5357322,SRR5357327,SRR5357328,SRR5357331,SRR5357332,SRR5357333,SRR5357334,SRR5357343,SRR5357344,SRR5357353,SRR5357354,SRR5357355,SRR5357356,SRR5357363,SRR5357364,SRR5357379,SRR5357380,SRR5357399,SRR5357400,SRR5357415,SRR5357416,SRR5357417,SRR5357418,SRR5357423,SRR5357424,SRR5357431,SRR5357432,SRR5357437,SRR5357438,SRR5357445,SRR5357446,SRR5357451,SRR5357452,SRR5357457,SRR5357458,SRR5357473,SRR5357474,SRR5357477,SRR5357478,SRR5357483,SRR5357484,SRR5357507,SRR5357508,SRR5357513,SRR5357514,SRR5357519,SRR5357520,SRR5357525,SRR5357526,SRR5357531,SRR5357532,SRR5357535,SRR5357536,SRR5357537,SRR5357538,SRR5357545,SRR5357546,SRR5357551,SRR5357552,SRR5357553,SRR5357554,SRR5357569,SRR5357570,SRR5357575,SRR5357576,SRR5357585,SRR5357586,SRR5357591,SRR5357592,SRR5357595,SRR5357596,SRR5357601,SRR5357602,SRR5357603,SRR5357604
SRP102119	human	37	2	2	run_level	0.054	False	2	0	0	0	0.0	37736973	Metastatic Breast Cancer Sample Sequencing	SRR5357746,SRR5357781
SRP102140	human	12	12	12	run_level	1.0	False	0	12	0	0	0.0	42258980	mRNA expression profile of A549 cells and MSR-A549 cells with or without JQ1 treatment	SRR5356253,SRR5356254,SRR5356255,SRR5356256,SRR5356257,SRR5356258,SRR5356259,SRR5356260,SRR5356261,SRR5356262,SRR5356263,SRR5356264
SRP102186	human	46	8	8	run_level	0.174	False	8	0	0	0	0.0	42692855	RNA sequencing of Amygdala in schizophrenia	SRR5361429,SRR5361430,SRR5361434,SRR5361447,SRR5361460,SRR5361464,SRR5361465,SRR5361470
SRP102374	human	24	24	24	study_level	0.0	True	24	0	0	0	0.0	46340130	Integrated target discovery screens identify IL11 as novel therapeutic target for fibrosis [human]	SRR5368910,SRR5368911,SRR5368912,SRR5368913,SRR5368914,SRR5368915,SRR5368916,SRR5368917,SRR5368918,SRR5368919,SRR5368920,SRR5368921,SRR5368922,SRR5368923,SRR5368924,SRR5368925,SRR5368926,SRR5368927,SRR5368928,SRR5368929,SRR5368930,SRR5368931,SRR5368932,SRR5368933
SRP102483	human	48	48	48	run_level	1.0	True	48	0	0	0	0.0	15115902	Effects of arsenic and Pseudomonas aeruginosa infection on gene expression in human airway epithelial cells	SRR5377797,SRR5377798,SRR5377799,SRR5377800,SRR5377801,SRR5377802,SRR5377803,SRR5377804,SRR5377805,SRR5377806,SRR5377807,SRR5377808,SRR5377809,SRR5377810,SRR5377811,SRR5377812,SRR5377813,SRR5377814,SRR5377815,SRR5377816,SRR5377817,SRR5377818,SRR5377819,SRR5377820,SRR5377821,SRR5377822,SRR5377823,SRR5377824,SRR5377825,SRR5377826,SRR5377827,SRR5377828,SRR5377829,SRR5377830,SRR5377831,SRR5377832,SRR5377833,SRR5377834,SRR5377835,SRR5377836,SRR5377837,SRR5377838,SRR5377839,SRR5377840,SRR5377841,SRR5377842,SRR5377843,SRR5377844
SRP102487	human	15	15	15	run_level	1.0	True	15	0	0	0	0.0	25587972	Identification of a Cell-of-Origin for Fibroblasts Comprising the Fibrotic Reticulum in Idiopathic Pulmonary Fibrosis	SRR5378390,SRR5378391,SRR5378392,SRR5378393,SRR5378394,SRR5378396,SRR5378397,SRR5378398,SRR5378399,SRR5378400,SRR5378401,SRR5378402,SRR5378403,SRR5378404,SRR5378405
SRP102731	human	6	6	6	run_level	1.0	False	0	6	0	0	0.0	57795975	Transcriptome analysis of immortalized and transformed human IMR90 fibroblasts	SRR5395830,SRR5395831,SRR5395833,SRR5395834,SRR5395835,SRR5395836
SRP102769	human	18	8	8	run_level	0.444	True	0	8	0	0	0.0	23695797	Gene expression profiles of eighteen hepatocellular carcinoma (HCC) cell lines with definite metastatic potentials and tropisms	SRR5397317,SRR5397318,SRR5397319,SRR5397320,SRR5397321,SRR5397322,SRR5397327,SRR5397328
SRP102818	human	25	2	2	run_level	0.08	False	2	0	0	0	0.0	37589359	The head and neck cancer cell oncogenome: A platform for the development of precision molecular therapies	SRR5398807,SRR5398829
SRP102952	human	336	336	336	study_level	0.0	True	336	0	0	0	0.0	22984815	Integrated target discovery screens identify IL11 as novel therapeutic target for fibrosis [168 human cardiac fibroblasts]	SRR5409507,SRR5409508,SRR5409509,SRR5409510,SRR5409511,SRR5409512,SRR5409513,SRR5409514,SRR5409515,SRR5409516,SRR5409517,SRR5409518,SRR5409519,SRR5409520,SRR5409521,SRR5409522,SRR5409523,SRR5409524,SRR5409525,SRR5409526,SRR5409527,SRR5409528,SRR5409529,SRR5409530,SRR5409531,SRR5409532,SRR5409533,SRR5409534,SRR5409535,SRR5409536,SRR5409537,SRR5409538,SRR5409539,SRR5409540,SRR5409541,SRR5409542,SRR5409543,SRR5409544,SRR5409545,SRR5409546,SRR5409547,SRR5409548,SRR5409549,SRR5409550,SRR5409551,SRR5409552,SRR5409553,SRR5409554,SRR5409555,SRR5409556,SRR5409557,SRR5409558,SRR5409559,SRR5409560,SRR5409561,SRR5409562,SRR5409563,SRR5409564,SRR5409565,SRR5409566,SRR5409567,SRR5409568,SRR5409569,SRR5409570,SRR5409571,SRR5409572,SRR5409573,SRR5409574,SRR5409575,SRR5409576,SRR5409577,SRR5409578,SRR5409579,SRR5409580,SRR5409581,SRR5409582,SRR5409583,SRR5409584,SRR5409585,SRR5409586,SRR5409587,SRR5409588,SRR5409589,SRR5409590,SRR5409591,SRR5409592,SRR5409593,SRR5409594,SRR5409595,SRR5409596,SRR5409597,SRR5409598,SRR5409599,SRR5409600,SRR5409601,SRR5409602,SRR5409603,SRR5409604,SRR5409605,SRR5409606,SRR5409607,SRR5409608,SRR5409609,SRR5409610,SRR5409611,SRR5409612,SRR5409613,SRR5409614,SRR5409615,SRR5409616,SRR5409617,SRR5409618,SRR5409619,SRR5409620,SRR5409621,SRR5409622,SRR5409623,SRR5409624,SRR5409625,SRR5409626,SRR5409627,SRR5409628,SRR5409629,SRR5409630,SRR5409631,SRR5409632,SRR5409633,SRR5409634,SRR5409635,SRR5409636,SRR5409637,SRR5409638,SRR5409639,SRR5409640,SRR5409641,SRR5409642,SRR5409643,SRR5409644,SRR5409645,SRR5409646,SRR5409647,SRR5409648,SRR5409649,SRR5409650,SRR5409651,SRR5409652,SRR5409653,SRR5409654,SRR5409655,SRR5409656,SRR5409657,SRR5409658,SRR5409659,SRR5409660,SRR5409661,SRR5409662,SRR5409663,SRR5409664,SRR5409665,SRR5409666,SRR5409667,SRR5409668,SRR5409669,SRR5409670,SRR5409671,SRR5409672,SRR5409673,SRR5409674,SRR5409675,SRR5409676,SRR5409677,SRR5409678,SRR5409679,SRR5409680,SRR5409681,SRR5409682,SRR5409683,SRR5409684,SRR5409685,SRR5409686,SRR5409687,SRR5409688,SRR5409689,SRR5409690,SRR5409691,SRR5409692,SRR5409693,SRR5409694,SRR5409695,SRR5409696,SRR5409697,SRR5409698,SRR5409699,SRR5409700,SRR5409701,SRR5409702,SRR5409703,SRR5409704,SRR5409705,SRR5409706,SRR5409707,SRR5409708,SRR5409709,SRR5409710,SRR5409711,SRR5409712,SRR5409713,SRR5409714,SRR5409715,SRR5409716,SRR5409717,SRR5409718,SRR5409719,SRR5409720,SRR5409721,SRR5409722,SRR5409723,SRR5409724,SRR5409725,SRR5409726,SRR5409727,SRR5409728,SRR5409729,SRR5409730,SRR5409731,SRR5409732,SRR5409733,SRR5409734,SRR5409735,SRR5409736,SRR5409737,SRR5409738,SRR5409739,SRR5409740,SRR5409741,SRR5409742,SRR5409743,SRR5409744,SRR5409745,SRR5409746,SRR5409747,SRR5409748,SRR5409749,SRR5409750,SRR5409751,SRR5409752,SRR5409753,SRR5409754,SRR5409755,SRR5409756,SRR5409757,SRR5409758,SRR5409759,SRR5409760,SRR5409761,SRR5409762,SRR5409763,SRR5409764,SRR5409765,SRR5409766,SRR5409767,SRR5409768,SRR5409769,SRR5409770,SRR5409771,SRR5409772,SRR5409773,SRR5409774,SRR5409775,SRR5409776,SRR5409777,SRR5409778,SRR5409779,SRR5409780,SRR5409781,SRR5409782,SRR5409783,SRR5409784,SRR5409785,SRR5409786,SRR5409787,SRR5409788,SRR5409789,SRR5409790,SRR5409791,SRR5409792,SRR5409793,SRR5409794,SRR5409795,SRR5409796,SRR5409797,SRR5409798,SRR5409799,SRR5409800,SRR5409801,SRR5409802,SRR5409803,SRR5409804,SRR5409805,SRR5409806,SRR5409807,SRR5409808,SRR5409809,SRR5409810,SRR5409811,SRR5409812,SRR5409813,SRR5409814,SRR5409815,SRR5409816,SRR5409817,SRR5409818,SRR5409819,SRR5409820,SRR5409821,SRR5409822,SRR5409823,SRR5409824,SRR5409825,SRR5409826,SRR5409827,SRR5409828,SRR5409829,SRR5409830,SRR5409831,SRR5409832,SRR5409833,SRR5409834,SRR5409835,SRR5409836,SRR5409837,SRR5409838,SRR5409839,SRR5409840,SRR5409841,SRR5409842
SRP103099	human	175	1	1	run_level	0.006	False	0	0	0	1	0.0	10595395	Patient derived xenograft models of leukemia and lymphoma whole transcriptome sequencing	SRR5419311
SRP103188	human	13	2	2	run_level	0.154	False	0	2	0	0	0.0	34520340	Somatic to Naive direct reprogramming	SRR6518346,SRR6518347
SRP103204	human	688	2	2	run_level	0.003	False	0	2	0	0	0.0	1876199	PLATE-Seq for Genome-Wide Regulatory Network Analysis of High-Throughput Screens	SRR5422213,SRR5422309
SRP103222	human	12	6	6	run_level	0.5	False	0	6	0	0	0.0	64765579	Differentially expressed genes from RNA-Seq and functional enrichment results are affected by the choice of single-end versus paired-end reads and stranded versus non-stranded protocols	SRR5424816,SRR5424817,SRR5424818,SRR5424819,SRR5424820,SRR5424821
