cohort_id	organism	material	scale	tf	target	rho	p	n	detect_tf	detect_target
GTEx_LUNG	human	tissue	epcam	NKX2-1	CLDN4	0.4002	0.0000	655	0.9985	1.0000
GTEx_LUNG	human	tissue	sftpc	ELF3	TACSTD2	0.2805	0.0000	655	1.0000	1.0000
GTEx_LUNG	human	tissue	sftpc	ELF3	CLDN4	0.5727	0.0000	655	1.0000	1.0000
GTEx_LUNG	human	tissue	sftpc	GRHL1	TACSTD2	0.1094	0.0050	655	1.0000	1.0000
GTEx_LUNG	human	tissue	sftpc	GRHL1	CLDN4	0.2068	0.0000	655	1.0000	1.0000
GTEx_LUNG	human	tissue	sftpc	KLF4	TACSTD2	0.1322	0.0007	655	1.0000	1.0000
GTEx_LUNG	human	tissue	sftpc	KLF4	CLDN4	0.1847	0.0000	655	1.0000	1.0000
GTEx_LUNG	human	tissue	sftpc	TFAP2A	TACSTD2	0.0614	0.1162	655	1.0000	1.0000
GTEx_LUNG	human	tissue	sftpc	TFAP2A	CLDN4	0.2074	0.0000	655	1.0000	1.0000
GTEx_LUNG	human	tissue	sftpc	NKX2-1	TACSTD2	0.2342	0.0000	655	0.9985	1.0000
GTEx_LUNG	human	tissue	sftpc	NKX2-1	CLDN4	0.3927	0.0000	655	0.9985	1.0000
TCGA_LUAD_tumor	human	tumor	raw	ELF3	TACSTD2	0.3578	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	raw	ELF3	CLDN4	0.5177	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	raw	GRHL1	TACSTD2	0.3945	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	raw	GRHL1	CLDN4	0.3720	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	raw	KLF4	TACSTD2	0.1716	0.0001	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	raw	KLF4	CLDN4	-0.0728	0.0904	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	raw	TFAP2A	TACSTD2	0.2514	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	raw	TFAP2A	CLDN4	0.1801	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	raw	NKX2-1	TACSTD2	-0.0456	0.2889	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	raw	NKX2-1	CLDN4	0.2460	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	epcam	ELF3	TACSTD2	0.3308	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	epcam	ELF3	CLDN4	0.4635	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	epcam	GRHL1	TACSTD2	0.3843	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	epcam	GRHL1	CLDN4	0.3547	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	epcam	KLF4	TACSTD2	0.2029	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	epcam	KLF4	CLDN4	-0.0100	0.8163	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	epcam	TFAP2A	TACSTD2	0.2552	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	epcam	TFAP2A	CLDN4	0.1949	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	epcam	NKX2-1	TACSTD2	-0.0875	0.0417	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	epcam	NKX2-1	CLDN4	0.1756	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	sftpc	ELF3	TACSTD2	0.3566	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	sftpc	ELF3	CLDN4	0.5146	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	sftpc	GRHL1	TACSTD2	0.3929	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	sftpc	GRHL1	CLDN4	0.3711	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	sftpc	KLF4	TACSTD2	0.1648	0.0001	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	sftpc	KLF4	CLDN4	-0.0922	0.0319	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	sftpc	TFAP2A	TACSTD2	0.2591	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	sftpc	TFAP2A	CLDN4	0.1916	0.0000	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	sftpc	NKX2-1	TACSTD2	-0.0519	0.2273	542	1.0000	1.0000
TCGA_LUAD_tumor	human	tumor	sftpc	NKX2-1	CLDN4	0.2445	0.0000	542	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	raw	ELF3	TACSTD2	0.3706	0.0039	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	raw	ELF3	CLDN4	0.6553	0.0000	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	raw	GRHL1	TACSTD2	0.2889	0.0265	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	raw	GRHL1	CLDN4	0.2258	0.0855	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	raw	KLF4	TACSTD2	0.1516	0.2517	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	raw	KLF4	CLDN4	0.1863	0.1577	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	raw	TFAP2A	TACSTD2	0.1558	0.2386	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	raw	TFAP2A	CLDN4	0.1568	0.2358	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	raw	NKX2-1	TACSTD2	0.0652	0.6236	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	raw	NKX2-1	CLDN4	0.1692	0.2002	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	epcam	ELF3	TACSTD2	0.3960	0.0019	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	epcam	ELF3	CLDN4	0.6632	0.0000	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	epcam	GRHL1	TACSTD2	0.1951	0.1386	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	epcam	GRHL1	CLDN4	0.1273	0.3367	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	epcam	KLF4	TACSTD2	0.2555	0.0508	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	epcam	KLF4	CLDN4	0.2306	0.0789	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	epcam	TFAP2A	TACSTD2	0.0662	0.6186	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	epcam	TFAP2A	CLDN4	0.1264	0.3400	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	epcam	NKX2-1	TACSTD2	-0.1118	0.3992	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	epcam	NKX2-1	CLDN4	0.0868	0.5134	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	sftpc	ELF3	TACSTD2	0.3956	0.0019	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	sftpc	ELF3	CLDN4	0.6786	0.0000	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	sftpc	GRHL1	TACSTD2	0.3205	0.0133	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	sftpc	GRHL1	CLDN4	0.2408	0.0662	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	sftpc	KLF4	TACSTD2	0.2001	0.1287	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	sftpc	KLF4	CLDN4	0.2144	0.1030	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	sftpc	TFAP2A	TACSTD2	0.1961	0.1365	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	sftpc	TFAP2A	CLDN4	0.1902	0.1491	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	sftpc	NKX2-1	TACSTD2	0.0573	0.6665	59	1.0000	1.0000
TCGA_LUAD_normal	human	adjacent_normal	sftpc	NKX2-1	CLDN4	0.1776	0.1784	59	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	raw	ELF3	TACSTD2	0.4772	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	raw	ELF3	CLDN4	0.4855	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	raw	GRHL1	TACSTD2	0.3884	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	raw	GRHL1	CLDN4	0.2670	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	raw	KLF4	TACSTD2	0.3636	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	raw	KLF4	CLDN4	0.1685	0.0001	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	raw	TFAP2A	TACSTD2	0.1323	0.0029	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	raw	TFAP2A	CLDN4	-0.1316	0.0031	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	raw	NKX2-1	TACSTD2	-0.0425	0.3409	504	0.9921	1.0000
TCGA_LUSC_tumor	human	tumor	raw	NKX2-1	CLDN4	0.1092	0.0141	504	0.9921	1.0000
TCGA_LUSC_tumor	human	tumor	epcam	ELF3	TACSTD2	0.5258	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	epcam	ELF3	CLDN4	0.4492	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	epcam	GRHL1	TACSTD2	0.4199	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	epcam	GRHL1	CLDN4	0.2337	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	epcam	KLF4	TACSTD2	0.3771	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	epcam	KLF4	CLDN4	0.1617	0.0003	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	epcam	TFAP2A	TACSTD2	0.1082	0.0151	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	epcam	TFAP2A	CLDN4	-0.0927	0.0374	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	epcam	NKX2-1	TACSTD2	-0.0488	0.2738	504	0.9921	1.0000
TCGA_LUSC_tumor	human	tumor	epcam	NKX2-1	CLDN4	0.1215	0.0063	504	0.9921	1.0000
TCGA_LUSC_tumor	human	tumor	sftpc	ELF3	TACSTD2	0.4828	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	sftpc	ELF3	CLDN4	0.4835	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	sftpc	GRHL1	TACSTD2	0.3886	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	sftpc	GRHL1	CLDN4	0.2782	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	sftpc	KLF4	TACSTD2	0.3655	0.0000	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	sftpc	KLF4	CLDN4	0.1618	0.0003	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	sftpc	TFAP2A	TACSTD2	0.1329	0.0028	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	sftpc	TFAP2A	CLDN4	-0.1257	0.0047	504	1.0000	1.0000
TCGA_LUSC_tumor	human	tumor	sftpc	NKX2-1	TACSTD2	-0.0251	0.5741	504	0.9921	1.0000
TCGA_LUSC_tumor	human	tumor	sftpc	NKX2-1	CLDN4	0.0486	0.2764	504	0.9921	1.0000
TCGA_LUSC_normal	human	adjacent_normal	raw	ELF3	TACSTD2	0.5254	0.0001	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	raw	ELF3	CLDN4	0.6671	0.0000	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	raw	GRHL1	TACSTD2	0.0867	0.5452	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	raw	GRHL1	CLDN4	0.3646	0.0085	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	raw	KLF4	TACSTD2	0.2611	0.0642	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	raw	KLF4	CLDN4	0.2950	0.0356	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	raw	TFAP2A	TACSTD2	-0.1849	0.1940	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	raw	TFAP2A	CLDN4	-0.0310	0.8293	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	raw	NKX2-1	TACSTD2	0.2536	0.0726	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	raw	NKX2-1	CLDN4	0.3577	0.0100	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	epcam	ELF3	TACSTD2	0.4846	0.0003	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	epcam	ELF3	CLDN4	0.6538	0.0000	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	epcam	GRHL1	TACSTD2	0.0926	0.5182	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	epcam	GRHL1	CLDN4	0.3767	0.0064	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	epcam	KLF4	TACSTD2	0.4207	0.0021	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	epcam	KLF4	CLDN4	0.3907	0.0046	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	epcam	TFAP2A	TACSTD2	-0.1839	0.1964	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	epcam	TFAP2A	CLDN4	-0.0492	0.7315	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	epcam	NKX2-1	TACSTD2	0.0395	0.7834	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	epcam	NKX2-1	CLDN4	0.2418	0.0874	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	sftpc	ELF3	TACSTD2	0.4605	0.0007	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	sftpc	ELF3	CLDN4	0.6370	0.0000	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	sftpc	GRHL1	TACSTD2	0.2005	0.1582	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	sftpc	GRHL1	CLDN4	0.4886	0.0003	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	sftpc	KLF4	TACSTD2	0.2885	0.0401	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	sftpc	KLF4	CLDN4	0.3394	0.0148	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	sftpc	TFAP2A	TACSTD2	-0.1062	0.4585	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	sftpc	TFAP2A	CLDN4	0.0655	0.6478	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	sftpc	NKX2-1	TACSTD2	0.1084	0.4489	51	1.0000	1.0000
TCGA_LUSC_normal	human	adjacent_normal	sftpc	NKX2-1	CLDN4	0.2248	0.1128	51	1.0000	1.0000
DRP001919	human	cell_line	raw	ELF3	TACSTD2	0.7265	0.0000	26	1.0000	0.9615
DRP001919	human	cell_line	raw	ELF3	CLDN4	0.6759	0.0002	26	1.0000	1.0000
DRP001919	human	cell_line	raw	GRHL1	TACSTD2	0.6875	0.0001	26	1.0000	0.9615
DRP001919	human	cell_line	raw	GRHL1	CLDN4	0.6950	0.0001	26	1.0000	1.0000
DRP001919	human	cell_line	raw	KLF4	TACSTD2	0.3668	0.0653	26	1.0000	0.9615
DRP001919	human	cell_line	raw	KLF4	CLDN4	0.4222	0.0317	26	1.0000	1.0000
DRP001919	human	cell_line	raw	TFAP2A	TACSTD2	0.4810	0.0129	26	1.0000	0.9615
DRP001919	human	cell_line	raw	TFAP2A	CLDN4	0.2328	0.2524	26	1.0000	1.0000
DRP001919	human	cell_line	raw	NKX2-1	TACSTD2	-0.0606	0.7689	26	0.8846	0.9615
DRP001919	human	cell_line	raw	NKX2-1	CLDN4	0.2624	0.1953	26	0.8846	1.0000
DRP001919	human	cell_line	epcam	ELF3	TACSTD2	0.6144	0.0008	26	1.0000	0.9615
DRP001919	human	cell_line	epcam	ELF3	CLDN4	0.3750	0.0590	26	1.0000	1.0000
DRP001919	human	cell_line	epcam	GRHL1	TACSTD2	0.4721	0.0149	26	1.0000	0.9615
DRP001919	human	cell_line	epcam	GRHL1	CLDN4	0.2841	0.1596	26	1.0000	1.0000
DRP001919	human	cell_line	epcam	KLF4	TACSTD2	0.1638	0.4241	26	1.0000	0.9615
DRP001919	human	cell_line	epcam	KLF4	CLDN4	-0.0291	0.8879	26	1.0000	1.0000
DRP001919	human	cell_line	epcam	TFAP2A	TACSTD2	0.4448	0.0228	26	1.0000	0.9615
DRP001919	human	cell_line	epcam	TFAP2A	CLDN4	0.1549	0.4500	26	1.0000	1.0000
DRP001919	human	cell_line	epcam	NKX2-1	TACSTD2	-0.2335	0.2510	26	0.8846	0.9615
DRP001919	human	cell_line	epcam	NKX2-1	CLDN4	-0.0140	0.9458	26	0.8846	1.0000
DRP001919	human	cell_line	sftpc	ELF3	TACSTD2	0.7299	0.0000	26	1.0000	0.9615
DRP001919	human	cell_line	sftpc	ELF3	CLDN4	0.7080	0.0001	26	1.0000	1.0000
DRP001919	human	cell_line	sftpc	GRHL1	TACSTD2	0.6978	0.0001	26	1.0000	0.9615
DRP001919	human	cell_line	sftpc	GRHL1	CLDN4	0.7258	0.0000	26	1.0000	1.0000
DRP001919	human	cell_line	sftpc	KLF4	TACSTD2	0.3545	0.0756	26	1.0000	0.9615
DRP001919	human	cell_line	sftpc	KLF4	CLDN4	0.4133	0.0358	26	1.0000	1.0000
DRP001919	human	cell_line	sftpc	TFAP2A	TACSTD2	0.4687	0.0157	26	1.0000	0.9615
DRP001919	human	cell_line	sftpc	TFAP2A	CLDN4	0.2520	0.2143	26	1.0000	1.0000
DRP001919	human	cell_line	sftpc	NKX2-1	TACSTD2	-0.0421	0.8384	26	0.8846	0.9615
DRP001919	human	cell_line	sftpc	NKX2-1	CLDN4	0.2568	0.2055	26	0.8846	1.0000
ERP009282	human	culture_or_organoid	raw	ELF3	TACSTD2	0.8535	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	raw	ELF3	CLDN4	0.8885	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	raw	GRHL1	TACSTD2	0.9608	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	raw	GRHL1	CLDN4	0.9463	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	raw	KLF4	TACSTD2	0.8328	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	raw	KLF4	CLDN4	0.7977	0.0001	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	raw	TFAP2A	TACSTD2	0.2260	0.3672	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	raw	TFAP2A	CLDN4	0.2136	0.3947	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	raw	NKX2-1	TACSTD2	-0.3395	0.1681	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	raw	NKX2-1	CLDN4	-0.3044	0.2193	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	epcam	ELF3	TACSTD2	0.6925	0.0014	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	epcam	ELF3	CLDN4	0.7668	0.0002	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	epcam	GRHL1	TACSTD2	0.8617	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	epcam	GRHL1	CLDN4	0.8369	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	epcam	KLF4	TACSTD2	0.8844	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	epcam	KLF4	CLDN4	0.8906	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	epcam	TFAP2A	TACSTD2	0.7049	0.0011	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	epcam	TFAP2A	CLDN4	0.7337	0.0005	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	epcam	NKX2-1	TACSTD2	-0.5975	0.0088	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	epcam	NKX2-1	CLDN4	-0.5604	0.0156	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	sftpc	ELF3	TACSTD2	0.8535	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	sftpc	ELF3	CLDN4	0.8885	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	sftpc	GRHL1	TACSTD2	0.9608	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	sftpc	GRHL1	CLDN4	0.9463	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	sftpc	KLF4	TACSTD2	0.8328	0.0000	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	sftpc	KLF4	CLDN4	0.7977	0.0001	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	sftpc	TFAP2A	TACSTD2	0.2260	0.3672	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	sftpc	TFAP2A	CLDN4	0.2136	0.3947	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	sftpc	NKX2-1	TACSTD2	-0.3395	0.1681	18	1.0000	1.0000
ERP009282	human	culture_or_organoid	sftpc	NKX2-1	CLDN4	-0.3044	0.2193	18	1.0000	1.0000
ERP017989	human	cell_line	raw	ELF3	TACSTD2	-0.0481	0.7538	45	1.0000	1.0000
ERP017989	human	cell_line	raw	ELF3	CLDN4	0.5289	0.0002	45	1.0000	1.0000
ERP017989	human	cell_line	raw	GRHL1	TACSTD2	-0.7697	0.0000	45	1.0000	1.0000
ERP017989	human	cell_line	raw	GRHL1	CLDN4	0.2556	0.0901	45	1.0000	1.0000
ERP017989	human	cell_line	raw	KLF4	TACSTD2	-0.4196	0.0041	45	1.0000	1.0000
ERP017989	human	cell_line	raw	KLF4	CLDN4	0.2277	0.1326	45	1.0000	1.0000
ERP017989	human	cell_line	raw	TFAP2A	TACSTD2	0.3942	0.0074	45	1.0000	1.0000
ERP017989	human	cell_line	raw	TFAP2A	CLDN4	0.1307	0.3921	45	1.0000	1.0000
ERP017989	human	cell_line	raw	NKX2-1	TACSTD2	-0.3593	0.0154	45	0.3556	1.0000
ERP017989	human	cell_line	raw	NKX2-1	CLDN4	-0.1013	0.5079	45	0.3556	1.0000
ERP017989	human	cell_line	epcam	ELF3	TACSTD2	-0.0693	0.6510	45	1.0000	1.0000
ERP017989	human	cell_line	epcam	ELF3	CLDN4	0.5279	0.0002	45	1.0000	1.0000
ERP017989	human	cell_line	epcam	GRHL1	TACSTD2	-0.7864	0.0000	45	1.0000	1.0000
ERP017989	human	cell_line	epcam	GRHL1	CLDN4	0.2556	0.0901	45	1.0000	1.0000
ERP017989	human	cell_line	epcam	KLF4	TACSTD2	-0.4132	0.0048	45	1.0000	1.0000
ERP017989	human	cell_line	epcam	KLF4	CLDN4	0.2349	0.1203	45	1.0000	1.0000
ERP017989	human	cell_line	epcam	TFAP2A	TACSTD2	0.3842	0.0092	45	1.0000	1.0000
ERP017989	human	cell_line	epcam	TFAP2A	CLDN4	0.1331	0.3835	45	1.0000	1.0000
ERP017989	human	cell_line	epcam	NKX2-1	TACSTD2	-0.2837	0.0590	45	0.3556	1.0000
ERP017989	human	cell_line	epcam	NKX2-1	CLDN4	-0.0755	0.6221	45	0.3556	1.0000
ERP017989	human	cell_line	sftpc	ELF3	TACSTD2	-0.0481	0.7538	45	1.0000	1.0000
ERP017989	human	cell_line	sftpc	ELF3	CLDN4	0.5289	0.0002	45	1.0000	1.0000
ERP017989	human	cell_line	sftpc	GRHL1	TACSTD2	-0.7697	0.0000	45	1.0000	1.0000
ERP017989	human	cell_line	sftpc	GRHL1	CLDN4	0.2556	0.0901	45	1.0000	1.0000
ERP017989	human	cell_line	sftpc	KLF4	TACSTD2	-0.4196	0.0041	45	1.0000	1.0000
ERP017989	human	cell_line	sftpc	KLF4	CLDN4	0.2277	0.1326	45	1.0000	1.0000
ERP017989	human	cell_line	sftpc	TFAP2A	TACSTD2	0.3942	0.0074	45	1.0000	1.0000
ERP017989	human	cell_line	sftpc	TFAP2A	CLDN4	0.1307	0.3921	45	1.0000	1.0000
ERP017989	human	cell_line	sftpc	NKX2-1	TACSTD2	-0.3593	0.0154	45	0.3556	1.0000
ERP017989	human	cell_line	sftpc	NKX2-1	CLDN4	-0.1013	0.5079	45	0.3556	1.0000
ERP022839	human	cell_line	raw	ELF3	TACSTD2			152	1.0000	0.0132
ERP022839	human	cell_line	raw	ELF3	CLDN4	-0.1919	0.0178	152	1.0000	0.9803
ERP022839	human	cell_line	raw	GRHL1	TACSTD2			152	0.9737	0.0132
ERP022839	human	cell_line	raw	GRHL1	CLDN4	0.4966	0.0000	152	0.9737	0.9803
ERP022839	human	cell_line	raw	KLF4	TACSTD2			152	1.0000	0.0132
ERP022839	human	cell_line	raw	KLF4	CLDN4	0.4398	0.0000	152	1.0000	0.9803
