sample,group,n_cells,n_epi,n_tnk,frac_tnk,malignant_TACSTD2_mean_log1p,malignant_TACSTD2_frac_pos,genes_found
MPR-1,MPR,5583,1440,37,0.006627261329034569,0.18327157199382782,0.21041666666666667,"CD3D,CD3E,EPCAM,GNLY,KRT18,KRT19,KRT8,NKG7,PTPRC,TACSTD2"
MPR-2,MPR,5172,755,9,0.0017401392111368909,0.035735923796892166,0.04768211920529802,"CD3D,CD3E,EPCAM,GNLY,KRT18,KRT19,KRT8,NKG7,PTPRC,TACSTD2"
MPR-3,MPR,5103,1114,37,0.00725063688026651,0.1705116331577301,0.19210053859964094,"CD3D,CD3E,EPCAM,GNLY,KRT18,KRT19,KRT8,NKG7,PTPRC,TACSTD2"
Non-MPR-1,NMPR,6280,1341,73,0.01162420382165605,0.039284348487854004,0.05145413870246085,"CD3D,CD3E,EPCAM,GNLY,KRT18,KRT19,KRT8,NKG7,PTPRC,TACSTD2"
Non-MPR-2,NMPR,5485,500,110,0.020054694621695533,0.034081991761922836,0.048,"CD3D,CD3E,EPCAM,GNLY,KRT18,KRT19,KRT8,NKG7,PTPRC,TACSTD2"
Non-MPR-3,NMPR,1444,413,7,0.004847645429362881,0.11412116885185242,0.11380145278450363,"CD3D,CD3E,EPCAM,GNLY,KRT18,KRT19,KRT8,NKG7,PTPRC,TACSTD2"
