ligand	receptor	pathway	cpdb_mean_score_high	pass_expr_prop_high	ligand_frac_high	receptor_frac_high	n_sender_high	n_receiver_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	receptor_frac_low	n_sender_low	n_receiver_low	delta_high_minus_low	pass_either	pass_both	Sample	patient	paper_group	n_high	n_low	n_tnk
WNT5A	SFRP4	other	0.0015846926253288984	False	0.0016155088852988692	0.0	619	386	0.002214491250924766	False	0.0016155088852988692	0.005494505494505495	619	182	-0.0006297986255958676	False	False	BD_immune01	P01	TN	386	182	619
WNT5A	SFRP5	other	0.0018153038690797985	False	0.0016155088852988692	0.0025906735751295338	619	386	0.0015846926253288984	False	0.0016155088852988692	0.0	619	182	0.00023061124375090003	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FRZB	other	0.0026245606131851673	False	0.0	0.007772020725388601	619	386	0.0	False	0.0	0.0	619	182	0.0026245606131851673	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD1+LRP5	other	0.04360674321651459	False	0.0	0.18393782383419688	619	386	0.043310150504112244	False	0.0	0.16483516483516483	619	182	0.00029659271240234375	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD1+LRP6	other	0.04360674321651459	False	0.0	0.18393782383419688	619	386	0.043310150504112244	False	0.0	0.16483516483516483	619	182	0.00029659271240234375	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD2+LRP5	other	0.03547479957342148	False	0.0	0.16839378238341968	619	386	0.055817872285842896	False	0.0	0.23076923076923078	619	182	-0.020343072712421417	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD2+LRP6	other	0.03547479957342148	False	0.0	0.16839378238341968	619	386	0.055817872285842896	False	0.0	0.23076923076923078	619	182	-0.020343072712421417	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD3+LRP5	other	0.05484282225370407	False	0.0	0.22279792746113988	619	386	0.055818259716033936	False	0.0	0.21978021978021978	619	182	-0.0009754374623298645	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD3+LRP6	other	0.05484282225370407	False	0.0	0.22279792746113988	619	386	0.055818259716033936	False	0.0	0.21978021978021978	619	182	-0.0009754374623298645	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD4+LRP5	other	0.0010776851559057832	False	0.0	0.007772020725388601	619	386	0.003226572647690773	False	0.0	0.016483516483516484	619	182	-0.00214888749178499	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD4+LRP6	other	0.0010776851559057832	False	0.0	0.007772020725388601	619	386	0.003226572647690773	False	0.0	0.016483516483516484	619	182	-0.00214888749178499	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD5+LRP5	other	0.023228539153933525	False	0.0	0.09585492227979274	619	386	0.013654814101755619	False	0.0	0.06043956043956044	619	182	0.009573725052177906	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD5+LRP6	other	0.023228539153933525	False	0.0	0.09585492227979274	619	386	0.013654814101755619	False	0.0	0.06043956043956044	619	182	0.009573725052177906	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD6+LRP5	other	0.07118572294712067	False	0.0	0.2823834196891192	619	386	0.1154891848564148	False	0.0	0.34615384615384615	619	182	-0.04430346190929413	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD6+LRP6	other	0.09257606416940689	False	0.0	0.3471502590673575	619	386	0.11450880765914917	False	0.0	0.3516483516483517	619	182	-0.02193274348974228	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD7+LRP5	other	0.07118572294712067	False	0.0	0.2823834196891192	619	386	0.1154891848564148	False	0.0	0.34615384615384615	619	182	-0.04430346190929413	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD7+LRP6	other	0.09257606416940689	False	0.0	0.3471502590673575	619	386	0.11450880765914917	False	0.0	0.3516483516483517	619	182	-0.02193274348974228	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD8+LRP5	other	0.03804346174001694	False	0.0	0.15025906735751296	619	386	0.03588489070534706	False	0.0	0.15934065934065933	619	182	0.002158571034669876	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	FZD8+LRP6	other	0.03804346174001694	False	0.0	0.15025906735751296	619	386	0.03588489070534706	False	0.0	0.15934065934065933	619	182	0.002158571034669876	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	SFRP1	other	0.027323434129357338	False	0.0	0.10621761658031088	619	386	0.04397197440266609	False	0.0	0.14285714285714285	619	182	-0.016648540273308754	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	SFRP2	other	0.00046630651922896504	False	0.0	0.0025906735751295338	619	386	0.0023749396204948425	False	0.0	0.01098901098901099	619	182	-0.0019086331012658775	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	SFRP4	other	0.0	False	0.0	0.0	619	386	0.0006297986255958676	False	0.0	0.005494505494505495	619	182	-0.0006297986255958676	False	False	BD_immune01	P01	TN	386	182	619
WNT5B	SFRP5	other	0.00023061124375090003	False	0.0	0.0025906735751295338	619	386	0.0	False	0.0	0.0	619	182	0.00023061124375090003	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FRZB	other	0.0026245606131851673	False	0.0	0.007772020725388601	619	386	0.0	False	0.0	0.0	619	182	0.0026245606131851673	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD1+LRP5	other	0.04360674321651459	False	0.0	0.18393782383419688	619	386	0.043310150504112244	False	0.0	0.16483516483516483	619	182	0.00029659271240234375	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD1+LRP6	other	0.04360674321651459	False	0.0	0.18393782383419688	619	386	0.043310150504112244	False	0.0	0.16483516483516483	619	182	0.00029659271240234375	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD2+LRP5	other	0.03547479957342148	False	0.0	0.16839378238341968	619	386	0.055817872285842896	False	0.0	0.23076923076923078	619	182	-0.020343072712421417	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD2+LRP6	other	0.03547479957342148	False	0.0	0.16839378238341968	619	386	0.055817872285842896	False	0.0	0.23076923076923078	619	182	-0.020343072712421417	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD3+LRP5	other	0.05484282225370407	False	0.0	0.22279792746113988	619	386	0.055818259716033936	False	0.0	0.21978021978021978	619	182	-0.0009754374623298645	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD3+LRP6	other	0.05484282225370407	False	0.0	0.22279792746113988	619	386	0.055818259716033936	False	0.0	0.21978021978021978	619	182	-0.0009754374623298645	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD4+LRP5	other	0.0010776851559057832	False	0.0	0.007772020725388601	619	386	0.003226572647690773	False	0.0	0.016483516483516484	619	182	-0.00214888749178499	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD4+LRP6	other	0.0010776851559057832	False	0.0	0.007772020725388601	619	386	0.003226572647690773	False	0.0	0.016483516483516484	619	182	-0.00214888749178499	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD5+LRP5	other	0.023228539153933525	False	0.0	0.09585492227979274	619	386	0.013654814101755619	False	0.0	0.06043956043956044	619	182	0.009573725052177906	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD5+LRP6	other	0.023228539153933525	False	0.0	0.09585492227979274	619	386	0.013654814101755619	False	0.0	0.06043956043956044	619	182	0.009573725052177906	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD6+LRP5	other	0.07118572294712067	False	0.0	0.2823834196891192	619	386	0.1154891848564148	False	0.0	0.34615384615384615	619	182	-0.04430346190929413	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD6+LRP6	other	0.09257606416940689	False	0.0	0.3471502590673575	619	386	0.11450880765914917	False	0.0	0.3516483516483517	619	182	-0.02193274348974228	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD7+LRP5	other	0.07118572294712067	False	0.0	0.2823834196891192	619	386	0.1154891848564148	False	0.0	0.34615384615384615	619	182	-0.04430346190929413	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD7+LRP6	other	0.09257606416940689	False	0.0	0.3471502590673575	619	386	0.11450880765914917	False	0.0	0.3516483516483517	619	182	-0.02193274348974228	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD8+LRP5	other	0.03804346174001694	False	0.0	0.15025906735751296	619	386	0.03588489070534706	False	0.0	0.15934065934065933	619	182	0.002158571034669876	False	False	BD_immune01	P01	TN	386	182	619
WNT6	FZD8+LRP6	other	0.03804346174001694	False	0.0	0.15025906735751296	619	386	0.03588489070534706	False	0.0	0.15934065934065933	619	182	0.002158571034669876	False	False	BD_immune01	P01	TN	386	182	619
WNT6	SFRP1	other	0.027323434129357338	False	0.0	0.10621761658031088	619	386	0.04397197440266609	False	0.0	0.14285714285714285	619	182	-0.016648540273308754	False	False	BD_immune01	P01	TN	386	182	619
WNT6	SFRP2	other	0.00046630651922896504	False	0.0	0.0025906735751295338	619	386	0.0023749396204948425	False	0.0	0.01098901098901099	619	182	-0.0019086331012658775	False	False	BD_immune01	P01	TN	386	182	619
WNT6	SFRP4	other	0.0	False	0.0	0.0	619	386	0.0006297986255958676	False	0.0	0.005494505494505495	619	182	-0.0006297986255958676	False	False	BD_immune01	P01	TN	386	182	619
WNT6	SFRP5	other	0.00023061124375090003	False	0.0	0.0025906735751295338	619	386	0.0	False	0.0	0.0	619	182	0.00023061124375090003	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FRZB	other	0.024407545570284128	False	0.025848142164781908	0.007772020725388601	619	386	0.02178298495709896	False	0.025848142164781908	0.0	619	182	0.0026245606131851673	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD1+LRP5	other	0.06538972817361355	False	0.025848142164781908	0.18393782383419688	619	386	0.0650931354612112	False	0.025848142164781908	0.16483516483516483	619	182	0.00029659271240234375	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD1+LRP6	other	0.06538972817361355	False	0.025848142164781908	0.18393782383419688	619	386	0.0650931354612112	False	0.025848142164781908	0.16483516483516483	619	182	0.00029659271240234375	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD2+LRP5	other	0.05725778453052044	False	0.025848142164781908	0.16839378238341968	619	386	0.07760085724294186	False	0.025848142164781908	0.23076923076923078	619	182	-0.020343072712421417	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD2+LRP6	other	0.05725778453052044	False	0.025848142164781908	0.16839378238341968	619	386	0.07760085724294186	False	0.025848142164781908	0.23076923076923078	619	182	-0.020343072712421417	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD3+LRP5	other	0.07662580721080303	False	0.025848142164781908	0.22279792746113988	619	386	0.0776012446731329	False	0.025848142164781908	0.21978021978021978	619	182	-0.0009754374623298645	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD3+LRP6	other	0.07662580721080303	False	0.025848142164781908	0.22279792746113988	619	386	0.0776012446731329	False	0.025848142164781908	0.21978021978021978	619	182	-0.0009754374623298645	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD4+LRP5	other	0.022860670113004744	False	0.025848142164781908	0.007772020725388601	619	386	0.025009557604789734	False	0.025848142164781908	0.016483516483516484	619	182	-0.00214888749178499	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD4+LRP6	other	0.022860670113004744	False	0.025848142164781908	0.007772020725388601	619	386	0.025009557604789734	False	0.025848142164781908	0.016483516483516484	619	182	-0.00214888749178499	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD5+LRP5	other	0.045011524111032486	False	0.025848142164781908	0.09585492227979274	619	386	0.03543779905885458	False	0.025848142164781908	0.06043956043956044	619	182	0.009573725052177906	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD5+LRP6	other	0.045011524111032486	False	0.025848142164781908	0.09585492227979274	619	386	0.03543779905885458	False	0.025848142164781908	0.06043956043956044	619	182	0.009573725052177906	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD6+LRP5	other	0.09296870790421963	False	0.025848142164781908	0.2823834196891192	619	386	0.13727216981351376	False	0.025848142164781908	0.34615384615384615	619	182	-0.04430346190929413	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD6+LRP6	other	0.11435904912650585	False	0.025848142164781908	0.3471502590673575	619	386	0.13629179261624813	False	0.025848142164781908	0.3516483516483517	619	182	-0.02193274348974228	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD7+LRP5	other	0.09296870790421963	False	0.025848142164781908	0.2823834196891192	619	386	0.13727216981351376	False	0.025848142164781908	0.34615384615384615	619	182	-0.04430346190929413	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD7+LRP6	other	0.11435904912650585	False	0.025848142164781908	0.3471502590673575	619	386	0.13629179261624813	False	0.025848142164781908	0.3516483516483517	619	182	-0.02193274348974228	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD8+LRP5	other	0.0598264466971159	False	0.025848142164781908	0.15025906735751296	619	386	0.05766787566244602	False	0.025848142164781908	0.15934065934065933	619	182	0.002158571034669876	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	FZD8+LRP6	other	0.0598264466971159	False	0.025848142164781908	0.15025906735751296	619	386	0.05766787566244602	False	0.025848142164781908	0.15934065934065933	619	182	0.002158571034669876	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	SFRP1	other	0.0491064190864563	False	0.025848142164781908	0.10621761658031088	619	386	0.06575495935976505	False	0.025848142164781908	0.14285714285714285	619	182	-0.016648540273308754	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	SFRP2	other	0.022249291476327926	False	0.025848142164781908	0.0025906735751295338	619	386	0.024157924577593803	False	0.025848142164781908	0.01098901098901099	619	182	-0.0019086331012658775	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	SFRP4	other	0.02178298495709896	False	0.025848142164781908	0.0	619	386	0.02241278358269483	False	0.025848142164781908	0.005494505494505495	619	182	-0.0006297986255958676	False	False	BD_immune01	P01	TN	386	182	619
WNT7A	SFRP5	other	0.02201359620084986	False	0.025848142164781908	0.0025906735751295338	619	386	0.02178298495709896	False	0.025848142164781908	0.0	619	182	0.00023061124375090003	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FRZB	other	0.0026245606131851673	False	0.0	0.007772020725388601	619	386	0.0	False	0.0	0.0	619	182	0.0026245606131851673	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD1+LRP5	other	0.04360674321651459	False	0.0	0.18393782383419688	619	386	0.043310150504112244	False	0.0	0.16483516483516483	619	182	0.00029659271240234375	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD1+LRP6	other	0.04360674321651459	False	0.0	0.18393782383419688	619	386	0.043310150504112244	False	0.0	0.16483516483516483	619	182	0.00029659271240234375	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD2+LRP5	other	0.03547479957342148	False	0.0	0.16839378238341968	619	386	0.055817872285842896	False	0.0	0.23076923076923078	619	182	-0.020343072712421417	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD2+LRP6	other	0.03547479957342148	False	0.0	0.16839378238341968	619	386	0.055817872285842896	False	0.0	0.23076923076923078	619	182	-0.020343072712421417	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD3+LRP5	other	0.05484282225370407	False	0.0	0.22279792746113988	619	386	0.055818259716033936	False	0.0	0.21978021978021978	619	182	-0.0009754374623298645	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD3+LRP6	other	0.05484282225370407	False	0.0	0.22279792746113988	619	386	0.055818259716033936	False	0.0	0.21978021978021978	619	182	-0.0009754374623298645	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD4+LRP5	other	0.0010776851559057832	False	0.0	0.007772020725388601	619	386	0.003226572647690773	False	0.0	0.016483516483516484	619	182	-0.00214888749178499	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD4+LRP6	other	0.0010776851559057832	False	0.0	0.007772020725388601	619	386	0.003226572647690773	False	0.0	0.016483516483516484	619	182	-0.00214888749178499	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD5+LRP5	other	0.023228539153933525	False	0.0	0.09585492227979274	619	386	0.013654814101755619	False	0.0	0.06043956043956044	619	182	0.009573725052177906	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD5+LRP6	other	0.023228539153933525	False	0.0	0.09585492227979274	619	386	0.013654814101755619	False	0.0	0.06043956043956044	619	182	0.009573725052177906	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD6+LRP5	other	0.07118572294712067	False	0.0	0.2823834196891192	619	386	0.1154891848564148	False	0.0	0.34615384615384615	619	182	-0.04430346190929413	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD6+LRP6	other	0.09257606416940689	False	0.0	0.3471502590673575	619	386	0.11450880765914917	False	0.0	0.3516483516483517	619	182	-0.02193274348974228	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD7+LRP5	other	0.07118572294712067	False	0.0	0.2823834196891192	619	386	0.1154891848564148	False	0.0	0.34615384615384615	619	182	-0.04430346190929413	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD7+LRP6	other	0.09257606416940689	False	0.0	0.3471502590673575	619	386	0.11450880765914917	False	0.0	0.3516483516483517	619	182	-0.02193274348974228	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD8+LRP5	other	0.03804346174001694	False	0.0	0.15025906735751296	619	386	0.03588489070534706	False	0.0	0.15934065934065933	619	182	0.002158571034669876	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	FZD8+LRP6	other	0.03804346174001694	False	0.0	0.15025906735751296	619	386	0.03588489070534706	False	0.0	0.15934065934065933	619	182	0.002158571034669876	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	SFRP1	other	0.027323434129357338	False	0.0	0.10621761658031088	619	386	0.04397197440266609	False	0.0	0.14285714285714285	619	182	-0.016648540273308754	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	SFRP2	other	0.00046630651922896504	False	0.0	0.0025906735751295338	619	386	0.0023749396204948425	False	0.0	0.01098901098901099	619	182	-0.0019086331012658775	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	SFRP4	other	0.0	False	0.0	0.0	619	386	0.0006297986255958676	False	0.0	0.005494505494505495	619	182	-0.0006297986255958676	False	False	BD_immune01	P01	TN	386	182	619
WNT7B	SFRP5	other	0.00023061124375090003	False	0.0	0.0025906735751295338	619	386	0.0	False	0.0	0.0	619	182	0.00023061124375090003	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FRZB	other	0.004019780899398029	False	0.0016155088852988692	0.007772020725388601	619	386	0.0013952202862128615	False	0.0016155088852988692	0.0	619	182	0.0026245606131851673	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD1+LRP5	other	0.04500196350272745	False	0.0016155088852988692	0.18393782383419688	619	386	0.044705370790325105	False	0.0016155088852988692	0.16483516483516483	619	182	0.00029659271240234375	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD1+LRP6	other	0.04500196350272745	False	0.0016155088852988692	0.18393782383419688	619	386	0.044705370790325105	False	0.0016155088852988692	0.16483516483516483	619	182	0.00029659271240234375	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD2+LRP5	other	0.03687001985963434	False	0.0016155088852988692	0.16839378238341968	619	386	0.05721309257205576	False	0.0016155088852988692	0.23076923076923078	619	182	-0.020343072712421417	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD2+LRP6	other	0.03687001985963434	False	0.0016155088852988692	0.16839378238341968	619	386	0.05721309257205576	False	0.0016155088852988692	0.23076923076923078	619	182	-0.020343072712421417	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD3+LRP5	other	0.05623804253991693	False	0.0016155088852988692	0.22279792746113988	619	386	0.0572134800022468	False	0.0016155088852988692	0.21978021978021978	619	182	-0.0009754374623298645	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD3+LRP6	other	0.05623804253991693	False	0.0016155088852988692	0.22279792746113988	619	386	0.0572134800022468	False	0.0016155088852988692	0.21978021978021978	619	182	-0.0009754374623298645	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD4+LRP5	other	0.0024729054421186447	False	0.0016155088852988692	0.007772020725388601	619	386	0.0046217929339036345	False	0.0016155088852988692	0.016483516483516484	619	182	-0.00214888749178499	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD4+LRP6	other	0.0024729054421186447	False	0.0016155088852988692	0.007772020725388601	619	386	0.0046217929339036345	False	0.0016155088852988692	0.016483516483516484	619	182	-0.00214888749178499	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD5+LRP5	other	0.024623759440146387	False	0.0016155088852988692	0.09585492227979274	619	386	0.01505003438796848	False	0.0016155088852988692	0.06043956043956044	619	182	0.009573725052177906	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD5+LRP6	other	0.024623759440146387	False	0.0016155088852988692	0.09585492227979274	619	386	0.01505003438796848	False	0.0016155088852988692	0.06043956043956044	619	182	0.009573725052177906	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD6+LRP5	other	0.07258094323333353	False	0.0016155088852988692	0.2823834196891192	619	386	0.11688440514262766	False	0.0016155088852988692	0.34615384615384615	619	182	-0.04430346190929413	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD6+LRP6	other	0.09397128445561975	False	0.0016155088852988692	0.3471502590673575	619	386	0.11590402794536203	False	0.0016155088852988692	0.3516483516483517	619	182	-0.02193274348974228	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD7+LRP5	other	0.07258094323333353	False	0.0016155088852988692	0.2823834196891192	619	386	0.11688440514262766	False	0.0016155088852988692	0.34615384615384615	619	182	-0.04430346190929413	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD7+LRP6	other	0.09397128445561975	False	0.0016155088852988692	0.3471502590673575	619	386	0.11590402794536203	False	0.0016155088852988692	0.3516483516483517	619	182	-0.02193274348974228	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD8+LRP5	other	0.0394386820262298	False	0.0016155088852988692	0.15025906735751296	619	386	0.03728011099155992	False	0.0016155088852988692	0.15934065934065933	619	182	0.002158571034669876	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	FZD8+LRP6	other	0.0394386820262298	False	0.0016155088852988692	0.15025906735751296	619	386	0.03728011099155992	False	0.0016155088852988692	0.15934065934065933	619	182	0.002158571034669876	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	SFRP1	other	0.0287186544155702	False	0.0016155088852988692	0.10621761658031088	619	386	0.04536719468887895	False	0.0016155088852988692	0.14285714285714285	619	182	-0.016648540273308754	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	SFRP2	other	0.0018615268054418266	False	0.0016155088852988692	0.0025906735751295338	619	386	0.003770159906707704	False	0.0016155088852988692	0.01098901098901099	619	182	-0.0019086331012658775	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	SFRP4	other	0.0013952202862128615	False	0.0016155088852988692	0.0	619	386	0.002025018911808729	False	0.0016155088852988692	0.005494505494505495	619	182	-0.0006297986255958676	False	False	BD_immune01	P01	TN	386	182	619
WNT9A	SFRP5	other	0.0016258315299637616	False	0.0016155088852988692	0.0025906735751295338	619	386	0.0013952202862128615	False	0.0016155088852988692	0.0	619	182	0.00023061124375090003	False	False	BD_immune01	P01	TN	386	182	619
XCL1	XCR1	other	0.043898243457078934	False	0.05331179321486268	0.0	619	386	0.043898243457078934	False	0.05331179321486268	0.0	619	182	0.0	False	False	BD_immune01	P01	TN	386	182	619
XCL2	XCR1	other	0.046797070652246475	False	0.05331179321486268	0.0	619	386	0.046797070652246475	False	0.05331179321486268	0.0	619	182	0.0	False	False	BD_immune01	P01	TN	386	182	619
IFNG	IFNGR1	IFN	0.677411675453186	True	0.41223241590214066	0.5242290748898678	4905	227	0.6689936071634293	True	0.41223241590214066	0.49903660886319845	4905	519	0.008418068289756775	True	True	BD_immune03	P03	MPR	227	519	4905
IFNG	IFNGR1+IFNGR2	IFN	0.6352685689926147	True	0.41223241590214066	0.4008810572687225	4905	227	0.624279573559761	True	0.41223241590214066	0.43352601156069365	4905	519	0.010988995432853699	True	True	BD_immune03	P03	MPR	227	519	4905
IFNG	IFNGR2	IFN	0.6352685689926147	True	0.41223241590214066	0.4008810572687225	4905	227	0.624279573559761	True	0.41223241590214066	0.43352601156069365	4905	519	0.010988995432853699	True	True	BD_immune03	P03	MPR	227	519	4905
IFNL1	IFNLR1+IL10RB	IFN	0.005726195173338056	False	0.005300713557594291	0.00881057268722467	4905	227	0.005852492293342948	False	0.005300713557594291	0.011560693641618497	4905	519	-0.00012629712000489235	False	False	BD_immune03	P03	MPR	227	519	4905
CD93	IFNGR1	IFN_partial	0.15833393682260066	False	0.001834862385321101	0.5242290748898678	4905	227	0.1499158685328439	False	0.001834862385321101	0.49903660886319845	4905	519	0.008418068289756775	False	False	BD_immune03	P03	MPR	227	519	4905
IL10	IL10RA+IL10RB	IFN_partial	0.02023284533061087	False	0.019367991845056064	0.00881057268722467	4905	227	0.020359142450615764	False	0.019367991845056064	0.011560693641618497	4905	519	-0.00012629712000489235	False	False	BD_immune03	P03	MPR	227	519	4905
IL26	IL10RB+IL20RA	IFN_partial	0.012874402338638902	False	0.013251783893985729	0.00881057268722467	4905	227	0.013000699458643794	False	0.013251783893985729	0.011560693641618497	4905	519	-0.00012629712000489235	False	False	BD_immune03	P03	MPR	227	519	4905
HLA-A	CD8A	MHC_I	2.094911023043096	False	0.998776758409786	0.05286343612334802	4905	227	2.0946030160412192	False	0.998776758409786	0.04431599229287091	4905	519	0.00030800700187683105	False	False	BD_immune03	P03	MPR	227	519	4905
HLA-A	CD8B	MHC_I	2.0856530787423253	False	0.998776758409786	0.013215859030837005	4905	227	2.0856484009418637	False	0.998776758409786	0.005780346820809248	4905	519	4.677800461649895e-06	False	False	BD_immune03	P03	MPR	227	519	4905
HLA-B	CD8A	MHC_I	1.8398058852180839	False	0.9934760448521917	0.05286343612334802	4905	227	1.839497878216207	False	0.9934760448521917	0.04431599229287091	4905	519	0.00030800700187683105	False	False	BD_immune03	P03	MPR	227	519	4905
HLA-B	CD8B	MHC_I	1.830547940917313	False	0.9934760448521917	0.013215859030837005	4905	227	1.8305432631168514	False	0.9934760448521917	0.005780346820809248	4905	519	4.677800461649895e-06	False	False	BD_immune03	P03	MPR	227	519	4905
HLA-C	CD8A	MHC_I	2.1024705609306693	False	0.9969418960244648	0.05286343612334802	4905	227	2.1021625539287925	False	0.9969418960244648	0.04431599229287091	4905	519	0.00030800700187683105	False	False	BD_immune03	P03	MPR	227	519	4905
HLA-C	CD8B	MHC_I	2.0932126166298985	False	0.9969418960244648	0.013215859030837005	4905	227	2.093207938829437	False	0.9969418960244648	0.005780346820809248	4905	519	4.677800461649895e-06	False	False	BD_immune03	P03	MPR	227	519	4905
HLA-C	KIR2DL1	MHC_I	2.090841293334961	False	0.9969418960244648	0.0	4905	227	2.090841293334961	False	0.9969418960244648	0.0	4905	519	0.0	False	False	BD_immune03	P03	MPR	227	519	4905
HLA-E	KLRC1	MHC_I	1.500509262084961	False	0.9630988786952089	0.0	4905	227	1.5022819217992947	False	0.9630988786952089	0.0038535645472061657	4905	519	-0.001772659714333713	False	False	BD_immune03	P03	MPR	227	519	4905
HLA-E	KLRC1+KLRD1	MHC_I	1.500509262084961	False	0.9630988786952089	0.0	4905	227	1.5022819217992947	False	0.9630988786952089	0.0038535645472061657	4905	519	-0.001772659714333713	False	False	BD_immune03	P03	MPR	227	519	4905
