ligand	receptor	pathway	cpdb_mean_score_high	pass_expr_prop_high	ligand_frac_high	receptor_frac_high	n_sender_high	n_receiver_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	receptor_frac_low	n_sender_low	n_receiver_low	delta_high_minus_low	pass_either	pass_both
IFNG	IFNGR1	IFN	0.43432648479938507	True	0.25465958208297773	0.3624019312009656	36323	3314	0.46255120635032654	True	0.25465958208297773	0.4002414729852098	36323	3313	-0.028224721550941467	True	True
IFNG	IFNGR1+IFNGR2	IFN	0.43432648479938507	True	0.25465958208297773	0.3624019312009656	36323	3314	0.46255120635032654	True	0.25465958208297773	0.4002414729852098	36323	3313	-0.028224721550941467	True	True
IFNG	IFNGR2	IFN	0.5087403059005737	True	0.25465958208297773	0.5126735063367531	36323	3314	0.50501449406147	True	0.25465958208297773	0.4796257168729248	36323	3313	0.0037258118391036987	True	True
IFNL1	IFNLR1+IL10RB	IFN	0.009966151788830757	False	0.0062494837981444265	0.016898008449004225	36323	3314	0.009161342401057482	False	0.0062494837981444265	0.01569574403863568	36323	3313	0.0008048093877732754	False	False
CD93	IFNGR1	IFN_partial	0.1405150988139212	False	0.005230845469812516	0.3624019312009656	36323	3314	0.16873982036486268	False	0.005230845469812516	0.4002414729852098	36323	3313	-0.028224721550941467	False	False
IL10	IL10RA+IL10RB	IFN_partial	0.010918608866631985	False	0.008727252704897723	0.009656004828002414	36323	3314	0.011971703730523586	False	0.008727252704897723	0.015393902807123452	36323	3313	-0.0010530948638916016	False	False
IL26	IL10RB+IL20RA	IFN_partial	0.010655346792191267	False	0.0073507144233681135	0.016898008449004225	36323	3314	0.009850537404417992	False	0.0073507144233681135	0.01569574403863568	36323	3313	0.0008048093877732754	False	False
HLA-A	CD8A	MHC_I	2.051097573246807	False	0.998375684827795	0.022631261315630657	36323	3314	2.052791998721659	False	0.998375684827795	0.020827044974343494	36323	3313	-0.0016944254748523235	False	False
HLA-A	CD8B	MHC_I	2.0462239681510255	False	0.998375684827795	0.002715751357875679	36323	3314	2.0470139532117173	False	0.998375684827795	0.003018412315122246	36323	3313	-0.0007899850606918335	False	False
HLA-B	CD8A	MHC_I	1.8168112649582326	False	0.9926492855766319	0.022631261315630657	36323	3314	1.818505690433085	False	0.9926492855766319	0.020827044974343494	36323	3313	-0.0016944254748523235	False	False
HLA-B	CD8B	MHC_I	1.8119376598624513	False	0.9926492855766319	0.002715751357875679	36323	3314	1.812727644923143	False	0.9926492855766319	0.003018412315122246	36323	3313	-0.0007899850606918335	False	False
HLA-C	CD8A	MHC_I	1.9392140521667898	False	0.9965035927649148	0.022631261315630657	36323	3314	1.940908477641642	False	0.9965035927649148	0.020827044974343494	36323	3313	-0.0016944254748523235	False	False
HLA-C	CD8B	MHC_I	1.9343404470710084	False	0.9965035927649148	0.002715751357875679	36323	3314	1.9351304321317002	False	0.9965035927649148	0.003018412315122246	36323	3313	-0.0007899850606918335	False	False
HLA-C	KIR2DL1	MHC_I	1.9334088563919067	False	0.9965035927649148	0.0	36323	3314	1.9334088563919067	False	0.9965035927649148	0.0	36323	3313	0.0	False	False
HLA-E	KLRC1	MHC_I	1.5717036634450778	False	0.9796547641989923	0.0012070006035003018	36323	3314	1.5722496010712348	False	0.9796547641989923	0.0033202535466344703	36323	3313	-0.000545937626156956	False	False
HLA-E	KLRC1+KLRD1	MHC_I	1.5717036634450778	False	0.9796547641989923	0.0012070006035003018	36323	3314	1.5722496010712348	False	0.9796547641989923	0.0033202535466344703	36323	3313	-0.000545937626156956	False	False
HLA-E	KLRC2	MHC_I	1.5722757106414065	False	0.9796547641989923	0.0030175015087507543	36323	3314	1.5739994666073471	False	0.9796547641989923	0.011168125565952309	36323	3313	-0.0017237559659406543	False	False
HLA-E	KLRC2+KLRD1	MHC_I	1.5722757106414065	False	0.9796547641989923	0.0030175015087507543	36323	3314	1.5739994666073471	False	0.9796547641989923	0.011168125565952309	36323	3313	-0.0017237559659406543	False	False
HLA-E	KLRD1	MHC_I	1.574690252309665	False	0.9796547641989923	0.011164755582377792	36323	3314	1.5772552508860826	False	0.9796547641989923	0.021430727437367944	36323	3313	-0.0025649985764175653	False	False
HLA-E	KLRK1	MHC_I	1.5714972019195557	False	0.9796547641989923	0.0	36323	3314	1.5715256318526372	False	0.9796547641989923	0.00030184123151222455	36323	3313	-2.8429933081497438e-05	False	False
HLA-F	LILRB1	MHC_I	0.6520334471715614	False	0.6198551881727831	0.003621001810500905	36323	3314	0.653565919958055	False	0.6198551881727831	0.004527618472683369	36323	3313	-0.0015324727864935994	False	False
HLA-F	LILRB2	MHC_I	0.6528771942248568	False	0.6198551881727831	0.00724200362100181	36323	3314	0.6536815129220486	False	0.6198551881727831	0.008753395713854513	36323	3313	-0.0008043186971917748	False	False
HLA-G	LILRB1	MHC_I	0.0024678364861756563	False	0.0020097458910332297	0.003621001810500905	36323	3314	0.004000309272669256	False	0.0020097458910332297	0.004527618472683369	36323	3313	-0.0015324727864935994	False	False
HLA-G	LILRB2	MHC_I	0.0033115835394710302	False	0.0020097458910332297	0.00724200362100181	36323	3314	0.004115902236662805	False	0.0020097458910332297	0.008753395713854513	36323	3313	-0.0008043186971917748	False	False
B2M+CD1B	IL6ST	MHC_I_partial	0.08951617145794444	False	0.00046802301572006715	0.21575135787567895	36323	3314	0.14817038291948847	False	0.00046802301572006715	0.3108964684575913	36323	3313	-0.05865421146154404	False	False
CD1D	LILRB2	MHC_I_partial	0.001961310743354261	False	0.0005230845469812516	0.00724200362100181	36323	3314	0.0027656294405460358	False	0.0005230845469812516	0.008753395713854513	36323	3313	-0.0008043186971917748	False	False
CEACAM5	CD8A	MHC_I_partial	0.007451995741575956	False	0.0016793767034661235	0.022631261315630657	36323	3314	0.00914642121642828	False	0.0016793767034661235	0.020827044974343494	36323	3313	-0.0016944254748523235	False	False
HLA-E	VSIR	MHC_I_partial	1.621931865811348	True	0.9796547641989923	0.1584188292094146	36323	3314	1.6060869470238686	True	0.9796547641989923	0.11258677935405977	36323	3313	0.0158449187874794	True	True
HLA-F	VSIR	MHC_I_partial	0.7016976028680801	True	0.6198551881727831	0.1584188292094146	36323	3314	0.6858526840806007	True	0.6198551881727831	0.11258677935405977	36323	3313	0.0158449187874794	True	True
LCK	CD8A+CD8B	MHC_I_partial	0.4785305856494233	False	0.48652369022382513	0.002715751357875679	36323	3314	0.47932057071011513	False	0.48652369022382513	0.003018412315122246	36323	3313	-0.0007899850606918335	False	False
MICA	HCST+KLRK1	MHC_I_partial	0.028028421103954315	False	0.03389037249125898	0.0	36323	3314	0.028056851037035813	False	0.03389037249125898	0.00030184123151222455	36323	3313	-2.8429933081497438e-05	False	False
MICB	HCST+KLRK1	MHC_I_partial	0.062017325311899185	False	0.07667318228119924	0.0	36323	3314	0.06204575524498068	False	0.07667318228119924	0.00030184123151222455	36323	3313	-2.8429933081497438e-05	False	False
ULBP1	HCST+KLRK1	MHC_I_partial	0.00145537534262985	False	0.001899622828510861	0.0	36323	3314	0.0014838052757113473	False	0.001899622828510861	0.00030184123151222455	36323	3313	-2.8429933081497438e-05	False	False
ULBP2	HCST+KLRK1	MHC_I_partial	0.010671962983906269	False	0.013132175205792473	0.0	36323	3314	0.010700392916987767	False	0.013132175205792473	0.00030184123151222455	36323	3313	-2.8429933081497438e-05	False	False
CCL19	CCR7	T_recruit	0.00407375035865698	False	0.0003303691875671062	0.009354254677127338	36323	3314	0.006224806085810997	False	0.0003303691875671062	0.009658919408391186	36323	3313	-0.0021510557271540165	False	False
CCL21	CCR7	T_recruit	0.0041642004798632115	False	0.0003854307188282906	0.009354254677127338	36323	3314	0.006315256207017228	False	0.0003854307188282906	0.009658919408391186	36323	3313	-0.0021510557271540165	False	False
CCL3	CCR1	T_recruit	0.22945713507942855	False	0.1881727830850976	0.012070006035003017	36323	3314	0.22961476095952094	False	0.1881727830850976	0.012677331723513431	36323	3313	-0.00015762588009238243	False	False
CCL3	CCR5	T_recruit	0.2261286613647826	False	0.1881727830850976	0.002112251056125528	36323	3314	0.22736213577445596	False	0.1881727830850976	0.004527618472683369	36323	3313	-0.001233474409673363	False	False
CCL4	CCR5	T_recruit	0.771847480267752	False	0.5171929631363048	0.002112251056125528	36323	3314	0.7730809546774253	False	0.5171929631363048	0.004527618472683369	36323	3313	-0.001233474409673363	False	False
CCL5	CCR1	T_recruit	1.2345175992231816	False	0.6813313878258954	0.012070006035003017	36323	3314	1.234675225103274	False	0.6813313878258954	0.012677331723513431	36323	3313	-0.00015762588009238243	False	False
