ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
LGALS9,LGALS9,0.23839423,0.302,CD47,CD47,0.60075736,0.322,Malig_CLDN4low,T,0.4195758,0.0
SPP1,SPP1,0.37296543,0.2945,ITGA4,ITGA4_ITGB1,0.46253,0.2595,Malig_CLDN4low,NK,0.4177477,0.0
CXCL16,CXCL16,0.4222918,0.4935,CXCR6,CXCR6,0.41032916,0.2105,Malig_CLDN4high,T,0.4163105,0.0
JAG1,JAG1,0.49323657,0.464,CD46,CD46,0.3389592,0.195,Malig_CLDN4low,NK,0.41609788,0.38
CXCL16,CXCL16,0.41235295,0.4585,CXCR6,CXCR6,0.41032916,0.2105,Malig_CLDN4low,T,0.41134107,0.0
CX3CL1,CX3CL1,0.089335114,0.114,CX3CR1,CX3CR1,0.7129536,0.2755,Malig_CLDN4high,NK,0.4011444,0.0
CX3CL1,CX3CL1,0.08000082,0.116,CX3CR1,CX3CR1,0.7129536,0.2755,Malig_CLDN4low,NK,0.39647722,0.0
FAM3C,FAM3C,0.5931633,0.5845,ADGRG5,ADGRG5,0.18897893,0.114,Malig_CLDN4low,NK,0.3910711,0.0
PLXNB1,PLXNB1,0.09407057,0.1635,SEMA4D,SEMA4D,0.6804552,0.371,Malig_CLDN4high,NK,0.38726288,0.0
CXCL16,CXCL16,0.4222918,0.4935,CXCR6,CXCR6,0.34678325,0.1935,Malig_CLDN4high,NK,0.38453752,0.0
PLXNB1,PLXNB1,0.08236718,0.1515,SEMA4D,SEMA4D,0.6804552,0.371,Malig_CLDN4low,NK,0.3814112,0.0
CXCL16,CXCL16,0.41235295,0.4585,CXCR6,CXCR6,0.34678325,0.1935,Malig_CLDN4low,NK,0.3795681,0.0
COL7A1,COL7A1,0.21699189,0.2995,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4high,NK,0.36692527,0.0
COL7A1,COL7A1,0.21499456,0.29,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4low,NK,0.3659266,0.0
JAG1,JAG1,0.49323657,0.464,NOTCH1,NOTCH1,0.20792426,0.1275,Malig_CLDN4low,NK,0.35058042,0.0
COL4A5,COL4A5,0.18137082,0.2465,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4low,NK,0.34911472,0.0
COL4A5,COL4A5,0.1750113,0.2585,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4high,NK,0.345935,0.0
TNFSF10,TNFSF10,0.51962006,0.46,RIPK1,RIPK1,0.16795987,0.104,Malig_CLDN4low,NK,0.34378996,0.0
PLXNB1,PLXNB1,0.09407057,0.1635,SEMA4D,SEMA4D,0.59297675,0.32,Malig_CLDN4high,T,0.34352365,0.0
PLXNB1,PLXNB1,0.08236718,0.1515,SEMA4D,SEMA4D,0.59297675,0.32,Malig_CLDN4low,T,0.33767197,0.0
CCL20,CCL20,0.28178862,0.1435,CXCR3,CXCR3,0.38501945,0.2085,Malig_CLDN4low,T,0.33340403,0.0
COL6A1,COL6A1,0.1336781,0.1425,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4low,NK,0.32526836,0.0
COL4A2,COL4A2,0.12508403,0.1525,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4low,NK,0.32097134,0.0
COL27A1,COL27A1,0.103786714,0.159,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4low,NK,0.31032267,0.0
COL27A1,COL27A1,0.101440065,0.1585,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4high,NK,0.30914935,0.0
COL1A1,COL1A1,0.098001815,0.147,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4high,NK,0.30743024,0.0
CLEC2B,CLEC2B,0.22429444,0.2185,KLRF1,KLRF1,0.38638088,0.1775,Malig_CLDN4low,NK,0.30533767,0.0
VEGFB,VEGFB,0.38465172,0.474,ADRB2,ADRB2,0.22085312,0.1225,Malig_CLDN4low,NK,0.30275244,0.0
COL7A1,COL7A1,0.21699189,0.2995,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4high,T,0.30075768,0.0
COL7A1,COL7A1,0.21499456,0.29,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4low,T,0.299759,0.0
CCL20,CCL20,0.28178862,0.1435,CXCR3,CXCR3,0.3099877,0.1815,Malig_CLDN4low,NK,0.29588816,0.0
COL1A1,COL1A1,0.07326477,0.1255,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4low,NK,0.2950617,0.0
VEGFB,VEGFB,0.36890796,0.5005,ADRB2,ADRB2,0.22085312,0.1225,Malig_CLDN4high,NK,0.29488054,0.0
COL4A1,COL4A1,0.06988267,0.115,ITGA1,ITGA1_ITGB1,0.51685864,0.263,Malig_CLDN4low,NK,0.29337066,0.0
COL4A5,COL4A5,0.18137082,0.2465,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4low,T,0.28294712,0.0
LGALS9,LGALS9,0.24063134,0.3295,SLC1A5,SLC1A5,0.31892517,0.1835,Malig_CLDN4high,NK,0.27977824,1.0
COL4A5,COL4A5,0.1750113,0.2585,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4high,T,0.2797674,0.0
LGALS9,LGALS9,0.23839423,0.302,SLC1A5,SLC1A5,0.31892517,0.1835,Malig_CLDN4low,NK,0.2786597,1.0
LGALS9,LGALS9,0.24063134,0.3295,HAVCR2,HAVCR2,0.29359555,0.1545,Malig_CLDN4high,T,0.26711345,0.02
LGALS9,LGALS9,0.23839423,0.302,HAVCR2,HAVCR2,0.29359555,0.1545,Malig_CLDN4low,T,0.2659949,0.0
CLEC2B,CLEC2B,0.13418621,0.161,KLRF1,KLRF1,0.38638088,0.1775,Malig_CLDN4high,NK,0.26028353,0.7
COL6A1,COL6A1,0.1336781,0.1425,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4low,T,0.25910076,0.0
TGFB1,TGFB1,0.09466385,0.166,TGFBR3,TGFBR3,0.41668832,0.2075,Malig_CLDN4high,NK,0.2556761,0.0
COL4A2,COL4A2,0.12508403,0.1525,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4low,T,0.25480375,0.0
CD274,CD274,0.08798447,0.1325,PDCD1,PDCD1,0.4108375,0.217,Malig_CLDN4low,T,0.24941099,0.0
TGFB1,TGFB1,0.079692595,0.133,TGFBR3,TGFBR3,0.41668832,0.2075,Malig_CLDN4low,NK,0.24819046,0.0
CD274,CD274,0.077739194,0.1185,PDCD1,PDCD1,0.4108375,0.217,Malig_CLDN4high,T,0.24428836,0.0
COL27A1,COL27A1,0.103786714,0.159,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4low,T,0.24415508,0.0
COL27A1,COL27A1,0.101440065,0.1585,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4high,T,0.24298176,0.0
COL1A1,COL1A1,0.098001815,0.147,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4high,T,0.24126263,0.0
CD274,CD274,0.08798447,0.1325,PDCD1,PDCD1,0.39330617,0.214,Malig_CLDN4low,NK,0.24064532,0.0
CD274,CD274,0.077739194,0.1185,PDCD1,PDCD1,0.39330617,0.214,Malig_CLDN4high,NK,0.23552269,0.0
TNFSF9,TNFSF9,0.11968672,0.1655,TNFRSF9,TNFRSF9,0.3465232,0.174,Malig_CLDN4high,NK,0.23310496,0.0
COL1A1,COL1A1,0.07326477,0.1255,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4low,T,0.22889411,0.0
COL4A1,COL4A1,0.06988267,0.115,ITGA1,ITGA1_ITGB1,0.38452345,0.1855,Malig_CLDN4low,T,0.22720306,0.0
LGALS9,LGALS9,0.24063134,0.3295,SLC1A5,SLC1A5,0.18858951,0.1075,Malig_CLDN4high,T,0.21461043,1.0
LGALS9,LGALS9,0.23839423,0.302,SLC1A5,SLC1A5,0.18858951,0.1075,Malig_CLDN4low,T,0.21349187,1.0
CLEC2D,CLEC2D,0.06376844,0.1235,KLRB1,KLRB1,0.36269352,0.171,Malig_CLDN4low,T,0.21323098,1.0
PVR,PVR,0.079022296,0.139,CD226,CD226,0.34719402,0.193,Malig_CLDN4low,NK,0.21310815,0.0
CLEC2D,CLEC2D,0.06376844,0.1235,KLRB1,KLRB1,0.3581492,0.176,Malig_CLDN4low,NK,0.21095882,1.0
PVR,PVR,0.07222798,0.1305,CD226,CD226,0.34719402,0.193,Malig_CLDN4high,NK,0.209711,0.0
CD177,CD177,0.22036129,0.113,PECAM1,PECAM1,0.18581249,0.11,Malig_CLDN4low,NK,0.20308688,0.0
JAG2,JAG2,0.12913823,0.1985,NOTCH1,NOTCH1,0.20792426,0.1275,Malig_CLDN4low,NK,0.16853124,0.0
TNFSF9,TNFSF9,0.11968672,0.1655,TNFRSF9,TNFRSF9,0.19923176,0.1065,Malig_CLDN4high,T,0.15945923,0.06
PVR,PVR,0.079022296,0.139,CD226,CD226,0.23939943,0.135,Malig_CLDN4low,T,0.15921086,0.0
PVR,PVR,0.07222798,0.1305,CD226,CD226,0.23939943,0.135,Malig_CLDN4high,T,0.15581371,0.0
TNFSF9,TNFSF9,0.11968672,0.1655,ADGRG5,ADGRG5,0.18897893,0.114,Malig_CLDN4high,NK,0.15433282,0.0
JAG2,JAG2,0.100065425,0.1615,NOTCH1,NOTCH1,0.20792426,0.1275,Malig_CLDN4high,NK,0.15399484,0.0
TGFB1,TGFB1,0.09466385,0.166,TGFBR1,TGFBR1_TGFBR2,0.18426353,0.104,Malig_CLDN4high,NK,0.1394637,0.96
MIF,MIF,0.07816169,0.134,TNFRSF14,TNFRSF14,0.19494364,0.1125,Malig_CLDN4high,T,0.13655266,0.0
TGFB1,TGFB1,0.079692595,0.133,TGFBR1,TGFBR1_TGFBR2,0.18426353,0.104,Malig_CLDN4low,NK,0.13197806,1.0
MIF,MIF,0.06534164,0.125,TNFRSF14,TNFRSF14,0.19494364,0.1125,Malig_CLDN4low,T,0.13014263,0.0
