ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
GRN,GRN,0.17693321,0.104,EGFR,EGFR,0.5321454,0.5695,T,Malig_CLDN4high,0.3545393,1.0
CSF1,CSF1,0.48323745,0.235,SLC7A1,SLC7A1,0.21893448,0.3155,NK,Malig_CLDN4low,0.35108596,0.0
FASLG,FASLG,0.2769537,0.147,TNFRSF1A,TNFRSF1A,0.3978051,0.5,T,Malig_CLDN4high,0.3373794,0.0
LGALS9,LGALS9,0.22386158,0.14,CD47,CD47,0.44945714,0.5085,NK,Malig_CLDN4high,0.33665937,1.0
LGALS9,LGALS9,0.22386158,0.14,CD47,CD47,0.44067812,0.485,NK,Malig_CLDN4low,0.33226985,1.0
FASLG,FASLG,0.2769537,0.147,TNFRSF1A,TNFRSF1A,0.38167858,0.472,T,Malig_CLDN4low,0.32931614,0.0
LGALS9,LGALS9,0.20575367,0.121,CD47,CD47,0.44945714,0.5085,T,Malig_CLDN4high,0.3276054,1.0
LGALS9,LGALS9,0.20575367,0.121,CD47,CD47,0.44067812,0.485,T,Malig_CLDN4low,0.3232159,1.0
KLRF1,KLRF1,0.38638088,0.1775,CLEC2B,CLEC2B,0.22429444,0.2185,NK,Malig_CLDN4low,0.30533767,0.0
COPA,COPA,0.4409759,0.2565,SORT1,SORT1,0.14034997,0.222,NK,Malig_CLDN4high,0.29066294,1.0
GRN,GRN,0.18096815,0.1105,TNFRSF1A,TNFRSF1A,0.3978051,0.5,NK,Malig_CLDN4high,0.28938663,1.0
GRN,GRN,0.17693321,0.104,TNFRSF1A,TNFRSF1A,0.3978051,0.5,T,Malig_CLDN4high,0.28736916,1.0
TNFSF12,TNFSF12,0.24877316,0.1425,TNFRSF12A,TNFRSF12A,0.32521215,0.303,T,Malig_CLDN4low,0.28699267,0.0
TNFSF12,TNFSF12,0.24877316,0.1425,TNFRSF12A,TNFRSF12A,0.3184993,0.3315,T,Malig_CLDN4high,0.2836362,0.0
GRN,GRN,0.18096815,0.1105,TNFRSF1A,TNFRSF1A,0.38167858,0.472,NK,Malig_CLDN4low,0.28132337,1.0
GRN,GRN,0.17693321,0.104,TNFRSF1A,TNFRSF1A,0.38167858,0.472,T,Malig_CLDN4low,0.2793059,1.0
LGALS9,LGALS9,0.22386158,0.14,MET,MET,0.32849583,0.446,NK,Malig_CLDN4high,0.27617872,0.0
CSF1,CSF1,0.48323745,0.235,SIRPA,SIRPA,0.06835088,0.129,NK,Malig_CLDN4low,0.27579415,0.0
COPA,COPA,0.4100426,0.232,SORT1,SORT1,0.14034997,0.222,T,Malig_CLDN4high,0.27519628,1.0
TNFSF12,TNFSF12,0.22252116,0.134,TNFRSF12A,TNFRSF12A,0.32521215,0.303,NK,Malig_CLDN4low,0.27386665,0.0
COPA,COPA,0.4409759,0.2565,SORT1,SORT1,0.10158101,0.1725,NK,Malig_CLDN4low,0.27127844,1.0
CSF1,CSF1,0.30871856,0.1525,SLC7A1,SLC7A1,0.23255022,0.3365,T,Malig_CLDN4high,0.27063438,0.0
TNFSF12,TNFSF12,0.22252116,0.134,TNFRSF12A,TNFRSF12A,0.3184993,0.3315,NK,Malig_CLDN4high,0.27051023,0.0
CSF1,CSF1,0.48323745,0.235,SIRPA,SIRPA,0.052196145,0.1,NK,Malig_CLDN4high,0.2677168,0.0
LGALS9,LGALS9,0.20575367,0.121,MET,MET,0.32849583,0.446,T,Malig_CLDN4high,0.26712474,0.0
CSF1,CSF1,0.30871856,0.1525,SLC7A1,SLC7A1,0.21893448,0.3155,T,Malig_CLDN4low,0.26382652,0.0
TNFSF10,TNFSF10,0.28908908,0.169,TNFRSF10B,TNFRSF10B,0.23646104,0.3075,NK,Malig_CLDN4low,0.26277506,1.0
LGALS9,LGALS9,0.22386158,0.14,MET,MET,0.30055067,0.394,NK,Malig_CLDN4low,0.26220614,0.0
LGALS9,LGALS9,0.22386158,0.14,PTPRK,PTPRK,0.29946917,0.4195,NK,Malig_CLDN4high,0.26166537,0.0
KLRF1,KLRF1,0.38638088,0.1775,CLEC2B,CLEC2B,0.13418621,0.161,NK,Malig_CLDN4high,0.26028353,0.7
FASLG,FASLG,0.2769537,0.147,TNFRSF10B,TNFRSF10B,0.23646104,0.3075,T,Malig_CLDN4low,0.25670737,0.0
COPA,COPA,0.4100426,0.232,SORT1,SORT1,0.10158101,0.1725,T,Malig_CLDN4low,0.2558118,1.0
LGALS9,LGALS9,0.20575367,0.121,MET,MET,0.30055067,0.394,T,Malig_CLDN4low,0.25315216,0.0
LGALS9,LGALS9,0.20575367,0.121,PTPRK,PTPRK,0.29946917,0.4195,T,Malig_CLDN4high,0.25261143,0.0
TGFB1,TGFB1,0.3409378,0.198,ITGB6,ITGAV_ITGB6,0.162651,0.213,NK,Malig_CLDN4low,0.2517944,0.0
TGFB1,TGFB1,0.3409378,0.198,ITGB6,ITGAV_ITGB6,0.15893893,0.2045,NK,Malig_CLDN4high,0.24993837,0.0
TNFSF10,TNFSF10,0.2608905,0.151,TNFRSF10B,TNFRSF10B,0.23646104,0.3075,T,Malig_CLDN4low,0.24867578,1.0
TGFB1,TGFB1,0.3409378,0.198,TGFBR3,TGFBR3,0.15227804,0.2455,NK,Malig_CLDN4high,0.24660791,0.0
TNFSF10,TNFSF10,0.28908908,0.169,TNFRSF10A,TNFRSF10A,0.18036152,0.2765,NK,Malig_CLDN4low,0.2347253,1.0
CD40LG,CD40LG,0.26483855,0.1325,ITGA5,ITGA5_ITGB1,0.20403731,0.2085,T,Malig_CLDN4low,0.23443793,0.0
TNFSF9,TNFSF9,0.29681385,0.151,HLA-DPA1,HLA-DPA1,0.17057097,0.173,NK,Malig_CLDN4low,0.23369241,1.0
CKLF,CKLF,0.34149337,0.197,LRP6,LRP6,0.12413226,0.2125,T,Malig_CLDN4high,0.23281282,0.0
TNFSF10,TNFSF10,0.28908908,0.169,TNFRSF10A,TNFRSF10A,0.16745348,0.2605,NK,Malig_CLDN4high,0.22827128,1.0
CKLF,CKLF,0.34149337,0.197,LRP6,LRP6,0.11109135,0.1975,T,Malig_CLDN4low,0.22629236,0.0
TNFSF9,TNFSF9,0.29681385,0.151,HLA-DPA1,HLA-DPA1,0.15526702,0.161,NK,Malig_CLDN4high,0.22604042,1.0
TGFB1,TGFB1,0.3409378,0.198,TGFBR3,TGFBR3,0.10963911,0.1865,NK,Malig_CLDN4low,0.22528845,0.0
CKLF,CKLF,0.32052752,0.1955,LRP6,LRP6,0.12413226,0.2125,NK,Malig_CLDN4high,0.22232988,0.0
TNFSF10,TNFSF10,0.2608905,0.151,TNFRSF10A,TNFRSF10A,0.18036152,0.2765,T,Malig_CLDN4low,0.22062603,1.0
LGALS9,LGALS9,0.22386158,0.14,PTPRK,PTPRK,0.21632412,0.337,NK,Malig_CLDN4low,0.22009285,0.0
CKLF,CKLF,0.32052752,0.1955,LRP6,LRP6,0.11109135,0.1975,NK,Malig_CLDN4low,0.21580943,0.0
TNFSF10,TNFSF10,0.2608905,0.151,TNFRSF10A,TNFRSF10A,0.16745348,0.2605,T,Malig_CLDN4high,0.214172,1.0
TNFSF10,TNFSF10,0.28908908,0.169,TNFRSF10B,TNFRSF10B,0.13646987,0.2005,NK,Malig_CLDN4high,0.21277948,1.0
TNFSF10,TNFSF10,0.28908908,0.169,RIPK1,RIPK1,0.13443486,0.2295,NK,Malig_CLDN4low,0.21176198,1.0
LGALS9,LGALS9,0.20575367,0.121,PTPRK,PTPRK,0.21632412,0.337,T,Malig_CLDN4low,0.21103889,0.0
TNFSF10,TNFSF10,0.28908908,0.169,RIPK1,RIPK1,0.12936023,0.229,NK,Malig_CLDN4high,0.20922466,1.0
FASLG,FASLG,0.2769537,0.147,TNFRSF10B,TNFRSF10B,0.13646987,0.2005,T,Malig_CLDN4high,0.20671178,0.0
TNF,TNF,0.2455533,0.1175,CELSR2,CELSR2,0.16592222,0.2645,T,Malig_CLDN4high,0.20573777,0.0
FAM3C,FAM3C,0.34643662,0.203,CLEC2D,CLEC2D,0.06376844,0.1235,NK,Malig_CLDN4low,0.20510253,1.0
TNF,TNF,0.24134812,0.1195,CELSR2,CELSR2,0.16592222,0.2645,NK,Malig_CLDN4high,0.20363517,0.0
FASLG,FASLG,0.2769537,0.147,FAS,FAS,0.12207467,0.2105,T,Malig_CLDN4low,0.19951418,0.92
TNFSF10,TNFSF10,0.2608905,0.151,TNFRSF10B,TNFRSF10B,0.13646987,0.2005,T,Malig_CLDN4high,0.19868019,1.0
TGFB1,TGFB1,0.23301385,0.1355,ITGB6,ITGAV_ITGB6,0.162651,0.213,T,Malig_CLDN4low,0.19783244,0.0
TNFSF10,TNFSF10,0.2608905,0.151,RIPK1,RIPK1,0.13443486,0.2295,T,Malig_CLDN4low,0.19766268,1.0
TGFB1,TGFB1,0.23301385,0.1355,ITGB6,ITGAV_ITGB6,0.15893893,0.2045,T,Malig_CLDN4high,0.19597639,0.0
TNFSF10,TNFSF10,0.2608905,0.151,RIPK1,RIPK1,0.12936023,0.229,T,Malig_CLDN4high,0.19512537,1.0
TGFB1,TGFB1,0.23301385,0.1355,TGFBR3,TGFBR3,0.15227804,0.2455,T,Malig_CLDN4high,0.19264594,0.7
TNF,TNF,0.2455533,0.1175,RIPK1,RIPK1,0.13443486,0.2295,T,Malig_CLDN4low,0.18999408,0.0
FASLG,FASLG,0.2769537,0.147,FAS,FAS,0.10298517,0.166,T,Malig_CLDN4high,0.18996944,1.0
CD40LG,CD40LG,0.26483855,0.1325,ITGA5,ITGA5_ITGB1,0.11223422,0.1415,T,Malig_CLDN4high,0.18853638,0.0
CSF1,CSF1,0.30871856,0.1525,SIRPA,SIRPA,0.06835088,0.129,T,Malig_CLDN4low,0.18853472,0.0
TNFSF9,TNFSF9,0.29681385,0.151,PVR,PVR,0.079022296,0.139,NK,Malig_CLDN4low,0.18791807,0.0
TNF,TNF,0.24134812,0.1195,RIPK1,RIPK1,0.13443486,0.2295,NK,Malig_CLDN4low,0.18789148,0.0
TNF,TNF,0.2455533,0.1175,RIPK1,RIPK1,0.12936023,0.229,T,Malig_CLDN4high,0.18745676,0.0
TNF,TNF,0.2455533,0.1175,SEMA4C,SEMA4C,0.1275015,0.2165,T,Malig_CLDN4low,0.1865274,0.0
TNF,TNF,0.24134812,0.1195,RIPK1,RIPK1,0.12936023,0.229,NK,Malig_CLDN4high,0.18535417,0.0
TNF,TNF,0.2455533,0.1175,SEMA4C,SEMA4C,0.12408827,0.208,T,Malig_CLDN4high,0.18482079,0.0
TNFSF9,TNFSF9,0.29681385,0.151,PVR,PVR,0.07222798,0.1305,NK,Malig_CLDN4high,0.18452092,0.0
TNF,TNF,0.24134812,0.1195,SEMA4C,SEMA4C,0.1275015,0.2165,NK,Malig_CLDN4low,0.18442482,0.0
TNF,TNF,0.2455533,0.1175,FAS,FAS,0.12207467,0.2105,T,Malig_CLDN4low,0.18381399,0.0
TNF,TNF,0.24134812,0.1195,SEMA4C,SEMA4C,0.12408827,0.208,NK,Malig_CLDN4high,0.18271819,0.0
TNF,TNF,0.24134812,0.1195,FAS,FAS,0.12207467,0.2105,NK,Malig_CLDN4low,0.18171139,0.0
CSF1,CSF1,0.30871856,0.1525,SIRPA,SIRPA,0.052196145,0.1,T,Malig_CLDN4high,0.18045735,0.0
CD40LG,CD40LG,0.26483855,0.1325,CD40,CD40,0.09179863,0.161,T,Malig_CLDN4low,0.17831859,0.0
TNFSF10,TNFSF10,0.28908908,0.169,TNFRSF10D,TNFRSF10D,0.064662814,0.1,NK,Malig_CLDN4low,0.17687595,1.0
TNF,TNF,0.2455533,0.1175,FAS,FAS,0.10298517,0.166,T,Malig_CLDN4high,0.17426923,0.02
TNF,TNF,0.2455533,0.1175,CELSR2,CELSR2,0.10139609,0.1755,T,Malig_CLDN4low,0.1734747,0.0
TNF,TNF,0.2455533,0.1175,VSIR,VSIR,0.09909392,0.158,T,Malig_CLDN4high,0.17232361,0.0
TNF,TNF,0.24134812,0.1195,FAS,FAS,0.10298517,0.166,NK,Malig_CLDN4high,0.17216665,0.04
TNF,TNF,0.24134812,0.1195,CELSR2,CELSR2,0.10139609,0.1755,NK,Malig_CLDN4low,0.1713721,0.0
TGFB1,TGFB1,0.23301385,0.1355,TGFBR3,TGFBR3,0.10963911,0.1865,T,Malig_CLDN4low,0.17132649,1.0
TNF,TNF,0.24134812,0.1195,VSIR,VSIR,0.09909392,0.158,NK,Malig_CLDN4high,0.17022102,0.0
CD40LG,CD40LG,0.26483855,0.1325,CD40,CD40,0.06880256,0.12,T,Malig_CLDN4high,0.16682056,0.0
LGALS9,LGALS9,0.22386158,0.14,LRP1,LRP1,0.10882479,0.1815,NK,Malig_CLDN4high,0.16634318,0.0
TNFSF10,TNFSF10,0.2608905,0.151,TNFRSF10D,TNFRSF10D,0.064662814,0.1,T,Malig_CLDN4low,0.16277666,1.0
GRN,GRN,0.18096815,0.1105,SORT1,SORT1,0.14034997,0.222,NK,Malig_CLDN4high,0.16065906,1.0
GRN,GRN,0.17693321,0.104,SORT1,SORT1,0.14034997,0.222,T,Malig_CLDN4high,0.15864159,1.0
TNF,TNF,0.2455533,0.1175,VSIR,VSIR,0.06946634,0.1115,T,Malig_CLDN4low,0.15750982,0.0
LGALS9,LGALS9,0.20575367,0.121,LRP1,LRP1,0.10882479,0.1815,T,Malig_CLDN4high,0.15728924,0.0
TNF,TNF,0.24134812,0.1195,VSIR,VSIR,0.06946634,0.1115,NK,Malig_CLDN4low,0.15540722,0.0
LGALS9,LGALS9,0.22386158,0.14,LRP1,LRP1,0.07623721,0.1235,NK,Malig_CLDN4low,0.15004939,0.02
TNF,TNF,0.2455533,0.1175,NOTCH1,NOTCH1,0.049330138,0.101,T,Malig_CLDN4high,0.14744172,0.0
TNF,TNF,0.24134812,0.1195,NOTCH1,NOTCH1,0.049330138,0.101,NK,Malig_CLDN4high,0.14533913,0.0
VEGFB,VEGFB,0.20980884,0.121,NRP1,NRP1,0.074222416,0.124,T,Malig_CLDN4high,0.14201564,1.0
GRN,GRN,0.18096815,0.1105,SORT1,SORT1,0.10158101,0.1725,NK,Malig_CLDN4low,0.14127457,1.0
LGALS9,LGALS9,0.20575367,0.121,LRP1,LRP1,0.07623721,0.1235,T,Malig_CLDN4low,0.14099544,0.5
VEGFB,VEGFB,0.20980884,0.121,NRP1,NRP1,0.07002169,0.121,T,Malig_CLDN4low,0.13991526,1.0
GRN,GRN,0.17693321,0.104,SORT1,SORT1,0.10158101,0.1725,T,Malig_CLDN4low,0.1392571,1.0
VEGFB,VEGFB,0.20031779,0.1235,NRP1,NRP1,0.074222416,0.124,NK,Malig_CLDN4high,0.1372701,1.0
VEGFB,VEGFB,0.20031779,0.1235,NRP1,NRP1,0.07002169,0.121,NK,Malig_CLDN4low,0.13516974,1.0
