run	source_name	exercise	model	cldn4_log2cpm	cldn4_cpm	tnk_score	ifn_mhc_score	library_size	tnk_genes_used	ifn_mhc_genes_used	mouse_id
ERR1773725	Sample 4	no access to running wheel	LLC	0.0	0.0	-0.8453613224724158	-0.9165128462230905	5332954	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	Sample 4
ERR1773730	Sample 9	access to running wheel	LLC	0.0	0.0	2.2294573153281694	2.478889438352421	6212321	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	Sample 9
ERR1773715	Sample 1	no access to running wheel	LLC	0.22166296800469623	0.16607692749712438	-0.14671032642740553	0.16120173761894746	6021306	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	Sample 1
ERR1773723	Sample 2	no access to running wheel	LLC	0.0	0.0	-0.7175901915031542	-0.6077154582750529	5196631	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	Sample 2
ERR1773718	Sample 12	access to running wheel	LLC	0.3094934041421122	0.23927245859150834	0.9531751799797116	1.0201842841215296	4179336	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	Sample 12
ERR1773716	Sample 10	access to running wheel	LLC	0.2620253859848933	0.199161014311113	-0.4334086986166753	-0.4022511071758571	5021063	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	Sample 10
ERR1773721	Sample 15	access to running wheel	LLC	0.0	0.0	-0.5684370736553953	-0.5708034886038277	5531187	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	Sample 15
ERR1773727	Sample 6	no access to running wheel	LLC	0.2328102356031715	0.17512174901796101	-0.720644915946975	-0.8470011485488815	5710313	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	Sample 6
ERR1773728	Sample 7	no access to running wheel	LLC	0.20863066044981246	0.1555908297254413	-0.5400245569189221	0.05136476853364933	6427114	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	Sample 7
ERR1773717	Sample 11	access to running wheel	LLC	0.0	0.0	0.8426974668235259	0.17825168456450474	5418258	Cd3d,Cd3e,Cd3g,Cd2,Cd8a,Cd8b1,Cd4,Nkg7,Gzma,Gzmb,Prf1,Klrb1c,Ncr1,Klrd1,Klrc1,Ifng	Stat1,Stat2,Irf1,Irf7,Irf9,Isg15,Ifit1,Ifit2,Ifit3,Mx1,Oasl2,Rsad2,Ifih1,Ddx58,Ifnb1,B2m,H2-K1,H2-D1,H2-Q4,H2-Q6,H2-Q7,H2-Aa,H2-Ab1,H2-Eb1,Tap1,Tap2,Psmb8,Psmb9,Nlrc5,Ciita	Sample 11
