file,status,bytes,mb,over_2gb,url
GSE179994_PBMC.bulkTCR.tsv.gz,200,2699065,2.57,False,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179994/suppl/GSE179994_PBMC.bulkTCR.tsv.gz
GSE179994_RAW.tar,200,46213120,44.07,False,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179994/suppl/GSE179994_RAW.tar
GSE179994_Tcell.metadata.tsv.gz,200,935774,0.89,False,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179994/suppl/GSE179994_Tcell.metadata.tsv.gz
GSE179994_all.Tcell.rawCounts.rds.gz,200,441470188,421.02,False,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179994/suppl/GSE179994_all.Tcell.rawCounts.rds.gz
GSE179994_all.scTCR.tsv.gz,200,6775654,6.46,False,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179994/suppl/GSE179994_all.scTCR.tsv.gz
filelist.txt,200,258,0.00,False,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE179nnn/GSE179994/suppl/filelist.txt
