gate	site	denom	min_mal	predictor	outcome	test	n_patients	rho	p	n_q1	n_q4	median_q1	median_q4	delta_q4_minus_q1	reference_only	eligible
author	tLB	all_tumor_in_site	50	tac_mean	TNK_frac	spearman	4	-0.7999999999999999	0.2000000000000001						True	False
ts	all	gate_samples	20	tac_pct	T_frac	spearman	10	-0.18787878787878787	0.6032176100292089						False	True
ts	all	gate_samples	20	tac_pct	T_of_immune	spearman	10	0.22424242424242422	0.5334005612725947						False	False
ts	all	gate_samples	20	tac_pct	CD8_frac	spearman	10	0.5878787878787878	0.07387770688865808						False	False
ts	all	gate_samples	20	tac_pct	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	all	gate_samples	20	tac_pct	cyto_frac	spearman	10	0.04242424242424241	0.9073638178128159						False	False
ts	all	gate_samples	20	tac_pct	exh_frac	spearman	10	0.5757575757575757	0.08155281477260244						False	False
ts	all	gate_samples	20	tac_pct	TNK_frac	spearman	10	-0.18787878787878787	0.6032176100292089						True	False
ts	all	gate_samples	20	tac_pct2	T_frac	spearman	10	-0.01818181818181818	0.9602404181286242						False	True
ts	all	gate_samples	20	tac_pct2	T_of_immune	spearman	10	0.34545454545454546	0.3282265114713672						False	False
ts	all	gate_samples	20	tac_pct2	CD8_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	all	gate_samples	20	tac_pct2	CD8_of_immune	spearman	10	0.7696969696969697	0.009221952722215994						False	False
ts	all	gate_samples	20	tac_pct2	cyto_frac	spearman	10	-0.1515151515151515	0.6760651759978539						False	True
ts	all	gate_samples	20	tac_pct2	exh_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	all	gate_samples	20	tac_pct2	TNK_frac	spearman	10	-0.01818181818181818	0.9602404181286242						True	False
ts	all	gate_samples	20	tac_mean	T_frac	spearman	10	0.10303030303030303	0.7769984634438898						False	False
ts	all	gate_samples	20	tac_mean	T_of_immune	spearman	10	0.41818181818181815	0.22911284098281892						False	False
ts	all	gate_samples	20	tac_mean	CD8_frac	spearman	10	0.8060606060606059	0.004862061101964607						False	False
ts	all	gate_samples	20	tac_mean	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	all	gate_samples	20	tac_mean	cyto_frac	spearman	10	0.06666666666666665	0.8548130882487427						False	False
ts	all	gate_samples	20	tac_mean	exh_frac	spearman	10	0.7454545454545454	0.013330146315440054						False	False
ts	all	gate_samples	20	tac_mean	TNK_frac	spearman	10	0.10303030303030303	0.7769984634438898						True	False
ts	all	gate_samples	50	tac_pct	T_frac	spearman	9	-0.19999999999999998	0.6059012741795534						False	True
ts	all	gate_samples	50	tac_pct	T_of_immune	spearman	9	0.26666666666666666	0.48792227483870076						False	False
ts	all	gate_samples	50	tac_pct	CD8_frac	spearman	9	0.5499999999999999	0.12497678418833194						False	False
ts	all	gate_samples	50	tac_pct	CD8_of_immune	spearman	9	0.8499999999999999	0.0037047773275858125						False	False
ts	all	gate_samples	50	tac_pct	cyto_frac	spearman	9	-0.016666666666666666	0.9660548039946862						False	True
ts	all	gate_samples	50	tac_pct	exh_frac	spearman	9	0.5333333333333333	0.13922686754397814						False	False
ts	all	gate_samples	50	tac_pct	TNK_frac	spearman	9	-0.19999999999999998	0.6059012741795534						True	False
ts	all	gate_samples	50	tac_pct2	T_frac	spearman	9	-0.18333333333333335	0.6368198117628943						False	True
ts	all	gate_samples	50	tac_pct2	T_of_immune	spearman	9	0.2833333333333333	0.46003032896572005						False	False
ts	all	gate_samples	50	tac_pct2	CD8_frac	spearman	9	0.6333333333333333	0.06708578689234572						False	False
ts	all	gate_samples	50	tac_pct2	CD8_of_immune	spearman	9	0.8666666666666667	0.002495398285990204						False	False
ts	all	gate_samples	50	tac_pct2	cyto_frac	spearman	9	0.03333333333333333	0.9321567355405039						False	False
ts	all	gate_samples	50	tac_pct2	exh_frac	spearman	9	0.6333333333333333	0.06708578689234572						False	False
ts	all	gate_samples	50	tac_pct2	TNK_frac	spearman	9	-0.18333333333333335	0.6368198117628943						True	False
ts	all	gate_samples	50	tac_mean	T_frac	spearman	9	-0.03333333333333333	0.9321567355405039						False	True
ts	all	gate_samples	50	tac_mean	T_of_immune	spearman	9	0.3666666666666667	0.3317398014330152						False	False
ts	all	gate_samples	50	tac_mean	CD8_frac	spearman	9	0.7833333333333333	0.012519873019449885						False	False
ts	all	gate_samples	50	tac_mean	CD8_of_immune	spearman	9	0.9500000000000001	8.762523965086185e-05						False	False
ts	all	gate_samples	50	tac_mean	cyto_frac	spearman	9	0.25	0.5164895523012261						False	False
ts	all	gate_samples	50	tac_mean	exh_frac	spearman	9	0.7	0.03576957497026173						False	False
ts	all	gate_samples	50	tac_mean	TNK_frac	spearman	9	-0.03333333333333333	0.9321567355405039						True	False
ts	all	all_tumor_in_site	20	tac_pct	T_frac	spearman	10	-0.18787878787878787	0.6032176100292089						False	True
ts	all	all_tumor_in_site	20	tac_pct	T_of_immune	spearman	10	0.22424242424242422	0.5334005612725947						False	False
ts	all	all_tumor_in_site	20	tac_pct	CD8_frac	spearman	10	0.5878787878787878	0.07387770688865808						False	False
ts	all	all_tumor_in_site	20	tac_pct	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	all	all_tumor_in_site	20	tac_pct	cyto_frac	spearman	10	0.04242424242424241	0.9073638178128159						False	False
ts	all	all_tumor_in_site	20	tac_pct	exh_frac	spearman	10	0.5757575757575757	0.08155281477260244						False	False
ts	all	all_tumor_in_site	20	tac_pct	TNK_frac	spearman	10	-0.18787878787878787	0.6032176100292089						True	False
ts	all	all_tumor_in_site	20	tac_pct2	T_frac	spearman	10	-0.01818181818181818	0.9602404181286242						False	True
ts	all	all_tumor_in_site	20	tac_pct2	T_of_immune	spearman	10	0.34545454545454546	0.3282265114713672						False	False
ts	all	all_tumor_in_site	20	tac_pct2	CD8_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	all	all_tumor_in_site	20	tac_pct2	CD8_of_immune	spearman	10	0.7696969696969697	0.009221952722215994						False	False
ts	all	all_tumor_in_site	20	tac_pct2	cyto_frac	spearman	10	-0.1515151515151515	0.6760651759978539						False	True
ts	all	all_tumor_in_site	20	tac_pct2	exh_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	all	all_tumor_in_site	20	tac_pct2	TNK_frac	spearman	10	-0.01818181818181818	0.9602404181286242						True	False
ts	all	all_tumor_in_site	20	tac_mean	T_frac	spearman	10	0.10303030303030303	0.7769984634438898						False	False
ts	all	all_tumor_in_site	20	tac_mean	T_of_immune	spearman	10	0.41818181818181815	0.22911284098281892						False	False
ts	all	all_tumor_in_site	20	tac_mean	CD8_frac	spearman	10	0.8060606060606059	0.004862061101964607						False	False
ts	all	all_tumor_in_site	20	tac_mean	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	all	all_tumor_in_site	20	tac_mean	cyto_frac	spearman	10	0.06666666666666665	0.8548130882487427						False	False
ts	all	all_tumor_in_site	20	tac_mean	exh_frac	spearman	10	0.7454545454545454	0.013330146315440054						False	False
ts	all	all_tumor_in_site	20	tac_mean	TNK_frac	spearman	10	0.10303030303030303	0.7769984634438898						True	False
ts	all	all_tumor_in_site	50	tac_pct	T_frac	spearman	9	-0.19999999999999998	0.6059012741795534						False	True
ts	all	all_tumor_in_site	50	tac_pct	T_of_immune	spearman	9	0.26666666666666666	0.48792227483870076						False	False
ts	all	all_tumor_in_site	50	tac_pct	CD8_frac	spearman	9	0.5499999999999999	0.12497678418833194						False	False
ts	all	all_tumor_in_site	50	tac_pct	CD8_of_immune	spearman	9	0.8499999999999999	0.0037047773275858125						False	False
ts	all	all_tumor_in_site	50	tac_pct	cyto_frac	spearman	9	-0.016666666666666666	0.9660548039946862						False	True
ts	all	all_tumor_in_site	50	tac_pct	exh_frac	spearman	9	0.5333333333333333	0.13922686754397814						False	False
ts	all	all_tumor_in_site	50	tac_pct	TNK_frac	spearman	9	-0.19999999999999998	0.6059012741795534						True	False
ts	all	all_tumor_in_site	50	tac_pct2	T_frac	spearman	9	-0.18333333333333335	0.6368198117628943						False	True
ts	all	all_tumor_in_site	50	tac_pct2	T_of_immune	spearman	9	0.2833333333333333	0.46003032896572005						False	False
ts	all	all_tumor_in_site	50	tac_pct2	CD8_frac	spearman	9	0.6333333333333333	0.06708578689234572						False	False
ts	all	all_tumor_in_site	50	tac_pct2	CD8_of_immune	spearman	9	0.8666666666666667	0.002495398285990204						False	False
ts	all	all_tumor_in_site	50	tac_pct2	cyto_frac	spearman	9	0.03333333333333333	0.9321567355405039						False	False
ts	all	all_tumor_in_site	50	tac_pct2	exh_frac	spearman	9	0.6333333333333333	0.06708578689234572						False	False
ts	all	all_tumor_in_site	50	tac_pct2	TNK_frac	spearman	9	-0.18333333333333335	0.6368198117628943						True	False
ts	all	all_tumor_in_site	50	tac_mean	T_frac	spearman	9	-0.03333333333333333	0.9321567355405039						False	True
ts	all	all_tumor_in_site	50	tac_mean	T_of_immune	spearman	9	0.3666666666666667	0.3317398014330152						False	False
ts	all	all_tumor_in_site	50	tac_mean	CD8_frac	spearman	9	0.7833333333333333	0.012519873019449885						False	False
ts	all	all_tumor_in_site	50	tac_mean	CD8_of_immune	spearman	9	0.9500000000000001	8.762523965086185e-05						False	False
ts	all	all_tumor_in_site	50	tac_mean	cyto_frac	spearman	9	0.25	0.5164895523012261						False	False
ts	all	all_tumor_in_site	50	tac_mean	exh_frac	spearman	9	0.7	0.03576957497026173						False	False
ts	all	all_tumor_in_site	50	tac_mean	TNK_frac	spearman	9	-0.03333333333333333	0.9321567355405039						True	False
ts	no_mBrain	gate_samples	20	tac_pct	T_frac	spearman	10	-0.18787878787878787	0.6032176100292089						False	True
ts	no_mBrain	gate_samples	20	tac_pct	T_of_immune	spearman	10	0.22424242424242422	0.5334005612725947						False	False
ts	no_mBrain	gate_samples	20	tac_pct	CD8_frac	spearman	10	0.5878787878787878	0.07387770688865808						False	False
ts	no_mBrain	gate_samples	20	tac_pct	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	no_mBrain	gate_samples	20	tac_pct	cyto_frac	spearman	10	0.04242424242424241	0.9073638178128159						False	False
ts	no_mBrain	gate_samples	20	tac_pct	exh_frac	spearman	10	0.5757575757575757	0.08155281477260244						False	False
ts	no_mBrain	gate_samples	20	tac_pct	TNK_frac	spearman	10	-0.18787878787878787	0.6032176100292089						True	False
ts	no_mBrain	gate_samples	20	tac_pct2	T_frac	spearman	10	-0.01818181818181818	0.9602404181286242						False	True
ts	no_mBrain	gate_samples	20	tac_pct2	T_of_immune	spearman	10	0.34545454545454546	0.3282265114713672						False	False
ts	no_mBrain	gate_samples	20	tac_pct2	CD8_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	no_mBrain	gate_samples	20	tac_pct2	CD8_of_immune	spearman	10	0.7696969696969697	0.009221952722215994						False	False
ts	no_mBrain	gate_samples	20	tac_pct2	cyto_frac	spearman	10	-0.1515151515151515	0.6760651759978539						False	True
ts	no_mBrain	gate_samples	20	tac_pct2	exh_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	no_mBrain	gate_samples	20	tac_pct2	TNK_frac	spearman	10	-0.01818181818181818	0.9602404181286242						True	False
ts	no_mBrain	gate_samples	20	tac_mean	T_frac	spearman	10	0.10303030303030303	0.7769984634438898						False	False
ts	no_mBrain	gate_samples	20	tac_mean	T_of_immune	spearman	10	0.41818181818181815	0.22911284098281892						False	False
ts	no_mBrain	gate_samples	20	tac_mean	CD8_frac	spearman	10	0.8060606060606059	0.004862061101964607						False	False
ts	no_mBrain	gate_samples	20	tac_mean	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	no_mBrain	gate_samples	20	tac_mean	cyto_frac	spearman	10	0.06666666666666665	0.8548130882487427						False	False
ts	no_mBrain	gate_samples	20	tac_mean	exh_frac	spearman	10	0.7454545454545454	0.013330146315440054						False	False
ts	no_mBrain	gate_samples	20	tac_mean	TNK_frac	spearman	10	0.10303030303030303	0.7769984634438898						True	False
ts	no_mBrain	gate_samples	50	tac_pct	T_frac	spearman	9	-0.19999999999999998	0.6059012741795534						False	True
ts	no_mBrain	gate_samples	50	tac_pct	T_of_immune	spearman	9	0.26666666666666666	0.48792227483870076						False	False
ts	no_mBrain	gate_samples	50	tac_pct	CD8_frac	spearman	9	0.5499999999999999	0.12497678418833194						False	False
ts	no_mBrain	gate_samples	50	tac_pct	CD8_of_immune	spearman	9	0.8499999999999999	0.0037047773275858125						False	False
ts	no_mBrain	gate_samples	50	tac_pct	cyto_frac	spearman	9	-0.016666666666666666	0.9660548039946862						False	True
ts	no_mBrain	gate_samples	50	tac_pct	exh_frac	spearman	9	0.5333333333333333	0.13922686754397814						False	False
ts	no_mBrain	gate_samples	50	tac_pct	TNK_frac	spearman	9	-0.19999999999999998	0.6059012741795534						True	False
ts	no_mBrain	gate_samples	50	tac_pct2	T_frac	spearman	9	-0.18333333333333335	0.6368198117628943						False	True
ts	no_mBrain	gate_samples	50	tac_pct2	T_of_immune	spearman	9	0.2833333333333333	0.46003032896572005						False	False
ts	no_mBrain	gate_samples	50	tac_pct2	CD8_frac	spearman	9	0.6333333333333333	0.06708578689234572						False	False
ts	no_mBrain	gate_samples	50	tac_pct2	CD8_of_immune	spearman	9	0.8666666666666667	0.002495398285990204						False	False
ts	no_mBrain	gate_samples	50	tac_pct2	cyto_frac	spearman	9	0.03333333333333333	0.9321567355405039						False	False
ts	no_mBrain	gate_samples	50	tac_pct2	exh_frac	spearman	9	0.6333333333333333	0.06708578689234572						False	False
ts	no_mBrain	gate_samples	50	tac_pct2	TNK_frac	spearman	9	-0.18333333333333335	0.6368198117628943						True	False
ts	no_mBrain	gate_samples	50	tac_mean	T_frac	spearman	9	-0.03333333333333333	0.9321567355405039						False	True
ts	no_mBrain	gate_samples	50	tac_mean	T_of_immune	spearman	9	0.3666666666666667	0.3317398014330152						False	False
ts	no_mBrain	gate_samples	50	tac_mean	CD8_frac	spearman	9	0.7833333333333333	0.012519873019449885						False	False
ts	no_mBrain	gate_samples	50	tac_mean	CD8_of_immune	spearman	9	0.9500000000000001	8.762523965086185e-05						False	False
ts	no_mBrain	gate_samples	50	tac_mean	cyto_frac	spearman	9	0.25	0.5164895523012261						False	False
ts	no_mBrain	gate_samples	50	tac_mean	exh_frac	spearman	9	0.7	0.03576957497026173						False	False
ts	no_mBrain	gate_samples	50	tac_mean	TNK_frac	spearman	9	-0.03333333333333333	0.9321567355405039						True	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct	T_frac	spearman	10	-0.18787878787878787	0.6032176100292089						False	True
ts	no_mBrain	all_tumor_in_site	20	tac_pct	T_of_immune	spearman	10	0.22424242424242422	0.5334005612725947						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct	CD8_frac	spearman	10	0.5878787878787878	0.07387770688865808						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct	cyto_frac	spearman	10	0.04242424242424241	0.9073638178128159						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct	exh_frac	spearman	10	0.5757575757575757	0.08155281477260244						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct	TNK_frac	spearman	10	-0.18787878787878787	0.6032176100292089						True	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct2	T_frac	spearman	10	-0.01818181818181818	0.9602404181286242						False	True
ts	no_mBrain	all_tumor_in_site	20	tac_pct2	T_of_immune	spearman	10	0.34545454545454546	0.3282265114713672						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct2	CD8_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct2	CD8_of_immune	spearman	10	0.7696969696969697	0.009221952722215994						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct2	cyto_frac	spearman	10	-0.1515151515151515	0.6760651759978539						False	True
ts	no_mBrain	all_tumor_in_site	20	tac_pct2	exh_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_pct2	TNK_frac	spearman	10	-0.01818181818181818	0.9602404181286242						True	False
ts	no_mBrain	all_tumor_in_site	20	tac_mean	T_frac	spearman	10	0.10303030303030303	0.7769984634438898						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_mean	T_of_immune	spearman	10	0.41818181818181815	0.22911284098281892						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_mean	CD8_frac	spearman	10	0.8060606060606059	0.004862061101964607						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_mean	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_mean	cyto_frac	spearman	10	0.06666666666666665	0.8548130882487427						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_mean	exh_frac	spearman	10	0.7454545454545454	0.013330146315440054						False	False
ts	no_mBrain	all_tumor_in_site	20	tac_mean	TNK_frac	spearman	10	0.10303030303030303	0.7769984634438898						True	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct	T_frac	spearman	9	-0.19999999999999998	0.6059012741795534						False	True
ts	no_mBrain	all_tumor_in_site	50	tac_pct	T_of_immune	spearman	9	0.26666666666666666	0.48792227483870076						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct	CD8_frac	spearman	9	0.5499999999999999	0.12497678418833194						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct	CD8_of_immune	spearman	9	0.8499999999999999	0.0037047773275858125						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct	cyto_frac	spearman	9	-0.016666666666666666	0.9660548039946862						False	True
ts	no_mBrain	all_tumor_in_site	50	tac_pct	exh_frac	spearman	9	0.5333333333333333	0.13922686754397814						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct	TNK_frac	spearman	9	-0.19999999999999998	0.6059012741795534						True	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct2	T_frac	spearman	9	-0.18333333333333335	0.6368198117628943						False	True
ts	no_mBrain	all_tumor_in_site	50	tac_pct2	T_of_immune	spearman	9	0.2833333333333333	0.46003032896572005						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct2	CD8_frac	spearman	9	0.6333333333333333	0.06708578689234572						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct2	CD8_of_immune	spearman	9	0.8666666666666667	0.002495398285990204						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct2	cyto_frac	spearman	9	0.03333333333333333	0.9321567355405039						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct2	exh_frac	spearman	9	0.6333333333333333	0.06708578689234572						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_pct2	TNK_frac	spearman	9	-0.18333333333333335	0.6368198117628943						True	False
ts	no_mBrain	all_tumor_in_site	50	tac_mean	T_frac	spearman	9	-0.03333333333333333	0.9321567355405039						False	True
ts	no_mBrain	all_tumor_in_site	50	tac_mean	T_of_immune	spearman	9	0.3666666666666667	0.3317398014330152						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_mean	CD8_frac	spearman	9	0.7833333333333333	0.012519873019449885						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_mean	CD8_of_immune	spearman	9	0.9500000000000001	8.762523965086185e-05						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_mean	cyto_frac	spearman	9	0.25	0.5164895523012261						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_mean	exh_frac	spearman	9	0.7	0.03576957497026173						False	False
ts	no_mBrain	all_tumor_in_site	50	tac_mean	TNK_frac	spearman	9	-0.03333333333333333	0.9321567355405039						True	False
ts	tLung	gate_samples	20	tac_pct	T_frac	spearman	10	-0.18787878787878787	0.6032176100292089						False	True
ts	tLung	gate_samples	20	tac_pct	T_of_immune	spearman	10	0.22424242424242422	0.5334005612725947						False	False
ts	tLung	gate_samples	20	tac_pct	CD8_frac	spearman	10	0.5878787878787878	0.07387770688865808						False	False
ts	tLung	gate_samples	20	tac_pct	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	tLung	gate_samples	20	tac_pct	cyto_frac	spearman	10	0.04242424242424241	0.9073638178128159						False	False
ts	tLung	gate_samples	20	tac_pct	exh_frac	spearman	10	0.5757575757575757	0.08155281477260244						False	False
ts	tLung	gate_samples	20	tac_pct	TNK_frac	spearman	10	-0.18787878787878787	0.6032176100292089						True	False
ts	tLung	gate_samples	20	tac_pct2	T_frac	spearman	10	-0.01818181818181818	0.9602404181286242						False	True
ts	tLung	gate_samples	20	tac_pct2	T_of_immune	spearman	10	0.34545454545454546	0.3282265114713672						False	False
ts	tLung	gate_samples	20	tac_pct2	CD8_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	tLung	gate_samples	20	tac_pct2	CD8_of_immune	spearman	10	0.7696969696969697	0.009221952722215994						False	False
ts	tLung	gate_samples	20	tac_pct2	cyto_frac	spearman	10	-0.1515151515151515	0.6760651759978539						False	True
ts	tLung	gate_samples	20	tac_pct2	exh_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	tLung	gate_samples	20	tac_pct2	TNK_frac	spearman	10	-0.01818181818181818	0.9602404181286242						True	False
ts	tLung	gate_samples	20	tac_mean	T_frac	spearman	10	0.10303030303030303	0.7769984634438898						False	False
ts	tLung	gate_samples	20	tac_mean	T_of_immune	spearman	10	0.41818181818181815	0.22911284098281892						False	False
ts	tLung	gate_samples	20	tac_mean	CD8_frac	spearman	10	0.8060606060606059	0.004862061101964607						False	False
ts	tLung	gate_samples	20	tac_mean	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	tLung	gate_samples	20	tac_mean	cyto_frac	spearman	10	0.06666666666666665	0.8548130882487427						False	False
ts	tLung	gate_samples	20	tac_mean	exh_frac	spearman	10	0.7454545454545454	0.013330146315440054						False	False
ts	tLung	gate_samples	20	tac_mean	TNK_frac	spearman	10	0.10303030303030303	0.7769984634438898						True	False
ts	tLung	gate_samples	50	tac_pct	T_frac	spearman	9	-0.19999999999999998	0.6059012741795534						False	True
ts	tLung	gate_samples	50	tac_pct	T_of_immune	spearman	9	0.26666666666666666	0.48792227483870076						False	False
ts	tLung	gate_samples	50	tac_pct	CD8_frac	spearman	9	0.5499999999999999	0.12497678418833194						False	False
ts	tLung	gate_samples	50	tac_pct	CD8_of_immune	spearman	9	0.8499999999999999	0.0037047773275858125						False	False
ts	tLung	gate_samples	50	tac_pct	cyto_frac	spearman	9	-0.016666666666666666	0.9660548039946862						False	True
ts	tLung	gate_samples	50	tac_pct	exh_frac	spearman	9	0.5333333333333333	0.13922686754397814						False	False
ts	tLung	gate_samples	50	tac_pct	TNK_frac	spearman	9	-0.19999999999999998	0.6059012741795534						True	False
ts	tLung	gate_samples	50	tac_pct2	T_frac	spearman	9	-0.18333333333333335	0.6368198117628943						False	True
ts	tLung	gate_samples	50	tac_pct2	T_of_immune	spearman	9	0.2833333333333333	0.46003032896572005						False	False
ts	tLung	gate_samples	50	tac_pct2	CD8_frac	spearman	9	0.6333333333333333	0.06708578689234572						False	False
ts	tLung	gate_samples	50	tac_pct2	CD8_of_immune	spearman	9	0.8666666666666667	0.002495398285990204						False	False
ts	tLung	gate_samples	50	tac_pct2	cyto_frac	spearman	9	0.03333333333333333	0.9321567355405039						False	False
ts	tLung	gate_samples	50	tac_pct2	exh_frac	spearman	9	0.6333333333333333	0.06708578689234572						False	False
ts	tLung	gate_samples	50	tac_pct2	TNK_frac	spearman	9	-0.18333333333333335	0.6368198117628943						True	False
ts	tLung	gate_samples	50	tac_mean	T_frac	spearman	9	-0.03333333333333333	0.9321567355405039						False	True
ts	tLung	gate_samples	50	tac_mean	T_of_immune	spearman	9	0.3666666666666667	0.3317398014330152						False	False
ts	tLung	gate_samples	50	tac_mean	CD8_frac	spearman	9	0.7833333333333333	0.012519873019449885						False	False
ts	tLung	gate_samples	50	tac_mean	CD8_of_immune	spearman	9	0.9500000000000001	8.762523965086185e-05						False	False
ts	tLung	gate_samples	50	tac_mean	cyto_frac	spearman	9	0.25	0.5164895523012261						False	False
ts	tLung	gate_samples	50	tac_mean	exh_frac	spearman	9	0.7	0.03576957497026173						False	False
ts	tLung	gate_samples	50	tac_mean	TNK_frac	spearman	9	-0.03333333333333333	0.9321567355405039						True	False
ts	tLung	all_tumor_in_site	20	tac_pct	T_frac	spearman	10	-0.18787878787878787	0.6032176100292089						False	True
ts	tLung	all_tumor_in_site	20	tac_pct	T_of_immune	spearman	10	0.22424242424242422	0.5334005612725947						False	False
ts	tLung	all_tumor_in_site	20	tac_pct	CD8_frac	spearman	10	0.5878787878787878	0.07387770688865808						False	False
ts	tLung	all_tumor_in_site	20	tac_pct	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	tLung	all_tumor_in_site	20	tac_pct	cyto_frac	spearman	10	0.04242424242424241	0.9073638178128159						False	False
ts	tLung	all_tumor_in_site	20	tac_pct	exh_frac	spearman	10	0.5757575757575757	0.08155281477260244						False	False
ts	tLung	all_tumor_in_site	20	tac_pct	TNK_frac	spearman	10	-0.18787878787878787	0.6032176100292089						True	False
ts	tLung	all_tumor_in_site	20	tac_pct2	T_frac	spearman	10	-0.01818181818181818	0.9602404181286242						False	True
ts	tLung	all_tumor_in_site	20	tac_pct2	T_of_immune	spearman	10	0.34545454545454546	0.3282265114713672						False	False
ts	tLung	all_tumor_in_site	20	tac_pct2	CD8_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	tLung	all_tumor_in_site	20	tac_pct2	CD8_of_immune	spearman	10	0.7696969696969697	0.009221952722215994						False	False
ts	tLung	all_tumor_in_site	20	tac_pct2	cyto_frac	spearman	10	-0.1515151515151515	0.6760651759978539						False	True
ts	tLung	all_tumor_in_site	20	tac_pct2	exh_frac	spearman	10	0.6363636363636362	0.04791172612997544						False	False
ts	tLung	all_tumor_in_site	20	tac_pct2	TNK_frac	spearman	10	-0.01818181818181818	0.9602404181286242						True	False
ts	tLung	all_tumor_in_site	20	tac_mean	T_frac	spearman	10	0.10303030303030303	0.7769984634438898						False	False
ts	tLung	all_tumor_in_site	20	tac_mean	T_of_immune	spearman	10	0.41818181818181815	0.22911284098281892						False	False
ts	tLung	all_tumor_in_site	20	tac_mean	CD8_frac	spearman	10	0.8060606060606059	0.004862061101964607						False	False
ts	tLung	all_tumor_in_site	20	tac_mean	CD8_of_immune	spearman	10	0.8909090909090909	0.0005421442248338668						False	False
ts	tLung	all_tumor_in_site	20	tac_mean	cyto_frac	spearman	10	0.06666666666666665	0.8548130882487427						False	False
ts	tLung	all_tumor_in_site	20	tac_mean	exh_frac	spearman	10	0.7454545454545454	0.013330146315440054						False	False
ts	tLung	all_tumor_in_site	20	tac_mean	TNK_frac	spearman	10	0.10303030303030303	0.7769984634438898						True	False
ts	tLung	all_tumor_in_site	50	tac_pct	T_frac	spearman	9	-0.19999999999999998	0.6059012741795534						False	True
ts	tLung	all_tumor_in_site	50	tac_pct	T_of_immune	spearman	9	0.26666666666666666	0.48792227483870076						False	False
ts	tLung	all_tumor_in_site	50	tac_pct	CD8_frac	spearman	9	0.5499999999999999	0.12497678418833194						False	False
ts	tLung	all_tumor_in_site	50	tac_pct	CD8_of_immune	spearman	9	0.8499999999999999	0.0037047773275858125						False	False
ts	tLung	all_tumor_in_site	50	tac_pct	cyto_frac	spearman	9	-0.016666666666666666	0.9660548039946862						False	True
