gate	site	pool	split	min_arm	score	module	n_genes	n_patients	mean_delta	median_delta	frac_pos	wilcoxon_p	mean_n_high	mean_n_low	eligible	control
author	mBrain	sample_then_patient	q4q1	10	cell_mean	cldn_tjp	6	10	0.22250401973724365	0.2487122267484665	0.9	0.005859375	385.2	385.2	True	False
author	mBrain	patient	q4q1	10	pseudobulk	cldn_tjp	6	10	0.14141081571578978	0.165001779794693	0.8	0.013671875	385.2	385.2	True	False
author	mBrain	sample_then_patient	q4q1	10	pseudobulk	cldn_tjp	6	10	0.14141081571578978	0.165001779794693	0.8	0.013671875	385.2	385.2	True	False
author	mBrain	patient	q4q1	20	cell_mean	cldn_tjp	6	9	0.24698265393575033	0.26212066411972046	0.8888888888888888	0.0078125	425.8888888888889	425.8888888888889	True	False
author	mBrain	sample_then_patient	q4q1	20	cell_mean	cldn_tjp	6	9	0.24698265393575033	0.26212066411972046	0.8888888888888888	0.0078125	425.8888888888889	425.8888888888889	True	False
author	mBrain	patient	q4q1	20	pseudobulk	cldn_tjp	6	9	0.17012345128589207	0.17238247394561768	0.8888888888888888	0.0078125	425.8888888888889	425.8888888888889	True	False
author	mBrain	sample_then_patient	q4q1	20	pseudobulk	cldn_tjp	6	9	0.17012345128589207	0.17238247394561768	0.8888888888888888	0.0078125	425.8888888888889	425.8888888888889	True	False
author	mBrain	patient	pos	10	cell_mean	cldn_tjp	6	9	0.2296997739209069	0.2378859519958496	1.0	0.00390625	1160.3333333333333	533.2222222222222	True	False
author	mBrain	sample_then_patient	pos	10	cell_mean	cldn_tjp	6	9	0.2296997739209069	0.2378859519958496	1.0	0.00390625	1160.3333333333333	533.2222222222222	True	False
author	mBrain	patient	pos	10	pseudobulk	cldn_tjp	6	9	0.09523249665896098	0.08730900287628174	0.8888888888888888	0.09765625	1160.3333333333333	533.2222222222222	True	False
author	mBrain	sample_then_patient	pos	10	pseudobulk	cldn_tjp	6	9	0.09523249665896098	0.08730900287628174	0.8888888888888888	0.09765625	1160.3333333333333	533.2222222222222	True	False
author	mBrain	patient	pos	20	cell_mean	cldn_tjp	6	8	0.2578888423740864	0.2394176572561264	1.0	0.0078125	1304.0	591.375	True	False
author	mBrain	sample_then_patient	pos	20	cell_mean	cldn_tjp	6	8	0.2578888423740864	0.2394176572561264	1.0	0.0078125	1304.0	591.375	True	False
author	mBrain	patient	pos	20	pseudobulk	cldn_tjp	6	8	0.12229069694876671	0.08759742975234985	1.0	0.0078125	1304.0	591.375	True	False
author	mBrain	sample_then_patient	pos	20	pseudobulk	cldn_tjp	6	8	0.12229069694876671	0.08759742975234985	1.0	0.0078125	1304.0	591.375	True	False
author	mBrain	patient	median	10	cell_mean	junction_adhesion	7	10	0.04486060962080955	0.06003589555621147	0.8	0.013671875	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	10	cell_mean	junction_adhesion	7	10	0.04486060962080955	0.06003589555621147	0.8	0.013671875	770.8	770.8	True	False
author	mBrain	patient	median	10	pseudobulk	junction_adhesion	7	10	0.019215963780879974	0.022593483328819275	0.8	0.083984375	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	10	pseudobulk	junction_adhesion	7	10	0.019215963780879974	0.022593483328819275	0.8	0.083984375	770.8	770.8	True	False
author	mBrain	patient	median	20	cell_mean	junction_adhesion	7	10	0.04486060962080955	0.06003589555621147	0.8	0.013671875	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	20	cell_mean	junction_adhesion	7	10	0.04486060962080955	0.06003589555621147	0.8	0.013671875	770.8	770.8	True	False
author	mBrain	patient	median	20	pseudobulk	junction_adhesion	7	10	0.019215963780879974	0.022593483328819275	0.8	0.083984375	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	20	pseudobulk	junction_adhesion	7	10	0.019215963780879974	0.022593483328819275	0.8	0.083984375	770.8	770.8	True	False
author	mBrain	patient	q4q1	10	cell_mean	junction_adhesion	7	10	0.07122581824660301	0.09622223675251007	0.8	0.013671875	385.2	385.2	True	False
author	mBrain	sample_then_patient	q4q1	10	cell_mean	junction_adhesion	7	10	0.07122581824660301	0.09622223675251007	0.8	0.013671875	385.2	385.2	True	False
author	mBrain	patient	q4q1	10	pseudobulk	junction_adhesion	7	10	0.04855453409254551	0.05056826025247574	0.8	0.083984375	385.2	385.2	True	False
author	mBrain	sample_then_patient	q4q1	10	pseudobulk	junction_adhesion	7	10	0.04855453409254551	0.05056826025247574	0.8	0.083984375	385.2	385.2	True	False
author	mBrain	patient	q4q1	20	cell_mean	junction_adhesion	7	9	0.08620898011657926	0.10164259374141693	0.8888888888888888	0.0078125	425.8888888888889	425.8888888888889	True	False
author	mBrain	sample_then_patient	q4q1	20	cell_mean	junction_adhesion	7	9	0.08620898011657926	0.10164259374141693	0.8888888888888888	0.0078125	425.8888888888889	425.8888888888889	True	False
author	mBrain	patient	q4q1	20	pseudobulk	junction_adhesion	7	9	0.0653672172791428	0.05524526536464691	0.8888888888888888	0.0078125	425.8888888888889	425.8888888888889	True	False
author	mBrain	sample_then_patient	q4q1	20	pseudobulk	junction_adhesion	7	9	0.0653672172791428	0.05524526536464691	0.8888888888888888	0.0078125	425.8888888888889	425.8888888888889	True	False
author	mBrain	patient	pos	10	cell_mean	junction_adhesion	7	9	0.09253795113828447	0.0980464369058609	0.8888888888888888	0.0078125	1160.3333333333333	533.2222222222222	True	False
author	mBrain	sample_then_patient	pos	10	cell_mean	junction_adhesion	7	9	0.09253795113828447	0.0980464369058609	0.8888888888888888	0.0078125	1160.3333333333333	533.2222222222222	True	False
author	mBrain	patient	pos	10	pseudobulk	junction_adhesion	7	9	0.02823460992011759	0.02912786602973938	0.7777777777777778	0.12890625	1160.3333333333333	533.2222222222222	True	False
author	mBrain	sample_then_patient	pos	10	pseudobulk	junction_adhesion	7	9	0.02823460992011759	0.02912786602973938	0.7777777777777778	0.12890625	1160.3333333333333	533.2222222222222	True	False
author	mBrain	patient	pos	20	cell_mean	junction_adhesion	7	8	0.10658436454832554	0.10158701986074448	1.0	0.0078125	1304.0	591.375	True	False
author	mBrain	sample_then_patient	pos	20	cell_mean	junction_adhesion	7	8	0.10658436454832554	0.10158701986074448	1.0	0.0078125	1304.0	591.375	True	False
author	mBrain	patient	pos	20	pseudobulk	junction_adhesion	7	8	0.04336930881254375	0.031448572874069214	0.875	0.015625	1304.0	591.375	True	False
author	mBrain	sample_then_patient	pos	20	pseudobulk	junction_adhesion	7	8	0.04336930881254375	0.031448572874069214	0.875	0.015625	1304.0	591.375	True	False
author	mBrain	patient	median	10	cell_mean	polarity	6	10	0.026813214644789696	0.0334877073764801	0.9	0.009765625	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	10	cell_mean	polarity	6	10	0.026813214644789696	0.0334877073764801	0.9	0.009765625	770.8	770.8	True	False
author	mBrain	patient	median	10	pseudobulk	polarity	6	10	0.0033619955182075502	0.007393591105937958	0.7	0.6953125	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	10	pseudobulk	polarity	6	10	0.0033619955182075502	0.007393591105937958	0.7	0.6953125	770.8	770.8	True	False
author	mBrain	patient	median	20	cell_mean	polarity	6	10	0.026813214644789696	0.0334877073764801	0.9	0.009765625	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	20	cell_mean	polarity	6	10	0.026813214644789696	0.0334877073764801	0.9	0.009765625	770.8	770.8	True	False
author	mBrain	patient	median	20	pseudobulk	polarity	6	10	0.0033619955182075502	0.007393591105937958	0.7	0.6953125	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	20	pseudobulk	polarity	6	10	0.0033619955182075502	0.007393591105937958	0.7	0.6953125	770.8	770.8	True	False
author	mBrain	patient	q4q1	10	cell_mean	polarity	6	10	0.03903125822544098	0.050219956785440445	0.8	0.01953125	385.2	385.2	True	False
author	mBrain	sample_then_patient	q4q1	10	cell_mean	polarity	6	10	0.03903125822544098	0.050219956785440445	0.8	0.01953125	385.2	385.2	True	False
author	mBrain	patient	q4q1	10	pseudobulk	polarity	6	10	0.015367093682289123	0.01622866839170456	0.7	0.375	385.2	385.2	True	False
author	mBrain	sample_then_patient	q4q1	10	pseudobulk	polarity	6	10	0.015367093682289123	0.01622866839170456	0.7	0.375	385.2	385.2	True	False
author	mBrain	patient	q4q1	20	cell_mean	polarity	6	9	0.04418988525867462	0.05909483879804611	0.8888888888888888	0.01953125	425.8888888888889	425.8888888888889	True	False
author	mBrain	sample_then_patient	q4q1	20	cell_mean	polarity	6	9	0.04418988525867462	0.05909483879804611	0.8888888888888888	0.01953125	425.8888888888889	425.8888888888889	True	False
author	mBrain	patient	q4q1	20	pseudobulk	polarity	6	9	0.024760607216093276	0.01934780180454254	0.7777777777777778	0.12890625	425.8888888888889	425.8888888888889	True	False
author	mBrain	sample_then_patient	q4q1	20	pseudobulk	polarity	6	9	0.024760607216093276	0.01934780180454254	0.7777777777777778	0.12890625	425.8888888888889	425.8888888888889	True	False
author	mBrain	patient	pos	10	cell_mean	polarity	6	9	0.06166488263342115	0.05517897009849548	1.0	0.00390625	1160.3333333333333	533.2222222222222	True	False
author	mBrain	sample_then_patient	pos	10	cell_mean	polarity	6	9	0.06166488263342115	0.05517897009849548	1.0	0.00390625	1160.3333333333333	533.2222222222222	True	False
author	mBrain	patient	pos	10	pseudobulk	polarity	6	9	0.011724616090456644	0.008149340748786926	0.6666666666666666	0.359375	1160.3333333333333	533.2222222222222	True	False
author	mBrain	sample_then_patient	pos	10	pseudobulk	polarity	6	9	0.011724616090456644	0.008149340748786926	0.6666666666666666	0.359375	1160.3333333333333	533.2222222222222	True	False
author	mBrain	patient	pos	20	cell_mean	polarity	6	8	0.06321725994348526	0.06426899880170822	1.0	0.0078125	1304.0	591.375	True	False
author	mBrain	sample_then_patient	pos	20	cell_mean	polarity	6	8	0.06321725994348526	0.06426899880170822	1.0	0.0078125	1304.0	591.375	True	False
author	mBrain	patient	pos	20	pseudobulk	polarity	6	8	0.015389589592814445	0.012089133262634277	0.75	0.1953125	1304.0	591.375	True	False
author	mBrain	sample_then_patient	pos	20	pseudobulk	polarity	6	8	0.015389589592814445	0.012089133262634277	0.75	0.1953125	1304.0	591.375	True	False
author	mBrain	patient	median	10	cell_mean	CTRL_epi	4	10	0.18705307245254515	0.21223020553588867	0.8	0.013671875	770.8	770.8	False	True
author	mBrain	sample_then_patient	median	10	cell_mean	CTRL_epi	4	10	0.18705307245254515	0.21223020553588867	0.8	0.013671875	770.8	770.8	False	True
author	mBrain	patient	median	10	pseudobulk	CTRL_epi	4	10	0.139376437664032	0.142561674118042	0.9	0.01953125	770.8	770.8	False	True
author	mBrain	sample_then_patient	median	10	pseudobulk	CTRL_epi	4	10	0.139376437664032	0.142561674118042	0.9	0.01953125	770.8	770.8	False	True
author	mBrain	patient	median	20	cell_mean	CTRL_epi	4	10	0.18705307245254515	0.21223020553588867	0.8	0.013671875	770.8	770.8	False	True
author	mBrain	sample_then_patient	median	20	cell_mean	CTRL_epi	4	10	0.18705307245254515	0.21223020553588867	0.8	0.013671875	770.8	770.8	False	True
author	mBrain	patient	median	20	pseudobulk	CTRL_epi	4	10	0.139376437664032	0.142561674118042	0.9	0.01953125	770.8	770.8	False	True
author	mBrain	sample_then_patient	median	20	pseudobulk	CTRL_epi	4	10	0.139376437664032	0.142561674118042	0.9	0.01953125	770.8	770.8	False	True
author	mBrain	patient	q4q1	10	cell_mean	CTRL_epi	4	10	0.2655677914619446	0.30009979009628296	0.8	0.037109375	385.2	385.2	False	True
author	mBrain	sample_then_patient	q4q1	10	cell_mean	CTRL_epi	4	10	0.2655677914619446	0.30009979009628296	0.8	0.037109375	385.2	385.2	False	True
author	mBrain	patient	q4q1	10	pseudobulk	CTRL_epi	4	10	0.23772923946380614	0.23470938205718994	0.9	0.009765625	385.2	385.2	False	True
author	mBrain	sample_then_patient	q4q1	10	pseudobulk	CTRL_epi	4	10	0.23772923946380614	0.23470938205718994	0.9	0.009765625	385.2	385.2	False	True
author	mBrain	patient	q4q1	20	cell_mean	CTRL_epi	4	9	0.320409099260966	0.33846724033355713	0.8888888888888888	0.01953125	425.8888888888889	425.8888888888889	False	True
author	mBrain	sample_then_patient	q4q1	20	cell_mean	CTRL_epi	4	9	0.320409099260966	0.33846724033355713	0.8888888888888888	0.01953125	425.8888888888889	425.8888888888889	False	True
author	mBrain	patient	q4q1	20	pseudobulk	CTRL_epi	4	9	0.22353630595737034	0.21209239959716797	0.8888888888888888	0.01953125	425.8888888888889	425.8888888888889	False	True
author	mBrain	sample_then_patient	q4q1	20	pseudobulk	CTRL_epi	4	9	0.22353630595737034	0.21209239959716797	0.8888888888888888	0.01953125	425.8888888888889	425.8888888888889	False	True
author	mBrain	patient	pos	10	cell_mean	CTRL_epi	4	9	0.3295669158299764	0.2874307632446289	1.0	0.00390625	1160.3333333333333	533.2222222222222	False	True
author	mBrain	sample_then_patient	pos	10	cell_mean	CTRL_epi	4	9	0.3295669158299764	0.2874307632446289	1.0	0.00390625	1160.3333333333333	533.2222222222222	False	True
author	mBrain	patient	pos	10	pseudobulk	CTRL_epi	4	9	0.15919521119859484	0.18778753280639648	0.8888888888888888	0.01953125	1160.3333333333333	533.2222222222222	False	True
author	mBrain	sample_then_patient	pos	10	pseudobulk	CTRL_epi	4	9	0.15919521119859484	0.18778753280639648	0.8888888888888888	0.01953125	1160.3333333333333	533.2222222222222	False	True
author	mBrain	patient	pos	20	cell_mean	CTRL_epi	4	8	0.34702731668949127	0.31443482637405396	1.0	0.0078125	1304.0	591.375	False	True
author	mBrain	sample_then_patient	pos	20	cell_mean	CTRL_epi	4	8	0.34702731668949127	0.31443482637405396	1.0	0.0078125	1304.0	591.375	False	True
author	mBrain	patient	pos	20	pseudobulk	CTRL_epi	4	8	0.13659754395484924	0.15737581253051758	0.875	0.0390625	1304.0	591.375	False	True
author	mBrain	sample_then_patient	pos	20	pseudobulk	CTRL_epi	4	8	0.13659754395484924	0.15737581253051758	0.875	0.0390625	1304.0	591.375	False	True
author	mBrain	patient	median	10	cell_mean	CTRL_krt	3	10	0.1793409287929535	0.18590998649597168	0.8	0.01953125	770.8	770.8	False	True
author	mBrain	sample_then_patient	median	10	cell_mean	CTRL_krt	3	10	0.1793409287929535	0.18590998649597168	0.8	0.01953125	770.8	770.8	False	True
author	mBrain	patient	median	10	pseudobulk	CTRL_krt	3	10	0.161672967672348	0.16036957502365112	0.9	0.02734375	770.8	770.8	False	True
author	mBrain	sample_then_patient	median	10	pseudobulk	CTRL_krt	3	10	0.161672967672348	0.16036957502365112	0.9	0.02734375	770.8	770.8	False	True
author	mBrain	patient	median	20	cell_mean	CTRL_krt	3	10	0.1793409287929535	0.18590998649597168	0.8	0.01953125	770.8	770.8	False	True
author	mBrain	sample_then_patient	median	20	cell_mean	CTRL_krt	3	10	0.1793409287929535	0.18590998649597168	0.8	0.01953125	770.8	770.8	False	True
author	mBrain	patient	median	20	pseudobulk	CTRL_krt	3	10	0.161672967672348	0.16036957502365112	0.9	0.02734375	770.8	770.8	False	True
author	mBrain	sample_then_patient	median	20	pseudobulk	CTRL_krt	3	10	0.161672967672348	0.16036957502365112	0.9	0.02734375	770.8	770.8	False	True
author	mBrain	patient	q4q1	10	cell_mean	CTRL_krt	3	10	0.24857380390167236	0.24089819192886353	0.8	0.037109375	385.2	385.2	False	True
author	mBrain	sample_then_patient	q4q1	10	cell_mean	CTRL_krt	3	10	0.24857380390167236	0.24089819192886353	0.8	0.037109375	385.2	385.2	False	True
author	mBrain	patient	q4q1	10	pseudobulk	CTRL_krt	3	10	0.27351996302604675	0.239355206489563	0.9	0.01953125	385.2	385.2	False	True
author	mBrain	sample_then_patient	q4q1	10	pseudobulk	CTRL_krt	3	10	0.27351996302604675	0.239355206489563	0.9	0.01953125	385.2	385.2	False	True
author	mBrain	patient	q4q1	20	cell_mean	CTRL_krt	3	9	0.28928282525804305	0.31035006046295166	0.8888888888888888	0.01953125	425.8888888888889	425.8888888888889	False	True
author	mBrain	sample_then_patient	q4q1	20	cell_mean	CTRL_krt	3	9	0.28928282525804305	0.31035006046295166	0.8888888888888888	0.01953125	425.8888888888889	425.8888888888889	False	True
author	mBrain	patient	q4q1	20	pseudobulk	CTRL_krt	3	9	0.22355214092466566	0.20977544784545898	0.8888888888888888	0.0390625	425.8888888888889	425.8888888888889	False	True
author	mBrain	sample_then_patient	q4q1	20	pseudobulk	CTRL_krt	3	9	0.22355214092466566	0.20977544784545898	0.8888888888888888	0.0390625	425.8888888888889	425.8888888888889	False	True
author	mBrain	patient	pos	10	cell_mean	CTRL_krt	3	9	0.31196841928693986	0.29354357719421387	1.0	0.00390625	1160.3333333333333	533.2222222222222	False	True
author	mBrain	sample_then_patient	pos	10	cell_mean	CTRL_krt	3	9	0.31196841928693986	0.29354357719421387	1.0	0.00390625	1160.3333333333333	533.2222222222222	False	True
author	mBrain	patient	pos	10	pseudobulk	CTRL_krt	3	9	0.19000609715779623	0.19594979286193848	0.8888888888888888	0.02734375	1160.3333333333333	533.2222222222222	False	True
author	mBrain	sample_then_patient	pos	10	pseudobulk	CTRL_krt	3	9	0.19000609715779623	0.19594979286193848	0.8888888888888888	0.02734375	1160.3333333333333	533.2222222222222	False	True
author	mBrain	patient	pos	20	cell_mean	CTRL_krt	3	8	0.3110036104917526	0.27701371908187866	1.0	0.0078125	1304.0	591.375	False	True
author	mBrain	sample_then_patient	pos	20	cell_mean	CTRL_krt	3	8	0.3110036104917526	0.27701371908187866	1.0	0.0078125	1304.0	591.375	False	True
author	mBrain	patient	pos	20	pseudobulk	CTRL_krt	3	8	0.1389653980731964	0.1512356400489807	0.875	0.0546875	1304.0	591.375	False	True
author	mBrain	sample_then_patient	pos	20	pseudobulk	CTRL_krt	3	8	0.1389653980731964	0.1512356400489807	0.875	0.0546875	1304.0	591.375	False	True
author	mBrain	patient	median	10	cell_mean	kegg_broad_no_cldn4	204	10	0.03027580976486206	0.031590625643730164	1.0	0.001953125	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	10	cell_mean	kegg_broad_no_cldn4	204	10	0.03027580976486206	0.031590625643730164	1.0	0.001953125	770.8	770.8	True	False
author	mBrain	patient	median	10	pseudobulk	kegg_broad_no_cldn4	204	10	0.009925761818885803	0.01281939446926117	0.8	0.083984375	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	10	pseudobulk	kegg_broad_no_cldn4	204	10	0.009925761818885803	0.01281939446926117	0.8	0.083984375	770.8	770.8	True	False
author	mBrain	patient	median	20	cell_mean	kegg_broad_no_cldn4	204	10	0.03027580976486206	0.031590625643730164	1.0	0.001953125	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	20	cell_mean	kegg_broad_no_cldn4	204	10	0.03027580976486206	0.031590625643730164	1.0	0.001953125	770.8	770.8	True	False
author	mBrain	patient	median	20	pseudobulk	kegg_broad_no_cldn4	204	10	0.009925761818885803	0.01281939446926117	0.8	0.083984375	770.8	770.8	True	False
author	mBrain	sample_then_patient	median	20	pseudobulk	kegg_broad_no_cldn4	204	10	0.009925761818885803	0.01281939446926117	0.8	0.083984375	770.8	770.8	True	False
author	mBrain	patient	q4q1	10	cell_mean	kegg_broad_no_cldn4	204	10	0.04582411348819733	0.0514179989695549	0.9	0.00390625	385.2	385.2	True	False
author	mBrain	sample_then_patient	q4q1	10	cell_mean	kegg_broad_no_cldn4	204	10	0.04582411348819733	0.0514179989695549	0.9	0.00390625	385.2	385.2	True	False
author	mBrain	patient	q4q1	10	pseudobulk	kegg_broad_no_cldn4	204	10	0.01917966902256012	0.022263765335083008	0.7	0.048828125	385.2	385.2	True	False
author	mBrain	sample_then_patient	q4q1	10	pseudobulk	kegg_broad_no_cldn4	204	10	0.01917966902256012	0.022263765335083008	0.7	0.048828125	385.2	385.2	True	False
author	mBrain	patient	q4q1	20	cell_mean	kegg_broad_no_cldn4	204	9	0.05055008331934611	0.052755340933799744	0.8888888888888888	0.0078125	425.8888888888889	425.8888888888889	True	False
author	mBrain	sample_then_patient	q4q1	20	cell_mean	kegg_broad_no_cldn4	204	9	0.05055008331934611	0.052755340933799744	0.8888888888888888	0.0078125	425.8888888888889	425.8888888888889	True	False
author	mBrain	patient	q4q1	20	pseudobulk	kegg_broad_no_cldn4	204	9	0.023902919557359483	0.023869991302490234	0.7777777777777778	0.01953125	425.8888888888889	425.8888888888889	True	False
author	mBrain	sample_then_patient	q4q1	20	pseudobulk	kegg_broad_no_cldn4	204	9	0.023902919557359483	0.023869991302490234	0.7777777777777778	0.01953125	425.8888888888889	425.8888888888889	True	False
author	mBrain	patient	pos	10	cell_mean	kegg_broad_no_cldn4	204	9	0.0643109099732505	0.06484678387641907	1.0	0.00390625	1160.3333333333333	533.2222222222222	True	False
author	mBrain	sample_then_patient	pos	10	cell_mean	kegg_broad_no_cldn4	204	9	0.0643109099732505	0.06484678387641907	1.0	0.00390625	1160.3333333333333	533.2222222222222	True	False
author	mBrain	patient	pos	10	pseudobulk	kegg_broad_no_cldn4	204	9	0.009700180755721198	0.015049725770950317	0.7777777777777778	0.203125	1160.3333333333333	533.2222222222222	True	False
author	mBrain	sample_then_patient	pos	10	pseudobulk	kegg_broad_no_cldn4	204	9	0.009700180755721198	0.015049725770950317	0.7777777777777778	0.203125	1160.3333333333333	533.2222222222222	True	False
author	mBrain	patient	pos	20	cell_mean	kegg_broad_no_cldn4	204	8	0.06653688661754131	0.06532574445009232	1.0	0.0078125	1304.0	591.375	True	False
author	mBrain	sample_then_patient	pos	20	cell_mean	kegg_broad_no_cldn4	204	8	0.06653688661754131	0.06532574445009232	1.0	0.0078125	1304.0	591.375	True	False
author	mBrain	patient	pos	20	pseudobulk	kegg_broad_no_cldn4	204	8	0.01198446936905384	0.01529809832572937	0.875	0.1484375	1304.0	591.375	True	False
author	mBrain	sample_then_patient	pos	20	pseudobulk	kegg_broad_no_cldn4	204	8	0.01198446936905384	0.01529809832572937	0.875	0.1484375	1304.0	591.375	True	False
author	mLN	patient	median	10	cell_mean	pre_core	12	6	0.15957758327325186	0.15128520131111145	1.0	0.03125	215.0	215.0	False	False
author	mLN	sample_then_patient	median	10	cell_mean	pre_core	12	6	0.15957758327325186	0.15128520131111145	1.0	0.03125	215.0	215.0	False	False
author	mLN	patient	median	10	pseudobulk	pre_core	12	6	0.10181618730227153	0.07631199061870575	1.0	0.03125	215.0	215.0	False	False
author	mLN	sample_then_patient	median	10	pseudobulk	pre_core	12	6	0.10181618730227153	0.07631199061870575	1.0	0.03125	215.0	215.0	False	False
author	mLN	patient	median	20	cell_mean	pre_core	12	6	0.15957758327325186	0.15128520131111145	1.0	0.03125	215.0	215.0	False	False
author	mLN	sample_then_patient	median	20	cell_mean	pre_core	12	6	0.15957758327325186	0.15128520131111145	1.0	0.03125	215.0	215.0	False	False
author	mLN	patient	median	20	pseudobulk	pre_core	12	6	0.10181618730227153	0.07631199061870575	1.0	0.03125	215.0	215.0	False	False
author	mLN	sample_then_patient	median	20	pseudobulk	pre_core	12	6	0.10181618730227153	0.07631199061870575	1.0	0.03125	215.0	215.0	False	False
author	mLN	patient	q4q1	10	cell_mean	pre_core	12	6	0.2492405225833257	0.2552395462989807	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	sample_then_patient	q4q1	10	cell_mean	pre_core	12	6	0.2492405225833257	0.2552395462989807	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	patient	q4q1	10	pseudobulk	pre_core	12	6	0.17030086616675058	0.1382434219121933	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	sample_then_patient	q4q1	10	pseudobulk	pre_core	12	6	0.17030086616675058	0.1382434219121933	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	patient	q4q1	20	cell_mean	pre_core	12	6	0.2492405225833257	0.2552395462989807	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	sample_then_patient	q4q1	20	cell_mean	pre_core	12	6	0.2492405225833257	0.2552395462989807	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	patient	q4q1	20	pseudobulk	pre_core	12	6	0.17030086616675058	0.1382434219121933	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	sample_then_patient	q4q1	20	pseudobulk	pre_core	12	6	0.17030086616675058	0.1382434219121933	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	patient	pos	10	cell_mean	pre_core	12	6	0.30410387615362805	0.27791832387447357	1.0	0.03125	353.8333333333333	77.0	False	False
author	mLN	sample_then_patient	pos	10	cell_mean	pre_core	12	6	0.30410387615362805	0.27791832387447357	1.0	0.03125	353.8333333333333	77.0	False	False
author	mLN	patient	pos	10	pseudobulk	pre_core	12	6	0.2009239842494329	0.13411878049373627	1.0	0.03125	353.8333333333333	77.0	False	False
author	mLN	sample_then_patient	pos	10	pseudobulk	pre_core	12	6	0.2009239842494329	0.13411878049373627	1.0	0.03125	353.8333333333333	77.0	False	False
author	mLN	patient	pos	20	cell_mean	pre_core	12	4	0.22838429361581802	0.20699548721313477	1.0	0.125	420.0	107.75	False	False
author	mLN	sample_then_patient	pos	20	cell_mean	pre_core	12	4	0.22838429361581802	0.20699548721313477	1.0	0.125	420.0	107.75	False	False
author	mLN	patient	pos	20	pseudobulk	pre_core	12	4	0.1300964504480362	0.09678280353546143	1.0	0.125	420.0	107.75	False	False
author	mLN	sample_then_patient	pos	20	pseudobulk	pre_core	12	4	0.1300964504480362	0.09678280353546143	1.0	0.125	420.0	107.75	False	False
author	mLN	patient	median	10	cell_mean	pre_core_no_cldn4	11	6	0.12533827871084213	0.12422937154769897	1.0	0.03125	215.0	215.0	False	False
author	mLN	sample_then_patient	median	10	cell_mean	pre_core_no_cldn4	11	6	0.12533827871084213	0.12422937154769897	1.0	0.03125	215.0	215.0	False	False
author	mLN	patient	median	10	pseudobulk	pre_core_no_cldn4	11	6	0.07605380316575368	0.06232842803001404	1.0	0.03125	215.0	215.0	False	False
author	mLN	sample_then_patient	median	10	pseudobulk	pre_core_no_cldn4	11	6	0.07605380316575368	0.06232842803001404	1.0	0.03125	215.0	215.0	False	False
author	mLN	patient	median	20	cell_mean	pre_core_no_cldn4	11	6	0.12533827871084213	0.12422937154769897	1.0	0.03125	215.0	215.0	False	False
author	mLN	sample_then_patient	median	20	cell_mean	pre_core_no_cldn4	11	6	0.12533827871084213	0.12422937154769897	1.0	0.03125	215.0	215.0	False	False
author	mLN	patient	median	20	pseudobulk	pre_core_no_cldn4	11	6	0.07605380316575368	0.06232842803001404	1.0	0.03125	215.0	215.0	False	False
author	mLN	sample_then_patient	median	20	pseudobulk	pre_core_no_cldn4	11	6	0.07605380316575368	0.06232842803001404	1.0	0.03125	215.0	215.0	False	False
author	mLN	patient	q4q1	10	cell_mean	pre_core_no_cldn4	11	6	0.20182731002569199	0.2058882862329483	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	sample_then_patient	q4q1	10	cell_mean	pre_core_no_cldn4	11	6	0.20182731002569199	0.2058882862329483	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	patient	q4q1	10	pseudobulk	pre_core_no_cldn4	11	6	0.1269806126753489	0.10142208635807037	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	sample_then_patient	q4q1	10	pseudobulk	pre_core_no_cldn4	11	6	0.1269806126753489	0.10142208635807037	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	patient	q4q1	20	cell_mean	pre_core_no_cldn4	11	6	0.20182731002569199	0.2058882862329483	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
author	mLN	sample_then_patient	q4q1	20	cell_mean	pre_core_no_cldn4	11	6	0.20182731002569199	0.2058882862329483	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
