panel	test	partial_rho_on_gate_fraction	partial_p	partial_n	permutation_p_this_panel	n_perm
winner	spearman	-0.536710464594558	0.10969860517951059	10	0.0406	4999
prespec_author_pct_T	spearman	-0.012915633968006107	0.9556885886176895	21		0
prespec_ts_pct_T	spearman	0.3597049891579726	0.30729440041656686	10		0
