gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2_expr,pct_expressed,spearman_q,pearson_q,pearson_rank
PVRL4,1,0.6898546104514739,3.9253821459751653e-44,0.763597484222167,3.946146087558842e-59,11.445329042904286,100.0,1.010785902588605e-40,1.0161326175464019e-55,1
DUOXA1,2,0.6404856024817227,2.1998886113525872e-36,0.5929925290391618,3.672560430400077e-30,8.44212475247525,100.0,2.832356587116456e-33,9.456843108280198e-28,10
CLCA4,3,0.6249323530783781,3.151084814237541e-34,0.5810759061724584,9.312114522473137e-29,6.931565346534652,96.36963696369637,2.704681132220556e-31,2.1798813541243934e-26,11
TMPRSS11D,4,0.6175832338729875,2.989111119874277e-33,0.5758002052619441,3.736435685655266e-28,7.362503300330032,92.07920792079209,1.9242402834190658e-30,7.401016838894084e-26,13
SDC1,5,0.6044262642482919,1.451618677310696e-31,0.6227431437398683,6.197765741169205e-34,14.085289438943901,100.0,7.475836188150083e-29,3.989811695877675e-31,4
LYPD3,6,0.603229275218936,2.048325209724389e-31,0.6359849447976677,9.528190472200095e-36,11.641663036303632,100.0,8.79072902506717e-29,1.2267545232957622e-32,2
RHBDL2,7,0.6017764585274086,3.1050001000631086e-31,0.6154919557000761,5.609108732087032e-33,8.32807392739274,100.0,1.1421964653803579e-28,2.8886909970248213e-30,5
GJB5,8,0.5923066287945373,4.4398622298428915e-30,0.6262546299807648,2.0887605398857196e-34,9.1729300330033,100.0,1.4290806552306807e-27,1.7928527967352428e-31,3
MUC21,9,0.5877718146791798,1.539009293758058e-29,0.549688586447097,2.5375613022002233e-25,5.433308580858088,92.73927392739274,4.403276590474444e-27,3.630122418425319e-23,17
DSG3,10,0.5846179264352587,3.611928779732672e-29,0.5655199851176806,5.2170908845409884e-27,10.909220462046214,98.34983498349835,9.30071660781163e-27,8.956006018462031e-25,15
GPR115,11,0.5822015946757578,6.900402385797361e-29,0.6025805407279062,2.467092905288078e-31,7.477391089108911,99.66996699669967,1.6153214675843823e-26,9.075377473024001e-29,7
GPR87,12,0.5685719533123845,2.4081827047334795e-27,0.6130922189895944,1.1482971192873898e-32,9.26268415841584,99.00990099009901,5.167558720573925e-25,4.928108470275048e-30,6
DSC3,13,0.5682240785384389,2.631082319754119e-27,0.5644941415617564,6.753038347671058e-27,11.171842574257425,100.0,5.21156690258989e-25,1.086817109078311e-24,16
THBD,14,0.5578170195285996,3.544182940269322e-26,0.5272007003404795,4.486420072547894e-23,10.005203300330042,100.0,6.518765050852504e-24,3.9836316161416645e-21,27
BDKRB1,15,0.5568282052346704,4.516151548547003e-26,0.5428470894072361,1.2767361209493683e-24,6.191796039603958,100.0,7.75272682500569e-24,1.3150382045778495e-22,24
RHCG,16,0.5553327965548914,6.50547448691231e-26,0.5452205621261931,7.319632205905713e-25,9.606015181518156,99.00990099009901,1.0469748002374498e-23,8.194805621829221e-23,22
EMP1,17,0.5547527847079883,7.491080009498609e-26,0.5230141053427052,1.1274042265913346e-22,11.613761716171622,100.0,1.134678295556407e-23,8.797169343856626e-21,31
F11R,18,0.5526150531841241,1.2569510266242e-25,0.5795469169462114,1.3965409006201864e-28,13.147132013201325,100.0,1.7981382741985084e-23,2.9967440159141504e-26,12
IL20RB,19,0.5517987068575976,1.5301299305979615e-25,0.5972181850001571,1.1296582078780823e-30,9.767278877887792,100.0,2.0737287217314478e-23,3.636087356607577e-28,8
SLC39A2,20,0.5495127607410079,2.6463781385694816e-25,0.5179298799371337,3.3936612382148577e-22,5.387917821782175,97.6897689768977,3.4072118534082073e-23,2.4967650538295025e-20,33
EPHA2,21,0.5326848280499415,1.3158973367411414e-23,0.5456375942753285,6.634958767906422e-25,11.537473267326728,100.0,1.4732328878732345e-21,7.765917648799562e-23,21
DUOX2,22,0.5271353058676277,4.5519080469591545e-23,0.4734556660952615,2.471028771669127e-18,9.044754125412547,100.0,4.883818008716593e-21,1.2476272719701966e-16,42
PROM2,23,0.5267807129948151,4.923746223603943e-23,0.5749019592433652,4.72183640054262e-28,11.79960264026402,100.0,5.071458610312061e-21,8.68480623671232e-26,14
CLDN1,24,0.5224188887588793,1.2838821820785118e-22,0.5138249980143305,8.151759609200594e-22,12.291839273927396,100.0,1.2715371610969877e-20,5.830772498247647e-20,34
MPZL2,25,0.5215569387936897,1.5490621335754864e-22,0.5256174536916145,6.366323199179059e-23,11.6043491749175,100.0,1.4773462940581027e-20,5.2881555606084115e-21,29
GJB3,26,0.5199230938961495,2.2080074839767584e-22,0.593067803039937,3.596780382185504e-30,10.6508204620462,100.0,2.0305783111571974e-20,9.456843108280198e-28,9
P2RY2,27,0.5189379858328977,2.731562738032281e-22,0.5432538190938971,1.1610031264072837e-24,7.903004620462034,100.0,2.42543932773556e-20,1.2456596043744814e-22,23
CLCA2,28,0.5119634691575008,1.2082374468425513e-21,0.5479297840351907,3.857831214516562e-25,9.920135643564358,99.00990099009901,1.0036165889095386e-19,5.1703973964240444e-23,18
SLC10A6,29,0.506921356957746,3.4659739743171126e-21,0.48137792136888347,5.56505186845692e-19,4.326658085808582,95.7095709570957,2.7045099951110804e-19,3.028178257495219e-17,39
TMEM154,30,0.5010612441571207,1.1542501324713885e-20,0.5239567564399258,9.171884810301767e-23,7.994688118811883,100.0,8.256094697538403e-19,7.380501058289703e-21,30
LY6D,31,0.49832199294114665,2.0095447328948434e-20,0.5463009724265834,5.673746110657215e-25,11.55996633663367,100.0,1.3617309703169005e-18,6.957093445210633e-23,20
DUOX1,32,0.489132775712378,1.2452741759610775e-19,0.531830530437564,1.5952897257005508e-23,10.318972937293724,100.0,8.222002572050704e-18,1.5214337198810809e-21,25
ADRB2,33,0.4846365213148822,2.980320076604207e-19,0.4896426474421421,1.1270246395815787e-19,7.058562706270622,100.0,1.9185810493139582e-17,6.74904289981992e-18,37
PVRL1,34,0.4821463909772113,4.805865936217013e-19,0.4726464835798788,2.871205029068292e-18,12.205300990099014,100.0,3.018318240428978e-17,1.39497225468884e-16,44
CXCR2,35,0.48124745082450393,5.705160454554621e-19,0.42848248817588924,5.83214222530049e-15,4.653681188118809,99.33993399339934,3.497806707256703e-17,1.9503592506686705e-13,56
LPAR6,36,0.4803990938039352,6.704576729297331e-19,0.40127789790441726,3.766923256586722e-13,9.083893399339932,100.0,4.0149500181257273e-17,8.898924207074136e-12,73
