subset,cutoff,endpoint,k,n_total,re_or,re_or_lo,re_or_hi,re_p,I2,fe_or,fe_or_lo,fe_or_hi,matches_user_0.42_at_2dp,user_0.42_in_re_ci
all_independent,median,curated_R_vs_NR,9,646.0,0.697550672155876,0.4140140238282522,1.1752668079353852,0.1759782753433594,44.21745180247238,0.8802383351768158,0.6278728336763677,1.234038940939794,False,True
all_independent,median,CRPR_vs_PD,5,511.0,0.9690051723901358,0.567802604447578,1.6536927037035574,0.9080830098739354,42.776767701499445,1.0928302126090352,0.7538049829147551,1.5843326863841727,False,False
all_independent,median,CRPR_vs_SDPD,6,700.0,0.7078188478061818,0.4117489533956862,1.216779100900854,0.2112364965780329,49.358148060769246,0.8456406595697974,0.5995933744583083,1.1926551486058254,False,True
all_independent,tertile,curated_R_vs_NR,9,446.0,0.7850198611675752,0.5050022960755418,1.2203037237980698,0.28219343282712606,5.953554650032801,0.8099148554869139,0.5352494178297029,1.225525990851413,False,False
all_independent,tertile,CRPR_vs_PD,5,350.0,0.851834233802016,0.4893687594782607,1.4827705034761256,0.5706677900484269,24.794400657282978,0.9172209433667242,0.5821656029744474,1.4451115879264167,False,False
all_independent,tertile,CRPR_vs_SDPD,6,478.0,0.5539696308511124,0.2695397779534722,1.138541977868259,0.10805679575284466,55.48595548574402,0.6967550867568306,0.4525086598732992,1.0728361553510333,False,True
all_independent,quartile,curated_R_vs_NR,9,346.0,0.7959474397881334,0.49210318010564014,1.2873973437222728,0.35223138481433236,0.0,0.7959474397881334,0.49210318010564014,1.2873973437222728,False,False
all_independent,quartile,CRPR_vs_PD,5,273.0,0.7430760530511561,0.42515372377185456,1.2987349980601017,0.2972146841394885,7.133637412469051,0.7640697655564467,0.4517288809497482,1.2923738801248519,False,False
all_independent,quartile,CRPR_vs_SDPD,6,370.0,0.6388772308022405,0.3451213054990208,1.1826685560526697,0.153863600570195,24.643657791267742,0.7236582238971604,0.4424434231535325,1.18361172888826,False,True
all_independent,continuous,curated_R_vs_NR,9,646.0,0.9228524811761295,0.7786280418286153,1.0937914591578473,0.35444706940115456,0.0,0.9228524811761295,0.7786280418286153,1.0937914591578473,False,False
all_independent,continuous,CRPR_vs_PD,5,511.0,0.9231642142930181,0.7578456090656732,1.1245458921401401,0.42713532996196957,5.288940242803985,0.9293863196724281,0.7692724877937027,1.122825715074704,False,False
all_independent,continuous,CRPR_vs_SDPD,6,700.0,0.8559132477467825,0.6887651588361883,1.0636244854578645,0.16045064862428715,26.143162173398476,0.8810491019782722,0.7413799967817711,1.0470305692982063,False,False
lung_only,median,curated_R_vs_NR,4,89.0,0.4003063862584353,0.15470695617309912,1.035798304376125,0.05909486042778589,0.0,0.4003063862584353,0.15470695617309912,1.035798304376125,False,True
lung_only,median,CRPR_vs_SDPD,1,24.0,0.28,0.04174640378735313,1.8780060768671747,0.18986688733250268,0.0,0.28,0.04174640378735313,1.8780060768671747,False,True
lung_only,tertile,curated_R_vs_NR,4,62.0,0.5509150585271386,0.17366037105256327,1.747706744333141,0.31146789711635137,0.0,0.5509150585271386,0.17366037105256327,1.747706744333141,False,True
lung_only,tertile,CRPR_vs_SDPD,1,16.0,0.3333333333333333,0.040129070782762497,2.768843358287753,0.30909761293255,0.0,0.3333333333333333,0.040129070782762497,2.768843358287753,False,True
lung_only,quartile,curated_R_vs_NR,4,46.0,0.9990794208893425,0.24898721218613606,4.00887933352331,0.9989633800156354,0.0,0.9990794208893425,0.24898721218613606,4.00887933352331,False,True
lung_only,quartile,CRPR_vs_SDPD,1,12.0,0.5,0.04850861826929884,5.153723377815221,0.5603241409805475,0.0,0.5,0.04850861826929884,5.153723377815221,False,True
lung_only,continuous,curated_R_vs_NR,4,89.0,0.9090360033769999,0.5668039073935155,1.4579053613720425,0.6923122835286231,0.0,0.9090360033769999,0.5668039073935155,1.4579053613720425,False,False
lung_only,continuous,CRPR_vs_SDPD,1,24.0,0.9723117475088977,0.39353521256505264,2.4023012532519705,0.9514828448879866,0.0,0.9723117475088977,0.39353521256505264,2.4023012532519705,False,True
non_lung,median,curated_R_vs_NR,5,557.0,0.8479624445419472,0.4794011171451915,1.49987198952602,0.5708550690750755,52.030231176180905,0.9864281863736102,0.6872109545544673,1.4159270314647,False,False
non_lung,median,CRPR_vs_PD,5,511.0,0.9690051723901358,0.567802604447578,1.6536927037035574,0.9080830098739354,42.776767701499445,1.0928302126090352,0.7538049829147551,1.5843326863841727,False,False
