k,n_total,fe_or,fe_or_lo,fe_or_hi,re_or,re_or_lo,re_or_hi,re_logor,re_se,re_p,tau2,Q,I2,estimable,cohorts,subset,cutoff,endpoint
9,646.0,0.8802383351768158,0.6278728336763677,1.234038940939794,0.697550672155876,0.4140140238282522,1.1752668079353852,-0.36018011967322083,0.2661608735081769,0.1759782753433594,0.24140680404105352,14.341402927079933,44.21745180247238,True,"Braun,GSE126044,GSE135222_Jung,GSE166449,GSE207422,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,median,curated_R_vs_NR
5,511.0,1.0928302126090352,0.7538049829147551,1.5843326863841727,0.9690051723901358,0.567802604447578,1.6536927037035574,-0.03148532924169984,0.2727021014295639,0.9080830098739354,0.15101569130520565,6.99016787296165,42.776767701499445,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,median,CRPR_vs_PD
6,700.0,0.8456406595697974,0.5995933744583083,1.1926551486058254,0.7078188478061818,0.4117489533956862,1.216779100900854,-0.34556708270790354,0.2764154944203204,0.2112364965780329,0.20448907782131612,9.8732566218153,49.358148060769246,True,"Braun,GSE207422,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,median,CRPR_vs_SDPD
9,446.0,0.8099148554869139,0.5352494178297029,1.225525990851413,0.7850198611675752,0.5050022960755418,1.2203037237980698,-0.24204626066937548,0.22507451140994733,0.28219343282712606,0.028836507069292316,8.506435272731752,5.953554650032801,True,"Braun,GSE126044,GSE135222_Jung,GSE166449,GSE207422,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,tertile,curated_R_vs_NR
5,350.0,0.9172209433667242,0.5821656029744474,1.4451115879264167,0.851834233802016,0.4893687594782607,1.4827705034761256,-0.16036333234755906,0.28279368979326863,0.5706677900484269,0.09906227062228727,5.318752905314574,24.794400657282978,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,tertile,CRPR_vs_PD
6,478.0,0.6967550867568306,0.4525086598732992,1.0728361553510333,0.5539696308511124,0.2695397779534722,1.138541977868259,-0.5906454116956934,0.36754790242031876,0.10805679575284466,0.4104322941387463,11.232410028252342,55.48595548574402,True,"Braun,GSE207422,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,tertile,CRPR_vs_SDPD
9,346.0,0.7959474397881334,0.49210318010564014,1.2873973437222728,0.7959474397881334,0.49210318010564014,1.2873973437222728,-0.2282221257347758,0.2453289505512441,0.35223138481433236,0.0,6.556698183607732,0.0,True,"Braun,GSE126044,GSE135222_Jung,GSE166449,GSE207422,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,quartile,curated_R_vs_NR
5,273.0,0.7640697655564467,0.4517288809497482,1.2923738801248519,0.7430760530511561,0.42515372377185456,1.2987349980601017,-0.296956880079925,0.2848712206040583,0.2972146841394885,0.031551928923641816,4.307264641952365,7.133637412469051,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,quartile,CRPR_vs_PD
6,370.0,0.7236582238971604,0.4424434231535325,1.18361172888826,0.6388772308022405,0.3451213054990208,1.1826685560526697,-0.4480429701334183,0.31419201197736213,0.153863600570195,0.1427438871581122,6.635141586557266,24.643657791267742,True,"Braun,GSE207422,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,quartile,CRPR_vs_SDPD
9,646.0,0.9228524811761295,0.7786280418286153,1.0937914591578473,0.9228524811761295,0.7786280418286153,1.0937914591578473,-0.08028588263069615,0.08670201332537424,0.35444706940115456,0.0,6.796229674931578,0.0,True,"Braun,GSE126044,GSE135222_Jung,GSE166449,GSE207422,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,continuous,curated_R_vs_NR
5,511.0,0.9293863196724281,0.7692724877937027,1.122825715074704,0.9231642142930181,0.7578456090656732,1.1245458921401401,-0.07994814666046703,0.10067727010035486,0.42713532996196957,0.0029201341627049576,4.223371600164241,5.288940242803985,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,continuous,CRPR_vs_PD
6,700.0,0.8810491019782722,0.7413799967817711,1.0470305692982063,0.8559132477467825,0.6887651588361883,1.0636244854578645,-0.1555862540664643,0.110851354842449,0.16045064862428715,0.01861001910971057,6.769853878308226,26.143162173398476,True,"Braun,GSE207422,Gide,IMvigor210_Mariathasan,Liu,Riaz",all_independent,continuous,CRPR_vs_SDPD
4,89.0,0.4003063862584353,0.15470695617309912,1.035798304376125,0.4003063862584353,0.15470695617309912,1.035798304376125,-0.9155250594300401,0.48504974358048236,0.05909486042778589,0.0,2.9823636068719335,0.0,True,"GSE126044,GSE135222_Jung,GSE166449,GSE207422",lung_only,median,curated_R_vs_NR
0,,,,,,,,,,,,,,False,,lung_only,median,CRPR_vs_PD
1,24.0,0.28,0.04174640378735313,1.8780060768671747,0.28,0.04174640378735313,1.8780060768671747,-1.2729656758128873,0.9710083124552246,0.18986688733250268,0.0,0.0,0.0,True,GSE207422,lung_only,median,CRPR_vs_SDPD
4,62.0,0.5509150585271386,0.17366037105256327,1.747706744333141,0.5509150585271386,0.17366037105256327,1.747706744333141,-0.5961746404658289,0.5890199679719444,0.31146789711635137,0.0,1.591874189188408,0.0,True,"GSE126044,GSE135222_Jung,GSE166449,GSE207422",lung_only,tertile,curated_R_vs_NR
0,,,,,,,,,,,,,,False,,lung_only,tertile,CRPR_vs_PD
1,16.0,0.3333333333333333,0.040129070782762497,2.768843358287753,0.3333333333333333,0.040129070782762497,2.768843358287753,-1.0986122886681098,1.0801234497346432,0.30909761293255,0.0,0.0,0.0,True,GSE207422,lung_only,tertile,CRPR_vs_SDPD
4,46.0,0.9990794208893425,0.24898721218613606,4.00887933352331,0.9990794208893425,0.24898721218613606,4.00887933352331,-0.000921003103839773,0.7088942537829458,0.9989633800156354,0.0,1.7889745822124747,0.0,True,"GSE126044,GSE135222_Jung,GSE166449,GSE207422",lung_only,quartile,curated_R_vs_NR
0,,,,,,,,,,,,,,False,,lung_only,quartile,CRPR_vs_PD
