k,n_total,fe_or,fe_or_lo,fe_or_hi,re_or,re_or_lo,re_or_hi,re_logor,re_se,re_p,tau2,Q,I2,estimable,cohorts,subset,cutoff,endpoint
1,12.0,0.5,0.04850861826929884,5.153723377815221,0.5,0.04850861826929884,5.153723377815221,-0.6931471805599453,1.1902380714238083,0.5603241409805475,0.0,0.0,0.0,True,GSE207422,lung_only,quartile,CRPR_vs_SDPD
4,89.0,0.9090360033769999,0.5668039073935155,1.4579053613720425,0.9090360033769999,0.5668039073935155,1.4579053613720425,-0.09537057791355409,0.24100576504977733,0.6923122835286231,0.0,2.2880949084122078,0.0,True,"GSE126044,GSE135222_Jung,GSE166449,GSE207422",lung_only,continuous,curated_R_vs_NR
0,,,,,,,,,,,,,,False,,lung_only,continuous,CRPR_vs_PD
1,24.0,0.9723117475088977,0.39353521256505264,2.4023012532519705,0.9723117475088977,0.39353521256505264,2.4023012532519705,-0.02807879805408043,0.4614826181231257,0.9514828448879866,0.0,5.652099613175498e-35,0.0,True,GSE207422,lung_only,continuous,CRPR_vs_SDPD
5,557.0,0.9864281863736102,0.6872109545544673,1.4159270314647,0.8479624445419472,0.4794011171451915,1.49987198952602,-0.16491893126769672,0.29096872215213393,0.5708550690750755,0.20546929428780672,8.33858510907358,52.030231176180905,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,median,curated_R_vs_NR
5,511.0,1.0928302126090352,0.7538049829147551,1.5843326863841727,0.9690051723901358,0.567802604447578,1.6536927037035574,-0.03148532924169984,0.2727021014295639,0.9080830098739354,0.15101569130520565,6.99016787296165,42.776767701499445,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,median,CRPR_vs_PD
5,676.0,0.8777747372830962,0.6188075421296518,1.245118129557278,0.7570413071310979,0.4331418629881475,1.3231497337823563,-0.27833746014952565,0.28487373282671274,0.3285416546753259,0.2013740561538332,8.533794074594853,53.12753079069461,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,median,CRPR_vs_SDPD
5,384.0,0.8573603864106752,0.5501109957591291,1.3362154871525558,0.7695056464223525,0.42077695176157026,1.4072513653538068,-0.2620069879492895,0.3079823487444593,0.3949244699044716,0.1721178189708955,6.423326790400229,37.726973412312326,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,tertile,curated_R_vs_NR
5,350.0,0.9172209433667242,0.5821656029744474,1.4451115879264167,0.851834233802016,0.4893687594782607,1.4827705034761256,-0.16036333234755906,0.28279368979326863,0.5706677900484269,0.09906227062228727,5.318752905314574,24.794400657282978,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,tertile,CRPR_vs_PD
5,462.0,0.7193951862584694,0.4629055884037624,1.1180021304051544,0.5749557046013039,0.2610848404361498,1.2661557128378205,-0.5534622766281645,0.4027793819944998,0.16940822896053565,0.47746641965507897,10.746260676095371,62.777750135004254,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,tertile,CRPR_vs_SDPD
5,300.0,0.7717079058820717,0.4622435628080789,1.2883534567427926,0.7334354525684875,0.4125375769841998,1.3039480355142163,-0.3100156844962255,0.2935777026228912,0.29097190227745284,0.0630029822462352,4.650923756653898,13.995580033378245,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,quartile,curated_R_vs_NR
5,273.0,0.7640697655564467,0.4517288809497482,1.2923738801248519,0.7430760530511561,0.42515372377185456,1.2987349980601017,-0.296956880079925,0.2848712206040583,0.2972146841394885,0.031551928923641816,4.307264641952365,7.133637412469051,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,quartile,CRPR_vs_PD
5,358.0,0.7362202781764231,0.44505660826318577,1.2178682170642983,0.6186637183781247,0.30543392579791745,1.253118151291029,-0.4801934198680562,0.3601165235010211,0.18238777846790244,0.23960242862308911,6.534165756008462,38.7833099225893,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,quartile,CRPR_vs_SDPD
5,557.0,0.9249242962960205,0.770918043156612,1.109696369766892,0.9142008553788689,0.7493345951981659,1.115340475845017,-0.08970497742657496,0.10146157919805633,0.3766273627123238,0.006046122425617616,4.503634794141386,11.182851566839886,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,continuous,curated_R_vs_NR
5,511.0,0.9293863196724281,0.7692724877937027,1.122825715074704,0.9231642142930181,0.7578456090656732,1.1245458921401401,-0.07994814666046703,0.10067727010035486,0.42713532996196957,0.0029201341627049576,4.223371600164241,5.288940242803985,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,continuous,CRPR_vs_PD
5,676.0,0.8777736278242216,0.7362411490472487,1.0465138259397244,0.8392531924765211,0.6554109335445981,1.0746630625656242,-0.17524283916554464,0.12614797012456944,0.16477657096015208,0.03048561083479511,6.72251397440747,40.49845020437366,True,"Braun,Gide,IMvigor210_Mariathasan,Liu,Riaz",non_lung,continuous,CRPR_vs_SDPD
