genotype,compartment,n_cells,n_pos,pct_pos,mean_lognorm,median_lognorm,gene
K,Epithelial/Tumor,20.0,8.0,40.0,0.26910191774368286,0.0,Tacstd2
K,Immune,5477.0,119.0,2.1727222932262187,0.0270554106682539,0.0,Tacstd2
K,Stromal,1199.0,8.0,0.6672226855713094,0.00886047538369894,0.0,Tacstd2
KL,Epithelial/Tumor,231.0,145.0,62.77056277056276,0.5773835182189941,0.5910766124725342,Tacstd2
KL,Immune,6180.0,224.0,3.6245954692556634,0.038514021784067154,0.0,Tacstd2
KL,Stromal,1153.0,27.0,2.3417172593235036,0.02332066372036934,0.0,Tacstd2
K,Epithelial/Tumor,20.0,1.0,5.0,0.03773895651102066,0.0,Cldn4
K,Immune,5477.0,0.0,0.0,0.0,0.0,Cldn4
K,Stromal,1199.0,0.0,0.0,0.0,0.0,Cldn4
KL,Epithelial/Tumor,231.0,23.0,9.956709956709958,0.09346653521060944,0.0,Cldn4
KL,Immune,6180.0,2.0,0.032362459546925564,0.0003554728755261749,0.0,Cldn4
KL,Stromal,1153.0,0.0,0.0,0.0,0.0,Cldn4
