,n_genes_by_counts,n_genes_by_counts,n_genes_by_counts,total_counts,total_counts,total_counts,pct_counts_mt,pct_counts_mt,pct_counts_mt
,median,min,max,median,min,max,median,min,max
genotype,,,,,,,,,
K,1756.5,550,5976,5075.5,2000,37161,3.540486500686018,0.0,19.344012204424104
KL,1851.0,548,5985,5281.0,2002,44073,3.4416129123009824,0.02418379685610641,19.984181386765094
