leiden,score_Epithelial_Tumor,score_T_NK,score_B,score_Myeloid,score_Endothelial,score_Fibroblast,assigned
0,-0.05120975540669733,-0.2836413540601415,0.019864093936214407,1.1111025385135,0.248055635357053,-0.05718468869503833,Myeloid
1,-0.07874563501822421,0.5006279881293371,-0.21437833065704787,-0.023915605132347556,-0.3630185714341371,-0.045784172643544084,T/NK
2,-0.06837582668084839,0.2475699553266539,1.174225710617735,-0.20939925014845867,-0.4775636619075816,-0.05652234060379942,B
3,-0.08144117709545877,-0.25100023217707473,-0.24969964237253178,-0.04145834638305412,-0.3606976605478183,2.202927592131444,Fibroblast
4,-0.02830224361449065,-0.12340630790024226,-0.08967741807017195,1.9845688668320376,-0.2954559823904816,-0.031894665366823734,Myeloid
5,-0.046291273218447004,0.5196606847188308,-0.15112734247365012,-0.11040029008648454,-0.36084691498294497,-0.03159096959145087,T/NK
6,-0.052370674957426075,0.5126860368780214,-0.18199507883067112,-0.1254601988540575,-0.3750196806742266,-0.042542261392824826,T/NK
7,-0.04700628311912842,0.7896672851694354,-0.18855854956723866,-0.1347633873758561,-0.38831748899588964,-0.04087014604312023,T/NK
8,0.22881405658246307,-0.4163434353572631,-0.31288092413004615,0.5132487402043787,-0.2999756699155441,-0.06532267980431242,Myeloid
9,0.07238778966467307,-0.00610883023950577,-0.384997841141842,0.45219918968280154,-0.3289737892150879,-0.08205079463415409,Myeloid
10,0.15365802718949467,-0.44167148471078077,-0.31487899059057234,1.4156887235864997,-0.29964621366560457,-0.08724314658433799,Myeloid
11,-0.0925751702379283,-0.4107075374265916,-0.32017628402445897,-0.16076525954680712,2.207705165240795,-0.09287881696555789,Endothelial
12,-0.08582412294658315,-0.10028251119318092,0.006978919671355987,-0.19170924248289448,1.3335854585134777,-0.06692107456066602,Endothelial
13,1.1732218907819874,-0.3687541798076873,-0.22428266058167612,-0.004489919065419895,-0.21840790231983026,-0.052203052983438206,Epithelial/Tumor
14,-0.06091881896645556,0.531472702233342,-0.1969380637471165,-0.16662888344909463,-0.34155937651704465,-0.056108546911623626,T/NK
15,-0.04999517150752849,0.6331285018739978,-0.15071785412760874,-0.1339655304986223,-0.38200487784251996,-0.03633440753412307,T/NK
16,0.0008545655640809747,-0.3503167625887235,-0.30759853326981845,-0.22529980869682004,0.9181755824039127,0.6962337254130337,Endothelial
17,-0.044544344217739,0.6894476945337065,-0.10141199453123685,-0.1493922194684374,-0.4479223864119628,-0.06093368707597601,T/NK
18,-0.08797041395837968,-0.3580844010395531,-0.19225539638782563,0.7938145582981834,-0.2722484730637021,-0.057211005452100554,Myeloid
19,-0.049546172679890546,-0.3672682766006887,1.7437761258001954,-0.11910653389290199,-0.380889636741661,-0.03997688830492599,B
20,-0.11417905876417868,0.48419208160770266,-0.021381286762587666,-0.302774447588099,-0.47672947105120966,-0.06965556159296572,T/NK
21,-0.07129458466333273,-0.36138703294162455,-0.16950220681297842,0.7701437343571198,-0.26965625544727156,-0.03754900049403419,Myeloid
22,-0.07319845565942426,-0.35451024257994945,-0.17730817673681354,1.1708992928417479,-0.4147270753314713,-0.08625345896079517,Myeloid
23,0.016415951120532384,-0.3056291459870255,-0.17548116124456836,0.06341452436530519,-0.4135673652775586,-0.06018063145192306,Myeloid
24,0.02931168946620573,-0.08654748393458464,0.3599738774738378,-0.05590376290554802,-0.2728440695276691,-0.03472888230371839,B
25,-0.1232223625137636,-0.3902942055647226,-0.3295138767030504,-0.2099521673203807,2.2811030578031772,-0.12369774629715732,Endothelial
26,0.04987567557624368,-0.4289894144146896,-0.35630765176560514,0.48113224658795767,-0.3247891549032832,-0.09701896453089953,Myeloid
27,-0.021573882647960105,-0.30913172920626397,0.15662088744135366,-0.09535618793591856,-0.337479947116226,-0.04997160720745189,B
28,-0.10208695963206457,-0.4093604544891861,-0.25286298366352206,-0.11651183348282106,0.8219580088848515,0.21628954569645734,Endothelial
29,0.09558388812862496,-0.4437383768894692,-0.3742460967478929,0.4781311463594437,1.1331361366113026,-0.07432654293991575,Endothelial
30,0.12449871701751027,-0.4685392581368599,1.0568646870189242,0.3295444530169169,-0.4009817574421565,-0.06961907735740311,B
31,0.025753854244546244,-0.38785061465701176,-0.2662876592403479,0.6733603898916813,-0.3320510024866521,-0.05792462531407836,Myeloid
32,0.09384217160524232,0.17971494588637413,-0.1098472065256353,0.08288273929608496,-0.1762418684206511,-0.028615983051067946,T/NK
33,-0.07763963317329489,0.40660342584573334,-0.18741513886029207,1.150347686562357,-0.4398742167557342,-0.0608181322950665,Myeloid
34,-0.05782757208564277,1.1249638708953305,-0.2011849937109443,-0.1772149634560434,-0.43068165386304624,-0.06363473281783859,T/NK
