ModelID,CellLineName,OncotreePrimaryDisease,OncotreeSubtype,TACSTD2,NECTIN1,NECTIN2,NECTIN3,NECTIN4,PVR,CLDN4
ACH-001113,LC-1/sq-SF,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,3.0669502439246266,5.567727963304803,4.498889086976805,3.670160514126634,4.257764968571387,3.9088129077395473,6.349082146391089
ACH-000327,NCI-H1395,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.3561438102252753,3.04788732939655,4.292045492492862,0.2387868595871165,0.1110313123887439,5.314696525656286,3.016139702655253
ACH-000705,LC-1F,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.5945485495503542,6.437127844272808,4.672425341971495,2.035623909730721,5.70265754339091,5.084914659767938,8.272769732436512
ACH-000528,ABC-1,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.385689870739212,2.2265085298086795,7.321657564204151,3.4154882710497003,6.072320216032704,6.558879853475442,8.603477988254005
ACH-002075,Lu-138,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.2265085298086797,4.398487190018967,4.738767836800191,0.137503523749935,0.2265085298086797,4.709290635723358,5.617944917420585
ACH-000769,LK-2,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,5.211790976252541,1.879705766282288,3.1473066987802936,2.3103401206121505,0.4329594072761062,3.353323291162897,2.541019153133559
ACH-000800,NCI-H446,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3895668117627256,3.792855352362489,3.0789513413948217,0.070389327891398,0.5655971758542251,6.054631448782967,0.7048719644563528
ACH-000700,NCI-H2882,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.2016338611696504,2.2479275134435857,6.6860802635377095,6.192391456913176,0.137503523749935,7.277612870756686,3.817623257511431
ACH-000176,LOU-NH91,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.4114262457264649,2.211012193485512,5.4376272483189485,4.02768487693716,0.2868811477881615,5.673556423990145,7.581953750848818
ACH-000587,NCI-H1975,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,5.3125199674749455,3.883620816285672,4.651912744645784,2.526068811667588,2.2479275134435857,6.600507645345786,7.45022149589718
ACH-000785,NCI-H2126,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.774490584953922,3.787641414483326,5.651338766105931,0.2016338611696504,4.624100894628114,5.210232990095849,7.608365723163637
ACH-000585,EPLC-272H,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,8.924070185585345,4.3269687115878925,4.410748128185948,1.2203299548795556,3.6322682154995127,5.043956872790206,7.23035674505615
ACH-000627,LCLC-103H,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,4.305240965954483,2.356143810225275,5.86418614465428,2.353323291162897,1.4276061727818994,6.299391206126829,7.908272516291422
ACH-000392,Calu-3,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.265755676027326,2.655351828612554,5.688180358586926,4.857483428286672,3.4581194811745064,6.138937308958628,7.484863164322325
ACH-000729,NCI-H1963,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.5160151470036647,5.021479727410452,2.604071323668861,2.702657543390911,0.1505596765753814,4.738227400367242,3.6322682154995127
ACH-000035,NCI-H1650,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,9.811824211241978,4.794935662803536,6.285587167909472,0.6507645591169022,3.752748591407134,7.179411523174035,7.974471952285043
ACH-000638,NCI-H441,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.17587385548062,4.329123596291566,5.972003303808356,3.669026765509631,5.24260250592898,5.409051438538562,8.106484424292539
ACH-000894,NCI-H1869,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,9.039522271711608,2.794935662803536,4.971773447193373,3.78345665436024,4.913128767819739,5.021923838554758,8.397845735630698
ACH-000596,LCLC-97TM1,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,7.790315911515695,3.418189947945766,4.975905273523699,1.560714954474479,4.925049964727359,5.47021145739054,9.30108459093582
ACH-001046,COR-L26,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.070389327891398,3.538538163629804,0.2016338611696504,0.0426443374084937,0.6135316529179271,0.01435529297707,0.0426443374084937
ACH-000179,NCI-H1618,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3219280948873623,4.259272487037594,5.060479781407595,0.5260688116675876,2.957914598632985,4.387500406480984,7.90026304356897
ACH-000578,HCC-1171,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.982565834895489,3.1554254317471973,6.969012307516316,4.494415610397496,3.9240998856407416,6.718772591827187,9.614378575081137
ACH-000033,NCI-H1819,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.580899204225743,3.7355221772965375,5.599912842187128,3.3603642765434705,4.538538163629804,5.069100631922826,8.275239901744591
ACH-000481,NCI-H2170,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,7.403693786262805,2.017921907997262,5.601696516480957,0.918386234446348,3.846994686965573,5.28021399581062,8.974787405160122
ACH-000871,NCI-H510,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,2.4905701304462013,5.3750394313469245,5.486070743735668,1.722466024471091,1.01435529297707,5.4495613746132365,8.014578464922891
ACH-000690,HCC-2814,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,6.095080491901415,5.321928094887363,5.367720513401452,0.6040713236688608,2.097610796626422,4.678071905112637,7.300123724569014
ACH-000858,KNS-62,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,7.16400181665555,5.60139939053183,3.6881803585869264,1.6182386555954549,2.1076878693143737,4.963936452144486,7.26463025566923
ACH-000787,LXF-289,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,3.711494906650088,2.4462562298895643,6.886184306054248,5.134220939760634,0.4956951626240687,7.12639473762014,5.530757457461217
ACH-000749,DMS 273,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.5849625007211562,4.10936055940423,1.9373443921502325,3.001802242633985,0.2141248053528473,5.12267271882414,1.4059923596758368
ACH-000358,NCI-H69,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3673710656485294,5.20124177119825,4.724650271732967,2.6322682154995127,0.4222330006830478,5.933100474931368,4.549053029337288
ACH-000594,DMS 153,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.3950627995175775,5.699051844016849,4.808385050656093,1.097610796626422,0.4222330006830478,5.034743949324734,7.937462100716437
ACH-000868,HCC-1195,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,6.915759896038,1.2387868595871168,7.456970381121014,0.1763227726404628,1.622930350920177,5.540709262671431,8.80135269277206
ACH-000186,NCI-H2444,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,7.261154672615572,1.4698859762744636,6.904845328560796,2.62760683812965,3.190614860209497,6.510487270468726,9.399705168175638
ACH-000677,SW 1573,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.632268215499513,1.8875252707415875,7.196725060786028,3.289834465177509,0.1890338243900171,5.5453506448223,3.056583528366368
ACH-000672,IA-LM,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.4329594072761062,2.722466024471091,7.248876342837134,3.221877081077034,0.070389327891398,5.896029602976752,6.011227255423254
ACH-000530,DMS 114,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,0.3448284969974411,4.189033824390017,5.51096191927738,0.0565835283663675,0.1243281350022017,4.02945288578697,0.9855004303048848
ACH-000012,HCC-827,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.326968711587892,2.137503523749935,4.596935142387232,2.5084286525318573,1.516015147003665,6.077456652400588,8.083532513265412
ACH-003120,NCI-H1607,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,4.954661620837898,3.697106574476975,5.680886920719692,1.803227036434928,3.9136075118230993,3.647314509547136,6.050719347751264
ACH-002074,Lu-143,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.0,4.710393192170516,5.635173946674924,2.722466024471091,0.0,5.332707933640605,6.180108068712015
ACH-000945,NCI-H650,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.558879853475442,3.733354340613827,5.550900664647523,4.074676686294496,0.01435529297707,4.43895814789755,1.15704371014558
ACH-000662,COR-L23,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,7.484863164322325,4.532316959332765,5.697384630764024,0.1110313123887439,5.105175192265479,5.931683057059805,7.970911158577129
ACH-000282,NCI-H1755,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.305970520984387,3.633431210355632,6.844360543221246,3.5447326559326235,0.2509615735332187,6.510487270468726,7.779325391448742
ACH-000261,RERF-LC-AI,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,4.621172752683435,1.8678964639926547,6.053763009303989,3.639232163249277,0.7907720378619999,5.453846773749929,3.125981653854716
ACH-000681,A549,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.2016338611696504,2.032100843167024,5.6194130105979365,4.081510068120917,1.0772429989324606,6.328585176788811,2.204766750654613
ACH-000866,NCI-H1048,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.1243281350022017,3.85897561429202,5.515384460636948,4.192983169973992,0.3448284969974411,5.056583528366367,2.780310099043376
ACH-000586,NCI-H1876,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.1243281350022014,2.451540833017832,5.691254978650136,3.576522137920503,1.835924074254375,4.803227036434928,6.044175512639209
ACH-000394,NCI-H2081,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3895668117627256,4.514753498439753,3.5897634869849773,1.3391373849195856,0.070389327891398,5.189429245809757,6.338602690352632
ACH-000379,NCI-H1781,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.715447262875877,3.448900951145128,7.246027980528104,3.187451054027326,6.745237332129749,5.733625498408233,9.610046680169242
ACH-000901,HCC-1359,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,0.6507645591169022,2.0874628412503395,5.48058827023386,3.672425341971496,0.1110313123887439,5.130107178658833,2.867896463992655
ACH-000816,NCI-H524,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3561438102252753,4.934044647112246,1.4854268271702415,2.752748591407134,0.0565835283663675,5.140369670651527,4.606442228131607
ACH-000511,Calu-1,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,6.24412594328373,4.152994605492435,5.6884601404244926,4.975446765640962,0.0285691521967709,5.441284271927038,6.3466023752989855
ACH-002077,Lu-165,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.1505596765753814,7.902495710911816,1.070389327891398,2.2570106182060234,1.3785116232537298,1.765534746362977,5.033863451866284
ACH-000975,HCC2450,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,4.129283016944966,3.876762490781555,5.844486087757799,4.7564896067599705,0.0840642647884745,6.04176864995163,1.1826922975161902
ACH-000109,NCI-H3255,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.574479999326677,4.914564523493939,6.851124362886753,3.702657543390911,6.23208509872283,6.946847805387477,10.91513244895065
ACH-000712,HCC-1833,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.5849625007211562,4.797012977836145,6.422064766172812,1.8155754288625725,0.0565835283663675,6.28743535550644,8.312746845558241
ACH-000523,NCI-H1184,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.2387868595871165,3.9763636357327616,4.823749360308272,3.965322548367255,0.2265085298086797,4.356143810225276,0.8953026213333066
