ModelID,CellLineName,OncotreePrimaryDisease,OncotreeSubtype,TACSTD2,NECTIN1,NECTIN2,NECTIN3,NECTIN4,PVR,CLDN4
ACH-000890,SW 1271,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,0.4854268271702416,2.454175893185802,6.158458216216766,4.120186027531863,0.2509615735332187,6.155830171556525,2.130930869826449
ACH-000562,HCC-78,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.636479618780534,3.500802053057157,5.919816770052789,0.963474123974886,5.583458910130768,5.308521062193259,8.728600810643192
ACH-000399,NCI-H2196,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,5.420549772116318,3.989139007368233,6.441450280216834,0.6040713236688608,0.1243281350022017,5.179112900678563,7.545968369105292
ACH-000066,HCC4006,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.941282410432874,3.939226577728209,5.575009720294951,3.2735158897021166,3.023255352300303,6.181698911096105,7.705701496845794
ACH-000314,HCC-2108,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.6780719051126377,4.743622676067655,6.119148639811254,1.263034405833794,0.3673710656485294,5.110613805500896,4.928844036712568
ACH-000893,NCI-H1651,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.1890338243900171,1.2690331464552371,5.551516017628014,4.954661620837898,0.0565835283663675,5.093813673402728,6.492333914544719
ACH-002650,ETCC-016,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.676944359106912,5.420549772116318,6.95361446119936,3.3405622690264134,5.098032082960526,3.628773595201645,7.795455272044121
ACH-000187,COR-L311,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.1634987322828795,5.829595899177507,4.929317594911761,1.372952097911829,0.6135316529179271,7.007531911581988,6.727239777484807
ACH-000924,NCI-H2172,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,6.455656002220498,1.9297909977185967,6.460906348207246,1.9107326619029128,0.3561438102252753,6.320665184122514,2.957914598632985
ACH-002034,T3M-11,Non-Small Cell Lung Cancer,NUT Carcinoma of the Lung,0.0840642647884745,4.491853096329675,3.9717734471933728,0.9486008474933558,1.38404980679516,3.985500430304885,0.6507645591169022
ACH-000639,NCI-H211,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.963474123974886,3.411426245726465,0.5160151470036647,2.389566811762726,0.4750848829487829,7.87455108689664,1.6690267655096307
ACH-000590,NCI-H2073,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,6.330737650206952,1.9855004303048849,5.369815424283912,3.565597175854225,0.3785116232537298,4.960233671694455,6.471187460386985
ACH-000553,Sq-1,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,9.11097913063484,5.056583528366367,6.175923742063755,3.846994686965573,3.91456452349394,6.175125349657719,8.568070117946721
ACH-000339,HCC-461,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.007195501404204,2.963474123974886,6.062855655205991,3.5223068928713888,0.1110313123887439,6.470862199413702,3.4329594072761065
ACH-000789,NCI-H810,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.4436066514756145,4.753283616460879,4.319762427669248,2.4828482830684653,0.0565835283663675,5.26566192452189,6.785419772149728
ACH-002170,NCI-H1688,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.1505596765753812,2.8094144442358986,4.186659017202113,2.339137384919585,0.2509615735332187,4.498889086976805,6.019479533703628
ACH-000670,SBC-5,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3219280948873623,3.6915341649192,5.610581958492531,0.2630344058337938,0.137503523749935,4.542258049766918,1.807354922057604
ACH-000744,NCI-H1623,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,6.357727932310624,3.588564737401352,5.064796645911805,0.7398481026993275,4.214124805352848,4.9676297534661975,8.588864518190148
ACH-000525,NCI-H2171,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.1505596765753814,5.290571850852079,3.78345665436024,0.0840642647884745,0.3103401206121505,4.653633311386255,7.073498932290183
ACH-003154,ABM-T0795,Non-Cancerous,"Immortalized Epithelial Cells, Lung",2.996388746447621,2.935459747805289,5.025471814621179,3.494415610397496,0.9781956296816516,5.902073579310743,0.1890338243900171
ACH-000853,NCI-H661,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.8237493603082727,3.13586316536868,6.8561142339774594,2.356143810225275,0.0,5.605257262939004,2.097610796626422
ACH-000675,NCI-H1734,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.4698859762744636,2.550900664647523,7.89287670006069,5.23342794374847,2.361768359419153,7.619046127336572,7.9066501263953795
ACH-002490,NCI-H1882,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,4.304511041809953,2.503348735167504,5.716442236843321,3.2387868595871163,4.148934104526339,5.021923838554758,5.090853430451113
ACH-000891,HCC-1438,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,6.668884984266247,3.0268000593437154,7.0641499391213465,4.0574502721839,0.1763227726404628,7.036942844798256,1.599317793698226
ACH-000851,MOR/CPR,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,6.603181229013857,2.403267722339301,5.895302621333307,1.875780063068488,3.917431755390104,4.349082146391089,7.696202521253611
ACH-000506,NCI-H146,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.9560566524124028,4.561326136453918,5.691254978650136,1.0285691521967708,0.01435529297707,5.224194663970433,2.111031312388744
ACH-000603,BEN,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,0.5753123306874368,4.933100474931368,5.656210320182598,1.613531652917927,0.2986583155645151,4.895302621333307,8.753350480643723
ACH-001386,SCLC-22H,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.2016338611696504,4.421559944901823,2.204766750654613,2.1731274334806563,0.01435529297707,4.1906148602094975,6.463851292611099
ACH-000129,NCI-H1341,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,0.2986583155645151,6.206526015877427,3.320484678017693,1.2203299548795556,2.6848187375532224,5.622344722724236,4.563768278452033
ACH-000434,NCI-H1915,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,1.7907720378619998,3.564378168565064,4.17951105027151,2.0942360698457656,0.1243281350022017,4.246408087246385,1.6182386555954549
ACH-000514,NCI-H1092,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3334237337251918,4.93969674069176,3.791814071161826,1.2750070474998698,0.1110313123887439,4.6656201640663815,5.560409266362118
ACH-000414,NCI-H1944,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.7048719644563528,2.2172307162206693,4.718635616271338,2.763411574470007,1.3785116232537298,4.85897561429202,5.127633279725874
ACH-003071,NCI-H748,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.879705766282288,3.0303360783709588,3.3950627995175777,3.63575439127776,0.2265085298086797,4.656496370553495,4.993221467368938
ACH-000665,SK-MES-1,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,7.525207571284386,3.534808661231747,5.441948190503361,4.303780748177103,0.4222330006830478,5.358958825832329,7.105908508571158
ACH-002522,SNU-2292,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,3.428946344769483,4.3957483281790335,6.446587085306882,6.769375049349816,0.01435529297707,5.757823336207727,1.5459683691052926
ACH-000803,COLO 668,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.4750848829487828,3.212569338850806,4.039138393906958,1.0,0.2141248053528473,4.036503333738988,7.3474884972117955
ACH-001549,Lu-135,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.1505596765753814,5.845490050944375,0.0,2.6599245584023783,1.6461626571578936,2.2927817492278457,7.003152448666922
ACH-000706,EKVX,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.613531652917927,2.733354340613827,6.082574866339516,2.643856189774725,0.070389327891398,6.702934531975978,1.6780719051126378
ACH-000737,NCI-H1385,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.5160151470036647,2.028569152196771,6.70362677086498,1.232660756790275,0.3785116232537298,4.888012585402829,7.925584109389362
ACH-003121,NCI-H2679,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.7398481026993275,5.272396509037485,3.2203299548795554,0.8875252707415875,0.765534746362977,4.78135971352466,5.414135532984451
ACH-000251,NCI-H2887,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,0.3673710656485294,3.442280035252584,5.999774561287003,2.2898344651775093,0.0976107966264223,5.770300489499416,9.220378327695228
ACH-002526,SNU-1327,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.847809043407229,1.3391373849195856,4.830863756751758,2.130930869826449,3.742006210866737,4.025028794491522,6.617798025902778
ACH-000951,NCI-H2342,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.909533114946893,1.811471030529836,7.616842866308338,1.3617683594191536,6.185271905593818,6.280770770130602,8.997687581487513
ACH-000826,CAL-12T,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,9.267582613736998,3.2809563138310565,6.023033518665533,0.4329594072761062,5.077670274232752,4.846493315964563,8.59245703726808
ACH-000669,SW 900,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,6.709290635723358,3.211012193485512,6.189626915884861,2.849999259466098,1.944858445807539,5.598424760527719,8.359793477311143
ACH-002051,Lu-134-A,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,2.0840642647884744,4.727375938594897,3.346247774082775,2.1731274334806563,0.6690267655096305,4.639810977716776,6.302501844112321
ACH-000589,NCI-H1437,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,6.179909090014935,3.587364990936461,5.146084938616191,0.01435529297707,3.5223068928713888,3.690417095532466,7.278356528010724
ACH-000628,NCI-H596,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,9.605553595494404,6.260402093025793,5.658497136656478,4.161887682376894,2.996388746447621,5.532940288372874,7.769507291436245
ACH-000264,Calu-6,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.5260688116675876,2.372952097911829,6.2720231890610485,4.942045259916046,0.0840642647884745,4.599912842187128,3.5360529002402097
ACH-000297,NCI-H889,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3561438102252753,3.833902076669163,4.323370069061268,0.5655971758542251,0.0840642647884745,4.907852071845964,6.15704371014558
ACH-000843,HARA,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,5.270528942380718,5.904243227203662,5.005849075696688,2.381283372503784,1.4382928515791469,4.498889086976805,3.2078928516413328
ACH-002052,Lu-139,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.0,5.305605789585429,3.648465443027314,1.6735564239901446,0.0426443374084937,3.33199177823206,2.805292455600712
ACH-000840,HCC-366,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,4.655351828612554,3.430285272977781,6.824513297334801,3.6005076453457856,0.3103401206121505,6.684678499882066,1.835924074254375
ACH-000912,NCI-H2286,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.1309308698264486,3.132576842670008,7.820561927963839,0.933572638261024,0.070389327891398,7.295998461911389,0.9411063109464316
ACH-000508,COR-L88,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.922197848396367,3.825785627464792,4.965784284662087,0.1505596765753814,0.1505596765753814,4.808385050656093,7.228818690495881
ACH-000667,HCC-44,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,4.516015147003665,2.543495883425772,5.18626283566979,2.9011082430145123,0.6040713236688608,6.96139181179108,5.751410160064371
ACH-003157,ABM-T0822,Non-Cancerous,Immortalized MPLC Cells,0.0285691521967709,1.6369145803558778,5.8189016758856384,5.257387842692652,0.070389327891398,7.005736816813163,0.1634987322828795
ACH-000718,NCI-H2291,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.58942643932765,4.514122260170708,4.930737337562887,4.612352498752662,4.545968369105292,6.749534267669262,9.779932707234156
ACH-000747,NCI-H1703,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.3785116232537298,3.3868109464722167,6.624685810525398,1.4222330006830477,0.0565835283663675,4.853995647176393,0.8718436485093178
ACH-000438,Lu-65,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,3.613531652917927,3.3701642805402097,6.699607153893178,0.6229303509201767,0.2141248053528473,6.409051438538562,7.421644094048272
ACH-002996,CI34601,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,4.034743949324734,2.833902076669163,7.777222432878941,3.2234225499349374,0.0976107966264223,6.57228336665041,0.7570232465074596
ACH-000021,NCI-H1693,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,5.864681405572597,2.0669502439246266,4.621758856709732,2.711494906650088,2.6530600171045644,5.040892430646901,6.397118409042582
ACH-000980,NCI-H1155,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.3561438102252753,5.248686626873828,5.207892851641333,2.341985747228616,0.070389327891398,5.290571850852079,5.060047383669939
ACH-003156,ABM-T0797,Non-Cancerous,"Immortalized Epithelial Cells, Lung",8.855927424942402,4.365972427593384,5.804776377955828,3.4019034716079584,2.319039815562536,6.191799501065075,6.021923838554758
ACH-000845,NCI-H1373,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.475247047287838,3.838951766951943,5.576824431277479,3.921245888585589,1.5558161550616396,4.870364719583405,7.982594354827899
ACH-000698,DMS 53,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,6.278356528010724,4.93451650158608,5.193377510564362,2.4329594072761065,2.189033824390017,5.634012356402116,8.729212856911676
ACH-000852,NCI-H1435,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.705943353973835,1.6088092426755238,5.846493315964563,2.669026765509631,4.579542224936903,5.505255800932163,9.144556281982275
ACH-003153,ABM-T0794,Non-Cancerous,"Immortalized Epithelial Cells, Lung",7.410493751910778,4.354028938054387,5.166313747889934,2.937344392150232,1.84799690655495,6.312156888313374,4.0522419811811385
ACH-000448,NCI-H1666,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.693591496830619,6.12639473762014,4.721919445551544,1.7990873060740036,5.632268215499513,5.558879853475442,6.976478203534362
ACH-000867,ChaGo-K-1,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,7.084702108011991,4.697662633470518,4.391630261517429,0.3785116232537298,5.786596361890807,4.735522177296538,7.581049900945041
ACH-000766,NCI-H1648,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.097847785326554,5.985500430304885,5.869131119644294,0.933572638261024,5.117695042669754,5.562547724199122,8.380677507222886
ACH-000343,NCI-H522,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.2750070474998697,3.739848102699328,6.402585758232587,0.2986583155645151,0.0976107966264223,5.105594275795191,1.6461626571578936
ACH-000774,RERF-LC-Ad2,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,8.40981519582048,2.682573297347578,5.830610274357907,1.3448284969974411,4.377123749129487,6.49105137636412,8.132319783167718
ACH-000733,NCI-H1838,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,7.210330413537888,3.609991295212679,5.368069876532083,2.400537929583729,0.9708536543404837,6.139960569545456,8.839707698350368
ACH-000780,NCI-H1105,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.2509615735332187,5.973611275519472,3.679198570566922,2.563158130402808,0.0426443374084937,3.997292407636508,5.450881315273369
ACH-000921,NCI-H157-DM,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,1.2141248053528475,4.024142345897803,6.679761573516853,4.261530815243406,0.4956951626240687,6.611467500233412,0.765534746362977
ACH-000790,SHP-77,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.3561438102252753,4.15704371014558,5.194953795933835,2.759155833800272,0.5260688116675876,4.938285791884053,6.3446509891484455
ACH-003012,A549_CRAF_KD,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.0,2.689299160535892,5.708187236020708,3.894332742277694,1.5897634869849773,6.386121156814855,1.8439838440483265
ACH-000482,RERF-LC-KJ,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,9.157447996274298,3.1473066987802936,5.773732650607856,0.137503523749935,6.052894046747444,5.803227036434928,7.835734632321086
