sample,CLDN4,NECTIN1,NECTIN2,NECTIN3,NECTIN4,PVR,TACSTD2
TCGA-38-7271-01A,8.454552231516981,3.561778244484,6.605950585714888,2.658782734012828,6.216850601326973,3.841218373923888,8.879739150270916
TCGA-55-7914-01A,8.270891439371905,4.025843846425817,5.662450486303278,4.726978312124464,4.69643345640929,4.686808642734181,8.328902419930706
TCGA-95-7043-01A,8.102249743844803,1.5193909345197791,6.453293684018296,1.4399953979232358,6.650500347138631,4.923966824626158,5.1317993545230385
TCGA-73-4658-01A,8.763586522506797,4.732860702604311,7.153011838256078,3.16931573490417,5.242229018301694,5.160508806596721,8.937780160077299
TCGA-86-8076-01A,7.231758790495882,3.7989422001377173,6.198523620148635,1.6686183978017886,6.315620569456334,4.0083613881136975,7.405425718401586
TCGA-55-7726-01A,7.253613042765117,7.161244774179244,5.672971199757646,1.9043492152652588,5.155603531252502,4.934087120335142,10.367239127111292
TCGA-44-6147-01A,8.555590716348643,4.199338621673761,7.15817340580019,1.9758319220541376,5.950729680667096,4.473319355917435,8.97249981274872
TCGA-50-5932-01A,9.692857470612408,4.927484060796808,8.889681000205814,2.9943443846262805,7.655006141513587,5.737619167292628,10.654396514110562
TCGA-44-2661-01A,7.604660709098934,3.948273774627925,5.7350292806118635,4.580893176029546,4.883244454467553,3.48221583626093,7.890984684531132
TCGA-86-7954-01A,8.672824856599156,4.778644894117188,7.730311848126874,1.1061472797146519,5.345602176120047,4.5775617613494894,7.910404684886424
TCGA-64-5775-01A,6.0071125081643055,4.540349706323681,7.117798919621298,4.1081982453697234,0.43456151187260766,6.776184281821848,6.109080518994622
TCGA-73-4662-01A,9.650733330059621,2.8953220122653693,6.95262477870811,3.8531173912235515,6.808051627034026,4.345956936034315,8.004604759204518
TCGA-44-7671-01A,7.8684305822368685,4.918515040753374,6.958160597083415,2.3589588258323295,6.099591877450417,4.839485999522717,8.584541653290996
TCGA-78-8660-01A,8.284417891140837,4.900084280827431,7.2315600902181725,2.244673987160318,5.058485348574093,5.695670951706731,8.96718042623755
TCGA-62-A46P-01A,6.122921152376553,2.766149882206358,7.489976372641644,1.3498181719758604,5.968457140838907,5.368464555082444,8.216504823124986
TCGA-86-7955-01A,8.172471013871164,3.2935323442132836,6.914864655116992,0.1554901977475622,6.61936752214051,5.110972868697537,9.319302255937705
TCGA-55-6978-11A,7.447650271661916,3.274336217213804,6.71506830616875,3.2362017539878645,4.3175066798419035,4.908193241855441,9.089737005398558
TCGA-50-6592-01A,8.967990209290827,3.5453506448222996,7.923476056042967,2.4814022827632454,5.963111092531644,5.54616598502792,9.863124785262126
TCGA-38-4625-01A,7.678250117662404,4.082396035153889,6.971815973428062,2.6824384597344246,4.896659357550207,5.320163321262074,4.806597308270112
TCGA-80-5611-01A,7.819910187551878,2.9117107537720734,6.550067981968926,0.4675925087129493,7.085984382342644,4.385016806906647,9.831432345851196
TCGA-86-8054-01A,8.291316228017719,3.378927725272926,7.134840073056703,3.6632307478603714,4.086834707864178,5.777148773778095,5.410758302304099
TCGA-55-6986-01A,8.546903717794024,6.241527514925056,7.045210322670841,2.290689797592463,5.209484558698018,5.186072629882913,8.77626292587471
TCGA-L9-A5IP-01A,8.118416313742182,3.6309412567664165,6.676715923707792,2.209297390166244,7.9346096745978,5.71273608149483,10.179686325677967
TCGA-69-7764-01A,7.700281567901294,2.3603642765434705,7.77962678334493,3.030936340643165,5.9654264519188525,5.619313227587927,9.128073222247302
TCGA-49-6744-01A,8.058858703274623,3.071350804128843,6.972637518108379,2.737924667511842,5.90865921699253,4.536767852065071,8.843950878190473
