symbol	dropped_ensg	kept_ensg
KIR2DL4	ENSG00000275317	ENSG00000189013
KIR2DL4	ENSG00000275456	ENSG00000189013
KIR2DL4	ENSG00000275699	ENSG00000189013
KIR2DL4	ENSG00000275732	ENSG00000189013
KIR2DL4	ENSG00000275848	ENSG00000189013
KIR2DL4	ENSG00000276044	ENSG00000189013
KIR2DL4	ENSG00000276779	ENSG00000189013
KIR2DL4	ENSG00000276979	ENSG00000189013
KIR2DL4	ENSG00000277076	ENSG00000189013
KIR2DL4	ENSG00000277355	ENSG00000189013
KIR2DL4	ENSG00000277362	ENSG00000189013
KIR2DL4	ENSG00000277540	ENSG00000189013
KIR2DL4	ENSG00000277750	ENSG00000189013
KIR2DL4	ENSG00000277850	ENSG00000189013
KIR2DL4	ENSG00000277964	ENSG00000189013
KIR2DL4	ENSG00000278074	ENSG00000189013
KIR2DL4	ENSG00000278201	ENSG00000189013
KIR2DL4	ENSG00000278271	ENSG00000189013
KIR2DL4	ENSG00000278430	ENSG00000189013
KIR2DL4	ENSG00000278606	ENSG00000189013
KIR2DL4	ENSG00000283869	ENSG00000189013
KIR2DL4	ENSG00000283961	ENSG00000189013
KIR2DL4	ENSG00000283986	ENSG00000189013
KIR2DL4	ENSG00000284013	ENSG00000189013
KIR2DL4	ENSG00000284206	ENSG00000189013
KIR2DL4	ENSG00000284340	ENSG00000189013
KIR2DL4	ENSG00000284365	ENSG00000189013
KIR2DL4	ENSG00000284457	ENSG00000189013
KIR2DL4	ENSG00000284460	ENSG00000189013
KIR2DL4	ENSG00000284509	ENSG00000189013
KIR2DL4	ENSG00000284562	ENSG00000189013
KIR2DL5A	ENSG00000274676	ENSG00000274143
KIR2DL5A	ENSG00000275596	ENSG00000274143
KIR2DL5A	ENSG00000276177	ENSG00000274143
KIR2DL5A	ENSG00000276392	ENSG00000274143
KIR2DL5A	ENSG00000276686	ENSG00000274143
KIR2DL5A	ENSG00000278116	ENSG00000274143
KIR2DL5A	ENSG00000288357	ENSG00000274143
KIR2DP1	ENSG00000273522	ENSG00000242473
KIR2DP1	ENSG00000273753	ENSG00000242473
KIR2DP1	ENSG00000273955	ENSG00000242473
KIR2DP1	ENSG00000274476	ENSG00000242473
KIR2DP1	ENSG00000274851	ENSG00000242473
KIR2DP1	ENSG00000274912	ENSG00000242473
KIR2DP1	ENSG00000274942	ENSG00000242473
KIR2DP1	ENSG00000275815	ENSG00000242473
KIR2DP1	ENSG00000276279	ENSG00000242473
KIR2DP1	ENSG00000276468	ENSG00000242473
KIR2DP1	ENSG00000276503	ENSG00000242473
KIR2DP1	ENSG00000277286	ENSG00000242473
KIR2DP1	ENSG00000277375	ENSG00000242473
KIR2DP1	ENSG00000277376	ENSG00000242473
KIR2DP1	ENSG00000278169	ENSG00000242473
KIR2DP1	ENSG00000278329	ENSG00000242473
KIR2DP1	ENSG00000278339	ENSG00000242473
KIR2DP1	ENSG00000278614	ENSG00000242473
KIR2DP1	ENSG00000283725	ENSG00000242473
KIR2DP1	ENSG00000283832	ENSG00000242473
KIR2DP1	ENSG00000283860	ENSG00000242473
KIR2DP1	ENSG00000284088	ENSG00000242473
KIR2DP1	ENSG00000284232	ENSG00000242473
KIR2DP1	ENSG00000284248	ENSG00000242473
KIR2DP1	ENSG00000284249	ENSG00000242473
KIR2DP1	ENSG00000284313	ENSG00000242473
KIR2DP1	ENSG00000284478	ENSG00000242473
KIR2DP1	ENSG00000284497	ENSG00000242473
KIR2DP1	ENSG00000284533	ENSG00000242473
KIR2DS1	ENSG00000273603	ENSG00000273517
KIR2DS1	ENSG00000275306	ENSG00000273517
KIR2DS1	ENSG00000275421	ENSG00000273517
KIR2DS1	ENSG00000276327	ENSG00000273517
KIR2DS1	ENSG00000276387	ENSG00000273517
KIR2DS1	ENSG00000278120	ENSG00000273517
KIR2DS1	ENSG00000278304	ENSG00000273517
KIR2DS1	ENSG00000283937	ENSG00000273517
KIR2DS1	ENSG00000284120	ENSG00000273517
KIR2DS1	ENSG00000284150	ENSG00000273517
KIR2DS1	ENSG00000284560	ENSG00000273517
KIR2DS2	ENSG00000274518	ENSG00000274438
KIR2DS2	ENSG00000275253	ENSG00000274438
KIR2DS2	ENSG00000275452	ENSG00000274438
KIR2DS2	ENSG00000275735	ENSG00000274438
KIR2DS2	ENSG00000275737	ENSG00000274438
KIR2DS2	ENSG00000276139	ENSG00000274438
KIR2DS2	ENSG00000276258	ENSG00000274438
KIR2DS2	ENSG00000276425	ENSG00000274438
KIR2DS2	ENSG00000277885	ENSG00000274438
KIR2DS2	ENSG00000278152	ENSG00000274438
KIR2DS2	ENSG00000278300	ENSG00000274438
KIR2DS2	ENSG00000284033	ENSG00000274438
KIR2DS3	ENSG00000277163	ENSG00000275599
KIR2DS3	ENSG00000277193	ENSG00000275599
KIR2DS3	ENSG00000277657	ENSG00000275599
KIR2DS3	ENSG00000278306	ENSG00000275599
KIR2DS3	ENSG00000288487	ENSG00000275599
KIR2DS4	ENSG00000273526	ENSG00000221957
KIR2DS4	ENSG00000273931	ENSG00000221957
KIR2DS4	ENSG00000274324	ENSG00000221957
KIR2DS4	ENSG00000274406	ENSG00000221957
KIR2DS4	ENSG00000274533	ENSG00000221957
KIR2DS4	ENSG00000274714	ENSG00000221957
KIR2DS4	ENSG00000274807	ENSG00000221957
KIR2DS4	ENSG00000274921	ENSG00000221957
KIR2DS4	ENSG00000274947	ENSG00000221957
KIR2DS4	ENSG00000274957	ENSG00000221957
KIR2DS4	ENSG00000275351	ENSG00000221957
KIR2DS4	ENSG00000275353	ENSG00000221957
KIR2DS4	ENSG00000275731	ENSG00000221957
KIR2DS4	ENSG00000275938	ENSG00000221957
KIR2DS4	ENSG00000276154	ENSG00000221957
KIR2DS4	ENSG00000276209	ENSG00000221957
KIR2DS4	ENSG00000276254	ENSG00000221957
KIR2DS4	ENSG00000276395	ENSG00000221957
KIR2DS4	ENSG00000276465	ENSG00000221957
KIR2DS4	ENSG00000276634	ENSG00000221957
KIR2DS4	ENSG00000276885	ENSG00000221957
KIR2DS4	ENSG00000277078	ENSG00000221957
KIR2DS4	ENSG00000277345	ENSG00000221957
KIR2DS4	ENSG00000283727	ENSG00000221957
KIR2DS4	ENSG00000283779	ENSG00000221957
KIR2DS4	ENSG00000283846	ENSG00000221957
KIR2DS4	ENSG00000283870	ENSG00000221957
KIR2DS4	ENSG00000283882	ENSG00000221957
KIR2DS4	ENSG00000284244	ENSG00000221957
KIR2DS4	ENSG00000284264	ENSG00000221957
KIR2DS4	ENSG00000284307	ENSG00000221957
KIR2DS4	ENSG00000284408	ENSG00000221957
KIR2DS5	ENSG00000274563	ENSG00000274243
KIR2DS5	ENSG00000274739	ENSG00000274243
KIR2DS5	ENSG00000275047	ENSG00000274243
KIR2DS5	ENSG00000276676	ENSG00000274243
KIR2DS5	ENSG00000277650	ENSG00000274243
KIR2DS5	ENSG00000288206	ENSG00000274243
KIR3DL1	ENSG00000273518	ENSG00000167633
KIR3DL1	ENSG00000273775	ENSG00000167633
KIR3DL1	ENSG00000274036	ENSG00000167633
KIR3DL1	ENSG00000274146	ENSG00000167633
KIR3DL1	ENSG00000274920	ENSG00000167633
KIR3DL1	ENSG00000274948	ENSG00000167633
KIR3DL1	ENSG00000275288	ENSG00000167633
KIR3DL1	ENSG00000275486	ENSG00000167633
KIR3DL1	ENSG00000275545	ENSG00000167633
KIR3DL1	ENSG00000275659	ENSG00000167633
KIR3DL1	ENSG00000275717	ENSG00000167633
KIR3DL1	ENSG00000275786	ENSG00000167633
KIR3DL1	ENSG00000276329	ENSG00000167633
KIR3DL1	ENSG00000276379	ENSG00000167633
KIR3DL1	ENSG00000276423	ENSG00000167633
KIR3DL1	ENSG00000276501	ENSG00000167633
KIR3DL1	ENSG00000277175	ENSG00000167633
KIR3DL1	ENSG00000277272	ENSG00000167633
KIR3DL1	ENSG00000278079	ENSG00000167633
KIR3DL1	ENSG00000278368	ENSG00000167633
KIR3DL1	ENSG00000278427	ENSG00000167633
KIR3DL1	ENSG00000278856	ENSG00000167633
KIR3DL1	ENSG00000283729	ENSG00000167633
KIR3DL1	ENSG00000283731	ENSG00000167633
KIR3DL1	ENSG00000283827	ENSG00000167633
KIR3DL1	ENSG00000283954	ENSG00000167633
KIR3DL1	ENSG00000284093	ENSG00000167633
KIR3DL1	ENSG00000284177	ENSG00000167633
KIR3DL1	ENSG00000284342	ENSG00000167633
KIR3DL1	ENSG00000284426	ENSG00000167633
KIR3DL1	ENSG00000284589	ENSG00000167633
KIR3DL2	ENSG00000273735	ENSG00000240403
KIR3DL2	ENSG00000273911	ENSG00000240403
KIR3DL2	ENSG00000274722	ENSG00000240403
KIR3DL2	ENSG00000275083	ENSG00000240403
KIR3DL2	ENSG00000275262	ENSG00000240403
KIR3DL2	ENSG00000275416	ENSG00000240403
KIR3DL2	ENSG00000275511	ENSG00000240403
KIR3DL2	ENSG00000275566	ENSG00000240403
KIR3DL2	ENSG00000275626	ENSG00000240403
KIR3DL2	ENSG00000275629	ENSG00000240403
KIR3DL2	ENSG00000275838	ENSG00000240403
KIR3DL2	ENSG00000276004	ENSG00000240403
KIR3DL2	ENSG00000276357	ENSG00000240403
KIR3DL2	ENSG00000276424	ENSG00000240403
KIR3DL2	ENSG00000276739	ENSG00000240403
KIR3DL2	ENSG00000276882	ENSG00000240403
KIR3DL2	ENSG00000277181	ENSG00000240403
KIR3DL2	ENSG00000277709	ENSG00000240403
KIR3DL2	ENSG00000277982	ENSG00000240403
KIR3DL2	ENSG00000278361	ENSG00000240403
KIR3DL2	ENSG00000278403	ENSG00000240403
KIR3DL2	ENSG00000278442	ENSG00000240403
KIR3DL2	ENSG00000278474	ENSG00000240403
KIR3DL2	ENSG00000278656	ENSG00000240403
KIR3DL2	ENSG00000278707	ENSG00000240403
KIR3DL2	ENSG00000278710	ENSG00000240403
KIR3DL2	ENSG00000278726	ENSG00000240403
KIR3DL2	ENSG00000278758	ENSG00000240403
KIR3DL2	ENSG00000278809	ENSG00000240403
KIR3DL2	ENSG00000278850	ENSG00000240403
KIR3DL2	ENSG00000284192	ENSG00000240403
KIR3DL2	ENSG00000284213	ENSG00000240403
KIR3DL2	ENSG00000284295	ENSG00000240403
KIR3DL2	ENSG00000284466	ENSG00000240403
KIR3DL2	ENSG00000284528	ENSG00000240403
KIR3DL2	ENSG00000288389	ENSG00000240403
KIR3DL3	ENSG00000273502	ENSG00000242019
KIR3DL3	ENSG00000274254	ENSG00000242019
KIR3DL3	ENSG00000274394	ENSG00000242019
KIR3DL3	ENSG00000274480	ENSG00000242019
KIR3DL3	ENSG00000274511	ENSG00000242019
KIR3DL3	ENSG00000274556	ENSG00000242019
KIR3DL3	ENSG00000274639	ENSG00000242019
KIR3DL3	ENSG00000274696	ENSG00000242019
KIR3DL3	ENSG00000274724	ENSG00000242019
KIR3DL3	ENSG00000274763	ENSG00000242019
KIR3DL3	ENSG00000274786	ENSG00000242019
KIR3DL3	ENSG00000275062	ENSG00000242019
KIR3DL3	ENSG00000275172	ENSG00000242019
KIR3DL3	ENSG00000275433	ENSG00000242019
KIR3DL3	ENSG00000275513	ENSG00000242019
KIR3DL3	ENSG00000276084	ENSG00000242019
KIR3DL3	ENSG00000276086	ENSG00000242019
KIR3DL3	ENSG00000276196	ENSG00000242019
KIR3DL3	ENSG00000276328	ENSG00000242019
KIR3DL3	ENSG00000276433	ENSG00000242019
KIR3DL3	ENSG00000276572	ENSG00000242019
KIR3DL3	ENSG00000276806	ENSG00000242019
KIR3DL3	ENSG00000276875	ENSG00000242019
KIR3DL3	ENSG00000276930	ENSG00000242019
KIR3DL3	ENSG00000277028	ENSG00000242019
KIR3DL3	ENSG00000277392	ENSG00000242019
KIR3DL3	ENSG00000277552	ENSG00000242019
KIR3DL3	ENSG00000277596	ENSG00000242019
KIR3DL3	ENSG00000277620	ENSG00000242019
KIR3DL3	ENSG00000278490	ENSG00000242019
KIR3DL3	ENSG00000278723	ENSG00000242019
KIR3DL3	ENSG00000278729	ENSG00000242019
KIR3DL3	ENSG00000283823	ENSG00000242019
KIR3DL3	ENSG00000283875	ENSG00000242019
KIR3DL3	ENSG00000283915	ENSG00000242019
KIR3DL3	ENSG00000283966	ENSG00000242019
KIR3DL3	ENSG00000284086	ENSG00000242019
KIR3DL3	ENSG00000284104	ENSG00000242019
KIR3DL3	ENSG00000284127	ENSG00000242019
KIR3DL3	ENSG00000284371	ENSG00000242019
KIR3DL3	ENSG00000284480	ENSG00000242019
KIR3DP1	ENSG00000273688	ENSG00000264257
KIR3DP1	ENSG00000273880	ENSG00000264257
KIR3DP1	ENSG00000274163	ENSG00000264257
KIR3DP1	ENSG00000274498	ENSG00000264257
KIR3DP1	ENSG00000274610	ENSG00000264257
KIR3DP1	ENSG00000275255	ENSG00000264257
KIR3DP1	ENSG00000275593	ENSG00000264257
KIR3DP1	ENSG00000275751	ENSG00000264257
KIR3DP1	ENSG00000275887	ENSG00000264257
KIR3DP1	ENSG00000276035	ENSG00000264257
KIR3DP1	ENSG00000276041	ENSG00000264257
KIR3DP1	ENSG00000276212	ENSG00000264257
KIR3DP1	ENSG00000276518	ENSG00000264257
KIR3DP1	ENSG00000276912	ENSG00000264257
KIR3DP1	ENSG00000277176	ENSG00000264257
KIR3DP1	ENSG00000277477	ENSG00000264257
KIR3DP1	ENSG00000277560	ENSG00000264257
KIR3DP1	ENSG00000277742	ENSG00000264257
KIR3DP1	ENSG00000277835	ENSG00000264257
KIR3DP1	ENSG00000278051	ENSG00000264257
KIR3DP1	ENSG00000278157	ENSG00000264257
KIR3DP1	ENSG00000278691	ENSG00000264257
KIR3DP1	ENSG00000278786	ENSG00000264257
KIR3DP1	ENSG00000283713	ENSG00000264257
KIR3DP1	ENSG00000283919	ENSG00000264257
KIR3DP1	ENSG00000283968	ENSG00000264257
KIR3DP1	ENSG00000283974	ENSG00000264257
KIR3DP1	ENSG00000284006	ENSG00000264257
KIR3DP1	ENSG00000284007	ENSG00000264257
KIR3DP1	ENSG00000284102	ENSG00000264257
KIR3DP1	ENSG00000284105	ENSG00000264257
KIR3DP1	ENSG00000284119	ENSG00000264257
KIR3DP1	ENSG00000284397	ENSG00000264257
KIR3DP1	ENSG00000284417	ENSG00000264257
KIR3DS1	ENSG00000274465	ENSG00000274283
KIR3DS1	ENSG00000275037	ENSG00000274283
KIR3DS1	ENSG00000275434	ENSG00000274283
KIR3DS1	ENSG00000275608	ENSG00000274283
KIR3DS1	ENSG00000276498	ENSG00000274283
KIR3DS1	ENSG00000276534	ENSG00000274283
KIR3DS1	ENSG00000283889	ENSG00000274283
KIR3DX1	ENSG00000104970	ENSG00000276848
KIR3DX1	ENSG00000275918	ENSG00000276848
KIR3DX1	ENSG00000276033	ENSG00000276848
KLF13	ENSG00000275746	ENSG00000169926
KLF2P1	ENSG00000231240	ENSG00000292124
KLHL33	ENSG00000291793	ENSG00000185271
KLHL5P1	ENSG00000281900	ENSG00000225282
KLLN	ENSG00000283059	ENSG00000227268
KMT5AP1	ENSG00000280895	ENSG00000279730
KPNA7	ENSG00000284068	ENSG00000185467
KRT12	ENSG00000263243	ENSG00000187242
KRT16P1	ENSG00000284527	ENSG00000214856
KRT16P4	ENSG00000284285	ENSG00000229526
KRT17P2	ENSG00000284257	ENSG00000186831
KRT17P5	ENSG00000284350	ENSG00000205266
KRT18P1	ENSG00000228666	ENSG00000226462
KRT18P1	ENSG00000228990	ENSG00000226462
KRT18P1	ENSG00000233505	ENSG00000226462
KRT18P1	ENSG00000235541	ENSG00000226462
KRT18P40	ENSG00000277976	ENSG00000269012
KRT18P53	ENSG00000280844	ENSG00000229232
KRT18P53	ENSG00000281050	ENSG00000229232
KRT18P53	ENSG00000292353	ENSG00000229232
KRT20	ENSG00000263057	ENSG00000171431
KRT23	ENSG00000263309	ENSG00000108244
KRT31	ENSG00000262993	ENSG00000094796
KRT31	ENSG00000292029	ENSG00000094796
KRT33A	ENSG00000261986	ENSG00000006059
KRT33A	ENSG00000292027	ENSG00000006059
KRT33B	ENSG00000263012	ENSG00000131738
KRT33B	ENSG00000292028	ENSG00000131738
KRT34	ENSG00000262045	ENSG00000131737
KRT34	ENSG00000292033	ENSG00000131737
KRT37	ENSG00000108417	ENSG00000263022
KRT37	ENSG00000292032	ENSG00000263022
KRT39	ENSG00000262164	ENSG00000196859
KRT40	ENSG00000204889	ENSG00000262845
KRT41P	ENSG00000292031	ENSG00000225438
KRT8P8	ENSG00000292182	ENSG00000223940
KRTAP1-1	ENSG00000262808	ENSG00000188581
KRTAP1-3	ENSG00000262347	ENSG00000221880
KRTAP1-4	ENSG00000263242	ENSG00000204887
KRTAP1-5	ENSG00000261862	ENSG00000221852
KRTAP16-1	ENSG00000263186	ENSG00000212657
KRTAP16-1	ENSG00000292043	ENSG00000212657
KRTAP17-1	ENSG00000263341	ENSG00000186860
KRTAP17-1	ENSG00000292024	ENSG00000186860
KRTAP2-1	ENSG00000261852	ENSG00000212725
KRTAP2-2	ENSG00000292054	ENSG00000214518
KRTAP2-3	ENSG00000262862	ENSG00000212724
KRTAP2-3	ENSG00000292034	ENSG00000212724
KRTAP2-4	ENSG00000263091	ENSG00000213417
KRTAP2-4	ENSG00000292035	ENSG00000213417
KRTAP2-5P	ENSG00000262376	ENSG00000237230
KRTAP2-5P	ENSG00000292036	ENSG00000237230
KRTAP29-1	ENSG00000262218	ENSG00000212658
KRTAP29-1	ENSG00000262542	ENSG00000212658
KRTAP29-1	ENSG00000292050	ENSG00000212658
KRTAP3-1	ENSG00000262068	ENSG00000212901
KRTAP3-2	ENSG00000263296	ENSG00000212900
KRTAP3-3	ENSG00000263101	ENSG00000212899
KRTAP3-4P	ENSG00000262616	ENSG00000226776
KRTAP4-11	ENSG00000263229	ENSG00000212721
KRTAP4-11	ENSG00000292038	ENSG00000212721
KRTAP4-12	ENSG00000263236	ENSG00000213416
KRTAP4-12	ENSG00000292039	ENSG00000213416
KRTAP4-16	ENSG00000262520	ENSG00000241241
KRTAP4-16	ENSG00000292055	ENSG00000241241
KRTAP4-17P	ENSG00000292045	ENSG00000251439
KRTAP4-2	ENSG00000292044	ENSG00000244537
KRTAP4-4	ENSG00000292041	ENSG00000171396
KRTAP4-5	ENSG00000292040	ENSG00000198271
KRTAP4-6	ENSG00000292051	ENSG00000198090
KRTAP4-7	ENSG00000292053	ENSG00000240871
KRTAP4-8	ENSG00000261968	ENSG00000204880
KRTAP4-8	ENSG00000292042	ENSG00000204880
KRTAP4-9	ENSG00000262121	ENSG00000212722
KRTAP4-9	ENSG00000292052	ENSG00000212722
KRTAP5-1	ENSG00000278210	ENSG00000205869
KRTAP5-1	ENSG00000280585	ENSG00000205869
KRTAP5-1	ENSG00000291433	ENSG00000205869
KRTAP5-2	ENSG00000278489	ENSG00000205867
KRTAP5-2	ENSG00000281533	ENSG00000205867
KRTAP5-2	ENSG00000291434	ENSG00000205867
KRTAP5-3	ENSG00000275920	ENSG00000196224
KRTAP5-3	ENSG00000281191	ENSG00000196224
KRTAP5-3	ENSG00000291435	ENSG00000196224
KRTAP5-4	ENSG00000277068	ENSG00000241598
KRTAP5-4	ENSG00000278620	ENSG00000241598
KRTAP5-4	ENSG00000291440	ENSG00000241598
KRTAP5-5	ENSG00000277291	ENSG00000185940
KRTAP5-5	ENSG00000278302	ENSG00000185940
KRTAP5-5	ENSG00000291443	ENSG00000185940
KRTAP5-6	ENSG00000277389	ENSG00000205864
KRTAP9-10P	ENSG00000263103	ENSG00000237183
KRTAP9-10P	ENSG00000263115	ENSG00000237183
KRTAP9-11P	ENSG00000262946	ENSG00000229351
KRTAP9-12P	ENSG00000262214	ENSG00000248807
KRTAP9-12P	ENSG00000292046	ENSG00000248807
KRTAP9-2	ENSG00000262573	ENSG00000239886
KRTAP9-2	ENSG00000263090	ENSG00000239886
KRTAP9-3	ENSG00000262749	ENSG00000204873
KRTAP9-3	ENSG00000292047	ENSG00000204873
KRTAP9-4	ENSG00000262512	ENSG00000241595
KRTAP9-4	ENSG00000262896	ENSG00000241595
KRTAP9-4	ENSG00000292049	ENSG00000241595
KRTAP9-6	ENSG00000212659	ENSG00000263263
KRTAP9-7	ENSG00000262221	ENSG00000180386
KRTAP9-8	ENSG00000292048	ENSG00000187272
KRTAP9-9	ENSG00000262594	ENSG00000198083
KRTAP9-9	ENSG00000267728	ENSG00000198083
KSR1P1	ENSG00000282764	ENSG00000229485
KYAT1	ENSG00000171097	ENSG00000286112
LAIR1	ENSG00000167613	ENSG00000276053
LAIR1	ENSG00000274110	ENSG00000276053
LAIR1	ENSG00000276163	ENSG00000276053
LAIR1	ENSG00000278154	ENSG00000276053
LAIR2	ENSG00000274084	ENSG00000167618
LAIR2	ENSG00000275819	ENSG00000167618
LAIR2	ENSG00000277335	ENSG00000167618
LCN1P1	ENSG00000280820	ENSG00000119440
LCN1P2	ENSG00000281430	ENSG00000204031
LDHA	ENSG00000288299	ENSG00000134333
LENG1	ENSG00000105617	ENSG00000278516
LENG1	ENSG00000275935	ENSG00000278516
LENG1	ENSG00000276628	ENSG00000278516
LENG1	ENSG00000276774	ENSG00000278516
LENG1	ENSG00000276959	ENSG00000278516
LENG1	ENSG00000277457	ENSG00000278516
LENG1	ENSG00000277808	ENSG00000278516
LENG1	ENSG00000278257	ENSG00000278516
LENG1	ENSG00000278426	ENSG00000278516
LENG8	ENSG00000274305	ENSG00000167615
LENG8	ENSG00000276458	ENSG00000167615
LENG8	ENSG00000276681	ENSG00000167615
LENG9	ENSG00000273574	ENSG00000278312
LENG9	ENSG00000274495	ENSG00000278312
LENG9	ENSG00000275183	ENSG00000278312
LEUTX	ENSG00000280774	ENSG00000213921
LGALS4	ENSG00000282992	ENSG00000171747
LGALS7	ENSG00000283082	ENSG00000205076
LGALS7B	ENSG00000282902	ENSG00000178934
LGALS9C	ENSG00000284021	ENSG00000171916
LHX1	ENSG00000274577	ENSG00000273706
LIAT1	ENSG00000283985	ENSG00000187624
LILRA1	ENSG00000274935	ENSG00000104974
LILRA1	ENSG00000275525	ENSG00000104974
LILRA1	ENSG00000277398	ENSG00000104974
LILRA2	ENSG00000274000	ENSG00000239998
LILRA2	ENSG00000275290	ENSG00000239998
LILRA2	ENSG00000278634	ENSG00000239998
LILRA3	ENSG00000275841	ENSG00000273884
LILRA3	ENSG00000276175	ENSG00000273884
LILRA3	ENSG00000278046	ENSG00000273884
LILRA4	ENSG00000274185	ENSG00000239961
LILRA4	ENSG00000276798	ENSG00000239961
LILRA4	ENSG00000277092	ENSG00000239961
LILRA5	ENSG00000187116	ENSG00000274914
LILRA5	ENSG00000274113	ENSG00000274914
LILRA5	ENSG00000275404	ENSG00000274914
LILRA5	ENSG00000278355	ENSG00000274914
LILRA6	ENSG00000244482	ENSG00000274148
LILRA6	ENSG00000275539	ENSG00000274148
LILRA6	ENSG00000275584	ENSG00000274148
LILRA6	ENSG00000277177	ENSG00000274148
LILRB1	ENSG00000104972	ENSG00000276452
LILRB1	ENSG00000274669	ENSG00000276452
LILRB1	ENSG00000277134	ENSG00000276452
LILRB1	ENSG00000277807	ENSG00000276452
LILRB2	ENSG00000131042	ENSG00000277751
LILRB2	ENSG00000274513	ENSG00000277751
LILRB2	ENSG00000275463	ENSG00000277751
LILRB2	ENSG00000276146	ENSG00000277751
LILRB3	ENSG00000274587	ENSG00000204577
LILRB3	ENSG00000275019	ENSG00000204577
LILRB3	ENSG00000277816	ENSG00000204577
LILRB4	ENSG00000275730	ENSG00000186818
LILRB4	ENSG00000276042	ENSG00000186818
LILRB4	ENSG00000278279	ENSG00000186818
LILRB4	ENSG00000278555	ENSG00000186818
LILRB5	ENSG00000273991	ENSG00000105609
LILRB5	ENSG00000274311	ENSG00000105609
LILRB5	ENSG00000277414	ENSG00000105609
LILRB5	ENSG00000278437	ENSG00000105609
LILRP1	ENSG00000186152	ENSG00000273740
LILRP1	ENSG00000273546	ENSG00000273740
LILRP1	ENSG00000273670	ENSG00000273740
LILRP1	ENSG00000273881	ENSG00000273740
LILRP1	ENSG00000274271	ENSG00000273740
LILRP1	ENSG00000274339	ENSG00000273740
LILRP1	ENSG00000274545	ENSG00000273740
LILRP1	ENSG00000274881	ENSG00000273740
LILRP1	ENSG00000275112	ENSG00000273740
LILRP1	ENSG00000276001	ENSG00000273740
LILRP1	ENSG00000276099	ENSG00000273740
LILRP1	ENSG00000276307	ENSG00000273740
LILRP1	ENSG00000276447	ENSG00000273740
LILRP1	ENSG00000276526	ENSG00000273740
LILRP1	ENSG00000277070	ENSG00000273740
LILRP1	ENSG00000277240	ENSG00000273740
LILRP1	ENSG00000277570	ENSG00000273740
LILRP1	ENSG00000277894	ENSG00000273740
LILRP1	ENSG00000277921	ENSG00000273740
LILRP1	ENSG00000278325	ENSG00000273740
LILRP2	ENSG00000273528	ENSG00000170858
LILRP2	ENSG00000273666	ENSG00000170858
LILRP2	ENSG00000273755	ENSG00000170858
LILRP2	ENSG00000273864	ENSG00000170858
LILRP2	ENSG00000273883	ENSG00000170858
LILRP2	ENSG00000273922	ENSG00000170858
LILRP2	ENSG00000274120	ENSG00000170858
LILRP2	ENSG00000274788	ENSG00000170858
LILRP2	ENSG00000274826	ENSG00000170858
LILRP2	ENSG00000274842	ENSG00000170858
LILRP2	ENSG00000274861	ENSG00000170858
LILRP2	ENSG00000275289	ENSG00000170858
LILRP2	ENSG00000275442	ENSG00000170858
LILRP2	ENSG00000275462	ENSG00000170858
LILRP2	ENSG00000276243	ENSG00000170858
LILRP2	ENSG00000276247	ENSG00000170858
LILRP2	ENSG00000276976	ENSG00000170858
LILRP2	ENSG00000277267	ENSG00000170858
LILRP2	ENSG00000277963	ENSG00000170858
LILRP2	ENSG00000278288	ENSG00000170858
LILRP2	ENSG00000278795	ENSG00000170858
LILRP2	ENSG00000283732	ENSG00000170858
LILRP2	ENSG00000283794	ENSG00000170858
LILRP2	ENSG00000283800	ENSG00000170858
LILRP2	ENSG00000283942	ENSG00000170858
LILRP2	ENSG00000283983	ENSG00000170858
LILRP2	ENSG00000284030	ENSG00000170858
LILRP2	ENSG00000284051	ENSG00000170858
LILRP2	ENSG00000284097	ENSG00000170858
LILRP2	ENSG00000284141	ENSG00000170858
LILRP2	ENSG00000284314	ENSG00000170858
LILRP2	ENSG00000284339	ENSG00000170858
LILRP2	ENSG00000284374	ENSG00000170858
LILRP2	ENSG00000284405	ENSG00000170858
LILRP2	ENSG00000284593	ENSG00000170858
LINC00328-2P	ENSG00000282536	ENSG00000225016
LINC00933	ENSG00000291639	ENSG00000259728
LINC01556	ENSG00000231041	ENSG00000206526
LINC01556	ENSG00000233566	ENSG00000206526
LINC01556	ENSG00000237313	ENSG00000206526
LINC01556	ENSG00000237634	ENSG00000206526
LLCFC1	ENSG00000275821	ENSG00000165131
LMNTD2	ENSG00000185522	ENSG00000275873
LONRF1	ENSG00000154359	ENSG00000285360
LONRF2P4	ENSG00000281208	ENSG00000258415
LPCAT1	ENSG00000275079	ENSG00000153395
LPCAT4	ENSG00000291994	ENSG00000176454
LRFN1	ENSG00000291874	ENSG00000128011
LRP6	ENSG00000281324	ENSG00000070018
LRRC37A	ENSG00000278742	ENSG00000176681
LRRC37A2	ENSG00000274332	ENSG00000238083
LRRC37A2	ENSG00000277221	ENSG00000238083
LRRC37A3	ENSG00000275621	ENSG00000176809
LRRC37A4P	ENSG00000214425	ENSG00000282331
LRRC37A9P	ENSG00000282486	ENSG00000271013
LRRC56	ENSG00000161328	ENSG00000273831
LRTM2	ENSG00000166159	ENSG00000285383
LSM14A	ENSG00000257103	ENSG00000262860
LSM2	ENSG00000172850	ENSG00000204392
LSM2	ENSG00000224979	ENSG00000204392
LSM2	ENSG00000225998	ENSG00000204392
LSM2	ENSG00000231502	ENSG00000204392
