nes_rank	Name	geneset	ES	NES	pval	fdr	tag_pct	gene_pct	lead_genes	log2err	n_genes_ranked
1	prerank	Estrogen Response Early	0.3808964324244222	1.5037589659893047	0.0018229992827551974	0.05620440513097604	53/181	14.35%	EGR3;PDLIM3;MUC1;BCL11B;CLIC3;AREG;FOS;PRSS23;AFF1;CELSR2;PMAIP1;DYNLT3;SLC27A2;FRK;CXCL12;SLC1A1;PGR;BHLHE40;NAV2;BCL2;TIAM1;GFRA1;GREB1;GAB2;FHL2;MPPED2;RAB31;SNX24;SLC16A1;DEPTOR;RAPGEFL1;DLC1;MYB;MAST4;NRIP1;ELOVL2;MED24;KAZN;PTGES;RHOD;ADCY1;SLC7A2;KDM4B;SLC1A4;MYBL1;MYBBP1A;TOB1;SLC7A5;SOX3;TPD52L1;FDFT1;MED13L;SFN	0.4550598673872297	12344
2	prerank	mTORC1 Signaling	0.33603140746668136	1.33452149302995	0.022207329536962382	0.18038120585317755	75/184	28.14%	GLRX;SLC7A11;TUBA4A;ACACA;CTH;PDK1;CDKN1A;BHLHE40;BTG2;STARD4;LDHA;PHGDH;POLR3G;AK4;FDXR;BCAT1;PSME3;MLLT11;VLDLR;CTSC;TUBG1;MTHFD2L;PGM1;RDH11;IFI30;HPRT1;HSPD1;PNO1;SLC1A4;DDIT3;NMT1;SLC7A5;HK2;TFRC;ME1;DDIT4;ACTR3;PSMD13;NFIL3;G6PD;STIP1;ACTR2;MTHFD2;PSMD12;BUB1;HSPA4;STC1;SSR1;EGLN3;PGK1;ADD3;AURKA;FADS1;PNP;RIT1;EIF2S2;ACLY;CCNG1;PLOD2;PITPNB;PSMC4;PSMG1;CYB5B;PSMD14;ATP6V1D;SLC6A6;XBP1;RRP9;RAB1A;GLA;NUFIP1;FADS2;EDEM1;RRM2;TCEA1	0.35248785758361917	12344
3	prerank	Hypoxia	0.3426529402919466	1.3221311654050159	0.029449992792355516	0.18038120585317755	48/149	15.03%	GLRX;PLAUR;TMEM45A;COL5A1;PPFIA4;FOS;MXI1;TNFAIP3;PLIN2;PDK1;MAFF;CDKN1A;BNIP3L;GPC4;BHLHE40;RRAGD;PRKCA;BCL2;LDHA;GCNT2;HMOX1;ATP7A;ENO2;AK4;P4HA2;F3;LXN;ANKZF1;FAM162A;VLDLR;ADM;CCNG2;SDC2;PLAC8;PGM1;GYS1;WSB1;UGP2;PFKP;CSRP2;JMJD6;DDIT3;PAM;HK2;INHA;CITED2;DDIT4;SIAH2	0.35248785758361917	12344
4	prerank	Estrogen Response Late	0.32536995762096294	1.2812792292283728	0.0665694071627668	0.2806873977086743	46/169	15.03%	EGR3;PDLIM3;CLIC3;AREG;FOS;PRSS23;AFF1;BTG3;CELSR2;AGR2;DYNLT3;GJB3;SLC27A2;TH;FRK;ACOX2;PCP4;CXCL12;FABP5;HSPA4L;PGR;BCL2;UGDH;TIAM1;RAB31;SLC16A1;RAPGEFL1;MYB;CPE;NRIP1;MOCS2;MDK;PTGES;ASS1;UNC13B;HPRT1;SLC1A4;TOB1;SLC7A5;SOX3;TPD52L1;FDFT1;SFN;TOP2A;S100A9;SIAH2	0.2878051305355643	12344
5	prerank	IL-2/STAT5 Signaling	0.3290087098634286	1.2420182873871295	0.07416267942583732	0.2806873977086743	21/129	6.61%	MUC1;LRRC8C;PTCH1;GABARAPL1;ETV4;PTGER2;GALM;GLIPR2;SERPINC1;PLIN2;ITGA6;MAFF;BHLHE40;RRAGD;BCL2;WLS;TIAM1;APLP1;SLC39A8;HIPK2;S100A1	0.25720646646883816	12344
6	prerank	p53 Pathway	0.29851150877324656	1.16619161256219	0.11547911547911548	0.40417690417690416	36/164	13.03%	F2R;FAS;SERPINB5;CTSD;FOS;ZMAT3;SLC7A11;DEF6;PROCR;ADA;TSPYL2;CDKN1A;HSPA4L;PLK2;BTG2;RPS27L;GPX2;HMOX1;SESN1;TP63;FDXR;FAM162A;DDB2;RHBDF2;CDK5R1;APAF1;GADD45A;TPRKB;MDM2;IFI30;HEXIM1;TRIAP1;SLC3A2;DDIT3;AEN;TOB1	0.2065879226968911	12344
7	prerank	Myc Targets V1	0.24185099854529316	0.9569709373712534	0.5885167464114832	0.80103668261563	83/180	37.82%	LDHA;UBE2E1;SRM;SSB;ODC1;HPRT1;HSPD1;EIF4E;MAD2L1;CCT5;SNRPA1;ABCE1;PHB;PSMA1;SNRPG;TCP1;CSTF2;KPNB1;RUVBL2;KPNA2;PSMD3;CCT7;ORC2;HDDC2;PGK1;RAN;CCT3;SYNCRIP;ILF2;EIF2S2;PSMD7;NCBP2;PRPS2;CCT4;PSMC4;PSMD14;PSMD1;SNRPD2;CDC20;NCBP1;CCT2;RRP9;CTPS1;EIF4G2;XPOT;PSMD8;GLO1;PWP1;POLE3;C1QBP;PRDX4;HNRNPC;SERBP1;RSL1D1;EIF2S1;ACP1;YWHAQ;CNBP;NOP16;ERH;PSMC6;PTGES3;IMPDH2;ETF1;HDAC2;XPO1;HSP90AB1;NOP56;DDX18;SRSF1;RFC4;NPM1;TXNL4A;EXOSC7;EIF3J;SNRPD1;RAD23B;TARDBP;PSMA4;UBA2;COPS5;VBP1;GNL3	0.07998588014999461	12344
8	prerank	Protein Secretion	0.2604210116384953	0.920525196475737	0.6351648351648351	0.8194786030496802	19/86	18.62%	ANP32E;BNIP3;ATP7A;SEC24D;CTSC;STAM;CAV2;COPB1;TSG101;GOSR2;SNAP23;PAM;AP2B1;SCAMP1;LAMP2;LMAN1;RPS6KA3;TMX1;OCRL	0.0716527366829457	12344
9	prerank	Glycolysis	0.22717953826613627	0.8952533319845197	0.7482352941176471	0.9165882352941177	35/170	15.00%	GLRX;COL5A1;SPAG4;PYGL;PPFIA4;MXI1;CTH;DSC2;GPC4;RRAGD;LDHA;ENO2;AK4;P4HA2;ARTN;ANKZF1;FAM162A;VLDLR;MPI;MED24;SDC2;GYS1;UGP2;HOMER1;PFKP;PRPS1;PAM;HS6ST2;HK2;AGL;CITED2;ME1;TPST1;DDIT4;RPE	0.06689662765006661	12344
10	prerank	PI3K/AKT/mTOR  Signaling	0.21637984337682228	0.7648503344051806	0.9208791208791208	1.0	16/86	17.88%	PRKAA2;ACACA;PDK1;CDKN1A;TIAM1;ARHGDIA;MAP3K7;DDIT3;EIF4E;SFN;THEM4;ACTR3;ACTR2;RPS6KA3;RPTOR;MAP2K6	0.05378728077602996	12344
