nes_rank	Name	geneset	ES	NES	pval	fdr	tag_pct	gene_pct	lead_genes	log2err	n_genes_ranked
1	prerank	Myc Targets V1	0.46843651952512694	2.0747266710657066	2.955938577239755e-09	1.4779692886198775e-07	88/199	19.96%	UBE2E1;CCT5;SSB;EIF4E;MAD2L1;RAD23B;ABCE1;CCT4;HSPE1;RAN;KPNB1;CCT3;ORC2;PSMD7;HSPD1;TCP1;H2AZ1;PSMA1;HPRT1;SNRPG;PSMD14;SRM;CCT2;PSMD1;CCT7;ILF2;HNRNPC;HNRNPA3;CNBP;HDDC2;XPOT;NME1;SNRPA1;EIF2S2;PSMA7;RSL1D1;EIF1AX;POLE3;CDC20;IARS1;NCBP2;PRPS2;EIF4G2;C1QBP;CSTF2;NCBP1;SNRPD2;YWHAQ;GLO1;PWP1;EIF4A1;RUVBL2;ODC1;UBA2;XPO1;HDAC2;KPNA2;SNRPD1;NOP56;MRPS18B;PSMD3;PSMD8;SRSF1;NPM1;ERH;SRSF2;PTGES3;PSMC6;PSMB3;PSMA4;LDHA;IMPDH2;AP3S1;PSMC4;ACP1;APEX1;RRP9;TXNL4A;CTPS1;SERBP1;MRPL23;TARDBP;RFC4;RPL6;NOP16;EIF2S1;ETF1;EXOSC7	0.7749390301364365	18812
2	prerank	mTORC1 Signaling	0.36491981961794784	1.6162464944649384	0.00026813518600071084	0.006703379650017771	55/199	11.73%	CDKN1A;RDH11;BTG2;ACTR3;PSME3;SLC7A11;HSPA4;PNO1;TUBG1;HSPE1;POLR3G;STIP1;CYB5B;CCNG1;HSPD1;ME1;G6PD;AURKA;AK4;STARD4;ACTR2;HPRT1;SSR1;PSMD14;MTHFD2;PHGDH;RAB1A;BUB1;NMT1;BHLHE40;PGM1;EIF2S2;ACLY;SLC1A4;PNP;TOMM40;DDIT3;TUBA4A;EEF1E1;MTHFD2L;CTSC;TFRC;PSMD13;PSMD12;PSMB5;DHFR;HSPA9;PLOD2;TCEA1;RRM2;ERO1A;RIT1;FDXR;IFI30;ATP6V1D	0.4984931087665903	18812
3	prerank	Protein Secretion	0.39423504638223683	1.562175860662499	0.0037052696245318084	0.024426385160718492	26/95	11.42%	SEC24D;ANP32E;TMX1;STX16;CLTC;TSG101;RPS6KA3;STAM;SCAMP1;COPB1;VPS45;ARCN1;OCRL;AP2B1;RAB5A;CTSC;GOSR2;LMAN1;PAM;RAB2A;LAMP2;SEC22B;TMED2;COPB2;SNAP23;NAPG	0.4317076958033465	18812
4	prerank	E2F Targets	0.3026598892082212	1.3407947370708573	0.030472265303972356	0.07325221172402198	45/200	13.33%	CDKN1A;TUBB;MAD2L1;JPT1;ANP32E;TRIP13;TUBG1;RAN;ORC2;AK2;AURKA;PAICS;H2AZ1;TOP2A;MTHFD2;DCLRE1B;RFC1;HMMR;GINS4;LYAR;NME1;PSIP1;CNOT9;CDC20;BIRC5;KIF18B;TFRC;LUC7L3;UBE2S;MMS22L;BUB1B;PSMC3IP;HMGB3;TACC3;XPO1;KPNA2;RRM2;ORC6;NOP56;SRSF1;CBX5;NUP107;PRPS1;CKS2;SRSF2	0.35248785758361917	18812
5	prerank	Estrogen Response Early	0.29605469611803903	1.3112700330612226	0.03369601739305011	0.07325221172402198	59/198	17.00%	GFRA1;DYNLT3;BCL2;TPD52L1;CXCL12;CCN5;MYB;BCL11B;SLC27A2;FRK;FOS;EGR3;PDLIM3;RHOD;RAB31;SLC7A2;DEPTOR;BHLHE40;MED24;CLIC3;GAB2;SLC16A1;MED13L;TIAM1;SLC1A4;FDFT1;NAV2;AFF1;GJA1;MICB;OLFM1;UNC119;PRSS23;NRIP1;PMAIP1;TGIF2;SNX24;MYBL1;MYBBP1A;FCMR;MAPT;AREG;ELOVL2;TOB1;PTGES;CELSR2;SFN;KDM4B;FARP1;MAST4;KLF10;RAPGEFL1;MUC1;AMFR;RARA;SLC1A1;SLC7A5;SOX3;SCARB1	0.3217759180753611	18812
6	prerank	Mitotic Spindle	0.2959966098058792	1.3110127601941988	0.03369601739305011	0.07325221172402198	48/198	17.27%	CCDC88A;ARHGAP5;PPP4R2;CD2AP;CDC27;ALS2;PALLD;AURKA;WASF1;ALMS1;ARHGDIA;TOP2A;RFC1;BUB1;KIF3C;CLASP1;BCL2L11;TUBD1;TIAM1;TTK;SEPTIN9;TUBA4A;CSNK1D;BIRC5;ARHGEF3;TLK1;NF1;CTTN;SHROOM1;FGD6;CEP72;RAB3GAP1;NCK2;TRIO;RAPGEF5;SPTBN1;ARHGAP29;MAPRE1;FARP1;CEP57;KIF1B;CNTROB;DLG1;KIF3B;NOTCH2;DLGAP5;FBXO5;APC	0.3217759180753611	18812
7	prerank	p53 Pathway	0.2962230362583403	1.3087445408119682	0.024123590904382902	0.06700997473439695	52/194	14.95%	RPS27L;CDKN1A;HSPA4L;MDM2;BTG2;ZMAT3;TPD52L1;SESN1;SLC7A11;FAS;TRIAP1;CTSD;F2R;ADA;CCNG1;FOS;BAX;TSPYL2;DDB2;HRAS;HMOX1;PROCR;ELP1;DDIT3;SERPINB5;SLC35D1;EI24;SLC3A2;TPRKB;ISCU;DEF6;AK1;RALGDS;CGRRF1;ZNF365;GADD45A;FDXR;CYFIP2;TOB1;RAP2B;IFI30;AEN;EPS8L2;FBXW7;FAM162A;SFN;PLK2;FUCA1;CDK5R1;KRT17;GPX2;MAPKAPK3	0.35248785758361917	18812
8	prerank	Myc Targets V2	0.34551502027432573	1.2535260181698402	0.12808988764044943	0.2065965929684668	23/57	24.28%	PRMT3;HSPE1;WDR43;HSPD1;SRM;MRTO4;MPHOSPH10;FARSA;MYBBP1A;TCOF1;NIP7;NOP56;PPAN;NPM1;PES1;RRP9;NOP16;UTP20;WDR74;HK2;RCL1;PA2G4;PLK1	0.18643255843407516	18812
9	prerank	Pancreas Beta Cells	0.3917661453142647	1.2456116827596106	0.17124735729386892	0.23784355179704017	7/28	9.74%	STXBP1;ABCC8;SRP9;SRP14;PAK3;SPCS1;DPP4	0.15419096658142437	18812
10	prerank	Unfolded Protein Response	0.3038980952709156	1.2217661115260166	0.12440191387559808	0.2065965929684668	37/111	19.35%	EIF4E;NABP1;TSPYL2;SRPRA;TUBB2A;SSR1;MTHFD2;XPOT;SLC1A4;IARS1;GOSR2;TARS1;EDC4;ARFGAP1;DKC1;EIF4A1;HSPA9;SPCS1;PREB;ERO1A;DDX10;TATDN2;NOP56;NPM1;HYOU1;YWHAZ;MTREX;SRPRB;CKS1B;PAIP1;SLC7A5;RRP9;EXOSC2;EIF4G1;EXOSC4;EIF2S1;HSP90B1	0.19578900214894948	18812
