nes_rank	Name	geneset	ES	NES	pval	fdr	tag_pct	gene_pct	lead_genes	log2err	n_genes_ranked
11	prerank	Estrogen Response Late	0.2711548232098532	1.2006860488728	0.08636363636363636	0.15664160401002505	52/195	17.19%	HSPA4L;DYNLT3;BCL2;FABP5;TPD52L1;CXCL12;CCN5;ACOX2;MYB;SLC27A2;FRK;FOS;BTG3;EGR3;HPRT1;TOP2A;PDLIM3;RAB31;MOCS2;CPE;CLIC3;SLC16A1;TIAM1;SLC1A4;FDFT1;CDC20;AFF1;ASS1;MICB;OLFM1;PRSS23;NRIP1;UGDH;MAPT;NAB2;TH;AREG;TOB1;PTGES;CELSR2;SFN;PKP3;FARP1;SERPINA1;CDC6;RAPGEFL1;IGSF1;AMFR;SLC7A5;SOX3;SCARB1;JAK1	0.23112670967383434	18812
12	prerank	PI3K/AKT/mTOR  Signaling	0.2963664165783138	1.1810446130134364	0.16441441441441443	0.23487773487773492	14/100	6.21%	CDKN1A;PRKAA2;ACTR3;EIF4E;PLA2G12A;CLTC;HRAS;ACTR2;ARHGDIA;RPS6KA3;MAPKAP1;PTPN11;TIAM1;DDIT3	0.16318012718068903	18812
13	prerank	UV Response Up	0.2753347057149176	1.172439584767272	0.13439635535307518	0.20999430523917997	26/152	8.00%	ONECUT1;SELENOW;BTG2;HSPA13;STIP1;PPP1R2;CYB5B;GGH;FOS;BTG3;GRPEL1;PPAT;PDLIM3;EPCAM;HMOX1;UROD;HLA-F;BCL2L11;E2F5;POLE3;CNP;TUBA4A;TFRC;TARS1;SLC25A4;OLFM1	0.18302393838448724	18812
14	prerank	Glycolysis	0.2556840806489748	1.1295765929430792	0.16241299303944315	0.23487773487773492	44/197	13.09%	PYGL;DSC2;RPE;HS6ST2;ME1;GYS1;G6PD;AURKA;AK4;PFKP;GPC4;AK3;HMMR;SPAG4;MED24;GFPT1;SDC2;AGL;MDH1;P4HA2;PAM;RARS1;ARPP19;PLOD1;UGP2;HDLBP;GPC3;MPI;ANKZF1;PLOD2;COPB2;MXI1;RRAGD;PGAM2;ERO1A;PGM2;ENO2;FAM162A;ZNF292;HS2ST1;VLDLR;HOMER1;BPNT1;PRPS1	0.1669338487131932	18812
15	prerank	Spermatogenesis	0.2756117498578784	1.1066490887255853	0.25565610859728505	0.3363896165753751	17/104	10.25%	HSPA4L;MLF1;AURKA;TSN;GSTM3;BUB1;AGFG1;PIAS2;TTK;CLGN;STRBP;COIL;ADAM2;GMCL1;NPHP1;SHE;GAD1	0.12814291689841534	18812
16	prerank	DNA Repair	0.252002252377133	1.071160285740014	0.2951945080091533	0.37845449744763243	44/149	20.02%	ADA;ALYREF;RRM2B;TAF13;TSG101;DDB2;HPRT1;AK3;POLR2K;NME1;NME4;PNP;NCBP2;ADRM1;GTF2H3;RNMT;AK1;POLR2D;ERCC8;DGUOK;POLR2I;COX17;REV3L;TMED2;POLR2C;BCAP31;RAE1;TAF9;RFC5;ERCC4;ERCC3;POLR2E;GPX4;EDF1;IMPDH2;ERCC5;SNAPC4;POLB;NELFCD;SUPT4H1;RFC4;SDCBP;ZNF707;SMAD5	0.11881503941226279	18812
17	prerank	G2-M Checkpoint	0.2238425813846558	0.9914318973536544	0.4791666666666667	0.5208333333333334	55/198	19.12%	MAD2L1;RAD23B;JPT1;PRMT5;CDC27;KPNB1;HIF1A;AURKA;H2AZ1;TOP2A;NCL;BUB1;HMMR;MAP3K20;HSPA8;PBK;TTK;CDC20;CBX1;BIRC5;UBE2S;CUL3;MEIS1;DKC1;HMGB3;TACC3;ODC1;EFNA5;CHMP1A;XPO1;SS18;KPNA2;ORC6;SNRPD1;SRSF10;SRSF1;CKS2;SRSF2;NSD2;DR1;TENT4A;CDC6;MNAT1;AMD1;CKS1B;STMN1;SLC7A5;NOTCH2;FBXO5;RAD54L;LBR;CCND1;CCNT1;WRN;UBE2C	0.08943668337186206	18812
18	prerank	KRAS Signaling Up	0.2022555600465862	0.8771219296534606	0.8153153153153153	0.8492867867867867	33/165	17.97%	KIF5C;PTBP2;PRELID3B;MMD;ETV5;ANKH;NAP1L2;CPE;ADAM17;PLAUR;DCBLD2;EVI5;CBR4;PLEK2;TMEM158;IL10RA;F2RL1;ERO1A;ETV4;DNMBP;AKAP12;FUCA1;PRDM1;HDAC9;CBX8;ZNF639;MALL;RBM4;PTCD2;SATB1;GPRC5B;MMP11;BPGM	0.06064040094941605	18812
19	prerank	Inflammatory Response	-0.18796558611542977	-0.7972392245005204	0.9312169312169312	0.9312169312169312	30/175	16.99%	NFKBIA;BST2;P2RX4;SRI;RNF144B;IL4R;MET;IL1R1;PTGER4;AHR;CCL17;LDLR;TIMP1;IFNGR2;CCL5;IRF1;TAPBP;NDP;RHOG;LYN;FFAR2;TNFSF10;CD82;VIP;RASGRP1;IL1B;RELA;IFNAR1;ABI1;NFKB1	0.043190199833418236	18812
20	prerank	Allograft Rejection	-0.20074200489787805	-0.8391791806447908	0.8624338624338624	0.8800345535039412	30/157	16.78%	INHBB;BCL3;GCNT1;IL4R;GBP2;CD47;CAPG;PTPN6;IFNAR2;TGFB2;TIMP1;RPL39;IRF8;IFNGR2;CCL5;EIF3A;ST8SIA4;TAPBP;RPS3A;LYN;ELF4;GPR65;CCR1;CTSS;IKBKB;IL1B;GLMN;TGFB1;IL7;ABI1	0.04669480412820541	18812
21	prerank	IL-2/STAT5 Signaling	-0.22892580040084787	-0.9735295831642916	0.5088028169014085	0.5412795924483069	40/180	18.13%	CA2;ARL4A;FAH;FURIN;P2RX4;BATF;IL4R;AHNAK;RHOB;SMPDL3A;BCL2L1;GSTO1;CAPG;PHTF2;NRP1;PLEC;AHR;UCK2;IFITM3;HOPX;IRF8;ENPP1;SERPINB6;NDRG1;TNFRSF18;NT5E;SNX9;TNFSF10;GPR65;CISH;PTH1R;BMPR2;MYO1C;LRIG1;AGER;IRF6;SLC1A5;RABGAP1L;ALCAM;CYFIP1	0.0716527366829457	18812
22	prerank	Notch Signaling	-0.31728647612854727	-0.9908417238109214	0.44612476370510395	0.49569418189455994	6/31	12.96%	ARRB1;LFNG;MAML2;DTX2;CUL1;FZD1	0.08220549204158697	18812
23	prerank	Reactive Oxygen Species Pathway	-0.29630876027772657	-1.0098473386997904	0.430939226519337	0.4897036664992466	12/48	12.92%	TXNRD2;PDLIM1;NDUFS2;JUNB;ATOX1;SCAF4;SOD1;MBP;GLRX2;MGST1;HMOX2;PRDX6	0.08266464491237531	18812
24	prerank	Myogenesis	-0.2387951772400926	-1.015242824465851	0.39965095986038396	0.464710418442307	27/177	13.67%	ERBB3;DTNA;LARGE1;MB;ITGB4;KIFC3;CLU;PPP1R3C;TEAD4;CDH13;EIF4A2;TSC2;CFD;LPIN1;MYH9;SCD;PTGIS;SPARC;BAG1;CACNA1H;ITGB5;PTP4A3;FKBP1B;IFRD1;FDPS;KCNH1;STC2	0.0838361057159929	18812
25	prerank	Complement	-0.2437143343218159	-1.0364192847116132	0.34683098591549294	0.41289403085177734	31/180	15.21%	CA2;LGALS3;BRPF3;CTSH;S100A13;PRDM4;KYNU;CLU;PDGFB;MMP15;ATOX1;CDH13;CSRP1;USP16;GNB2;EHD1;SRC;PHEX;TIMP1;CCL5;IRF1;LTF;F8;CTSV;RHOG;LYN;DGKH;KCNIP2;CTSS;RASGRP1;PPP4C	0.0922597260527354	18812
26	prerank	KRAS Signaling Dn	-0.2534135533830215	-1.0523332724671024	0.3327433628318584	0.4057845888193395	44/151	26.44%	SLC6A14;LFNG;VPS50;LYPD3;EFHD1;CAPN9;SYNPO;PKP1;PTPRJ;CALML5;STAG3;TGFB2;CPB1;GP2;SLC29A3;BMPR1B;RIBC2;AKR1B10;FGFR3;IFI44L;SLC25A23;YPEL1;SELENOP;PAX3;HSD11B2;KCNMB1;ENTPD7;MYOT;BRDT;KRT13;CALCB;ADRA2C;KMT2D;CD80;EDN1;FGGY;UGT2B17;KCND1;ACTC1;ARHGDIG;SPHK2;CAMK1D;MEFV;MAGIX	0.09497515259055951	18812
27	prerank	Wnt-beta Catenin Signaling	-0.3229201317744715	-1.0784179668204763	0.33093525179856115	0.4057845888193395	9/40	14.90%	DKK1;HEY1;NCSTN;FRAT1;WNT5B;CUL1;FZD1;MAML1;AXIN2	0.09624060232812905	18812
28	prerank	Androgen Response	-0.29736670805748644	-1.1678156066095315	0.17625899280575538	0.23818782811588565	30/98	17.91%	INSIG1;SLC26A2;NCOA4;ARID5B;PTPN21;DHCR24;PTK2B;ADAMTS1;SAT1;UAP1;TSC22D1;DNAJB9;SCD;CAMKK2;SORD;ZBTB10;NDRG1;BMPR1B;ZMIZ1;MYL12A;CENPN;UBE2I;SPDEF;ABCC4;B4GALT1;HMGCS1;SELENOP;GSR;IQGAP2;RRP12	0.13880510939113974	18812
29	prerank	Hypoxia	-0.2882866330696517	-1.2310020930070622	0.08771929824561403	0.15664160401002505	28/185	8.01%	ACKR3;TGFB3;SLC25A1;EFNA1;FBP1;DTNA;NR3C1;NDST1;CDKN1B;LARGE1;JUN;KDELR3;PFKL;SELENBP1;PDGFB;PPP1R3C;HEXA;HK1;B3GALT6;NEDD4L;TPI1;TGFBI;NDST2;ANXA2;SDC4;SLC37A4;MYH9;PKP1	0.19991523130966152	18812
30	prerank	Hedgehog Signaling	-0.38547833829898764	-1.2362728846930247	0.15539305301645337	0.23487773487773492	11/34	18.98%	TLE1;HEY1;SLIT1;TLE3;SHH;NRP1;MYH9;AMOT;NRCAM;LDB1;UNC5C	0.150169802128406	18812
31	prerank	Coagulation	-0.30922482360435266	-1.2522087873407604	0.08756567425569177	0.15664160401002505	23/120	14.14%	TIMP3;CD9;FURIN;CTSH;S100A13;CLU;PDGFB;MMP15;CRIP2;MSRB2;CFD;CSRP1;GNB2;VWF;RAC1;TIMP1;SPARC;THBS1;F8;CTSV;ANXA1;MASP2;BMP1	0.19991523130966152	18812
32	prerank	Xenobiotic Metabolism	-0.2976523795586391	-1.2669419104312278	0.06405693950177936	0.12811387900355872	50/184	18.36%	CA2;CYP2J2;FBP1;RAP1GAP;FAH;CROT;ABCC2;ACO2;TNFRSF1A;ID2;KYNU;ECH1;ACOX3;GSTM4;TKFC;SLC6A12;NINJ1;DDT;CSAD;COMT;GSTO1;PMM1;FMO1;IL1R1;DDC;ASL;BLVRB;BCAR1;TGFB2;IRF8;ALDH9A1;POR;EPHA2;MT2A;GART;CYP1A1;EPHX1;CYB5A;SHMT2;UPB1;ABCC3;AOX1;ENTPD5;SLC1A5;GSR;CNDP2;ATOH8;LPIN2;MAN1A1;RETSAT	0.2377938344236881	18812
33	prerank	heme Metabolism	-0.3107027521498808	-1.3213496707030943	0.032124899487294856	0.07325221172402198	35/179	11.14%	CA2;BCAM;IGSF3;NCOA4;RAP1GAP;NR3C1;DCAF10;NUDT4;FBXO7;AQP3;SELENBP1;BLVRA;HDGF;EIF2AK1;PPOX;ABCG2;PIGQ;PGLS;MKRN1;HEBP1;KHNYN;SLC22A4;SLC10A3;TFDP2;FECH;FOXJ2;BTRC;KLF3;BSG;BLVRB;LRP10;ARHGEF12;HAGH;TNS1;GDE1	0.3217759180753611	18812
34	prerank	Epithelial Mesenchymal Transition	-0.3143100024764451	-1.3342103157050833	0.03883067529747601	0.08089724020307502	32/176	11.93%	TIMP3;DKK1;MGP;LAMA3;PMP22;TNFRSF12A;VCAN;JUN;FSTL3;ID2;LGALS1;MATN3;RHOB;SAT1;CADM1;MCM7;CAPG;TGFBI;QSOX1;SDC4;PLOD3;COLGALT1;SDC1;TIMP1;PCOLCE;SPARC;ANPEP;THBS1;NT5E;MATN2;ITGB5;PTHLH	0.3217759180753611	18812
35	prerank	Angiogenesis	-0.42901452880337265	-1.3397529590490405	0.09829867674858223	0.169480477152728	15/31	27.17%	VCAN;PDGFA;NRP1;FGFR1;TIMP1;VAV2;SERPINA5;KCNJ8;THBD;VTN;JAG1;S100A4;PTK2;LUM;COL5A2	0.19578900214894948	18812
36	prerank	Pperoxisome	-0.35353339239661363	-1.3909209207165678	0.029051010493630028	0.07325221172402198	28/99	12.91%	GSTK1;TSPO;EPHX2;CRABP2;IDH2;DHCR24;PEX6;MLYCD;ECH1;ABCD1;HSD3B7;CADM1;FIS1;IDE;CLN6;MVP;SMARCC1;ABCB9;HSD17B4;SOD1;ALDH9A1;ABCB4;PEX11A;SEMA3C;CLN8;HSD17B11;FDPS;DIO1	0.35248785758361917	18812
37	prerank	Interferon Gamma Response	-0.32857035806649804	-1.3982991031535987	0.012424061585796698	0.03882519245561468	48/182	16.99%	ARL4A;NFKBIA;PSME1;OAS3;IFI44;ARID5B;BST2;SRI;RNF213;USP18;IL4R;PTPN1;TNFAIP2;HLA-DRB1;ZNFX1;RIPK1;SOCS3;ISG15;CMPK2;IFIT1;PTPN6;MVP;TRIM25;IFNAR2;TRAFD1;IFITM3;OASL;IRF8;CCL5;ST8SIA4;IRF1;TAPBP;MT2A;IRF9;PSME2;LATS2;IRF5;TNFSF10;IFI44L;IFI35;STAT2;EPSTI1;SLC25A28;IL7;MYD88;NOD1;IFIT2;NFKB1	0.3807304007227925	18812
38	prerank	Oxidative Phosphorylation	-0.32758783058971097	-1.411364132434157	0.009512472283891947	0.03519824644429406	55/199	17.09%	ATP1B1;PHB2;ECHS1;VDAC2;IDH2;OAT;ECI1;ATP5MF;ACO2;NDUFA9;UQCRC1;ATP5PO;NDUFS2;ECH1;OGDH;NDUFB2;NDUFA1;CPT1A;MDH2;ATP5PF;ATP5MC2;GLUD1;ATP5F1D;SDHC;DLST;SURF1;SLC25A6;ATP6V1G1;ACAT1;NDUFA2;ATP6V0E1;RHOT2;HADHA;POR;ATP6V1F;NDUFB5;VDAC1;TIMM17A;AFG3L2;NQO2;NDUFS4;CYB5A;ACAA2;RHOT1;CYC1;ATP6V1E1;DLD;UQCR11;COX7B;ATP5F1B;COX4I1;ACADVL;COX15;PRDX3;SLC25A20	0.3807304007227925	18812
39	prerank	Apical Junction	-0.3324974772038165	-1.4152582606825	0.010559473933288219	0.03519824644429406	40/184	14.14%	CLDN4;LAMA3;NECTIN2;INSIG1;NECTIN4;NECTIN3;VCAN;ITGB4;SYK;CTNND1;CLDN9;MYL12B;EXOC4;LAMB3;MAPK11;ADAM15;TGFBI;PCDH1;AMH;VASP;RRAS;VWF;CLDN15;MYH9;ARHGEF6;PARVA;TSPAN4;MPZL1;SRC;SYMPK;ACTN4;ZYX;SHC1;VAV2;JAM3;TMEM8B;TNFRSF11B;TIAL1;CLDN7;BMP1	0.3807304007227925	18812
40	prerank	TNF-alpha Signaling via NF-kB	-0.34486332413972043	-1.4676371894677878	0.004699299674697363	0.02610722041498535	36/182	10.69%	ACKR3;DRAM1;EFNA1;NFKBIA;BCL3;LITAF;JUN;TRIB1;SQSTM1;TNFAIP2;ID2;KYNU;JUNB;RHOB;SAT1;BCL6;NINJ1;SOCS3;LAMB3;SIK1;IER2;TSC22D1;RCAN1;PTGER4;PLPP3;NFKB2;SDC4;EHD1;LDLR;CLCF1;MCL1;ZBTB10;NFE2L2;IFNGR2;CCL5;IRF1	0.40701791892395406	18812
41	prerank	Bile Acid Metabolism	-0.3721576023348784	-1.4730330310346216	0.009751994967299301	0.03519824644429406	28/102	14.43%	GSTK1;BCAR3;EPHX2;IDH2;CROT;DHCR24;PXMP2;ABCA3;PEX6;PEX26;MLYCD;ABCD1;HSD3B7;SLC29A1;ABCA4;AGXT;AR;HSD17B4;RXRA;SOD1;ALDH9A1;PEX1;PEX11A;SOAT2;HSD17B11;DIO1;PNPLA8;PEX19	0.3807304007227925	18812
42	prerank	Adipogenesis	-0.34706846530538604	-1.4911677641331669	0.0021944224489364897	0.018286853741137414	65/194	20.75%	ARL4A;SLC25A1;ECHS1;ADCY6;FZD4;EPHX2;SLC5A6;BCL2L13;FAH;MCCC1;PFKL;ACO2;ADIPOR2;UQCRC1;ATP5PO;DNAJC15;ECH1;SLC66A3;BCL6;AGPAT3;MDH2;DDT;SQOR;UBC;MTARC2;TKT;SDHC;YWHAG;DNAJB9;GHITM;ESRRA;UCK1;ACADS;TST;SAMM50;REEP5;SOD1;POR;ATP1B3;ESYT1;COQ9;ITSN1;LPCAT3;ENPP2;ACAA2;CYC1;DLD;DHRS7B;UQCR11;COX7B;LTC4S;SLC1A5;PRDX3;ABCB8;CYP4B1;CDKN2C;RETSAT;PEMT;MIGA2;MRPL15;STAT5A;REEP6;COL15A1;PPP1R15B;UQCR10	0.4317076958033465	18812
43	prerank	Interferon Alpha Response	-0.38418519240526194	-1.492342760351007	0.010139761905503503	0.03519824644429406	27/92	16.81%	PARP9;PSME1;IFI44;BST2;USP18;IL4R;GBP2;CD47;NUB1;SAMD9;ELF1;ISG15;CMPK2;TRIM25;TRAFD1;IFITM3;OASL;IRF1;IRF9;PSME2;IFI44L;IFI35;STAT2;EPSTI1;SLC25A28;IL7;IFIT2	0.3807304007227925	18812
44	prerank	Fatty Acid Metabolism	-0.3607763366948021	-1.495590879762502	0.007783154486285166	0.03519824644429406	42/149	15.64%	CA2;GSTZ1;ECHS1;PCBD1;PSME1;GLUL;ECI1;DHCR24;ACO2;BLVRA;ADIPOR2;ERP29;MLYCD;ECH1;LGALS1;METAP1;NBN;CPT1A;MDH2;FMO1;SDHC;DLST;CA4;NTHL1;HSD17B4;RAP1GDS1;ACADS;S100A10;ALDH9A1;ACOT2;BMPR1B;GRHPR;HSD17B11;BCKDHB;PRDX6;CYP1A1;EPHX1;ACAA2;DLD;LTC4S;HMGCS1;HMGCS2	0.40701791892395406	18812
45	prerank	Apical Surface	-0.44636836265059826	-1.50783034652051	0.020310374569079765	0.059736395791411066	13/42	15.38%	ATP6V0A4;HSPB1;ADIPOR2;CRYBG1;FLOT2;LYPD3;AFAP1L2;EPHB4;TMEM8B;LYN;SLC34A3;GAS1;B4GALT1	0.35248785758361917	18812
46	prerank	Cholesterol Homeostasis	-0.4180569164339596	-1.538927689509981	0.006553696009653899	0.032768480048269495	18/73	10.08%	NIBAN1;CD9;GUSB;LGALS3;TNFRSF12A;MVK;CYP51A1;ACSS2;CLU;ECH1;SEMA3B;LSS;SQLE;TRIB3;SCD;LDLR;PMVK;ETHE1	0.40701791892395406	18812
47	prerank	UV Response Dn	-0.3742186069779041	-1.5501326204961503	0.003908221625714959	0.024426385160718492	35/139	12.51%	PLCB4;PMP22;INSIG1;NR3C1;CDKN1B;GCNT1;PTPN21;SRI;KCNMA1;SIPA1L1;RUNX1;ICA1;MIOS;SMAD7;ATP2B4;MET;SYNJ2;BMPR1A;NRP1;PLPP3;ANXA2;MGMT;CDK13;EFEMP1;ID1;LDLR;RXRA;ARHGEF9;DYRK1A;ZMIZ1;VAV2;TFPI;DLC1;BCKDHB;PIAS3	0.40701791892395406	18812
48	prerank	Apoptosis	-0.3781420694402504	-1.5698337626104917	0.0014137552331190556	0.014137552331190555	38/148	10.79%	TIMP3;ERBB3;TSPO;VDAC2;LGALS3;HSPB1;BIK;CDKN1B;TNFRSF12A;JUN;SQSTM1;LMNA;DAP3;CLU;BID;MADD;RHOB;SAT1;SMAD7;BCL2L1;CASP2;PPT1;MGMT;SLC20A1;RNASEL;IFITM3;NEDD9;TGFB2;PEA15;MCL1;WEE1;TIMP1;CREBBP;RHOT2;SOD1;BCL2L2;IRF1;DPYD	0.4550598673872297	18812
49	prerank	IL-6/JAK/STAT3 Signaling	-0.459014145312807	-1.6953277975853709	0.001311653515701672	0.014137552331190555	24/74	16.58%	CD9;TNFRSF12A;JUN;LTBR;IL4R;PTPN1;TNFRSF1A;IL17RA;IL10RB;IL13RA1;SOCS3;IL1R1;IL9R;IL17RB;IFNGR2;IRF1;IRF9;CCR1;STAT2;IL1B;IFNAR1;TGFB1;IL7;MYD88	0.4550598673872297	18812
50	prerank	TGF-beta Signaling	-0.5295415541451559	-1.8469322266084116	0.00070616861750844	0.011769476958474	21/52	16.27%	ID3;BCAR3;FURIN;ID2;JUNB;SMAD6;SMAD7;BMPR1A;SMURF1;PPP1CA;FNTA;SLC20A1;ID1;IFNGR2;ARID4B;THBS1;SMAD3;BMPR2;TGFB1;TJP1;TGIF1	0.4772708153628622	18812
