accession	contrast	organism	unit	n_case	n_control	method	gene	gene_class	mean_case	mean_control	baseMean	log2fc_case_vs_control	stat	pvalue	padj_genome	padj_panel	low_expression	direction	detect_case	detect_control	rank_biserial	note
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN11	claudin	5.333333333333333	2.6666666666666665	4.0105184710399016	0.709124747605653	0.6823168072309842	0.495038647688689	0.6793343179761017	0.5912961625170452	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN12	claudin	1140.0	1051.3333333333333	1074.2055676333052	-0.03294988708222384	-0.49037817177841014	0.6238663199269197	0.7768569970688356	0.6878526091501935	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN14	claudin	2.6666666666666665	1.0	1.696072185476239	1.0548003185011092	0.6578752719319585	0.5106182814521842	0.6926439206968603	0.593421246011998	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN15	claudin	280.0	224.0	242.1172777867945	0.18596606790507392	1.2437212468159249	0.21360217348054433	0.3857863409064726	0.28702792061448146	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN16	claudin	9.666666666666666	3.0	6.16560485277612	1.6831139946174973	1.8962010074840137	0.057933470022793684	0.14217306383968786	0.09581304657615879	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN18	claudin	1.3333333333333333	0.6666666666666666		0.6520766965796934					False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN23	claudin	343.3333333333333	302.0	317.78142992170865	0.02864727367391254	0.2543458045351964	0.7992284160870388	0.8954039298819444	0.8539640211272204	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	TACSTD2	surface	220.33333333333334	221.33333333333334	218.38609104675473	-0.1531146066658789	-1.1235407372953825	0.26120790928382775	0.44568347628103816	0.34036182118801794	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	TJP1	tight_junction	3505.6666666666665	4229.666666666667	3810.7389204928845	-0.4237192656665242	-9.102681741630517	8.812837068084276e-20	2.4568560481823182e-18	3.7895199392762387e-19	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	TJP2	tight_junction	374.3333333333333	303.6666666666667	329.444371757171	0.16632601506694275	1.419043271870134	0.15588640089149877	0.30691580709646715	0.23114190477015337	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	TJP3	tight_junction	2767.0	1696.3333333333333	2164.066431788312	0.5500299935930966	10.286571909735958	8.100928915857232e-25	3.048185067488435e-23	3.870443815354011e-24	False	UP				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	OCLN	tight_junction	1630.3333333333333	1821.6666666666667	1699.4727926525418	-0.3128149409321077	-5.33301467323592	9.659550272310634e-08	7.781195798071355e-07	2.769071078062382e-07	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CDH1	tight_junction	22840.333333333332	20040.0	21042.931066110123	0.043207866979787984	0.9701467899254693	0.3319733291190823	0.5243139820769128	0.40785294720344395	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	F11R	tight_junction	2389.3333333333335	2311.3333333333335	2312.0818681731685	-0.10149353928758058	-1.8756542793343038	0.06070276784834509	0.14766886043750885	0.09667477842514219	False	NS				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CGN	tight_junction	4788.0	5428.0	5028.465550096156	-0.33667060135029675	-7.128270166833543	1.0163813439949346e-12	1.481044703676367e-11	3.642033149315182e-12	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	WT_high_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	MARVELD2	tight_junction	789.0	875.6666666666666	818.6432735757086	-0.3011013342944922	-3.818144495288333	0.00013445916820058854	0.0006550195161607232	0.00032120801292362817	False	SIG_SMALL_FC				Density contrast. High density is the state where basal IFNL depends on cGAS-STING mtDNA in the paper.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN1	claudin	931.3333333333334	3005.0	1785.8868726320381	-1.1626756374319305	-18.70317940125572	4.663909088930836e-78	5.650282408670557e-76	4.0109618164805196e-77	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN2	claudin	9903.0	6623.333333333333	8537.230919965936	1.122918325791952	8.32948636615049	8.119384638858533e-17	1.3735351030436746e-15	2.685642611314746e-16	False	UP				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN3	claudin	10582.666666666666	14198.333333333334	12146.506787457256	0.11868449867583131	1.752039593265578	0.07976700003740383	0.16654413784302738	0.1071869063002614	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN4	claudin	13563.666666666666	23300.333333333332	17648.340714485596	-0.2553020797230259	-5.337954375770105	9.400110424578864e-08	6.527203767583152e-07	2.0210237412844556e-07	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN5	claudin	3.6666666666666665	2.3333333333333335	3.1301668346346783	1.2774728288253696	1.072110302003977	0.2836704921796067	0.44442067110215083	0.33882864343675245	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN6	claudin	2.3333333333333335	1.0	1.7319374749972745	1.675662159822577	1.1005397020195165	0.2710970411717296	0.43021298413917386	0.33306207915383923	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN7	claudin	5916.333333333333	8532.333333333334	7026.335581472306	-0.0019367290654800642	-0.038589938615602254	0.9692173241406234	0.9852793584135182	0.9692173241406234	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN8	claudin	0.0	0.3333333333333333		-0.736965594166206					True	LOW				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN9	claudin	51.333333333333336	21.333333333333332	39.65746745371496	1.741025974061746	4.965795753896389	6.841993449661122e-07	4.260954094369099e-06	1.400979611121087e-06	False	UP				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN10	claudin	0.0	0.6666666666666666		-1.2223924213364479					True	LOW				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN11	claudin	3.6666666666666665	5.333333333333333	4.222643748308342	-0.04170533600540249	-0.042759568072152566	0.9658931944957988	0.9838501623395768	0.9692173241406234	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN12	claudin	1076.6666666666667	1140.0	1105.7863407433017	0.4376661779240041	5.4925513482576775	3.961683116991283e-08	2.895190303368864e-07	8.965914422664483e-08	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN14	claudin	0.0	2.6666666666666665		-2.662965012722429					False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN15	claudin	152.33333333333334	280.0	204.46460103727156	-0.34248616999768067	-2.380377532379105	0.017294908802572322	0.04655495393240038	0.027543743648541105	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN16	claudin	4.0	9.666666666666666	6.492261978616962	-0.8480417776854253	-1.0465823655773305	0.29529223862332765	0.45671835019808155	0.3431774665081916	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN18	claudin	0.0	1.3333333333333333		-1.8744691179161408					False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN23	claudin	130.33333333333334	343.3333333333333	219.03857428832453	-0.8769562444365115	-6.282276079439153	3.336516459028488e-10	3.0799220791931213e-09	8.966887983639061e-10	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TACSTD2	surface	19.666666666666668	220.33333333333334	103.37793126468438	-2.970536565328958	-11.73412094453829	8.520697426748792e-32	3.220856653270062e-30	3.3308180850018007e-31	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TJP1	tight_junction	1795.3333333333333	3505.6666666666665	2503.675580876655	-0.4365295562123177	-7.680757961409029	1.5815003761136647e-14	2.2304529888718026e-13	4.857465440920541e-14	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TJP2	tight_junction	335.6666666666667	374.3333333333333	353.9145809512368	0.3683203267420668	3.24732854266055	0.0011649383011450478	0.004242367730364854	0.002087181122884877	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TJP3	tight_junction	1398.3333333333333	2767.0	1968.9626982008047	-0.4525305890612342	-6.838393890354838	8.008594894216098e-12	8.751128482447339e-11	2.2957972030086145e-11	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	OCLN	tight_junction	897.6666666666666	1630.3333333333333	1197.428076381311	-0.34496865764799345	-4.124996398424194	3.7074055841775226e-05	0.0001786041992049287	6.931236526940586e-05	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CDH1	tight_junction	14163.333333333334	22840.333333333332	17831.93943950561	-0.17183483719139417	-3.214889153389223	0.00130494902111746	0.004704811581681341	0.002244512316322031	False	SIG_SMALL_FC				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	F11R	tight_junction	1638.6666666666667	2389.3333333333335	1959.8036119435967	-0.02094963529262334	-0.3119192660595762	0.7551018802747026	0.854583015507673	0.8117345212953053	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CGN	tight_junction	2297.3333333333335	4788.0	3323.8029618923306	-0.5324884761106596	-9.139978650506446	6.246466055178079e-20	1.2933898132298135e-18	2.2383170031054783e-19	False	DOWN				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNL23KO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	MARVELD2	tight_junction	574.6666666666666	789.0	664.6670331711645	0.0678664589104551	0.8023346467686918	0.42235940590121257	0.5894898183973633	0.4779330119408458	False	NS				Ligand KO vs WT at high density, where basal IFNL2/3 is on.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN1	claudin	2689.6666666666665	3005.0	2809.775497068691	-0.18540051788896073	-3.1417090517310644	0.0016796485320320826	0.004979150072273239	0.002639447693193273	False	SIG_SMALL_FC				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN2	claudin	12310.666666666666	6623.333333333333	9273.496307740064	0.887454156759266	6.124811419462215	9.079107308436783e-10	5.698473321016339e-09	2.3498865974777557e-09	False	UP				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN3	claudin	16037.333333333334	14198.333333333334	14886.452627154846	0.1520981968731012	3.257797344072983	0.001122805592829389	0.003435131720297938	0.0019001325417112736	False	SIG_SMALL_FC				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN4	claudin	19732.0	23300.333333333332	21256.308198509363	-0.2720309456304584	-6.358298655343735	2.0400055176808198e-10	1.3521974197819314e-09	5.610015173622254e-10	False	SIG_SMALL_FC				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN5	claudin	3.6666666666666665	2.3333333333333335	2.8521726260619302	0.683985444835342	0.5681409216475717	0.5699392830217889	0.7112847948656483	0.5831936849525281	False	NS				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN6	claudin	6.333333333333333	1.0	3.5661183662025753	2.605079128076944	2.0200060444926495	0.043382760561105155	0.09240182314603308	0.0545383275625322	False	NS				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN7	claudin	8001.0	8532.333333333334	8160.012202923441	-0.12469756762963809	-2.8392074616758283	0.0045225742484176915	0.012299481123725652	0.0062185395915743255	False	SIG_SMALL_FC				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN8	claudin	0.0	0.3333333333333333		-0.736965594166206					True	LOW				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN9	claudin	29.666666666666668	21.333333333333332	25.7984540915017	0.38944916422164616	0.9403530380476222	0.34703650247516593	0.5017074496308608	0.372429417290422	False	NS				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN10	claudin	0.3333333333333333	0.6666666666666666		-0.4854268271702417					False	NS				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN11	claudin	21.0	5.333333333333333	12.998143328828888	1.9736904595616058	3.1561267497754075	0.0015987936752910002	0.004759454633432216	0.002605441544918667	False	UP				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN12	claudin	995.6666666666666	1140.0	1053.2425729352374	-0.23086374927148245	-3.103627186185603	0.0019116404955757025	0.005606393690635847	0.00290042006225279	False	SIG_SMALL_FC				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN14	claudin	4.666666666666667	2.6666666666666665	3.4176179927377803	0.837249725716645	0.7527172670892984	0.45161983156012675	0.6055786448815844	0.4731255378248947	False	NS				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN15	claudin	179.0	280.0	224.36193378921675	-0.6806435145347957	-3.9167621383025613	8.974621979334564e-05	0.00032241502949675584	0.00017168842047422645	False	DOWN				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN16	claudin	5.666666666666667	9.666666666666666	7.859724208563157	-0.8680461526562456	-1.2074395918156844	0.2272628959142312	0.3644744428493627	0.24998918550565433	False	NS				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN18	claudin	0.6666666666666666	1.3333333333333333		-0.6520766965796931					False	NS				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CLDN23	claudin	218.33333333333334	343.3333333333333	278.6187844941673	-0.6853371362803894	-5.4023777416373795	6.576327876205441e-08	3.4160654787007883e-07	1.6075468141835523e-07	False	DOWN				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TACSTD2	surface	6.333333333333333	220.33333333333334	113.9950063390343	-5.166680225939814	-13.855077999092716	1.185280537250531e-43	4.2284883166412687e-42	6.51904295487792e-43	False	DOWN				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TJP1	tight_junction	4817.666666666667	3505.6666666666665	4098.002065509342	0.4333877530804419	8.159065738136556	3.376258639363317e-16	3.4679123443290667e-15	1.0611098580856139e-15	False	SIG_SMALL_FC				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TJP2	tight_junction	345.6666666666667	374.3333333333333	355.82933206975554	-0.1476320685530456	-1.261398787919512	0.2071652048111592	0.33885266593395597	0.2337248464536155	False	NS				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	TJP3	tight_junction	1697.0	2767.0	2203.4095984840337	-0.7357325334250673	-13.119769185178619	2.5370647053838897e-39	7.846049331913211e-38	1.240342744854346e-38	False	DOWN				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	OCLN	tight_junction	1319.3333333333333	1630.3333333333333	1455.5302485042866	-0.33498879626106143	-5.218893991425789	1.7999474344490664e-07	8.933999961595888e-07	4.168299321882048e-07	False	SIG_SMALL_FC				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CDH1	tight_junction	20752.0	22840.333333333332	21572.384049786666	-0.17437297461723156	-3.479110929185708	0.0005030802945054	0.0016342338412404687	0.000885421318329504	False	SIG_SMALL_FC				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	F11R	tight_junction	2173.0	2389.3333333333335	2256.94400687029	-0.17000677384659213	-2.8826162952172667	0.003943875247622813	0.010872187070099154	0.005597758415980767	False	SIG_SMALL_FC				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	CGN	tight_junction	2568.3333333333335	4788.0	3635.8712230439996	-0.9222312381950489	-15.222824707805621	2.495207322755553e-52	1.1868869498573915e-50	1.8298187033540723e-51	False	DOWN				Receptor KO vs WT at high density.
GSE279172	IFNLRKO_vs_WT_high	human	bulk_library	3	3	pydeseq2_wald	MARVELD2	tight_junction	816.6666666666666	789.0	791.3677914076728	0.01974830975465138	0.25186933615446033	0.8011420618371192	0.8807200224711844	0.8011420618371192	False	NS				Receptor KO vs WT at high density.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN1	claudin	2614.0	2670.6666666666665	2607.35333746529	-0.021922362603133138	-0.4319882133326543	0.6657499797434827	0.7947973820876939	0.6828204920445977	False	NS				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN2	claudin	10369.666666666666	7413.333333333333	8791.307616378408	0.49584722525867386	13.728092737183076	6.89240933114915e-43	4.1184221780523146e-41	5.51392746491932e-42	False	SIG_SMALL_FC				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN3	claudin	10490.0	13415.333333333334	11803.887096159735	-0.3514073630355166	-11.289023866184078	1.4867865031693372e-29	4.957121117625767e-28	7.433932515846686e-29	False	SIG_SMALL_FC				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN4	claudin	23471.333333333332	29995.666666666668	26354.000974431223	-0.34403572128151877	-13.098002280213928	3.38038408846526e-39	1.719488706332662e-37	2.2535893923101733e-38	False	SIG_SMALL_FC				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN5	claudin	6.0	2.3333333333333335	4.115041402112184	1.349472364799258	1.379355033698342	0.16778531613150505	0.30450325692222097	0.2097316451643813	False	NS				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN6	claudin	10.666666666666666	2.0	6.548523061076749	2.415728086269162	2.7555123285994902	0.005860029603599662	0.018246941967698962	0.008371470862285232	False	UP				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN7	claudin	6425.666666666667	7406.333333333333	6826.760101336792	-0.19488980582604865	-5.914457513908324	3.3297116829529985e-09	2.72166544567044e-08	7.009919332532629e-09	False	SIG_SMALL_FC				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN8	claudin	0.0	0.0		0.0					True	LOW				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN9	claudin	67.66666666666667	18.333333333333332	42.086187504961515	1.8486790994584898	5.45158447294241	4.992299766047023e-08	3.600045174803375e-07	9.509142411518138e-08	False	UP				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN10	claudin	0.0	0.3333333333333333		-0.736965594166206					True	LOW				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN11	claudin	5.666666666666667	2.6666666666666665	4.388753786283245	1.0194118169467845	1.0370904088520219	0.2996937246562462	0.4680849451137517	0.35258085253676025	False	NS				Same ligand KO at low density, where basal IFNL is off.
GSE279172	IFNL23KO_vs_WT_low	human	bulk_library	3	3	pydeseq2_wald	CLDN12	claudin	1231.6666666666667	1051.3333333333333	1125.2764550701943	0.24119271386865218	4.050963647296679	5.100713237545501e-05	0.00024536360137349084	7.847251134685385e-05	False	SIG_SMALL_FC				Same ligand KO at low density, where basal IFNL is off.
