ligand	receptor	pathway	pair_origin	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop
HLA-A	CD8A	MHC_I	curated_overlay	15569	48012	2.0061848163604736	0.5014652013778687	0.8473890423277025	0.2376905773556611	1.2538250088691711	1.0060318729374274	True
HLA-B	CD8A	MHC_I	curated_overlay	15569	48012	1.9099339246749878	0.5014652013778687	0.8722461301303873	0.2376905773556611	1.2056995630264282	0.9577654001555658	True
HLA-A	CD8B	MHC_I	curated_overlay	15569	48012	2.0061848163604736	0.4012211561203003	0.8473890423277025	0.1995959343497459	1.203702986240387	0.8049237914111416	True
HLA-B	CD8B	MHC_I	curated_overlay	15569	48012	1.9099339246749878	0.4012211561203003	0.8722461301303873	0.1995959343497459	1.155577540397644	0.7663058973714811	True
HLA-C	CD8A	MHC_I	curated_overlay	15569	48012	1.7257287502288818	0.5014652013778687	0.8458475175027298	0.2376905773556611	1.1135969758033752	0.8653929152571038	True
HLA-C	CD8B	MHC_I	curated_overlay	15569	48012	1.7257287502288818	0.4012211561203003	0.8458475175027298	0.1995959343497459	1.063474953174591	0.6923988843168729	True
HLA-E	KLRD1	MHC_I	curated_overlay	15569	48012	0.8530488610267639	0.38501396775245667	0.7042841544094033	0.17695576105973507	0.6190314143896103	0.32843572667062837	True
CXCL16	CXCR6	T_recruit	cellphonedb_v5_interactors	15569	48012	0.30569881200790405	0.2165633589029312	0.39944762027105146	0.12205282012830126	0.26113108545541763	0.06620316154106742	True
CXCL12	CXCR4	T_recruit	cellphonedb_v5_interactors	15569	48012	0.021227164193987846	2.102832078933716	0.027040914638062817	0.7897608931100558	1.0620296215638518	0.0446371618119108	False
HLA-A	KIR3DL1	MHC_I	cellphonedb_v5_interactors	15569	48012	2.0061848163604736	0.012105117551982403	0.8473890423277025	0.007602266100141631	1.009144966956228	0.024285103033045763	False
HLA-B	KIR3DL2	MHC_I	cellphonedb_v5_interactors	15569	48012	1.9099339246749878	0.04158174246549606	0.8722461301303873	0.024535532783470797	0.9757578335702419	0.0794183805819495	False
HLA-C	KIR2DL3	MHC_I	cellphonedb_v5_interactors	15569	48012	1.7257287502288818	0.03551851212978363	0.8458475175027298	0.0213696575856036	0.8806236311793327	0.061295317547720884	False
HLA-C	KIR2DL1	MHC_I	cellphonedb_v5_interactors	15569	48012	1.7257287502288818	0.01811547577381134	0.8458475175027298	0.011038906939931684	0.8719221130013466	0.03126239736694103	False
HLA-E	KLRC1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.1530088186264038	0.7042841544094033	0.07162792635174539	0.5030288398265839	0.13052399845630447	False
HLA-E	KLRC1+KLRD1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.1530088186264038	0.7042841544094033	0.07162792635174539	0.5030288398265839	0.13052399845630447	False
HLA-E	KLRC2	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.07624545693397522	0.7042841544094033	0.0397192368574523	0.46464715898036957	0.06504110019599274	False
HLA-E	KLRC2+KLRD1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.07624545693397522	0.7042841544094033	0.0397192368574523	0.46464715898036957	0.06504110019599274	False
HLA-E	KLRK1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.007483921945095062	0.7042841544094033	0.004873781554611347	0.4302663914859295	0.0063841510912765465	False
HLA-E	KLRC3+KLRD1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.0025927494280040264	0.7042841544094033	0.0017912188619511789	0.42782080522738397	0.0022117419464866284	False
